Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.67,0.77,16.05%,172.26M,0.70%,6.16B,27.35,1.32,-15.15%,143.50M,12.63%,135.60M,3.05,0.32,84.04%,3.61%,23.51%,1.54B,4.00,24.36%,-1.29%,3.59,10.82%,9.32,3.87,9.22%,4.67%,5.18M,36.21%,0.95,37.86,15.32%,8.04%,25.09,36.80,22.54%,0.26 (0.73%),21.85,18.47%,6.37%,-2.07%,1.15,0.32 (0.89%),1.75,0.20%,40.45%,43.64%,0.81,"Aug 20, 2024",2.83,183.51%,15.70%,64.78,2.09%,2.12%,2400,0.34,0.50%,8.80%,2.25,36.29,Yes / Yes,0.33,34.01%,45.61%,0.99,36.69,0.70%,5.16%,2.18%,Jul 30 AMC,1.44M,36.04,3.55%,10.43%,14.73%,"

","1,433,228",-1.77%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.91%,151.47M,2.98%,1.31B,14.88,0.58,-8.64%,139.49M,0.82%,-47.27M,-,0.11,75.76%,4.18%,-1.37%,445.68M,2.93,70.30%,5.22%,4.62,1.53%,1.27,6.81,3.20%,-6.17%,5.83M,8.42%,3.59,2.41,15.00%,-31.02%,7.05,10.85,-8.19%,-,-,9.40%,-7.99%,-20.46%,1.72,-,2.71,12.97%,68.16%,22.41%,0.26,-,2.71,60.38%,-6.31%,49.62,2.56%,2.71%,1618,2.12,7.33%,-10.61%,2.00,11.83,Yes / Yes,2.08,70.33%,-,0.71,8.54,2.46%,98.33%,6.80%,Aug 21 AMC,1.26M,8.63,-0.11%,-0.38%,-4.78%,"

","899,900",1.05%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.69,5.11,0.09%,458.37M,-3.63%,84.89B,29.02,6.46,-0.23%,452.65M,-2.27%,2.34B,3.79,1.46,95.76%,1.11%,8.00%,8.91B,9.52,9.51%,-0.06%,2.71,12.10%,10.94,17.12,10.82%,16.79%,5.04M,6.71%,3.47,53.93,9.68%,48.88%,144.80,201.92,-5.07%,1.70 (0.91%),40.37,11.57%,20.02%,-7.21%,0.89,1.67 (0.89%),2.09,8.05%,68.32%,29.40%,3.51,"Jul 18, 2024",3.45,7.38%,36.05%,41.86,1.53%,1.91%,14100,1.36,8.43%,26.29%,1.53,223.17,Yes / Yes,1.36,-5.60%,30.71%,0.99,187.28,2.10%,5.04%,8.30%,Aug 06 BMO,1.86M,187.37,-2.68%,-0.06%,4.03%,"

","1,847,372",0.05%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,18.37,1.42,0.86%,606.77M,2.40%,15.56B,12.74,2.04,0.00%,592.88M,18.82%,1.19B,1.41,0.40,34.62%,2.23%,29.99%,5.61B,2.77,13.79%,-6.10%,4.70,27.00%,10.31,2.52,18.82%,9.95%,13.24M,5.69%,4.71,5.52,13.00%,14.81%,15.90,27.50,22.23%,0.69 (2.67%),-,13.37%,12.68%,-5.42%,-0.10,0.97 (3.73%),1.22,15.78%,31.13%,63.64%,0.93,"Sep 10, 2024",1.26,-0.18%,24.65%,65.87,3.05%,2.68%,23554,0.30,3.60%,21.14%,1.31,29.82,Yes / Yes,0.12,-3.11%,40.76%,1.22,26.78,0.90%,2.93%,6.28%,Aug 21 BMO,2.82M,26.01,9.40%,19.90%,25.32%,"

","3,449,020",-2.88%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.65%,152.49M,5.95%,26.98B,50.66,3.49,-0.14%,93.56M,11.16%,-57.71M,-,0.63,47.13%,5.54%,-10.36%,2.17B,12.45,-10.59%,-1.13%,2.84,-6.14%,8.36,21.18,22.45%,-1.39%,5.19M,8.15%,15.80,11.20,18.50%,-5.77%,152.60,259.61,-20.14%,-,46.12,-10.72%,-4.38%,-31.85%,0.82,-,1.04,48.57%,77.87%,15.94%,5.37,-,1.04,72.20%,-5.71%,54.40,2.53%,2.76%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.97,172.13,4.48%,24.95%,30.30%,Sep 03 AMC,1.83M,176.93,3.53%,0.07%,-9.07%,"

","1,763,245",2.79%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-14.85%,216.17M,-,-3.57,-0.15%,61.38M,0.33%,-194.65M,-,-0.91,100.02%,19.06%,-22.84%,40.56M,5.33,32.96%,-14.00%,6.54,-80.69%,5.38,0.57,-19.17%,-34.97%,11.70M,-84.85%,6.00,0.51,-,-42.98%,2.83,21.34,-79.93%,-,-,-50.05%,-45.92%,-85.75%,1.72,-,6.59,-20.00%,96.71%,7.42%,0.31,-,6.59,42.78%,-543.77%,37.89,7.02%,9.15%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.62,3.11,-,-47.48%,-,Aug 09 BMO,1.79M,3.04,-16.44%,-11.14%,-67.74%,"

","1,105,450",-2.25%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.47,2.79,15.03%,307.79M,-0.47%,21.03B,12.89,5.30,-0.66%,261.54M,2.60%,875.37M,4.08,1.31,59.37%,3.53%,22.00%,4.59B,4.58,2.33%,0.21%,2.86,7.00%,27.68,2.47,-0.61%,9.01%,9.23M,4.34%,24.46,2.79,6.00%,11.27%,55.06,74.77,-4.99%,-,12.22,-,10.22%,-8.63%,-0.04,-,4.45,95.81%,74.59%,24.08%,1.43,-,4.45,508.08%,17.80%,54.44,1.76%,1.87%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.77,68.16,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,68.32,0.43%,5.46%,6.90%,"

","2,496,567",0.23%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,-0.08%,2.46B,-,-1.80,-11.45%,98.53M,24.45%,-298.33M,-,-0.76,42.60%,5.50%,45.69%,322.71M,7.63,13.61%,10.57%,8.46,55.06%,7.18,3.46,39.88%,-28.50%,5.42M,4.15%,7.37,3.37,-,-36.46%,13.48,31.22,-9.11%,-,-,-16.93%,-42.02%,-20.44%,1.06,-,3.29,2095.12%,62.95%,84.27%,1.36,-,3.46,24.90%,-109.67%,61.93,6.55%,5.22%,2175,0.12,28.16%,-92.44%,1.13,47.54,Yes / Yes,0.01,34.35%,-,1.39,26.35,7.45%,-15.75%,45.95%,Aug 06 AMC,640.51K,24.84,9.44%,24.32%,26.98%,"

","891,726",-5.73%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-1.96%,447.62M,17.75,0.20,0.00%,116.59M,15.51%,-57.85M,-,-0.00,17.19%,0.01%,-6.04%,1.22B,0.37,28.18%,91.15%,0.09,-79.64%,2.73,1.28,405.88%,-4.29%,0.01M,-,2.20,1.59,-,-9.63%,2.62,21.91,-78.54%,-,-,-,-12.58%,-84.03%,-,-,1.61,26.18%,17.21%,33.59%,0.30,-,1.80,69.95%,-3.73%,56.10,10.27%,8.40%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,1.76,3.37,-2.36%,-133.33%,5.18%,Aug 22 BMO,86.09K,3.50,8.95%,11.90%,-66.71%,"

","151,438",3.86%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,33.50,0.29,36.09%,76.17M,2.89%,954.66M,-,-0.19,-0.48%,63.49M,6.54%,30.22M,-,-0.10,52.61%,5.66%,14.81%,537.45M,1.78,-146.24%,2.75%,6.88,-17.08%,0.25,39.01,11.02%,4.65%,3.59M,-19.45%,5.27,1.82,-,855.40%,7.21,15.35,-30.86%,-,10.99,-,5.26%,-37.39%,1.19,-,7.44,17.01%,89.51%,33.29%,0.39,-,7.44,-44.78%,11.55%,55.09,3.18%,4.37%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.57,9.54,5.30%,190.25%,-27.44%,Aug 07 AMC,521.95K,9.61,0.55%,5.83%,-11.44%,"

","298,821",0.73%,ZIP
