Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.38%,75.14M,-12.27%,1.74B,40.36,0.57,-4.94%,72.86M,-12.53%,1.51B,0.76,-0.47,99.56%,5.41%,38.49%,-63.43M,12.95,40.06%,-1.76%,3.33,69.11%,134.48M,5.46,158.93%,-14.34%,3.94M,-12.27%,4.23,6.91,53.07%,-18.46%,28.49 -18.92%,59.75%,3.34,-,26.71% 15.81%,-18.90%,9.03 155.81%,206.37%,-,-,41.95% 20.90%,90.49%,7.17%,4.60%,-51.12%,-,11.22,43.93%,-52.51%,1.30,-,-,6.94,116.21%,-47.16%,37.66,1.00,- -,6.94,34.02%,-11.04%,1.25,35.54,-,0.06,72.59%,-2.54%,1.12,24.85,286,0.05,Nov 06 AMC,42.74%,1.18M,23.10,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,321,791",-7.04%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,40.83,1.12,11.52%,167.47M,-1.31%,7.68B,27.78,1.65,-1.75%,148.07M,-1.08%,7.97B,2.30,0.34,93.96%,3.63%,-3.06%,192.30M,4.63,17.54%,1.18%,6.62,20.20%,1.66B,4.83,9.77%,6.93%,5.38M,-1.31%,9.50,29.52,12.09%,11.76%,50.03 -8.30%,24.34%,1.55,26.60,32.18% -7.41%,9.03%,27.74 65.39%,115.30%,0.37 (0.81%),21.83,19.81% -5.41%,41.36%,2.71%,1.99%,129.58%,0.38 (0.83%),4.80,42.07%,16.69%,1.00,393.25%,"Nov 20, 2025",1.83,6.88%,11.59%,39.07,2.20,3.23% 0.62%,2.78,44.39%,-2.69%,1.10,51.00,35.98%,0.35,11.07%,-2.44%,1.82,46.18,2500,0.34,Oct 28 AMC,10.55%,811.62K,45.88,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,479,209",-0.65%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.37,5.93,0.18%,441.46M,0.82%,55.90B,18.66,6.80,0.00%,439.89M,7.35%,61.09B,2.42,1.40,96.93%,2.47%,-11.60%,2.65B,5.95,7.07%,-1.74%,2.25,-20.12%,9.40B,10.37,7.26%,17.96%,10.88M,0.82%,12.23,26.82,7.72%,49.87%,177.40 -28.49%,-23.54%,4.73,24.96,8.55% 11.91%,20.92%,115.25 10.07%,-13.62%,1.99 (1.57%),15.18,5.98% 8.14%,70.29%,2.91%,2.27%,-23.35%,2.00 (1.58%),6.50,11.51%,37.63%,2.97,162.85%,"Jan 20, 2026",2.28,2.68%,28.21%,54.69,1.73,18.93% 21.14%,3.64,8.17%,2.29%,0.96,159.27,32.86%,1.35,0.50%,1.71%,0.85,125.67,13800,1.35,Nov 04 BMO,-13.43%,4.85M,126.85,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,117,702",0.94%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.56,1.49,0.00%,591.63M,3.97%,12.66B,11.98,1.81,-,582.69M,3.18%,10.93B,1.33,0.45,11.64%,3.18%,13.72%,1.23B,1.92,6.12%,-1.57%,11.20,12.36%,6.59B,1.91,11.54%,9.42%,18.53M,3.97%,11.39,3.56,9.01%,13.83%,22.08 -1.65%,14.86%,6.10,-,18.24% 8.45%,13.37%,16.34 32.93%,-20.19%,0.67 (3.08%),6.09,9.28% 13.97%,26.00%,1.57%,1.47%,-23.14%,0.65 (2.99%),1.66,3.12%,20.42%,0.41,-,"Sep 30, 2025",1.34,12.89%,18.61%,60.67,1.45,- -,1.38,7.47%,2.03%,-0.18,23.59,45.76%,0.19,11.30%,7.08%,1.22,21.33,24471,0.01,Nov 19 AMC,13.64%,1.65M,21.72,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,012,260",1.83%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-2.05%,35.13B,49.33,4.47,-0.14%,102.58M,-10.03%,33.65B,2.67,0.89,52.54%,6.23%,-29.81%,-41.04M,12.40,16.10%,-1.59%,3.82,-25.61%,2.83B,17.72,17.30%,-0.73%,6.39M,-2.05%,12.43,10.58,18.49%,-2.41%,336.99 -34.62%,16.75%,20.83,41.46,54.06% 21.31%,-1.10%,164.78 33.71%,99.95%,-,1726.40,34.81% 44.03%,76.55%,3.71%,2.49%,10.32%,-,11.88,-8.83%,-4.14%,6.99,-,-,1.74,23.24%,-1.45%,33.18,1.51,- -,1.74,7.34%,-4.07%,1.02,323.09,-,0.93,25.50%,-17.28%,1.20,231.16,7923,0.89,Nov 25 AMC,-18.29%,1.67M,220.32,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,003,418",-4.69%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.64,5.15,10.52%,266.35M,-0.74%,25.36B,14.15,6.05,-2.42%,264.96M,-3.86%,17.45B,3.31,1.49,68.76%,2.53%,7.26%,1.59B,5.28,7.73%,4.35%,2.42,14.12%,4.81B,2.74,1.40%,14.44%,6.70M,-0.74%,31.27,3.19,4.27%,17.74%,91.43 -6.32%,4.02%,26.87,12.67,-10.66% 106.45%,17.11%,64.41 32.98%,28.49%,-,13.38,4.40% 49.60%,76.89%,3.41%,2.39%,-74.61%,-,3.63,72.42%,22.86%,2.24,-,-,4.36,3.85%,33.17%,47.70,2.26,- -,4.36,204.90%,-2.11%,0.90,95.58,0.00%,0.01,4.44%,0.31%,0.77,86.63,7412,0.00,Nov 24 AMC,7.18%,2.77M,85.65,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,137,564",-1.13%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,4.88%,2.06B,-,-1.61,-9.17%,108.86M,-2.89%,1.46B,-,-0.34,28.53%,4.87%,-45.09%,-206.71M,4.66,39.31%,-0.38%,6.06,-45.72%,441.78M,2.69,-1.87%,-19.28%,5.30M,4.88%,6.87,2.52,-,-28.96%,44.34 -58.28%,-27.19%,7.35,-,30.02% -3.16%,-26.82%,16.82 9.99%,-40.01%,-,-,40.31% 98.33%,61.31%,3.13%,3.31%,-86.33%,-,3.30,30.16%,-51.59%,0.77,-,-,2.68,23.73%,-46.79%,47.31,1.60,- -,2.87,23.67%,3.64%,0.88,41.95,-,0.29,12.75%,-8.40%,1.67,19.03,1869,0.01,Nov 06 BMO,-38.44%,875.25K,18.50,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,463,930",-2.79%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.88,5.59,1.45%,147.64M,3.89%,8.98B,9.95,6.11,-0.11%,145.50M,9.33%,-,1.07,1.57,80.78%,4.58%,8.41%,823.00M,1.82,18.06%,1.79%,3.59,8.03%,4.95B,1.32,4.59%,0.96%,6.67M,3.89%,46.05,-,9.29%,12.71%,61.20 -0.62%,10.54%,-,8.74,-9.99% 3.54%,9.59%,39.32 54.68%,25.51%,1.75 (2.88%),-,19.10% 8.98%,-,2.68%,2.22%,40.01%,1.76 (2.89%),-,27.30%,22.37%,1.28,121.41%,"Nov 13, 2025",-,0.12%,16.64%,67.22,2.69,4.85% 5.34%,0.16,7.93%,2.17%,0.84,65.18,33.52%,0.80,-2.03%,9.97%,0.69,60.15,9406,0.25,Jan 20 AMC,15.76%,1.86M,60.82,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,285,471",1.11%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.70,8.32,1.18%,120.46M,5.98%,2.71B,-,-3.24,0.00%,119.04M,12.05%,6.43B,-,-0.99,46.05%,18.28%,65.08%,1.00B,0.36,-83.93%,-8.98%,4.50,40.27%,7.59B,0.67,-213.00%,9.16%,21.76M,5.98%,33.34,1.39,-,25.25%,22.80 -1.32%,4.90%,16.19,1.12,-23.79% -,11.79%,11.03 103.90%,37.92%,1.18 (5.24%),2.32,-7.73% 20.63%,23.74%,4.86%,4.31%,-,4.28 (19.02%),0.85,-30.30%,19.63%,0.93,-,"Dec 01, 2025",1.22,1.63%,13.21%,67.58,4.00,16.67% -,1.30,-89.07%,8.78%,1.63,15.60,22.25%,1.41,-35.73%,21.41%,0.42,22.35,6700,1.12,Nov 20 BMO,40.28%,4.84M,22.50,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,048,832",0.67%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.68,0.41,75.38%,254.09M,5.46%,4.42B,22.22,0.49,0.00%,62.55M,2.76%,5.45B,1.06,-,23.98%,5.53%,6.71%,103.34M,2.12,24.00%,0.97%,5.65,18.53%,2.08B,2.64,12.19%,3.34%,3.46M,5.46%,4.09,16.42,20.90%,10.58%,11.00 -1.73%,35.13%,0.66,23.91,- -,5.45%,6.05 78.68%,3.74%,0.14 (1.32%),12.21,11.29% -,55.55%,3.37%,2.73%,-,0.14 (1.31%),2.62,-5.94%,8.97%,0.29,-,"Jul 07, 2025",0.79,-1.88%,4.97%,59.24,1.82,15.87% -,1.42,-54950.00%,3.33%,0.75,11.39,42.68%,1.17,-,4.79%,1.06,10.46,7395,0.82,Sep 05 BMO,20.15%,612.01K,10.81,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","646,563",3.35%,ZGN
