Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,-3.44%,866.32M,-,-0.93,495.95%,67.30M,-8.99%,-122.70M,-,-0.68,97.32%,8.05%,-12.66%,76.30M,11.35,-3.28%,0.35%,10.33,-3.21%,4.87,2.53,44.43%,-23.51%,5.42M,17.40%,3.22,3.84,-1.14%,-30.54%,7.97,17.70,-15.64%,-,-,15.81%,-34.61%,-30.23%,1.16,-,3.40,273.04%,85.33%,54.96%,0.69,-,3.40,6.94%,-157.03%,43.87,3.78%,5.49%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,1.25,12.80,-31.34%,-211.87%,83.33%,Mar 05 AMC,524.38K,12.35,-1.59%,-9.40%,-1.37%,"

","654,464",-3.52%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,36.91,0.92,11.47%,170.31M,-0.15%,5.78B,22.64,1.50,-58.29%,150.56M,-3.80%,160.20M,3.80,0.29,90.08%,3.03%,-9.39%,1.57B,3.69,4.92%,-2.21%,4.69,-0.61%,9.32,3.64,11.71%,5.98%,4.57M,4.27%,1.16,29.17,9.71%,9.96%,28.25,41.15,-8.95%,0.37 (1.09%),21.26,-7.41%,7.54%,-17.47%,1.09,0.34 (1.00%),1.81,0.56%,41.36%,20.21%,0.78,"Feb 20, 2025",2.91,44.23%,16.48%,45.10,1.71%,2.30%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,0.55,34.22,1.11%,14.78%,3.90%,Feb 04 AMC,975.02K,33.96,-0.10%,-5.91%,-2.69%,"

","534,308",-0.76%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.79,5.47,0.10%,448.47M,-0.57%,72.91B,24.03,6.77,-1.26%,447.33M,-3.39%,2.49B,3.68,1.42,95.25%,1.59%,-1.23%,9.26B,7.88,2.88%,-0.30%,2.38,-15.89%,10.64,15.31,11.23%,17.43%,7.12M,-3.60%,4.44,36.69,8.10%,50.91%,144.80,200.33,-0.07%,1.96 (1.20%),31.73,11.91%,24.46%,-18.72%,0.95,1.80 (1.10%),1.08,8.22%,69.10%,12.44%,3.84,"Apr 21, 2025",1.75,7.70%,36.65%,45.95,1.82%,2.35%,13800,1.42,8.33%,26.86%,1.50,206.15,Yes / Yes,1.13,12.87%,32.86%,0.70,161.30,0.86%,2.77%,4.70%,Feb 13 BMO,2.99M,162.82,-1.42%,-2.33%,-7.79%,"

","2,078,185",0.94%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.43,1.48,0.86%,592.17M,-8.64%,11.77B,10.24,1.94,0.00%,587.06M,1.48%,1.22B,0.96,0.42,25.37%,2.69%,0.25%,6.15B,1.91,16.08%,-5.89%,6.02,-8.18%,10.74,1.85,13.42%,9.74%,15.79M,-5.42%,5.17,3.84,13.95%,14.45%,17.89,27.50,1.69%,0.73 (3.69%),-,8.46%,14.32%,-27.71%,-0.02,0.97 (4.88%),1.04,14.25%,30.97%,11.12%,0.64,"Apr 10, 2025",1.07,-0.16%,24.90%,48.58,2.14%,2.75%,23554,0.28,12.67%,19.90%,1.40,26.02,Yes / Yes,0.01,14.33%,45.74%,0.85,19.82,10.92%,-11.92%,21.51%,Mar 18 AMC,2.62M,19.88,-1.29%,1.44%,-4.70%,"

","2,239,381",0.30%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,3.73%,32.73B,59.30,3.57,-0.41%,96.06M,9.59%,-15.53M,-,0.76,49.61%,6.46%,12.90%,2.42B,13.51,-3.38%,3.07%,3.50,21.03%,10.39,20.36,15.75%,-0.35%,6.20M,8.52%,18.62,11.36,10.32%,-1.21%,153.45,217.84,17.26%,-,47.11,-10.72%,-0.94%,-2.89%,1.11,-,1.15,48.57%,77.68%,37.86%,8.01,-,1.15,89.39%,-4.09%,57.96,2.83%,4.15%,7348,0.77,27.77%,-0.64%,1.73,236.63,Yes / Yes,0.03,73.68%,-,0.95,215.73,2.13%,13.49%,23.41%,Mar 05 AMC,1.77M,211.55,5.47%,5.38%,10.85%,"

","1,675,306",-1.94%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,24.29,3.20,14.59%,263.11M,1.99%,23.74B,14.04,5.54,-2.89%,260.69M,4.80%,1.01B,18.54,1.31,62.22%,2.81%,-9.14%,4.67B,5.09,-2.43%,7.62%,2.79,13.07%,29.22,2.66,2.46%,9.66%,7.33M,17.92%,25.57,3.04,1.31%,11.92%,55.06,92.80,-4.69%,-,13.13,106.45%,11.26%,-16.19%,0.66,-,4.46,78.74%,75.94%,41.26%,2.12,-,4.46,55.96%,19.00%,52.32,1.79%,2.58%,7412,0.01,3.05%,21.65%,2.32,91.61,Yes / Yes,0.00,21.68%,0.00%,0.50,78.13,0.80%,8.10%,3.29%,Feb 24 AMC,2.62M,77.78,3.51%,-2.56%,7.47%,"

","1,314,372",-0.45%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.14M,-10.79%,3.70B,141.87,0.24,-12.63%,108.11M,0.00%,-257.10M,-,-0.46,51.11%,7.33%,26.91%,398.99M,9.28,43.69%,10.77%,9.45,63.66%,7.80,4.35,116.33%,-23.14%,7.92M,109.58%,8.06,4.21,-,-31.41%,13.48,39.61,29.48%,-,-,-3.18%,-30.08%,-14.39%,1.13,-,3.38,118.89%,62.94%,151.56%,1.80,-,3.51,24.92%,-70.71%,47.82,3.74%,5.01%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,0.67,35.40,-0.24%,-22.87%,65.68%,Feb 27 BMO,838.45K,33.91,-5.01%,8.69%,35.50%,"

","560,620",-4.21%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,-8.75%,6.52B,21.98,1.17,-,-,8.69%,-891.82M,-,0.51,4.07%,-,-6.46%,10.55B,0.62,77.61%,68.92%,2.16,56.37%,-6.35,-,239.24%,-21.49%,1.40M,-,4.85,5.31,-,-,13.00,33.32,-9.20%,-,-,-,-,-22.66%,-,-,0.48,146.49%,16.40%,98.23%,2.09,-,0.62,25.35%,-9.12%,45.03,6.46%,8.14%,17439,-,45.22%,-8.46%,1.00,38.17,Yes / Yes,-,67.77%,-,0.81,26.16,-0.44%,-71.34%,40.01%,Mar 20 BMO,648.92K,25.77,-8.69%,-2.89%,13.06%,"

","525,672",-1.49%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.22,4.96,1.60%,147.87M,2.68%,7.48B,8.85,5.73,-2.21%,145.20M,-4.22%,730.00M,1.53,1.18,78.61%,4.00%,-5.61%,4.99B,1.50,6.81%,2.87%,3.62,7.10%,40.97,1.24,8.31%,0.88%,5.80M,24.62%,-,-,6.66%,13.15%,39.05,63.22,-6.62%,1.73 (3.41%),7.70,3.54%,9.98%,-19.87%,0.90,1.68 (3.32%),-,10.13%,-,29.73%,1.61,"Feb 13, 2025",0.35,13.79%,20.26%,47.58,2.61%,3.20%,9406,0.82,7.91%,14.62%,2.77,62.47,Yes / Yes,0.19,72.54%,33.52%,0.60,51.01,4.18%,6.00%,4.59%,Jan 21 AMC,1.60M,50.66,1.36%,-6.17%,-1.08%,"

","968,182",-0.69%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.87,17.83,1.07%,120.42M,-18.06%,1.86B,-,-1.36,0.00%,119.17M,-30.13%,2.15B,-,1.88,52.58%,10.92%,-15.42%,8.43B,0.22,-91.32%,12.63%,2.12,-27.98%,33.52,0.46,-188.28%,21.76%,13.01M,67.88%,17.56,0.88,-,66.17%,9.20,29.00,-27.95%,0.69 (4.48%),0.61,-,24.69%,-46.66%,1.71,7.10 (45.87%),1.17,42.24%,32.89%,68.23%,1.14,"Mar 24, 2025",1.25,179.57%,29.52%,30.68,4.98%,5.95%,6700,1.49,63.25%,25.48%,4.00,16.07,Yes / Yes,1.15,477.65%,22.25%,0.77,15.20,6.89%,33.49%,79.84%,Mar 12 BMO,6.13M,15.47,-17.22%,-17.21%,-21.34%,"

","4,722,992",1.78%,ZIM
