Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.18,0.77,16.19%,172.26M,2.35%,6.10B,27.07,1.32,-15.04%,143.25M,11.82%,135.60M,2.95,0.32,84.01%,3.62%,21.29%,1.54B,3.96,24.23%,6.04%,3.51,6.54%,9.32,3.83,9.34%,4.67%,5.18M,27.18%,0.95,37.46,15.65%,8.04%,25.09,35.36,21.25%,0.26 (0.74%),21.62,18.47%,6.37%,0.85%,1.15,0.32 (0.90%),1.75,0.20%,40.45%,42.13%,0.86,"Aug 20, 2024",2.83,183.51%,15.70%,69.53,1.80%,2.50%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.95,35.09,0.70%,5.16%,2.18%,Jul 30 AMC,1.48M,35.66,8.28%,11.82%,14.48%,"

","1,408,735",1.62%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,0.23%,1.32B,15.35,0.57,-8.45%,139.71M,1.52%,-47.27M,-,0.11,75.71%,4.17%,-12.39%,445.68M,2.96,70.20%,-0.36%,4.55,-4.61%,1.27,6.86,0.89%,-6.17%,5.83M,6.36%,3.59,2.42,15.00%,-31.02%,7.05,10.85,-7.45%,-,-,9.40%,-7.99%,-19.82%,1.72,-,2.71,12.97%,68.16%,23.40%,0.27,-,2.71,60.38%,-6.31%,49.20,1.94%,2.96%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.90,8.69,2.46%,98.33%,6.80%,Aug 21 AMC,1.28M,8.70,0.10%,-1.00%,-4.11%,"

","1,157,010",0.12%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,38.15,5.11,0.09%,458.37M,1.13%,88.26B,30.19,6.45,-0.23%,452.65M,6.51%,2.34B,3.99,1.46,95.72%,1.11%,12.37%,8.91B,9.90,9.66%,0.02%,2.57,15.13%,10.94,17.80,10.61%,16.79%,5.04M,11.52%,3.47,56.07,9.57%,48.88%,144.80,201.92,-1.30%,1.70 (0.87%),41.97,11.57%,20.02%,-3.52%,0.88,1.67 (0.86%),2.09,8.05%,68.32%,34.54%,3.79,"Jul 18, 2024",3.45,7.38%,36.05%,62.43,1.75%,1.96%,14100,1.36,8.43%,26.29%,1.53,222.33,Yes / Yes,1.36,-5.60%,30.71%,0.69,194.87,2.10%,5.04%,8.30%,Aug 06 BMO,1.96M,194.81,2.16%,4.95%,8.07%,"

","1,343,665",-0.03%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.04,1.42,0.86%,606.77M,10.39%,14.42B,11.91,2.03,0.00%,592.88M,16.02%,1.19B,1.26,0.40,34.63%,2.23%,16.24%,5.61B,2.57,12.72%,3.59%,5.25,15.19%,10.31,2.34,18.82%,9.95%,13.24M,-0.29%,4.71,5.12,13.57%,14.81%,15.90,25.12,13.35%,0.69 (2.85%),-,13.37%,12.68%,-3.98%,-0.10,0.97 (4.02%),1.22,15.78%,31.13%,51.75%,0.75,"Sep 10, 2024",1.26,-0.18%,24.65%,67.15,2.96%,2.34%,23554,0.30,3.60%,21.14%,1.31,29.38,Yes / Yes,0.12,-3.11%,40.76%,1.56,23.94,0.90%,2.93%,6.28%,Aug 21 BMO,2.52M,24.12,9.32%,16.74%,17.48%,"

","3,940,032",0.75%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.65%,152.49M,-0.54%,26.19B,48.99,3.51,-0.13%,93.55M,-11.45%,-57.71M,-,0.63,46.99%,5.54%,-10.62%,2.17B,12.08,-10.26%,5.50%,2.72,-10.83%,8.36,20.56,22.48%,-1.39%,5.19M,15.38%,15.80,10.87,18.14%,-5.77%,146.64,259.61,-22.47%,-,44.78,-10.72%,-4.38%,-33.84%,0.82,-,1.04,48.57%,77.87%,17.14%,5.71,-,1.04,72.20%,-5.71%,46.57,2.05%,3.21%,7348,0.97,34.07%,-2.66%,1.71,214.44,Yes / Yes,0.04,53.13%,-,0.50,170.93,4.48%,24.95%,30.30%,Sep 03 AMC,1.91M,171.77,0.23%,-4.07%,-12.54%,"

","952,720",0.49%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.75%,70.77M,-11.14%,266.66M,-,-3.57,-0.13%,61.33M,22.55%,-194.65M,-,-0.91,100.04%,19.07%,-8.31%,40.56M,6.57,32.96%,-1.04%,6.38,-76.21%,5.38,0.70,-19.17%,-34.97%,11.70M,-81.53%,6.00,0.63,-,-42.98%,2.83,21.34,-75.25%,-,-,-50.05%,-45.92%,-82.43%,1.70,-,6.59,-20.00%,96.71%,32.51%,0.37,-,6.59,42.78%,-543.77%,51.88,6.20%,10.06%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.43,3.69,-,-47.48%,-,Aug 09 BMO,1.83M,3.75,5.06%,5.83%,-61.93%,"

","787,049",1.63%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.91,2.79,15.03%,307.79M,2.99%,21.41B,13.12,5.30,-0.65%,261.54M,-1.61%,875.37M,16.61,1.31,59.38%,3.53%,17.50%,4.59B,4.67,2.33%,-0.54%,2.78,6.39%,27.68,2.51,-0.61%,9.01%,9.23M,3.31%,24.46,2.84,1.50%,11.27%,55.06,74.77,-3.28%,-,12.44,-,10.22%,-6.98%,-0.05,-,4.45,95.81%,74.59%,26.32%,1.50,-,4.45,508.08%,17.80%,61.77,1.95%,2.01%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.42,68.90,1.20%,14.44%,2.09%,Aug 21 AMC,3.32M,69.55,2.55%,9.85%,8.61%,"

","1,410,892",0.94%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,8.15%,2.34B,-,-1.80,-13.65%,98.53M,25.96%,-298.33M,-,-0.76,42.91%,5.50%,36.35%,322.71M,7.26,13.61%,-2.06%,9.22,47.50%,7.18,3.29,39.88%,-28.50%,5.42M,-6.45%,7.37,3.21,-,-36.46%,13.48,31.22,-13.54%,-,-,-16.93%,-42.02%,-24.31%,1.07,-,3.29,2095.12%,62.95%,75.30%,1.15,-,3.46,24.90%,-109.67%,67.71,6.54%,4.86%,2175,0.12,28.16%,-92.44%,1.13,47.69,Yes / Yes,0.01,34.35%,-,1.74,22.60,7.45%,-15.75%,45.95%,Aug 06 AMC,587.23K,23.63,14.74%,24.27%,19.80%,"

","1,023,593",4.56%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,15.05%,439.94M,16.95,0.20,0.00%,116.59M,14.67%,-57.85M,-,-0.00,17.20%,0.01%,-11.79%,1.22B,0.36,4.67%,-,0.09,-78.55%,2.73,1.26,336.89%,-4.29%,0.01M,-,2.20,1.57,-,-9.63%,2.62,21.91,-78.91%,-,-,-,-12.58%,-84.30%,-,-,1.61,26.18%,17.21%,31.30%,0.27,-,1.80,69.95%,-3.73%,61.22,9.02%,8.00%,3476,0.26,-1.34%,-4.74%,1.00,4.75,No / Yes,0.04,88.56%,-,1.67,3.10,-2.36%,-133.33%,5.18%,Aug 22 BMO,85.80K,3.44,15.75%,12.45%,-68.43%,"

","143,279",10.97%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.38,0.29,36.09%,76.17M,-3.33%,922.87M,-,-0.19,-0.48%,63.49M,0.32%,30.22M,-,-0.10,51.87%,5.66%,2.20%,537.45M,1.72,-146.24%,-1.82%,6.67,-19.15%,0.25,37.71,11.02%,4.65%,3.59M,-21.54%,5.27,1.76,-,855.40%,7.21,15.35,-33.17%,-,10.62,-,5.26%,-39.48%,1.20,-,7.44,17.01%,89.51%,28.85%,0.42,-,7.44,-44.78%,11.55%,48.89,3.75%,4.48%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.51,9.30,5.30%,190.25%,-27.44%,Aug 07 AMC,538.67K,9.29,-2.07%,3.60%,-15.79%,"

","272,380",-0.11%,ZIP
