Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,2.15%,1.26B,-,-1.11,35.10%,72.94M,11.19%,994.52M,-,-0.29,101.02%,9.81%,33.12%,-73.68M,10.23,38.90%,14.68%,14.30,32.69%,122.87M,3.74,-11.81%,-15.95%,7.16M,13.39%,4.44,4.47,-2.56%,-19.89%,17.70 -6.21%,32.80%,3.72,-,26.71% 15.81%,-21.07%,9.03 83.83%,193.29%,-,-,41.95% 20.90%,89.52%,3.45%,4.34%,-62.15%,-,8.09,35.69%,-67.32%,0.63,-,-,7.69,95.94%,-59.96%,65.57,1.40,- -,7.69,106.06%,6.38%,1.49,22.06,-,0.06,153.21%,14.87%,1.04,16.16,286,0.05,Aug 07 AMC,24.94%,500.36K,16.60,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","521,704",2.72%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.22,1.01,11.53%,167.66M,-0.26%,7.84B,29.69,1.58,-1.72%,148.24M,0.49%,8.19B,4.59,0.39,91.77%,3.38%,28.13%,174.00M,4.86,11.77%,-0.53%,4.58,38.57%,1.61B,5.01,10.13%,6.40%,5.01M,25.42%,9.33,38.82,10.08%,10.81%,48.42 -3.39%,34.93%,1.20,27.84,32.18% -7.41%,8.26%,27.74 68.64%,80.90%,0.37 (0.78%),22.83,19.81% -5.41%,41.82%,1.90%,2.21%,220.52%,0.36 (0.77%),5.08,30.64%,16.77%,1.00,390.65%,"Aug 20, 2025",1.72,4.74%,10.78%,56.12,2.44,3.23% 0.62%,2.71,12.98%,0.71%,1.11,47.14,35.98%,0.36,7.89%,5.33%,0.79,46.13,2500,0.35,Jul 29 AMC,23.39%,1.09M,46.78,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","869,911",1.41%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.69,5.81,0.17%,443.95M,-1.63%,63.60B,20.78,6.90,-0.09%,442.41M,-7.64%,68.95B,2.92,1.63,97.73%,2.08%,-8.11%,2.61B,6.78,7.30%,0.46%,3.01,-13.04%,9.38B,12.80,8.69%,18.24%,9.19M,-11.93%,11.21,44.32,8.45%,52.54%,197.51 -27.35%,-25.91%,3.24,28.66,8.55% 11.91%,25.07%,139.34 2.99%,-5.12%,1.99 (1.39%),17.21,5.98% 8.14%,70.03%,2.22%,2.02%,-10.85%,1.93 (1.35%),7.35,13.72%,37.51%,3.08,218.04%,"Jul 18, 2025",1.04,5.27%,27.83%,36.57,1.50,18.93% 21.14%,1.76,17.78%,-3.21%,0.91,195.14,32.86%,1.36,4.19%,-4.46%,0.83,141.13,13800,1.09,Aug 05 BMO,-10.06%,3.05M,143.50,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","2,524,374",1.68%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.21,1.46,0.00%,593.65M,3.82%,11.46B,11.45,1.69,-,593.65M,2.71%,10.48B,1.69,0.35,14.67%,2.64%,8.61%,1.21B,1.79,-0.94%,-13.72%,8.27,-4.45%,6.42B,1.72,13.50%,9.38%,15.70M,-1.23%,11.20,3.09,7.82%,13.98%,27.50 -29.78%,-16.30%,6.24,-,18.24% 8.45%,13.37%,16.34 18.18%,-20.93%,0.62 (3.22%),5.69,9.28% 13.97%,27.49%,2.47%,1.91%,-30.53%,0.35 (1.81%),1.63,2.41%,21.97%,0.46,-,"Sep 30, 2025",1.19,14.40%,18.81%,54.64,1.44,- -,1.21,-25.19%,2.67%,-0.18,23.14,45.76%,0.29,10.45%,-0.22%,1.35,19.24,24471,0.01,Aug 19 AMC,1.85%,1.90M,19.31,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","2,562,131",0.36%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,0.13%,46.64B,67.06,4.39,-0.57%,99.39M,7.90%,44.87B,-,0.86,53.46%,5.83%,-6.56%,-41.48M,17.45,11.37%,-1.11%,3.32,40.68%,2.67B,25.92,20.27%,-0.75%,5.79M,63.32%,11.37,13.06,18.14%,-2.70%,318.46 -7.48%,69.19%,22.57,64.19,54.06% 21.31%,-1.17%,164.78 78.81%,71.43%,-,29325.17,34.81% 44.03%,76.82%,2.95%,3.21%,118.37%,-,16.78,31.04%,-4.48%,8.56,-,-,1.94,23.31%,-1.55%,59.97,1.54,- -,1.94,-14.36%,4.19%,1.06,326.78,-,1.00,21.31%,4.97%,0.88,286.66,7923,0.97,Sep 02 AMC,22.38%,1.74M,294.65,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,540,259",2.79%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.26,3.80,11.17%,267.28M,0.42%,25.29B,14.22,5.94,-0.59%,265.85M,4.38%,17.56B,5.30,1.44,63.75%,1.96%,7.82%,1.19B,5.32,5.55%,-0.33%,1.50,10.07%,4.75B,2.83,1.60%,11.03%,5.21M,3.55%,29.82,3.25,4.20%,13.60%,92.80 -8.93%,21.72%,26.02,13.71,-10.66% 106.45%,13.23%,64.41 31.21%,11.29%,-,14.92,4.40% 49.60%,76.38%,1.90%,2.09%,-81.96%,-,3.69,36.57%,20.43%,1.85,-,-,4.36,3.63%,24.99%,58.31,2.31,- -,4.36,66.82%,0.53%,0.78,92.31,0.00%,0.01,4.71%,7.95%,0.67,83.99,7412,0.00,Aug 21 AMC,7.29%,3.48M,84.51,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,342,392",0.62%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-3.15%,3.52B,89.38,0.35,-18.92%,108.95M,-2.89%,2.88B,-,-0.25,37.54%,4.48%,-8.98%,-212.37M,8.22,43.65%,-2.88%,6.53,-12.60%,427.80M,4.39,124.15%,-19.74%,4.88M,20.73%,7.20,4.23,-,-28.39%,44.34 -28.69%,46.59%,7.48,-,30.02% -3.16%,-26.45%,20.81 51.95%,-26.28%,-,-,40.31% 98.33%,62.39%,3.03%,3.90%,-56.86%,-,6.73,33.47%,-57.71%,1.39,-,-,2.93,32.38%,-49.64%,45.04,1.27,- -,3.12,54.50%,-0.94%,1.07,52.88,-,0.24,9.81%,-7.85%,0.51,31.63,1869,0.01,Aug 07 BMO,-1.95%,747.85K,31.62,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","379,001",-0.03%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-3.74%,7.38B,13.95,2.07,-,-,-2.17%,10.87B,-,-0.23,4.28%,-,10.13%,-462.32M,0.59,55.99%,11.12%,0.86,16.21%,12.55B,-,222.69%,-7.04%,0.48M,1.55%,-13.26,5.18,-,-,33.32 -13.50%,59.31%,5.56,-,5.46% -,-,17.67 63.14%,-,-,-,118.43% 118.66%,18.90%,1.32%,1.76%,-,-,0.87,62.51%,-4.64%,0.73,-,-,0.49,39.14%,-3.68%,46.05,1.00,- -,0.59,82.59%,-1.56%,0.07,35.46,-,-,37.06%,-1.89%,0.35,29.12,17439,-,Aug 14 BMO,7.21%,564.76K,28.82,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","196,232",-1.03%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.50,5.48,1.58%,147.60M,-1.98%,8.49B,9.79,5.88,-0.03%,145.30M,-0.79%,-,1.34,1.46,79.11%,4.59%,11.79%,807.00M,1.71,15.37%,0.18%,4.40,14.48%,4.97B,1.30,2.90%,0.95%,6.68M,6.06%,44.24,-,7.83%,13.23%,63.22 -8.98%,22.35%,-,10.60,-9.99% 3.54%,10.37%,39.32 46.34%,0.77%,1.74 (3.03%),-,19.10% 8.98%,-,2.53%,2.44%,93.02%,1.74 (3.02%),-,32.07%,22.09%,1.40,109.46%,"Aug 14, 2025",-,2.64%,16.23%,54.03,2.78,4.85% 5.34%,0.13,27.04%,-0.02%,0.92,61.82,33.52%,1.10,-1.04%,3.43%,0.75,57.30,9406,0.18,Jul 21 AMC,9.82%,1.52M,57.54,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,143,631",0.42%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.84,16.63,1.18%,120.46M,-2.99%,1.68B,-,-3.21,0.00%,119.04M,-1.90%,5.83B,-,0.81,52.78%,17.24%,-15.67%,2.00B,0.20,-84.17%,9.01%,4.05,-9.42%,8.58B,0.43,-213.92%,19.27%,20.52M,-35.07%,32.35,0.95,-,59.06%,29.00 -51.93%,-38.75%,14.72,0.52,-23.79% -,23.31%,11.03 26.33%,-46.60%,1.00 (7.20%),1.57,-7.73% 20.63%,32.33%,2.46%,3.08%,-,6.78 (48.64%),0.68,202.12%,28.74%,0.55,-,"Sep 02, 2025",1.11,43.57%,23.37%,43.79,3.78,16.67% -,1.20,-93.86%,-0.33%,1.66,13.72,22.25%,1.52,-15.36%,-7.53%,0.52,14.08,6700,1.21,Aug 20 BMO,-17.24%,5.07M,13.94,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","2,613,946",-0.99%,ZIM
