Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,39.09,0.92,16.26%,170.31M,-6.08%,6.12B,23.98,1.50,-2.06%,142.40M,-3.59%,160.20M,4.03,0.29,89.01%,4.25%,-9.67%,1.57B,3.90,4.88%,5.17%,6.55,17.93%,9.32,3.86,11.73%,5.98%,6.06M,11.26%,1.16,30.89,9.70%,9.96%,28.25,41.15,-3.57%,0.37 (1.03%),22.51,-7.41%,7.54%,-12.59%,1.16,0.33 (0.92%),1.81,0.56%,41.36%,27.33%,0.88,"Feb 20, 2025",2.91,44.23%,16.48%,31.71,1.97%,2.09%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,1.65,35.92,1.11%,14.78%,3.90%,Feb 04 AMC,925.65K,35.97,-6.27%,-6.29%,4.14%,"

","1,522,789",0.14%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.57%,145.08M,0.20%,1.55B,-,-,-5.76%,142.98M,0.50%,-73.97M,-,-,69.68%,2.84%,1.21%,452.76M,3.42,-,-0.05%,1.92,15.97%,1.20,8.36,-,-9.16%,4.06M,14.38%,3.62,2.77,-,-47.76%,7.70,10.85,1.01%,-,21.71,9.40%,-12.64%,-7.65%,1.70,-,2.56,11.84%,67.98%,30.13%,0.03,-,2.56,14.25%,-4.07%,65.67,0.32%,0.26%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,12.45,9.99,0.77%,39.13%,6.45%,Dec 09 AMC,2.12M,10.02,0.30%,0.60%,5.25%,"

","26,326,157",0.30%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,31.01,5.32,0.37%,451.55M,-5.28%,74.41B,23.69,6.96,-0.23%,449.51M,0.32%,2.43B,2.95,1.41,95.10%,1.91%,-6.37%,9.15B,8.13,5.65%,-1.69%,3.38,-12.45%,11.59,14.23,11.31%,17.07%,8.58M,-16.15%,3.80,43.41,10.50%,47.13%,144.80,200.53,1.23%,1.97 (1.20%),32.24,11.57%,20.27%,-17.75%,0.94,1.80 (1.09%),2.27,8.19%,68.49%,13.90%,4.76,"Apr 21, 2025",3.69,8.09%,36.45%,40.59,3.08%,2.35%,14100,1.29,9.33%,26.55%,1.35,215.60,Yes / Yes,1.29,16.43%,30.71%,4.84,173.88,0.86%,2.77%,11.02%,Feb 13 BMO,2.54M,164.93,-3.34%,-2.87%,-7.00%,"

","12,302,325",-5.15%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.95,1.43,0.00%,598.04M,4.35%,11.92B,10.95,1.82,-,598.02M,7.44%,1.20B,1.17,0.46,26.53%,2.70%,-6.65%,5.83B,2.04,12.70%,-10.46%,5.45,0.10%,10.74,1.86,11.02%,9.47%,16.12M,14.15%,5.47,3.64,11.88%,14.45%,17.15,27.50,1.94%,0.67 (3.34%),-,13.37%,13.77%,-27.53%,-0.12,0.97 (4.87%),0.94,14.65%,31.29%,16.21%,0.55,"Sep 10, 2024",0.96,-2.64%,24.78%,58.70,2.35%,2.39%,23554,0.30,8.68%,20.51%,1.35,26.40,Yes / Yes,0.01,3.34%,40.76%,1.03,19.64,1.13%,0.45%,17.70%,Nov 19 AMC,2.96M,19.93,4.88%,4.47%,-6.09%,"

","3,054,202",1.48%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.08%,153.41M,5.20%,32.96B,60.81,3.53,-0.12%,95.02M,16.32%,-36.27M,-,0.69,48.76%,5.72%,7.67%,2.30B,14.34,-6.48%,4.35%,3.05,20.37%,9.31,23.07,18.42%,-0.87%,5.43M,-15.37%,17.65,12.17,10.31%,-3.24%,153.45,255.00,19.08%,-,50.55,-10.72%,-2.47%,-15.75%,0.87,-,1.09,48.57%,77.81%,40.01%,6.31,-,1.09,79.05%,-4.74%,67.93,2.85%,2.99%,7348,0.87,30.77%,-1.58%,1.82,227.84,Yes / Yes,0.03,65.17%,-,1.18,211.14,3.71%,22.75%,26.42%,Mar 05 AMC,1.78M,214.84,7.01%,9.44%,14.93%,"

","2,097,122",1.75%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,25.66%,71.15M,12.50%,173.17M,-,-2.56,0.48%,52.98M,-8.13%,-179.28M,-,-0.71,86.69%,9.15%,-39.70%,40.56M,4.27,44.78%,-15.87%,2.58,-19.80%,4.98,0.49,-3.55%,-34.60%,4.85M,-78.87%,5.49,0.44,17.67%,-42.89%,1.61,18.07,-19.80%,-,-,-50.05%,-45.41%,-86.55%,1.79,-,7.29,0.00%,96.77%,50.93%,0.27,-,7.29,45.45%,-515.94%,53.28,12.81%,13.33%,168,0.12,-,-442.02%,2.09,6.27,Yes / Yes,0.11,28.19%,-,0.83,2.16,-,38.34%,-,Nov 06,1.88M,2.43,15.69%,-10.73%,-48.39%,"

","1,568,832",12.50%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.43,3.00,15.09%,306.50M,-1.76%,26.10B,18.45,4.62,-2.43%,261.44M,7.53%,941.21M,59.22,1.30,61.42%,3.41%,-0.49%,4.63B,5.64,-15.87%,1.24%,2.91,50.33%,28.31,3.01,5.30%,9.41%,8.92M,32.07%,25.16,3.38,0.48%,11.70%,55.06,92.80,4.35%,-,15.13,-,10.80%,-8.23%,0.23,-,4.50,97.66%,74.54%,54.67%,2.42,-,4.50,296.12%,17.93%,53.66,2.96%,2.84%,7420,0.01,2.87%,20.34%,2.36,92.85,Yes / Yes,0.00,44.84%,0.00%,0.55,83.05,1.23%,5.67%,3.59%,Feb 24 AMC,3.07M,85.16,1.51%,2.04%,21.06%,"

","1,682,625",2.54%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.25%,108.94M,3.63%,3.14B,-,-1.64,-9.36%,108.66M,18.65%,-270.85M,-,-0.36,43.95%,7.10%,-7.30%,355.75M,8.83,22.15%,-8.51%,9.69,77.35%,6.78,4.25,38.99%,-26.70%,7.71M,58.26%,6.57,4.38,-,-34.98%,13.48,36.60,10.04%,-,-,-16.93%,-40.20%,-21.26%,1.13,-,2.87,136.21%,63.17%,113.80%,1.27,-,3.01,10.91%,-95.07%,62.85,3.77%,4.63%,2175,0.19,35.01%,-76.13%,1.17,48.24,Yes / Yes,0.01,40.53%,-,1.18,27.97,0.02%,94.89%,47.72%,Feb 27 BMO,796.15K,28.82,6.85%,7.77%,26.56%,"

","936,230",3.04%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-7.84%,437.57M,34.47,0.10,0.00%,116.94M,-5.28%,-41.45M,-,-0.01,17.12%,0.01%,-10.26%,1.23B,0.36,-95.31%,6.98%,0.34,19.65%,2.72,1.25,158.61%,-3.21%,0.01M,-81.21%,2.29,1.49,-,-7.35%,2.62,21.91,-2.85%,-,-,-,-9.02%,-84.44%,-0.09,-,1.62,26.18%,17.54%,30.15%,0.20,-,1.81,72.88%,-3.55%,41.04,5.21%,5.67%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,3.31,3.53,-,50.00%,1.80%,Nov 22 BMO,39.41K,3.41,-4.39%,-3.73%,-27.35%,"

","130,353",-3.40%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,250.16,0.03,28.94%,75.06M,-2.28%,755.24M,-,-0.18,-0.65%,69.45M,14.52%,3.57M,-,-0.11,55.01%,4.49%,-29.85%,498.90M,1.51,-129.49%,1.69%,7.05,-4.69%,0.14,55.57,-34.86%,0.55%,3.12M,-47.41%,5.09,1.52,-,430.38%,6.51,14.79,6.77%,-,11.26,-,0.63%,-47.73%,1.18,-,7.35,17.01%,89.13%,18.74%,0.32,-,7.35,-94.10%,5.24%,56.08,3.38%,4.11%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.01,7.79,4.27%,71.12%,-24.77%,Feb 25 AMC,441.98K,7.73,5.08%,3.56%,-12.85%,"

","446,796",-0.77%,ZIP
