Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.48,0.77,16.05%,172.26M,2.96%,5.47B,24.31,1.32,-14.91%,143.50M,-0.62%,135.60M,2.65,0.32,87.05%,3.02%,2.36%,1.54B,3.55,24.23%,6.04%,4.75,1.49%,9.32,3.44,9.34%,4.67%,4.34M,11.25%,0.95,33.65,15.65%,8.04%,25.09,34.58,8.91%,0.26 (0.82%),19.42,18.47%,6.37%,-7.37%,1.15,0.32 (1.00%),1.75,0.20%,40.45%,27.66%,0.70,"Aug 20, 2024",2.83,183.51%,15.70%,58.94,1.68%,2.30%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.73,32.09,0.70%,5.16%,2.18%,Jul 30 AMC,913.26K,32.03,3.27%,4.65%,4.07%,"

","664,061",-0.19%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.81%,137.79M,0.46%,1.31B,15.56,0.57,-8.58%,136.53M,-3.29%,-47.27M,-,0.11,80.17%,4.54%,-7.84%,445.68M,2.93,70.20%,-0.36%,4.91,3.52%,0.94,9.38,0.89%,-6.17%,6.19M,-1.67%,3.67,2.40,15.00%,-31.02%,7.05,10.85,-6.17%,-,-,9.40%,-7.99%,-18.71%,1.73,-,2.50,12.97%,72.44%,25.11%,0.37,-,2.71,60.38%,-6.51%,49.25,7.04%,4.05%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.75,9.12,2.46%,98.33%,6.80%,Aug 21 AMC,1.26M,8.82,1.59%,-2.71%,-2.41%,"

","945,651",-3.29%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.66,5.11,0.09%,458.37M,-0.82%,82.50B,28.20,6.46,-0.78%,452.66M,0.15%,2.34B,3.73,1.46,96.88%,0.90%,6.30%,8.91B,9.25,9.42%,0.02%,1.89,-8.49%,10.94,16.64,10.95%,16.79%,4.06M,-0.39%,3.47,52.41,9.57%,48.88%,144.80,201.92,-7.74%,1.71 (0.94%),39.23,11.57%,20.02%,-9.82%,0.88,1.67 (0.92%),2.09,8.05%,68.32%,25.76%,3.71,"Jul 18, 2024",3.45,7.38%,36.05%,50.54,1.33%,2.02%,14100,1.36,8.43%,26.29%,1.37,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.66,181.56,2.10%,5.04%,8.30%,Aug 06 BMO,2.15M,182.10,-0.55%,1.91%,1.84%,"

","1,409,966",0.30%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.76,1.42,0.86%,606.77M,5.56%,12.55B,10.45,2.00,0.00%,595.41M,9.25%,1.19B,0.98,0.40,37.29%,2.53%,-15.25%,5.61B,2.24,12.33%,3.58%,6.22,9.77%,10.31,2.03,19.55%,9.95%,15.05M,-14.31%,4.69,4.46,15.01%,14.81%,15.90,25.90,-1.79%,0.68 (3.27%),-,13.37%,12.68%,-19.31%,-0.11,0.62 (2.97%),1.22,15.78%,31.13%,31.49%,0.69,"Sep 10, 2024",1.26,-0.18%,24.65%,58.11,3.36%,3.18%,23554,0.30,3.60%,21.14%,1.28,28.74,Yes / Yes,0.12,-3.11%,40.76%,0.77,20.44,0.90%,2.93%,6.28%,Aug 21 BMO,2.42M,20.90,6.06%,3.48%,1.41%,"

","1,868,789",2.25%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.67%,147.17M,0.04%,29.81B,59.27,3.33,-0.11%,92.70M,8.87%,-73.50M,-,0.70,47.33%,4.82%,20.14%,2.03B,14.69,68.40%,5.55%,2.14,-18.67%,7.22,27.30,10.40%,-1.99%,4.47M,38.15%,14.82,13.31,26.82%,-8.68%,139.51,259.61,-10.99%,-,54.21,-17.41%,-3.23%,-24.03%,0.81,-,1.67,52.19%,77.75%,41.37%,5.78,-,1.67,73.33%,-6.90%,62.23,2.19%,3.22%,5962,1.13,37.16%,-3.62%,1.65,231.78,Yes / Yes,1.08,139.17%,-,0.32,197.82,3.19%,33.96%,32.09%,Sep 03 AMC,2.09M,197.22,8.07%,5.39%,-0.51%,"

","677,915",-0.30%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,-2.87%,216.89M,-,-3.56,-0.13%,61.32M,-26.86%,-194.65M,-,-0.89,100.05%,18.87%,-74.28%,40.56M,5.35,35.18%,-1.04%,7.79,-79.27%,5.38,0.57,-22.88%,-34.97%,11.57M,-88.08%,6.00,0.51,-,-42.98%,2.83,27.51,-79.87%,-,-,-50.05%,-45.92%,-88.91%,1.70,-,6.59,-20.00%,96.71%,7.77%,0.34,-,6.59,42.78%,-543.77%,37.55,7.66%,9.46%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.27,3.18,-,-47.48%,-,Aug 09 BMO,1.48M,3.05,-8.25%,-23.86%,-71.44%,"

","398,177",-4.09%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.76,2.79,14.95%,309.28M,21.60%,22.24B,15.58,4.62,-0.63%,263.03M,19.20%,875.37M,17.17,1.31,59.59%,3.14%,15.86%,4.59B,4.85,-15.87%,-0.53%,2.38,5.47%,27.68,2.60,5.30%,9.01%,8.25M,6.20%,24.35,2.95,1.50%,11.27%,55.06,75.90,-0.01%,-,12.92,-,10.22%,-5.28%,-0.06,-,4.45,95.81%,74.59%,30.58%,1.89,-,4.45,508.08%,17.80%,81.46,4.71%,2.82%,7420,0.01,2.76%,19.08%,2.50,75.20,Yes / Yes,0.00,17.25%,0.00%,1.32,71.32,1.20%,14.44%,2.09%,Aug 21 AMC,3.47M,71.90,20.61%,22.24%,12.70%,"

","4,598,273",0.81%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,13.11%,1.92B,-,-1.78,-14.53%,98.53M,2.87%,-298.33M,-,-0.76,43.01%,4.78%,4.71%,322.71M,5.94,14.08%,-2.05%,8.55,-14.05%,7.18,2.69,39.99%,-28.50%,4.71M,-19.59%,7.37,2.62,-,-36.46%,13.48,31.22,-29.27%,-,-,-16.93%,-42.02%,-38.08%,1.06,-,3.29,2095.12%,62.95%,43.40%,0.87,-,3.46,24.90%,-109.67%,65.23,4.47%,5.38%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,0.86,19.03,7.45%,-15.75%,45.95%,Aug 06 AMC,551.44K,19.33,10.89%,7.99%,-5.80%,"

","472,325",1.58%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,-16.99%,387.51M,4.81,0.63,0.00%,116.52M,4.12%,-57.85M,-,0.05,17.25%,0.04%,-65.99%,1.22B,0.32,128.36%,-,0.27,-84.33%,2.73,1.11,2411.11%,-4.29%,0.05M,-,2.20,1.38,-,-9.63%,2.62,21.91,-81.42%,-,-,-,-12.58%,-86.17%,-,-,1.61,26.18%,17.21%,15.65%,0.37,-,1.80,69.95%,-3.73%,40.01,14.75%,10.05%,3476,0.26,-1.34%,-4.74%,1.00,15.90,No / Yes,0.04,88.56%,-,0.42,3.47,-2.36%,-133.33%,5.18%,Aug 22 BMO,173.00K,3.03,-2.62%,-11.26%,-74.54%,"

","73,438",-12.68%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.87,0.29,36.01%,76.17M,6.31%,936.78M,-,-0.19,-0.51%,63.57M,6.43%,30.22M,-,-0.10,56.25%,5.24%,-7.09%,537.45M,1.74,-146.24%,-1.82%,6.11,-24.26%,0.25,38.28,11.02%,4.65%,3.33M,-42.46%,5.27,1.79,-,855.40%,7.21,16.56,-32.16%,-,10.78,-,5.26%,-43.04%,1.20,-,7.44,17.01%,89.51%,30.79%,0.44,-,7.44,-44.78%,11.55%,60.05,3.27%,5.74%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.73,9.50,5.30%,190.25%,-27.44%,Aug 07 AMC,544.85K,9.43,11.11%,8.47%,-17.20%,"

","399,060",-0.74%,ZIP
