Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,5.71%,75.14M,2.10%,1.80B,30.38,0.78,-4.18%,71.11M,2.41%,1.56B,0.59,-0.46,95.03%,5.31%,-4.72%,-63.43M,13.35,41.24%,-5.56%,5.09,60.55%,134.48M,5.63,182.34%,-14.34%,3.78M,-9.57%,4.23,7.13,51.83%,-18.46%,28.49 -16.43%,71.79%,3.34,-,26.71% 15.81%,-18.90%,9.03 163.68%,176.22%,-,-,41.95% 20.90%,90.49%,4.07%,3.93%,-34.43%,-,11.62,43.93%,-52.51%,0.96,-,-,6.94,116.21%,-47.16%,54.14,1.00,- -,6.94,34.02%,3.57%,1.23,36.46,-,0.06,72.59%,-1.42%,0.71,24.12,286,0.05,Mar 02 BMO,31.78%,742.44K,23.81,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","525,407",-1.29%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.92,1.16,11.67%,166.98M,0.10%,8.50B,27.97,1.82,-3.79%,147.37M,8.77%,8.75B,2.88,0.36,90.56%,2.93%,7.76%,198.00M,5.01,9.17%,-6.12%,4.49,10.66%,1.70B,5.31,9.78%,7.22%,4.31M,9.61%,9.60,28.29,9.72%,12.06%,53.17 -4.16%,44.81%,1.80,26.85,46.13% -2.00%,9.25%,27.74 83.71%,121.85%,0.44 (0.87%),23.20,9.78% -2.36%,41.64%,2.39%,2.89%,124.02%,0.40 (0.78%),5.16,25.84%,17.01%,1.29,459.12%,"Feb 20, 2026",2.07,8.26%,11.68%,59.01,2.25,23.86% 3.50%,3.13,17.38%,1.21%,1.07,55.33,32.87%,0.35,9.85%,5.50%,0.74,50.63,2600,0.34,Feb 03 AMC,15.19%,960.74K,50.96,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","709,724",0.65%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.55,6.02,0.19%,424.93M,1.95%,54.78B,17.13,7.58,-2.43%,421.27M,3.84%,61.76B,2.00,1.61,99.80%,3.36%,5.61%,2.67B,5.79,8.73%,-1.71%,2.78,-16.17%,9.47B,16.55,8.69%,18.00%,14.15M,3.13%,7.84,23.69,8.58%,65.99%,177.00 -26.69%,-21.35%,5.48,23.99,10.25% 11.96%,21.26%,115.25 12.59%,-21.99%,2.18 (1.68%),15.12,5.42% 7.24%,70.49%,2.70%,3.09%,-16.41%,2.03 (1.56%),6.52,10.11%,38.00%,3.73,206.33%,"Apr 20, 2026",1.94,2.28%,28.23%,57.63,1.90,14.57% 19.02%,3.03,6.74%,2.37%,0.96,151.07,33.71%,2.79,3.02%,3.29%,0.72,128.95,14500,2.78,Feb 12 BMO,-8.47%,5.09M,129.76,"Feb 01, 2013",Yes / Yes,5.59% 1.14%,"

","3,637,407",0.63%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.18,1.49,0.00%,591.63M,-5.15%,14.07B,13.06,1.85,-,582.69M,11.35%,12.34B,1.40,0.45,10.54%,2.86%,22.72%,1.23B,2.14,5.44%,3.92%,7.85,25.93%,6.59B,2.12,12.17%,9.42%,16.64M,15.56%,11.39,3.96,9.34%,13.83%,25.52 -5.41%,23.60%,6.10,-,18.24% 8.45%,13.37%,16.34 47.74%,0.02%,0.69 (2.85%),6.87,9.28% 13.97%,26.00%,2.18%,2.07%,-26.17%,0.65 (2.69%),1.87,3.12%,20.42%,0.56,-,"Sep 30, 2025",1.34,12.90%,18.61%,53.97,1.32,- -,1.38,7.47%,0.06%,-0.19,25.07,45.76%,0.19,11.30%,6.64%,2.24,24.75,24471,0.01,Nov 19 AMC,21.64%,2.12M,24.14,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","4,747,919",-2.46%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.71%,159.47M,-0.96%,26.69B,37.47,4.47,-0.14%,102.53M,-23.81%,25.20B,2.04,0.89,54.67%,7.49%,-40.30%,-41.04M,9.42,16.12%,-0.73%,3.35,-37.48%,2.83B,13.46,17.26%,-0.73%,7.68M,-25.59%,12.43,8.04,18.34%,-2.41%,336.99 -50.34%,-14.53%,20.83,31.49,54.06% 21.31%,-1.10%,141.56 18.23%,27.87%,-,1535.76,34.81% 44.03%,76.55%,7.56%,5.92%,-18.37%,-,8.89,-8.83%,-4.25%,9.83,-,-,1.74,23.24%,-1.45%,41.47,1.40,- -,1.74,7.34%,-3.40%,1.04,291.77,-,0.93,25.50%,-17.21%,2.70,155.70,7923,0.89,Feb 26 AMC,-37.17%,2.29M,167.36,"Mar 16, 2018",Yes / Yes,12.92% 2.18%,"

","6,174,879",7.49%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,12.17,6.21,10.56%,296.10M,-16.95%,22.37B,12.31,6.14,-2.53%,264.83M,-20.01%,14.58B,4.51,1.42,69.78%,2.42%,-3.89%,1.90B,4.59,-0.33%,-5.78%,1.95,-4.15%,4.87B,2.42,4.04%,16.56%,6.40M,-12.46%,31.27,2.86,2.73%,20.28%,97.58 -22.59%,1.87%,26.40,11.62,162.70% 22.37%,19.31%,64.41 17.28%,2.18%,-,10.97,3.49% 12.92%,77.02%,6.13%,5.04%,-79.78%,-,2.99,72.42%,23.08%,4.59,-,-,4.36,4.36%,39.03%,30.15,2.12,- -,4.28,91.38%,-16.13%,0.90,97.96,0.00%,0.00,5.31%,-14.22%,5.08,85.43,7412,0.00,Feb 25 AMC,-8.14%,3.29M,75.54,"Apr 18, 2019",Yes / Yes,-3.21% 1.04%,"

","16,680,907",-11.58%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,1.70%,110.59M,-1.94%,2.21B,-,-0.59,-1.27%,110.17M,15.48%,1.61B,-,-0.31,25.25%,3.26%,-1.20%,-206.78M,4.99,19.65%,-11.27%,4.49,-42.56%,441.94M,2.87,53.78%,-19.29%,3.59M,11.62%,6.87,2.70,-,-28.97%,44.34 -55.59%,-43.86%,7.29,-,30.02% -3.16%,-26.83%,15.96 23.37%,-44.63%,-,-,40.31% 98.33%,61.32%,4.14%,4.04%,-86.65%,-,3.64,30.14%,-51.59%,0.82,-,-,2.68,23.78%,-46.79%,58.12,1.31,- -,2.87,23.67%,5.61%,0.87,37.96,-,0.29,12.75%,7.59%,0.66,19.39,1869,0.01,Feb 26 BMO,-29.40%,798.70K,19.69,"Sep 20, 2017",Yes / Yes,-28.13% 4.45%,"

","526,550",1.55%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.26,6.01,1.51%,147.65M,0.28%,9.12B,9.37,6.58,-2.35%,145.68M,4.26%,-,2.25,1.41,81.18%,3.66%,18.81%,884.00M,1.84,3.70%,-0.64%,3.07,8.50%,4.94B,1.28,5.58%,1.00%,5.33M,5.31%,48.18,-,4.17%,13.35%,66.18 -6.84%,15.58%,-,9.29,1.24% 14.71%,9.97%,39.32 56.79%,22.64%,1.82 (2.95%),-,14.19% 10.90%,-,3.07%,3.10%,15.95%,1.78 (2.89%),-,21.18%,23.77%,1.86,183.19%,"Feb 12, 2026",-,-1.00%,17.88%,52.39,2.68,3.66% 5.29%,0.36,31.00%,-0.37%,0.81,66.81,29.30%,0.67,-0.08%,1.92%,0.79,60.40,9195,0.23,Jan 20 AMC,11.95%,1.74M,61.65,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,376,124",2.07%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,3.47,8.32,1.22%,120.46M,-1.10%,3.48B,-,-2.33,0.00%,118.99M,27.02%,7.19B,-,-0.43,48.65%,13.33%,68.08%,1.00B,0.46,-81.96%,9.64%,3.40,99.45%,7.59B,0.87,-172.37%,9.16%,15.86M,35.94%,33.34,1.78,-,25.25%,29.97 -3.70%,32.39%,16.19,1.44,-23.79% -,11.79%,11.03 161.53%,25.12%,1.24 (4.31%),2.60,-7.73% 20.63%,23.74%,1.83%,4.09%,56.96%,4.28 (14.83%),0.95,-30.30%,19.63%,1.20,-,"Dec 01, 2025",1.22,1.63%,13.21%,72.03,3.50,16.67% -,1.30,-89.07%,17.91%,1.52,21.84,22.25%,1.41,-35.73%,27.04%,0.31,29.20,6700,1.12,Nov 20 BMO,63.92%,4.67M,28.86,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","1,470,111",-1.16%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,28.63,0.41,75.38%,254.09M,1.22%,4.75B,24.51,0.47,0.00%,62.55M,25.13%,5.77B,1.20,-,24.36%,5.95%,12.40%,103.34M,2.28,26.39%,0.65%,5.38,40.44%,2.08B,2.84,5.80%,3.34%,3.72M,13.17%,4.09,17.62,20.49%,10.58%,11.93 -2.73%,34.10%,0.66,25.66,- -,5.45%,6.05 91.74%,-11.25%,0.15 (1.27%),12.94,11.29% -,55.55%,3.89%,4.07%,10.79%,0.14 (1.22%),2.77,-5.94%,8.97%,0.44,-,"Jul 07, 2025",0.79,-1.89%,4.97%,63.49,1.92,15.87% -,1.42,-54950.00%,9.67%,0.72,11.40,42.68%,1.17,-,11.57%,0.65,11.60,7395,0.82,Sep 05 BMO,22.19%,691.46K,11.60,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","448,993",0.00%,ZGN
