Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.91,0.79,16.26%,169.85M,-1.90%,6.14B,26.97,1.34,-2.08%,142.12M,-11.53%,137.70M,2.89,0.28,92.48%,5.21%,-0.28%,1.55B,3.96,27.64%,9.94%,7.70,20.67%,9.34,3.88,8.39%,4.94%,7.41M,29.10%,1.11,32.70,15.89%,8.52%,27.55,41.15,-2.95%,0.33 (0.92%),22.75,18.47%,6.47%,-12.03%,1.16,0.33 (0.91%),1.71,0.20%,41.40%,31.40%,0.83,"Nov 20, 2024",2.70,28.10%,16.27%,34.01,2.50%,2.08%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.71,36.96,0.95%,5.82%,2.91%,Oct 29 AMC,962.87K,36.20,-4.33%,-6.28%,6.97%,"

","682,875",-2.06%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.42%,145.08M,0.40%,1.54B,17.17,0.58,-8.31%,142.57M,0.10%,-73.97M,-,0.14,72.01%,2.50%,13.18%,452.76M,3.40,71.21%,-2.05%,1.06,10.79%,1.20,8.31,2.65%,-9.16%,3.57M,16.90%,3.62,2.75,15.00%,-47.76%,7.70,10.85,0.40%,-,21.58,9.40%,-12.64%,-8.20%,1.67,-,2.56,12.97%,67.98%,29.35%,0.04,-,2.56,14.25%,-4.07%,62.57,0.24%,0.30%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.90,9.95,0.77%,39.13%,6.45%,Dec 09 AMC,3.37M,9.96,0.31%,0.37%,5.92%,"

","3,044,133",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.71,5.32,0.08%,451.55M,0.44%,73.68B,25.62,6.37,-0.95%,450.80M,-8.32%,2.43B,3.31,1.38,95.10%,1.39%,-14.12%,9.15B,8.05,10.59%,-1.60%,2.60,-8.11%,11.59,14.09,8.34%,17.07%,6.26M,-16.65%,3.80,42.99,9.29%,47.13%,144.80,200.53,0.24%,1.73 (1.06%),31.93,11.57%,20.27%,-18.56%,0.89,1.73 (1.06%),2.27,8.19%,68.49%,12.79%,3.58,"Jan 21, 2025",3.69,8.09%,36.45%,37.91,2.33%,2.11%,14100,1.29,9.33%,26.55%,1.50,218.60,Yes / Yes,1.29,16.43%,30.71%,1.16,165.02,4.34%,8.49%,11.02%,Nov 04 BMO,2.41M,163.32,-2.32%,-5.49%,-7.23%,"

","2,797,167",-1.03%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.55,1.43,0.86%,598.04M,-5.78%,10.72B,9.99,1.79,0.00%,598.01M,-7.53%,1.20B,0.96,0.45,28.41%,3.03%,-29.82%,5.83B,1.84,11.43%,-9.77%,6.59,-11.41%,10.74,1.67,11.42%,9.47%,18.14M,-8.05%,5.47,3.28,13.06%,14.45%,15.90,27.50,-8.29%,0.66 (3.66%),-,13.37%,13.77%,-34.80%,-0.15,0.97 (5.41%),0.94,14.65%,31.29%,12.80%,0.53,"Sep 10, 2024",0.96,-2.64%,24.78%,31.77,1.96%,2.04%,23554,0.30,8.68%,20.51%,1.27,26.62,Yes / Yes,0.01,3.34%,40.76%,1.01,18.93,1.13%,0.45%,17.70%,Nov 19 AMC,2.75M,17.93,-7.28%,-10.97%,-16.28%,"

","2,771,711",-5.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,4.58%,29.15B,53.74,3.54,-0.12%,95.02M,-7.83%,-36.27M,-,0.69,48.82%,5.06%,2.16%,2.30B,12.68,-6.48%,4.54%,2.69,-3.03%,9.31,20.40,18.51%,-0.87%,4.81M,-16.03%,17.65,10.76,19.82%,-3.24%,153.45,259.61,5.30%,-,44.70,-10.72%,-2.47%,-26.82%,0.88,-,1.09,48.57%,77.81%,23.81%,6.80,-,1.09,79.05%,-4.74%,48.74,3.83%,3.37%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,1.22,187.28,3.71%,22.75%,26.42%,Dec 02 AMC,1.79M,189.98,-0.02%,-3.30%,2.73%,"

","2,175,683",1.44%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,-8.33%,195.98M,-,-2.93,-0.04%,57.61M,-29.31%,-179.28M,-,-0.79,83.17%,9.54%,-8.64%,40.56M,4.83,45.10%,-14.51%,4.28,-30.90%,4.98,0.55,-19.28%,-34.60%,5.50M,-83.21%,5.49,0.50,-,-42.89%,2.66,18.07,-9.24%,-,-,-50.05%,-45.41%,-84.78%,1.86,-,7.29,0.00%,96.77%,3.38%,0.27,-,7.29,45.45%,-515.94%,38.34,9.83%,8.55%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.98,2.78,-,38.39%,-,Nov 06,1.28M,2.75,-10.26%,-16.98%,-54.50%,"

","2,544,372",-1.08%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,26.52,3.00,14.68%,306.50M,-2.60%,24.35B,14.84,5.35,-1.79%,261.49M,-7.15%,941.21M,3.87,1.30,57.95%,3.27%,13.56%,4.63B,5.26,4.32%,-1.47%,2.62,40.39%,28.31,2.81,-1.51%,9.41%,8.55M,16.32%,25.16,3.16,6.85%,11.70%,55.06,92.80,-2.63%,-,14.12,-,10.80%,-14.38%,-0.01,-,4.50,95.81%,74.54%,44.32%,2.34,-,4.50,296.12%,17.93%,39.98,2.77%,2.68%,7420,0.01,2.87%,20.34%,2.34,92.36,Yes / Yes,0.00,44.84%,0.00%,0.84,79.90,1.23%,5.67%,3.59%,Nov 25 AMC,3.26M,79.46,-4.75%,-3.47%,16.97%,"

","2,750,275",-0.55%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,1.98%,2.76B,-,-1.72,-10.50%,108.70M,-12.49%,-270.85M,-,-0.69,42.15%,5.38%,2.68%,355.75M,7.75,21.94%,-8.80%,6.28,41.82%,6.78,3.73,36.40%,-26.70%,5.85M,-4.74%,6.57,3.85,-,-34.98%,13.48,36.60,-3.40%,-,-,-16.93%,-40.20%,-30.87%,1.02,-,2.87,136.21%,63.17%,87.69%,1.31,-,3.01,10.91%,-95.07%,43.32,5.42%,4.16%,2175,0.19,35.01%,-76.13%,1.36,49.70,Yes / Yes,0.01,40.53%,-,0.72,24.30,0.02%,94.89%,47.72%,Nov 12 BMO,930.80K,25.30,-3.31%,-8.74%,17.87%,"

","673,502",4.12%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,2.02%,454.25M,35.68,0.10,0.00%,116.94M,-4.32%,-41.45M,-,-0.01,17.12%,0.01%,-2.21%,1.23B,0.37,-96.99%,3.66%,0.27,-6.60%,2.72,1.30,158.61%,-3.21%,0.01M,-79.38%,2.29,1.54,-,-7.35%,2.62,21.91,0.85%,-,-,-,-9.02%,-83.85%,-0.18,-,1.62,26.18%,17.54%,35.11%,0.25,-,1.81,72.88%,-3.55%,49.84,5.99%,7.30%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.16,3.56,-,50.00%,1.80%,Nov 22 BMO,54.06K,3.54,0.96%,-2.45%,-40.88%,"

","8,736",-0.56%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,218.77,0.03,28.98%,75.06M,-4.65%,660.46M,-,-0.18,-0.63%,69.39M,-17.56%,3.57M,-,-0.11,53.64%,4.08%,-28.92%,498.90M,1.32,-129.44%,1.70%,6.44,-21.76%,0.14,48.59,-35.01%,0.55%,2.83M,-52.56%,5.09,1.33,-,430.38%,6.76,15.35,-6.63%,-,9.84,-,0.63%,-55.96%,1.20,-,7.35,17.01%,89.13%,0.00%,0.38,-,7.35,-94.10%,5.24%,31.73,6.26%,5.10%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.86,6.81,4.27%,70.54%,-24.77%,Nov 06 AMC,439.28K,6.76,-8.06%,-20.20%,-27.22%,"

","378,998",-0.73%,ZIP
