Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.39,0.71,16.27%,172.26M,-2.17%,5.29B,23.57,1.30,-10.41%,144.59M,-3.26%,124.20M,3.04,0.31,84.51%,3.19%,-2.36%,1.53B,3.45,20.75%,5.97%,5.81,2.48%,9.34,3.28,10.89%,4.22%,4.61M,26.02%,0.91,33.65,14.28%,7.19%,23.68,34.58,4.08%,0.27 (0.88%),18.68,18.47%,5.80%,-11.48%,1.19,0.31 (1.01%),1.95,0.20%,39.86%,29.27%,0.68,"May 17, 2024",3.31,95.74%,15.14%,37.95,2.49%,1.82%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.85,30.66,1.18%,12.06%,0.46%,Apr 23 AMC,794.80K,30.61,-4.41%,-4.50%,2.24%,"

","675,940",-0.16%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.60%,137.79M,0.63%,1.43B,18.59,0.52,-8.73%,136.85M,-4.46%,-62.61M,-,0.09,73.71%,5.12%,16.73%,438.33M,3.25,29.09%,-0.36%,4.20,6.88%,0.94,10.24,21.60%,-8.44%,7.01M,-15.67%,3.69,2.61,-,-51.53%,7.05,12.12,2.45%,-,-,9.40%,-11.66%,-20.54%,1.73,-,2.50,12.97%,67.51%,36.60%,0.38,-,2.50,50.48%,-8.58%,45.07,4.20%,3.46%,1618,2.90,7.97%,-14.28%,1.67,12.33,Yes / Yes,2.85,34.02%,-,0.54,9.74,0.88%,61.76%,6.47%,May 22 AMC,1.67M,9.63,-5.25%,0.96%,9.30%,"

","898,541",-1.13%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.13,5.19,0.08%,458.37M,0.34%,78.43B,26.89,6.39,-6.34%,455.94M,2.88%,2.39B,3.48,1.50,95.52%,1.32%,-7.21%,8.73B,8.98,8.42%,0.02%,1.66,-4.05%,11.07,15.53,10.81%,17.02%,6.03M,0.00%,4.33,39.71,9.53%,50.06%,144.80,201.92,-12.91%,1.73 (1.01%),44.82,11.57%,20.26%,-14.88%,0.86,1.61 (0.94%),1.94,8.05%,68.34%,18.70%,3.91,"Jul 18, 2024",3.33,17.17%,35.97%,57.64,2.48%,2.03%,14100,1.34,7.91%,27.38%,1.18,214.06,Yes / Yes,1.33,9.89%,30.71%,0.36,172.37,1.70%,2.54%,9.50%,May 02 BMO,3.63M,171.88,0.87%,4.71%,-3.49%,"

","1,304,372",-0.28%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.30,1.43,1.10%,606.77M,-5.52%,13.99B,11.72,1.99,0.00%,593.93M,8.47%,1.19B,1.06,0.43,39.20%,3.10%,16.21%,5.52B,2.53,14.43%,3.57%,3.77,4.63%,9.92,2.35,18.72%,9.82%,18.44M,-11.57%,4.58,5.08,15.40%,15.03%,15.90,28.13,9.49%,0.71 (3.04%),-,13.37%,13.12%,-17.17%,-0.10,0.62 (2.66%),1.11,15.78%,31.20%,46.59%,0.73,"Apr 09, 2024",1.15,7.93%,24.81%,54.50,2.60%,2.85%,23554,0.27,3.63%,21.49%,1.14,29.17,Yes / Yes,0.13,-18.31%,0.00%,0.54,23.14,5.91%,-23.59%,4.72%,May 15 AMC,4.90M,23.30,1.68%,7.78%,7.57%,"

","2,644,148",0.69%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.51,39.96%,147.17M,3.03%,25.35B,50.71,3.34,-0.36%,89.98M,-4.50%,-73.50M,-,0.70,47.75%,5.22%,-18.04%,2.03B,12.49,67.31%,5.60%,2.25,-14.59%,6.40,26.42,11.37%,-1.99%,4.70M,18.79%,14.95,11.32,26.82%,-8.68%,131.59,259.61,-23.66%,-,43.31,-17.41%,-3.23%,-34.85%,0.83,-,1.90,53.60%,81.54%,28.54%,6.90,-,1.67,73.33%,-6.84%,44.72,5.48%,3.41%,5962,1.13,37.16%,-3.62%,1.53,234.26,Yes / Yes,1.08,137.88%,-,1.10,169.02,3.19%,33.96%,32.09%,May 30 AMC,2.09M,169.14,-2.32%,-5.06%,-10.84%,"

","2,304,731",0.07%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.33%,70.77M,-3.54%,812.35M,-,-3.69,-0.48%,62.26M,-2.31%,-218.90M,-,-0.84,113.65%,29.77%,-19.78%,40.56M,20.03,38.56%,-0.93%,25.73,0.88%,6.46,1.77,-34.50%,-41.82%,18.53M,-56.45%,6.89,1.66,-,-51.86%,9.56,30.53,-24.49%,-,-,-50.05%,-43.66%,-62.53%,1.83,-,9.19,-20.00%,96.66%,19.67%,0.89,-,9.19,21.74%,-527.00%,43.52,8.53%,7.72%,168,0.10,-,-539.70%,1.36,33.40,Yes / Yes,0.09,113.26%,-,0.57,11.40,170.40%,118.25%,-,May 07 BMO,720.34K,11.44,-3.69%,-10.44%,-25.44%,"

","408,013",0.35%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,22.88,2.69,22.32%,260.90M,-0.85%,19.03B,12.01,5.12,-0.37%,240.23M,-0.47%,838.33M,15.25,1.21,60.04%,5.20%,-7.46%,4.56B,4.17,-3.23%,-0.53%,4.09,-12.46%,26.83,2.29,1.58%,8.90%,12.48M,-8.29%,23.88,2.58,1.50%,11.31%,58.87,75.90,-14.43%,-,11.57,-,10.05%,-18.94%,-0.05,-,4.36,95.81%,73.37%,4.52%,1.36,-,4.36,19565.00%,17.35%,44.96,1.70%,2.04%,7420,0.01,3.13%,18.37%,2.53,76.17,Yes / Yes,0.00,1250.20%,0.00%,0.68,61.73,1.35%,13.52%,3.25%,May 20 AMC,3.05M,61.53,-1.68%,-1.66%,-6.64%,"

","2,062,278",-0.32%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,4.50%,1.90B,-,-1.31,-11.16%,98.19M,18.71%,-338.95M,-,-0.78,42.15%,3.34%,2.01%,291.07M,6.54,13.76%,-1.93%,5.05,-29.85%,7.83,2.46,55.96%,-31.41%,3.28M,-45.97%,7.61,2.54,-,-38.44%,13.48,35.80,-29.42%,-,-,-16.93%,-44.04%,-46.12%,1.06,-,4.43,2095.12%,62.86%,43.10%,1.25,-,4.63,18.13%,-129.65%,55.13,6.18%,5.21%,2175,0.08,25.94%,-116.45%,1.15,51.82,Yes / Yes,0.01,-7.51%,-,1.40,18.00,15.83%,40.53%,38.78%,May 08 AMC,648.49K,19.29,0.76%,13.73%,-14.16%,"

","908,703",7.17%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,18.97%,1.35B,16.99,0.62,0.00%,116.14M,-14.10%,-126.89M,-,0.00,0.52%,0.07%,-42.70%,1.20B,1.12,128.56%,-,2.05,-,2.82,3.76,2411.11%,-4.29%,0.09M,-,2.21,4.81,-,-9.63%,8.70,21.91,-35.01%,-,-,-,-27.40%,-51.63%,-,-,1.63,26.18%,16.84%,21.84%,0.98,-,1.82,18.59%,-4.42%,45.19,8.00%,8.87%,3476,0.28,-3.00%,-10.53%,1.00,16.09,No / Yes,0.04,44.09%,-,0.47,9.73,-5.49%,-26.63%,-8.66%,May 21 BMO,41.91K,10.60,-3.02%,-19.40%,-32.42%,"

","19,675",8.94%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.83,0.36,30.20%,76.17M,-6.11%,946.42M,2221.45,0.00,-0.73%,69.32M,-7.74%,37.58M,2.60,-0.07,51.05%,4.29%,-24.18%,584.21M,1.62,-147.21%,-1.82%,5.66,-29.51%,0.13,74.79,101.97%,5.70%,2.97M,-41.03%,5.17,1.84,10.30%,855.40%,9.07,19.29,-31.44%,-,9.64,-,6.67%,-50.60%,1.23,-,6.58,17.01%,89.88%,5.01%,0.33,-,6.58,-27.43%,12.87%,36.34,2.68%,3.38%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,1.31,9.92,1.01%,-17.03%,-33.48%,May 09 AMC,525.35K,9.53,-5.69%,-9.81%,-24.55%,"

","686,281",-3.93%,ZIP
