Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.63,1.01,11.57%,167.66M,-1.82%,7.40B,28.08,1.57,-58.27%,148.17M,15.69%,7.75B,4.33,0.40,93.00%,3.27%,25.56%,174.00M,4.58,11.72%,1.77%,5.35,15.30%,1.61B,4.73,9.97%,6.40%,4.85M,18.39%,9.33,36.65,10.08%,10.81%,45.00 -1.87%,45.45%,1.20,26.28,32.18% -7.41%,8.26%,27.74 59.19%,55.82%,0.37 (0.83%),21.60,19.81% -5.41%,41.82%,2.13%,2.45%,197.01%,0.35 (0.79%),4.80,30.64%,16.77%,1.12,311.61%,"Aug 20, 2025",1.72,4.74%,10.78%,72.60,2.25,3.23% 0.62%,2.71,12.98%,9.96%,1.09,45.57,35.98%,0.36,7.89%,16.29%,0.79,44.55,2500,0.35,Jul 29 AMC,20.52%,907.12K,44.16,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","720,771",-0.88%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.35,5.81,0.10%,443.95M,-0.02%,65.30B,21.39,6.89,-0.65%,442.72M,-7.21%,70.66B,2.98,1.65,96.46%,1.77%,-8.87%,2.61B,6.96,6.41%,-0.33%,2.41,-15.37%,9.38B,13.14,9.36%,18.24%,7.85M,-9.56%,11.21,45.51,8.52%,52.54%,200.33 -26.45%,-20.48%,3.24,29.43,8.55% 11.91%,25.07%,139.70 5.48%,-18.21%,1.99 (1.35%),17.64,5.98% 8.14%,70.03%,3.75%,2.35%,-4.63%,1.93 (1.31%),7.53,13.72%,37.51%,3.87,200.84%,"Jul 18, 2025",1.04,5.27%,27.83%,41.46,1.55,18.93% 21.14%,1.76,17.78%,-1.75%,0.88,195.36,32.86%,1.36,4.19%,-6.22%,0.61,148.24,13800,1.09,Aug 05 BMO,-10.27%,3.25M,147.35,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,972,529",-0.60%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.11,1.57,0.86%,593.65M,1.73%,12.22B,11.81,1.74,0.00%,588.53M,6.47%,11.48B,1.47,0.40,20.76%,2.23%,8.54%,1.30B,1.95,4.14%,-8.62%,5.32,7.75%,6.26B,1.92,12.25%,10.29%,13.13M,5.27%,10.73,3.84,8.93%,15.68%,27.50 -25.16%,5.97%,5.35,-,18.24% 8.45%,15.06%,16.34 25.95%,-20.40%,0.67 (3.24%),5.95,9.28% 13.97%,29.66%,1.59%,2.02%,-43.07%,0.70 (3.40%),1.83,10.00%,24.06%,0.58,-,"Apr 10, 2025",1.02,13.41%,20.76%,62.74,1.48,- -,1.05,38.73%,5.08%,-0.14,22.84,45.76%,0.27,8.02%,11.66%,0.79,20.73,24471,0.01,Aug 19 AMC,6.27%,2.47M,20.58,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,960,220",-0.72%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-3.77%,41.99B,73.76,3.66,-0.86%,97.74M,-8.94%,40.21B,-,0.80,54.89%,6.32%,15.67%,-38.78M,16.49,0.04%,9.80%,2.57,32.05%,2.55B,23.26,14.57%,-0.81%,6.18M,49.49%,11.59,13.97,11.75%,-2.68%,318.46 -15.31%,62.71%,19.30,60.76,41.55% -10.72%,-2.11%,153.45 75.75%,63.16%,-,-,47.68% 48.24%,77.33%,3.87%,2.72%,103.42%,-,15.79,49.20%,-4.59%,8.62,-,-,1.18,25.46%,-1.52%,34.85,1.67,- -,1.18,-121.43%,-5.42%,1.06,317.24,-,0.68,22.57%,-8.74%,0.70,272.50,7348,0.02,May 29 AMC,18.82%,2.40M,269.70,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,673,340",-1.03%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.49,3.33,14.19%,261.11M,0.85%,21.65B,12.61,5.68,-0.82%,259.62M,-4.64%,13.90B,8.11,1.38,62.77%,2.75%,-10.82%,1.05B,4.61,1.20%,-0.57%,2.47,-17.44%,4.70B,2.44,1.25%,9.87%,7.14M,-12.30%,29.34,2.77,2.65%,12.19%,92.80 -22.88%,28.19%,25.82,12.72,-10.66% 106.45%,11.73%,55.06 29.99%,-36.65%,-,13.19,4.40% 49.60%,75.85%,2.07%,1.90%,-73.29%,-,2.96,24.11%,18.13%,1.54,-,-,4.48,2.98%,22.31%,36.85,2.32,- -,4.48,18.68%,-3.21%,0.56,90.68,0.00%,0.01,2.93%,-6.46%,0.83,71.60,7412,0.00,Aug 21 AMC,-9.02%,2.89M,71.57,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,388,450",-0.04%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,1.31%,109.91M,-5.05%,3.87B,57.28,0.61,-24.47%,109.14M,2.58%,3.23B,-,-0.28,47.51%,3.65%,19.97%,-212.37M,9.04,48.15%,-2.87%,4.42,25.71%,427.80M,4.85,145.27%,-19.74%,3.98M,33.49%,7.20,4.65,-,-28.39%,44.34 -21.15%,93.04%,7.53,-,29.99% -3.19%,-26.45%,16.01 118.36%,-7.44%,-,-,40.38% 98.40%,62.39%,2.80%,3.26%,-56.44%,-,7.54,28.72%,-57.71%,1.95,-,-,2.93,32.56%,-49.64%,45.24,1.31,- -,3.12,54.50%,-5.03%,1.05,54.53,-,0.24,9.81%,-3.94%,0.70,34.08,1869,0.01,Aug 07 BMO,10.65%,900.46K,34.96,"Sep 20, 2017",Yes / Yes,10.84% -11.98%,"

","627,427",2.58%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,3.39%,7.33B,14.70,1.97,-,-,6.67%,10.85B,-,-0.78,3.82%,-,11.09%,-710.26M,0.64,35.34%,-3.45%,1.49,7.22%,11.52B,-,180.11%,-11.48%,0.78M,2.01%,-12.89,5.37,-,-,33.32 -13.11%,81.05%,5.39,-,5.46% -,-,13.00 122.69%,-,-,-,118.43% 118.66%,17.93%,1.67%,2.44%,-,-,0.94,37.41%,-7.36%,0.67,-,-,0.45,43.08%,-6.16%,57.87,1.00,- -,0.59,66.34%,-0.21%,0.07,35.40,-,-,47.60%,5.76%,0.30,28.94,17439,-,Aug 14 BMO,11.28%,520.41K,28.95,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","157,384",0.03%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.50,5.48,1.62%,147.60M,-0.08%,7.68B,8.88,5.86,-1.37%,145.17M,-7.57%,-,1.24,1.46,79.04%,4.04%,11.27%,810.00M,1.54,15.11%,2.21%,4.23,-10.69%,4.97B,1.18,2.84%,0.95%,5.86M,-4.07%,44.24,-,7.63%,13.28%,63.22 -17.68%,12.89%,-,7.86,-9.99% 3.54%,10.71%,39.32 32.35%,-3.56%,1.74 (3.34%),-,19.10% 8.98%,-,2.48%,2.51%,60.37%,1.70 (3.27%),-,32.56%,22.09%,1.34,66.85%,"Aug 14, 2025",-,2.64%,16.29%,42.26,2.84,4.85% 5.34%,0.12,26.88%,-4.54%,0.95,61.20,33.52%,1.07,-1.04%,-0.26%,0.97,51.20,9406,0.15,Jul 21 AMC,-0.86%,1.39M,52.04,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,348,979",1.64%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.79,19.53,1.18%,120.46M,0.52%,1.87B,-,-2.23,0.00%,119.04M,-3.37%,5.44B,-,0.99,48.69%,20.75%,8.77%,2.35B,0.21,-80.18%,-9.80%,4.16,-14.41%,8.87B,0.47,-163.04%,23.04%,24.70M,-27.81%,32.86,0.81,-,72.40%,29.00 -46.55%,-13.92%,19.19,0.53,-23.79% -,27.51%,11.03 40.46%,-67.18%,1.25 (8.04%),1.37,-7.73% 20.63%,34.71%,3.25%,2.71%,-,7.62 (49.13%),0.61,192.29%,31.33%,0.54,-,"Jun 02, 2025",1.10,65.83%,26.52%,43.21,4.12,16.67% -,1.18,226.86%,-2.43%,1.68,14.95,22.25%,1.49,28.46%,-5.06%,0.56,15.93,6700,1.16,Aug 20 BMO,-14.82%,5.93M,15.50,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,311,030",-2.70%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.93,0.33,78.19%,252.58M,1.29%,3.20B,16.12,0.49,0.00%,55.08M,-13.93%,4.04B,1.17,-,22.60%,6.93%,-4.85%,83.40M,1.52,12.43%,-5.33%,3.09,-12.49%,2.11B,2.09,23.69%,2.78%,3.82M,-4.96%,3.76,10.55,20.47%,8.89%,10.64 -26.22%,-26.15%,0.74,16.51,- -,4.94%,6.05 29.75%,-28.64%,0.14 (1.79%),9.13,11.29% -,55.89%,2.70%,3.06%,-,0.14 (1.81%),1.92,-37.52%,9.45%,0.28,-,"Jul 07, 2025",0.80,2.26%,3.96%,34.74,2.14,15.87% -,1.41,-54950.00%,-8.33%,0.72,9.18,42.68%,1.13,-,-9.64%,0.54,7.78,7395,0.78,Jul 30 BMO,-4.21%,1.24M,7.85,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","669,755",0.90%,ZGN
