Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.31,0.79,16.26%,169.85M,-0.48%,6.30B,27.79,1.34,-4.32%,142.12M,-6.33%,137.70M,2.98,0.28,92.47%,5.21%,4.22%,1.55B,4.06,27.64%,9.95%,7.34,27.83%,9.34,3.99,8.39%,4.94%,7.41M,26.83%,1.11,33.54,15.89%,8.52%,27.55,41.15,26.83%,0.33 (0.89%),23.34,18.47%,6.47%,-9.36%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,35.39%,0.75,"Nov 20, 2024",2.70,28.10%,16.27%,36.80,1.65%,1.92%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.71,37.47,0.95%,5.82%,2.91%,Oct 29 AMC,1.01M,37.30,-4.31%,-3.31%,10.66%,"

","714,718",-0.45%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,0.10%,1.53B,17.10,0.58,-8.52%,142.06M,-0.10%,-73.97M,-,0.14,72.33%,2.51%,18.38%,452.76M,3.37,71.21%,-2.82%,1.10,3.33%,1.20,8.28,2.65%,-9.16%,3.57M,5.53%,3.63,2.73,15.00%,-47.76%,7.70,10.85,5.53%,-,21.39,9.40%,-12.64%,-8.57%,1.67,-,2.56,12.97%,67.98%,28.83%,0.04,-,2.56,14.25%,-4.07%,54.49,0.22%,0.36%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.42,9.92,0.77%,39.13%,6.45%,Dec 09 AMC,3.24M,9.92,-0.17%,0.04%,5.80%,"

","1,352,228",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.63,5.32,0.08%,451.55M,-0.82%,73.82B,25.55,6.38,-0.95%,450.80M,-7.03%,2.43B,3.30,1.38,94.90%,1.39%,-16.20%,9.15B,8.07,10.58%,-1.57%,2.66,-6.80%,11.59,14.06,8.40%,17.07%,6.26M,-17.45%,3.78,43.07,9.29%,47.13%,144.80,200.53,-17.45%,1.73 (1.06%),31.98,11.57%,20.27%,-18.75%,0.89,1.73 (1.06%),2.27,8.05%,68.49%,12.52%,3.47,"Jan 21, 2025",3.69,8.09%,36.45%,31.23,1.55%,2.06%,14100,1.29,9.33%,26.55%,1.50,220.60,Yes / Yes,1.29,16.43%,30.71%,0.56,162.24,4.34%,8.49%,11.02%,Nov 04 BMO,2.35M,162.93,-4.69%,-7.10%,-7.54%,"

","1,327,419",0.43%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.68,1.43,0.86%,598.04M,-1.26%,11.69B,10.90,1.79,0.00%,592.88M,2.89%,1.20B,1.05,0.45,28.46%,3.06%,-23.03%,5.83B,2.00,10.70%,-10.03%,6.07,-4.96%,10.74,1.82,11.53%,9.47%,18.14M,-8.13%,5.47,3.57,13.06%,14.45%,15.90,27.50,-8.13%,0.66 (3.37%),-,13.37%,13.77%,-28.91%,-0.14,0.97 (4.96%),0.94,15.78%,31.29%,22.99%,0.52,"Sep 10, 2024",0.96,-2.64%,24.78%,45.91,1.94%,2.11%,23554,0.30,8.68%,20.51%,1.25,26.47,Yes / Yes,0.01,3.34%,40.76%,0.55,19.29,1.13%,0.45%,17.70%,Nov 19 AMC,2.99M,19.55,1.11%,-6.21%,-9.07%,"

","1,655,257",1.35%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,-2.97%,27.27B,50.97,3.54,-0.12%,95.02M,-12.67%,-36.27M,-,0.69,48.88%,5.06%,8.04%,2.30B,11.86,-6.50%,4.48%,2.65,-8.26%,9.31,19.37,18.68%,-0.87%,4.81M,-18.57%,17.91,10.07,16.32%,-3.24%,153.45,259.61,-18.57%,-,41.82,-10.72%,-2.47%,-30.51%,0.86,-,1.09,48.57%,77.81%,17.57%,6.73,-,1.09,79.05%,-4.74%,36.30,2.09%,3.69%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.50,183.13,3.71%,22.75%,26.42%,Dec 02 AMC,1.81M,180.41,-7.79%,-8.11%,-2.60%,"

","911,155",-1.49%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,-4.72%,224.06M,-,-2.93,-0.01%,57.60M,-16.07%,-179.28M,-,-0.79,83.16%,9.55%,-15.13%,40.56M,5.52,45.10%,-14.51%,4.36,-15.13%,4.98,0.61,-19.28%,-34.60%,5.50M,-80.00%,5.29,0.57,-,-42.89%,2.66,18.07,-80.00%,-,-,-50.05%,-45.41%,-83.23%,1.87,-,7.29,-20.00%,96.77%,13.91%,0.26,-,7.29,45.45%,-515.94%,44.08,6.19%,8.07%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.95,2.92,-,38.39%,-,Nov 06,1.26M,3.03,-6.02%,-8.81%,-52.41%,"

","2,463,307",3.77%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.24,3.00,14.68%,306.50M,-4.29%,24.67B,15.25,5.35,-1.80%,261.49M,-1.31%,941.21M,3.98,1.30,57.74%,3.27%,18.90%,4.63B,5.33,4.32%,-1.46%,2.63,39.89%,28.31,2.88,-1.51%,9.41%,8.55M,13.49%,25.50,3.20,6.85%,11.70%,55.06,92.80,13.49%,-,14.30,-,10.80%,-12.06%,-0.02,-,4.50,95.81%,74.54%,48.22%,2.42,-,4.50,296.12%,17.93%,45.30,2.08%,2.64%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,0.60,82.73,1.23%,5.67%,3.59%,Nov 25 AMC,3.25M,81.61,-3.27%,0.37%,20.91%,"

","1,950,868",-1.35%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,-1.32%,2.85B,-,-1.78,-11.19%,108.70M,-9.22%,-270.85M,-,-0.70,42.16%,5.38%,5.35%,355.75M,8.02,21.50%,-7.93%,6.13,50.78%,6.78,3.86,34.63%,-26.70%,5.85M,-4.17%,6.57,3.98,-,-34.98%,13.48,36.60,-4.17%,-,-,-16.93%,-40.20%,-28.44%,1.00,-,2.87,2095.12%,63.17%,94.29%,1.20,-,3.01,10.91%,-95.07%,43.35,3.71%,3.91%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.31,26.47,0.02%,94.89%,47.72%,Nov 12 BMO,953.49K,26.19,-3.62%,-7.72%,23.39%,"

","291,999",-1.06%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,2.93%,450.40M,35.38,0.10,0.00%,116.94M,5.09%,-41.45M,-,-0.01,17.12%,0.01%,-1.68%,1.23B,0.37,-96.11%,-0.59%,0.22,-6.65%,2.72,1.29,158.61%,-3.21%,0.01M,-78.48%,2.29,1.53,-,-7.35%,2.62,21.91,-78.48%,-,-,-,-9.02%,-83.98%,-0.08,-,1.62,26.18%,17.54%,33.97%,0.26,-,1.81,72.88%,-3.55%,49.12,7.64%,7.43%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.39,3.56,-,50.00%,1.80%,Nov 22 BMO,65.75K,3.51,-0.18%,-3.77%,-45.58%,"

","25,788",-1.40%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,234.30,0.03,28.98%,75.06M,2.40%,717.28M,-,-0.18,-0.59%,69.39M,-18.28%,3.57M,-,-0.11,53.63%,4.08%,-22.48%,498.90M,1.44,-129.44%,1.70%,6.50,-20.87%,0.14,52.05,-35.01%,0.55%,2.83M,-47.91%,5.02,1.44,-,430.38%,6.84,15.35,-47.91%,-,10.69,-,0.63%,-52.83%,1.20,-,7.35,17.01%,89.13%,5.85%,0.36,-,7.35,-94.10%,5.24%,32.08,3.70%,4.57%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.72,7.14,4.27%,70.54%,-24.77%,Nov 06 AMC,435.26K,7.24,-6.43%,-17.29%,-23.23%,"

","311,440",1.40%,ZIP
