Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.72,1.01,11.56%,167.66M,16.97%,7.41B,28.14,1.57,-57.96%,148.18M,18.28%,7.77B,4.34,0.40,92.68%,3.27%,30.30%,174.00M,4.59,11.72%,1.59%,5.93,13.58%,1.61B,4.74,9.97%,6.40%,4.85M,18.63%,9.33,36.72,10.08%,10.81%,44.14 0.25%,37.29%,1.20,26.34,32.18% -7.41%,8.26%,27.74 59.52%,39.94%,0.37 (0.83%),21.65,19.81% -5.41%,41.82%,3.43%,2.26%,190.98%,0.35 (0.79%),4.81,30.64%,16.77%,1.18,302.39%,"Aug 20, 2025",1.72,4.74%,10.78%,82.32,2.25,3.23% 0.62%,2.71,12.98%,16.09%,1.05,45.57,35.98%,0.36,7.89%,19.63%,3.59,42.94,2500,0.35,Jul 29 AMC,21.50%,817.68K,44.25,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","2,933,691",3.05%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.18,5.57,0.10%,446.04M,-4.60%,64.91B,21.25,6.86,-0.65%,444.75M,-8.42%,69.94B,3.12,1.62,95.89%,1.77%,-6.78%,2.52B,6.99,5.43%,0.16%,2.54,-14.35%,9.29B,13.97,9.90%,17.70%,7.85M,-10.52%,10.44,37.71,8.40%,51.85%,200.33 -27.23%,-19.82%,3.87,28.46,8.55% 11.91%,25.04%,139.70 4.36%,-17.34%,1.99 (1.37%),17.81,5.98% 8.14%,69.48%,1.87%,1.93%,1.09%,1.93 (1.33%),7.53,7.23%,37.01%,3.16,192.46%,"Jul 18, 2025",1.04,6.32%,27.12%,31.71,1.55,18.93% 21.14%,1.74,7.88%,-4.65%,0.88,196.21,32.86%,1.45,1.37%,-8.31%,1.57,148.81,13800,1.16,Aug 05 BMO,-11.93%,3.09M,145.79,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","4,854,017",-2.03%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.54,1.57,0.86%,593.65M,-2.72%,11.69B,11.30,1.74,0.00%,588.53M,10.06%,10.96B,1.38,0.40,20.75%,2.23%,6.43%,1.30B,1.87,4.60%,-9.45%,5.45,6.09%,6.26B,1.84,12.05%,10.29%,13.13M,0.72%,10.73,3.68,9.09%,15.68%,27.50 -28.40%,2.93%,5.35,-,18.24% 8.45%,15.06%,16.34 20.50%,-23.72%,0.67 (3.40%),5.67,9.28% 13.97%,29.66%,2.10%,2.12%,-41.75%,0.70 (3.56%),1.75,10.00%,24.06%,0.54,-,"Apr 10, 2025",1.02,13.41%,20.76%,59.93,1.45,- -,1.05,38.73%,3.75%,-0.17,22.32,45.76%,0.27,8.02%,9.08%,1.16,19.98,24471,0.01,May 20 AMC,0.88%,2.41M,19.69,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","2,799,710",-1.45%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.68%,155.70M,0.44%,44.46B,78.10,3.66,-0.85%,97.74M,-7.08%,42.68B,-,0.80,55.15%,6.32%,26.26%,-38.78M,17.46,0.04%,9.64%,2.56,41.63%,2.55B,24.63,14.57%,-0.81%,6.18M,58.28%,11.59,14.79,11.75%,-2.68%,318.46 -10.33%,57.64%,19.30,64.33,41.55% -10.72%,-2.11%,153.45 86.09%,101.17%,-,-,47.68% 48.24%,77.33%,2.39%,2.55%,134.60%,-,16.76,49.20%,-4.59%,7.37,-,-,1.18,25.46%,-1.52%,42.42,1.67,- -,1.18,-121.43%,-2.68%,1.06,317.24,-,0.68,22.57%,-2.31%,0.73,287.73,7348,0.02,May 29 AMC,27.27%,2.41M,285.56,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,774,371",-0.75%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.23,3.33,14.19%,261.11M,-2.09%,22.40B,13.04,5.68,-1.20%,259.62M,-4.54%,14.65B,8.55,1.38,62.92%,2.75%,-4.50%,1.05B,4.77,1.22%,0.20%,2.51,-15.08%,4.70B,2.52,1.24%,9.87%,7.14M,-9.26%,29.34,2.87,2.60%,12.19%,92.80 -20.20%,22.76%,25.82,13.16,-10.66% 106.45%,11.73%,55.06 34.49%,-26.19%,-,13.90,4.40% 49.60%,75.85%,1.68%,1.88%,-69.97%,-,3.12,24.11%,18.13%,1.38,-,-,4.48,2.98%,22.31%,39.12,2.34,- -,4.48,18.68%,-1.71%,0.68,90.58,0.00%,0.01,2.93%,-4.57%,1.00,74.24,7412,0.00,May 21 AMC,-5.78%,2.85M,74.05,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,834,031",-0.26%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,0.08%,4.18B,58.51,0.65,-24.47%,109.14M,7.48%,3.52B,-,-0.42,47.58%,3.65%,19.28%,-251.78M,10.00,47.84%,-2.03%,4.36,38.77%,417.94M,5.05,147.64%,-23.29%,3.98M,44.33%,7.48,4.88,-,-32.01%,44.34 -14.75%,101.17%,7.75,-,29.99% -3.19%,-30.59%,16.01 136.10%,-12.11%,-,-,40.38% 98.40%,63.45%,3.47%,3.19%,-50.28%,-,8.41,28.72%,-64.10%,1.85,-,-,3.09,43.59%,-60.24%,54.31,1.31,- -,3.26,18.43%,4.51%,1.04,54.76,-,0.24,22.19%,5.71%,0.90,38.57,1869,0.02,Aug 07 BMO,20.92%,913.14K,37.80,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","821,605",-2.00%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-4.79%,7.15B,14.34,1.97,-,-,10.14%,10.67B,-,-0.78,3.82%,-,31.35%,-710.26M,0.62,35.16%,-3.10%,1.26,12.91%,11.52B,-,180.11%,-11.48%,0.78M,-0.49%,-12.89,5.24,-,-,33.32 -15.24%,58.47%,5.39,-,5.46% -,-,13.00 117.23%,-,-,-,118.43% 118.66%,17.93%,2.18%,2.38%,-,-,0.93,37.41%,-7.36%,0.71,-,-,0.45,43.08%,-6.16%,50.98,1.00,- -,0.59,66.34%,-0.47%,0.11,35.46,-,-,47.60%,3.25%,0.39,28.55,17439,-,Aug 14 BMO,9.32%,617.25K,28.24,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","242,348",-1.09%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.79,5.48,1.65%,147.60M,-2.83%,7.91B,9.15,5.86,-1.35%,145.13M,-0.24%,-,1.28,1.46,79.21%,4.04%,19.24%,810.00M,1.59,15.11%,1.20%,4.14,-6.97%,4.97B,1.21,2.84%,0.95%,5.86M,-1.16%,44.24,-,7.63%,13.28%,63.22 -15.19%,3.49%,-,8.10,-9.99% 3.54%,10.71%,39.32 36.37%,1.67%,1.74 (3.24%),-,19.10% 8.98%,-,2.08%,2.32%,59.44%,1.70 (3.17%),-,32.56%,22.09%,1.28,69.74%,"May 15, 2025",-,2.64%,16.29%,46.68,2.84,4.85% 5.34%,0.12,26.88%,-3.62%,0.91,61.50,33.52%,1.07,-1.04%,3.91%,0.96,54.21,9406,0.15,Jul 21 AMC,2.23%,1.42M,53.62,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,357,451",-1.09%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,19.53,1.18%,120.46M,-3.88%,1.91B,-,-1.83,0.00%,119.03M,-2.16%,5.48B,-,1.34,48.70%,20.75%,3.26%,2.35B,0.22,-79.98%,-9.19%,4.04,-11.45%,8.87B,0.48,-151.35%,23.04%,24.70M,-26.18%,32.86,0.83,-,72.40%,29.00 -45.35%,-12.30%,19.19,0.54,-23.79% -,27.51%,11.03 43.63%,-63.47%,1.28 (8.09%),1.38,-7.73% 20.63%,34.71%,2.38%,2.93%,-,7.62 (48.04%),0.62,192.29%,31.33%,0.55,-,"Jun 02, 2025",1.10,65.83%,26.52%,46.02,4.00,16.67% -,1.18,226.86%,-0.75%,1.68,15.44,22.25%,1.49,28.46%,-4.50%,0.42,15.94,6700,1.16,May 19 BMO,-13.55%,6.12M,15.85,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","2,572,863",-0.56%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,24.51,0.33,78.19%,252.58M,-12.51%,3.28B,16.52,0.49,0.00%,55.08M,-8.11%,4.11B,1.25,-,11.93%,6.93%,1.13%,83.40M,1.56,15.37%,-5.31%,3.05,-12.61%,2.11B,2.14,23.18%,2.78%,3.82M,-2.66%,3.76,10.81,19.62%,8.89%,11.52 -30.21%,-27.83%,0.74,16.91,- -,4.94%,6.05 32.89%,-26.10%,0.14 (1.77%),9.31,11.29% -,55.89%,4.46%,3.02%,-,0.14 (1.77%),1.95,-37.52%,9.45%,0.31,-,"Jul 07, 2025",0.80,2.26%,3.96%,33.48,2.43,15.87% -,1.41,-54950.00%,-9.99%,0.73,9.00,42.68%,1.13,-,-8.33%,1.10,8.41,7395,0.78,Jul 30 BMO,-2.12%,1.25M,8.04,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,372,428",-4.40%,ZGN
