Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.50,0.79,16.06%,172.26M,7.19%,6.75B,29.66,1.34,-10.01%,142.49M,9.04%,137.70M,3.18,0.28,85.96%,5.58%,30.56%,1.55B,4.35,27.71%,8.78%,5.21,22.33%,9.34,4.26,8.38%,4.94%,7.95M,41.96%,1.11,35.95,15.89%,8.52%,27.55,40.64,35.40%,0.27 (0.67%),25.02,18.47%,6.47%,-2.02%,1.15,0.32 (0.80%),1.71,0.20%,41.40%,44.54%,0.93,"Nov 20, 2024",2.70,28.10%,16.27%,72.32,2.66%,2.20%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.42,39.17,0.95%,5.82%,2.91%,Oct 29 AMC,1.53M,39.82,6.84%,12.24%,22.89%,"

","643,066",1.66%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.68%,153.54M,0.10%,1.52B,17.37,0.57,-6.76%,141.75M,10.61%,-47.27M,-,0.11,74.98%,4.12%,14.58%,445.68M,3.40,70.45%,5.73%,2.17,-2.65%,1.27,7.81,1.33%,-6.17%,5.84M,28.24%,3.55,2.79,15.00%,-31.02%,7.61,10.85,5.32%,-,-,9.40%,-7.99%,-8.76%,1.67,-,2.71,12.97%,68.16%,30.07%,0.12,-,2.71,60.38%,-6.31%,71.55,0.36%,0.99%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.91,9.87,2.46%,98.33%,6.80%,Aug 21 AMC,2.68M,9.90,0.65%,8.36%,8.05%,"

","2,455,069",0.30%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.12,5.32,0.08%,458.37M,0.55%,80.64B,27.60,6.38,0.00%,450.80M,-7.33%,2.43B,3.56,1.38,96.06%,0.97%,-6.49%,9.15B,8.81,10.42%,-1.51%,2.26,4.91%,11.59,15.20,8.66%,17.07%,4.38M,3.24%,3.74,47.05,9.29%,47.13%,144.80,201.92,-10.75%,1.70 (0.96%),34.94,11.57%,20.27%,-12.76%,0.89,1.73 (0.98%),2.27,8.05%,68.49%,21.65%,4.43,"Oct 31, 2024",3.69,8.09%,36.45%,39.97,3.10%,2.33%,14100,1.29,9.33%,26.55%,1.50,222.92,Yes / Yes,1.29,16.43%,30.71%,1.66,176.82,4.34%,8.49%,11.02%,Nov 04 BMO,1.93M,176.15,-3.64%,-6.30%,-1.57%,"

","3,207,554",-0.38%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.08,1.42,0.86%,606.77M,-4.94%,12.77B,10.69,2.00,0.00%,592.88M,-17.85%,1.19B,1.16,0.40,34.94%,3.09%,7.23%,5.61B,2.28,15.06%,-1.74%,7.03,-1.93%,10.31,2.07,18.16%,9.95%,18.33M,-9.88%,4.71,4.53,13.00%,14.81%,15.90,27.50,0.33%,0.68 (3.19%),-,13.37%,12.68%,-22.36%,-0.09,0.97 (4.54%),1.22,15.78%,31.13%,34.32%,0.77,"Sep 10, 2024",1.26,-0.18%,24.65%,30.85,2.95%,2.29%,23554,0.30,3.60%,21.14%,1.31,29.24,Yes / Yes,0.12,-3.11%,40.76%,0.90,21.95,0.90%,2.93%,6.28%,Nov 19 AMC,2.61M,21.35,-10.33%,-9.95%,-0.05%,"

","2,347,921",-2.73%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,7.92%,30.28B,57.14,3.49,-0.15%,94.08M,0.65%,-57.71M,-,0.63,47.25%,5.14%,11.79%,2.17B,13.97,-10.59%,-0.95%,2.75,14.02%,8.36,23.88,22.45%,-1.39%,4.84M,16.90%,15.88,12.56,18.50%,-5.77%,153.45,259.61,-9.94%,-,51.76,-10.72%,-4.38%,-23.14%,0.80,-,1.04,48.57%,77.87%,30.04%,5.42,-,1.04,72.20%,-5.71%,65.31,2.56%,2.55%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.95,195.73,4.48%,24.95%,30.30%,Dec 02 AMC,1.76M,199.54,5.76%,11.45%,4.91%,"

","1,677,767",1.95%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,8.04%,297.85M,-,-3.57,-0.11%,61.39M,34.78%,-194.65M,-,-0.91,94.91%,12.48%,33.00%,40.56M,7.34,32.96%,-17.67%,3.87,-65.70%,5.38,0.75,-19.17%,-34.97%,7.66M,-59.58%,5.77,0.70,-,-42.98%,2.66,18.07,-73.40%,-,-,-50.05%,-45.92%,-77.70%,1.87,-,6.59,-20.00%,96.71%,51.50%,0.32,-,6.59,42.78%,-543.77%,68.20,9.53%,9.29%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.71,3.96,-,-47.48%,-,Aug 09 BMO,1.98M,4.03,23.62%,19.34%,-50.05%,"

","1,402,342",1.77%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.66,2.79,15.02%,307.79M,13.29%,26.76B,16.13,5.31,-1.45%,261.57M,21.08%,875.37M,5.11,1.31,56.73%,3.32%,51.07%,4.59B,5.83,2.34%,-0.22%,2.71,35.60%,27.68,3.09,-0.49%,9.01%,8.68M,41.10%,24.08,3.55,6.00%,11.27%,55.06,81.57,19.01%,-,15.55,-,10.22%,4.92%,-0.04,-,4.45,95.81%,74.59%,55.43%,1.84,-,4.45,508.08%,17.80%,87.26,3.03%,2.34%,7420,0.01,2.76%,19.08%,2.47,75.79,Yes / Yes,0.00,17.25%,0.00%,1.68,81.46,1.20%,14.44%,2.09%,Nov 25 AMC,3.21M,85.58,14.49%,20.89%,32.80%,"

","5,396,380",5.06%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,0.65%,3.08B,-,-1.82,-11.47%,98.53M,22.74%,-298.33M,-,-0.78,42.09%,4.82%,91.32%,322.71M,9.55,13.14%,6.96%,6.42,44.47%,7.18,4.33,39.32%,-28.50%,4.75M,10.40%,7.37,4.22,-,-36.46%,13.48,36.60,13.76%,-,-,-16.93%,-42.02%,-15.05%,1.01,-,3.29,2095.12%,62.95%,130.64%,1.42,-,3.46,24.90%,-109.67%,64.51,3.50%,4.30%,2175,0.12,28.16%,-92.44%,1.13,51.24,Yes / Yes,0.01,34.35%,-,1.49,30.62,7.45%,-15.75%,45.95%,Nov 12 BMO,739.84K,31.09,4.29%,22.49%,55.17%,"

","1,103,784",1.53%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-2.81%,485.98M,19.27,0.20,0.00%,116.59M,1.33%,-57.85M,-,-0.00,17.16%,0.03%,33.33%,1.22B,0.40,26.20%,99.53%,0.39,-68.88%,2.73,1.39,405.88%,-4.29%,0.03M,-,2.20,1.73,-,-9.63%,2.62,21.91,-76.70%,-,-,-,-12.58%,-82.66%,-,-,1.61,26.18%,17.21%,45.04%,0.25,-,1.80,69.95%,-3.73%,54.17,5.80%,5.95%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.24,3.69,-2.36%,-133.33%,5.18%,Nov 22 BMO,80.28K,3.80,1.08%,10.25%,-57.61%,"

","19,606",2.98%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,356.63,0.03,36.08%,76.17M,21.50%,1.03B,-,-0.18,-0.50%,63.49M,12.56%,3.57M,-,-0.11,53.11%,6.16%,35.88%,498.90M,2.07,-130.37%,2.48%,8.10,12.33%,0.14,79.22,-28.82%,0.55%,3.91M,-3.59%,5.30,2.08,-,430.38%,7.21,15.35,-20.72%,-,15.42,-,0.63%,-28.21%,1.24,-,7.35,17.01%,89.13%,52.84%,0.47,-,7.35,-94.10%,5.24%,66.92,6.78%,4.35%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.65,10.49,4.27%,68.88%,-24.77%,Nov 06 AMC,482.76K,11.02,13.77%,15.11%,7.04%,"

","794,748",5.05%,ZIP
