Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.79,0.77,16.19%,172.26M,2.96%,6.18B,27.42,1.32,-15.04%,143.25M,17.88%,135.60M,2.99,0.32,84.02%,3.62%,24.24%,1.54B,4.01,24.36%,6.04%,3.64,12.62%,9.32,3.88,9.22%,4.67%,5.18M,33.81%,0.95,37.96,15.65%,8.04%,25.09,36.33,22.85%,0.26 (0.73%),21.91,18.47%,6.37%,-0.55%,1.15,0.32 (0.89%),1.75,0.20%,40.45%,44.00%,0.81,"Aug 20, 2024",2.83,183.51%,15.70%,69.81,1.88%,2.40%,2400,0.34,0.50%,8.80%,2.25,36.29,Yes / Yes,0.33,34.01%,45.61%,1.03,36.27,0.70%,5.16%,2.18%,Jul 30 AMC,1.42M,36.13,6.94%,11.97%,15.51%,"

","1,469,363",-0.39%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,-2.76%,1.28B,14.91,0.57,-9.48%,139.71M,-1.52%,-47.27M,-,0.11,75.73%,4.17%,-11.61%,445.68M,2.87,70.20%,-0.36%,4.65,-0.59%,1.27,6.66,0.89%,-6.17%,5.83M,9.60%,3.59,2.36,15.00%,-31.02%,7.05,10.85,-10.11%,-,-,9.40%,-7.99%,-22.12%,1.72,-,2.71,12.97%,68.16%,19.86%,0.26,-,2.71,60.38%,-6.31%,42.21,2.81%,2.94%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,1.52,8.37,2.46%,98.33%,6.80%,Aug 21 AMC,1.25M,8.45,-2.34%,-3.10%,-6.82%,"

","1,904,202",0.96%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.40,5.11,0.09%,458.37M,-1.99%,86.53B,29.60,6.45,-0.23%,452.65M,1.95%,2.34B,3.91,1.46,95.71%,1.11%,9.16%,8.91B,9.71,9.66%,0.02%,2.70,15.39%,10.94,17.45,10.61%,16.79%,5.04M,12.13%,3.47,54.97,9.57%,48.88%,144.80,201.92,-3.23%,1.70 (0.89%),41.15,11.57%,20.02%,-5.41%,0.89,1.67 (0.87%),2.09,8.05%,68.32%,31.90%,3.64,"Jul 18, 2024",3.45,7.38%,36.05%,50.40,1.66%,1.92%,14100,1.36,8.43%,26.29%,1.53,222.33,Yes / Yes,1.36,-5.60%,30.71%,0.71,192.46,2.10%,5.04%,8.30%,Aug 06 BMO,1.86M,190.99,-0.88%,2.24%,5.96%,"

","1,314,858",-0.76%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,18.70,1.42,0.86%,606.77M,10.61%,15.84B,12.97,2.04,0.00%,592.88M,22.20%,1.19B,1.38,0.40,34.61%,2.23%,32.33%,5.61B,2.82,14.09%,3.59%,4.81,24.26%,10.31,2.57,18.82%,9.95%,13.24M,10.47%,4.71,5.62,13.57%,14.81%,15.90,27.05,24.44%,0.69 (2.62%),-,13.37%,12.68%,-2.11%,-0.10,0.97 (3.66%),1.22,15.78%,31.13%,66.59%,0.86,"Sep 10, 2024",1.26,-0.18%,24.65%,73.38,2.77%,2.47%,23554,0.30,3.60%,21.14%,1.31,29.42,Yes / Yes,0.12,-3.11%,40.76%,1.54,26.96,0.90%,2.93%,6.28%,Aug 21 BMO,2.75M,26.48,16.15%,25.53%,28.40%,"

","4,245,915",-1.78%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.65%,152.49M,-0.76%,25.87B,48.38,3.51,-0.14%,93.55M,7.96%,-57.71M,-,0.63,46.97%,5.54%,-15.88%,2.17B,11.93,-10.26%,5.50%,2.86,-6.80%,8.36,20.30,22.48%,-1.39%,5.19M,12.00%,15.80,10.73,18.14%,-5.77%,149.62,259.61,-23.44%,-,44.22,-10.72%,-4.38%,-34.66%,0.82,-,1.04,48.57%,77.87%,13.37%,5.37,-,1.04,72.20%,-5.71%,45.11,2.40%,3.03%,7348,0.97,34.07%,-2.66%,1.72,214.44,Yes / Yes,0.04,53.13%,-,0.82,169.69,4.48%,24.95%,30.30%,Sep 03 AMC,1.81M,169.63,0.99%,-4.43%,-13.26%,"

","1,489,783",-0.04%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-13.28%,227.55M,-,-3.57,-0.13%,61.38M,-1.54%,-194.65M,-,-0.91,100.00%,19.06%,-11.60%,40.56M,5.61,32.96%,-1.04%,6.57,-79.11%,5.38,0.59,-19.17%,-34.97%,11.70M,-83.43%,6.00,0.53,-,-42.98%,2.83,21.34,-78.88%,-,-,-50.05%,-45.92%,-85.00%,1.71,-,6.59,-20.00%,96.71%,13.07%,0.33,-,6.59,42.78%,-543.77%,39.48,5.97%,9.14%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,1.13,3.35,-,-47.48%,-,Aug 09 BMO,1.78M,3.20,-11.77%,-8.91%,-66.81%,"

","2,006,959",-4.48%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.08,2.79,15.03%,307.79M,-2.45%,20.69B,12.68,5.30,-0.65%,261.54M,-1.44%,875.37M,16.05,1.31,59.37%,3.53%,15.36%,4.59B,4.51,2.33%,-0.54%,2.84,6.21%,27.68,2.43,-0.61%,9.01%,9.23M,-1.22%,24.46,2.75,1.50%,11.27%,55.06,74.77,-6.54%,-,12.02,-,10.22%,-10.11%,-0.04,-,4.45,95.81%,74.59%,22.07%,1.40,-,4.45,508.08%,17.80%,50.38,1.55%,1.92%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.50,67.61,1.20%,14.44%,2.09%,Aug 21 AMC,3.25M,67.21,-0.87%,4.85%,5.06%,"

","1,632,247",-0.59%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,8.94%,2.44B,-,-1.80,-13.68%,98.53M,24.60%,-298.33M,-,-0.76,42.60%,5.50%,42.15%,322.71M,7.56,13.61%,-2.06%,8.67,59.35%,7.18,3.43,39.88%,-28.50%,5.42M,5.08%,7.37,3.34,-,-36.46%,13.48,31.22,-9.92%,-,-,-16.93%,-42.02%,-21.14%,1.06,-,3.29,2095.12%,62.95%,82.64%,1.20,-,3.46,24.90%,-109.67%,66.57,5.55%,4.90%,2175,0.12,28.16%,-92.44%,1.13,47.90,Yes / Yes,0.01,34.35%,-,1.09,25.61,7.45%,-15.75%,45.95%,Aug 06 AMC,624.42K,24.62,14.11%,26.59%,25.30%,"

","678,051",-3.87%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,19.68%,474.47M,18.82,0.20,0.00%,116.59M,20.85%,-57.85M,-,-0.00,17.19%,0.01%,-4.63%,1.22B,0.39,27.98%,-,0.09,-76.59%,2.73,1.36,405.88%,-4.29%,0.01M,-,2.20,1.69,-,-9.63%,2.62,21.91,-77.25%,-,-,-,-12.58%,-83.07%,-,-,1.61,26.18%,17.21%,41.60%,0.29,-,1.80,69.95%,-3.73%,65.13,12.16%,8.35%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,2.06,3.70,-2.36%,-133.33%,5.18%,Aug 22 BMO,90.61K,3.71,19.64%,20.40%,-65.49%,"

","186,747",0.27%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,33.08,0.29,36.09%,76.17M,2.04%,942.74M,-,-0.19,-0.48%,63.49M,-1.56%,30.22M,-,-0.10,51.87%,5.66%,7.96%,537.45M,1.75,-146.24%,-1.82%,6.85,-14.20%,0.25,38.53,11.02%,4.65%,3.59M,-19.71%,5.27,1.80,-,855.40%,7.21,15.35,-31.73%,-,10.85,-,5.26%,-38.18%,1.19,-,7.44,17.01%,89.51%,31.62%,0.41,-,7.44,-44.78%,11.55%,52.84,3.90%,4.59%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.55,9.50,5.30%,190.25%,-27.44%,Aug 07 AMC,524.21K,9.49,0.26%,5.12%,-13.27%,"

","288,350",-0.11%,ZIP
