Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,4.58%,1.28B,-,-1.09,29.03%,72.94M,19.52%,1.02B,-,-0.33,101.02%,9.81%,29.60%,-73.68M,10.42,38.68%,14.58%,14.51,41.78%,122.87M,3.81,-9.88%,-15.95%,7.16M,15.44%,4.44,4.55,0.10%,-19.89%,17.70 -4.52%,34.66%,3.72,-,26.71% 15.81%,-21.07%,9.03 87.15%,206.72%,-,-,41.95% 20.90%,89.52%,3.41%,4.10%,-62.59%,-,8.28,35.69%,-67.32%,0.62,-,-,7.69,95.94%,-59.96%,64.98,1.40,- -,7.69,106.06%,4.58%,1.47,22.28,-,0.06,153.21%,15.19%,1.31,16.94,286,0.05,Aug 07 AMC,26.43%,493.15K,16.90,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","646,689",-0.24%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.35,1.01,11.53%,167.66M,1.69%,7.86B,29.77,1.58,-1.72%,148.24M,5.01%,8.21B,4.60,0.39,91.74%,3.38%,24.89%,174.00M,4.87,11.77%,-0.93%,4.62,40.07%,1.61B,5.03,10.13%,6.40%,5.01M,25.76%,9.33,38.93,10.08%,10.81%,48.42 -3.12%,30.52%,1.20,27.92,32.18% -7.41%,8.26%,27.74 69.11%,90.00%,0.37 (0.78%),22.89,19.81% -5.41%,41.82%,1.41%,2.12%,225.59%,0.36 (0.77%),5.09,30.64%,16.77%,0.90,412.98%,"Aug 20, 2025",1.72,4.74%,10.78%,56.46,2.44,3.23% 0.62%,2.71,12.98%,0.28%,1.15,47.14,35.98%,0.36,7.89%,3.81%,0.77,46.80,2500,0.35,Jul 29 AMC,23.32%,1.08M,46.91,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","839,889",0.24%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.20,5.81,0.17%,443.95M,3.80%,64.92B,21.22,6.90,-0.09%,442.41M,-3.90%,70.28B,2.98,1.63,97.45%,2.08%,-7.97%,2.61B,6.92,7.30%,0.46%,3.01,-10.40%,9.38B,13.07,8.69%,18.24%,9.19M,-10.09%,11.21,45.24,8.45%,52.54%,196.55 -25.47%,-25.02%,3.24,29.26,8.55% 11.91%,25.07%,139.34 5.13%,-1.95%,1.99 (1.36%),17.54,5.98% 8.14%,70.03%,1.93%,2.08%,-8.92%,1.93 (1.32%),7.49,13.72%,37.51%,3.02,236.06%,"Jul 18, 2025",1.04,5.27%,27.83%,46.86,1.50,18.93% 21.14%,1.76,17.78%,-0.11%,0.90,195.14,32.86%,1.36,4.19%,-2.24%,1.06,146.95,13800,1.09,Aug 05 BMO,-7.81%,3.05M,146.49,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,244,898",-0.31%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.08,1.46,0.00%,593.65M,-0.57%,11.36B,11.34,1.69,-,593.65M,6.16%,10.38B,1.69,0.35,14.67%,2.64%,5.98%,1.21B,1.77,-1.14%,-13.79%,7.95,-1.80%,6.42B,1.71,13.50%,9.38%,15.70M,-2.15%,11.20,3.07,7.75%,13.98%,27.50 -30.44%,-22.77%,6.24,-,18.24% 8.45%,13.37%,16.34 17.07%,-21.54%,0.62 (3.25%),5.63,9.28% 13.97%,27.49%,2.12%,1.97%,-35.28%,0.65 (3.40%),1.62,2.41%,21.97%,0.46,-,"Sep 30, 2025",1.19,14.40%,18.81%,51.00,1.44,- -,1.21,-25.19%,0.44%,-0.19,23.14,45.76%,0.29,10.45%,-1.17%,0.70,19.14,24471,0.01,Aug 19 AMC,0.87%,1.98M,19.13,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,373,700",-0.05%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,7.30%,48.69B,70.01,4.39,-0.58%,99.39M,13.67%,46.91B,-,0.86,53.39%,5.83%,-2.28%,-41.48M,18.21,11.37%,-1.12%,3.46,48.56%,2.67B,27.06,20.27%,-0.75%,5.79M,70.49%,11.37,13.63,18.14%,-2.70%,318.46 -3.42%,79.93%,22.57,67.00,54.06% 21.31%,-1.17%,164.78 86.66%,88.46%,-,30662.96,34.81% 44.03%,76.82%,2.84%,2.86%,122.45%,-,17.55,31.04%,-4.48%,8.30,-,-,1.94,23.31%,-1.55%,68.37,1.54,- -,1.94,-14.36%,6.53%,1.06,327.15,-,1.00,21.31%,9.09%,0.74,304.53,7923,0.97,Sep 02 AMC,26.73%,1.67M,307.58,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,245,969",1.00%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.66,3.80,11.17%,267.28M,-2.08%,24.61B,13.84,5.94,-0.59%,265.85M,-1.50%,16.88B,4.99,1.44,63.73%,1.96%,4.66%,1.19B,5.18,5.55%,-0.31%,1.52,9.59%,4.75B,2.76,1.63%,11.03%,5.21M,0.77%,29.82,3.16,4.34%,13.60%,92.80 -11.38%,17.92%,26.02,13.34,-10.66% 106.45%,13.23%,64.41 27.68%,10.75%,-,14.35,4.40% 49.60%,76.38%,2.50%,2.22%,-83.44%,-,3.55,36.57%,20.43%,1.94,-,-,4.36,3.63%,24.99%,49.90,2.31,- -,4.36,66.82%,-2.17%,0.79,92.69,0.00%,0.01,4.71%,4.28%,0.63,81.28,7412,0.00,Aug 21 AMC,4.50%,3.44M,82.24,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,158,942",1.18%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,7.02%,3.77B,95.68,0.35,-18.92%,108.95M,8.15%,3.13B,-,-0.25,37.54%,4.48%,-7.01%,-212.37M,8.80,43.65%,-3.85%,6.62,-7.08%,427.80M,4.70,124.15%,-19.74%,4.88M,29.25%,7.20,4.53,-,-28.39%,44.34 -23.66%,40.22%,7.48,-,30.02% -3.16%,-26.45%,23.70 42.83%,-12.85%,-,-,40.31% 98.33%,62.39%,2.89%,3.65%,-57.33%,-,7.31,33.47%,-57.71%,1.34,-,-,2.93,32.38%,-49.64%,53.90,1.27,- -,3.12,54.50%,4.83%,1.08,52.88,-,0.24,9.81%,-0.92%,0.51,34.44,1869,0.01,Aug 07 BMO,4.57%,737.08K,33.85,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","379,134",-1.71%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,3.64%,7.73B,14.61,2.07,-,-,4.65%,11.22B,-,-0.23,4.28%,-,16.26%,-462.32M,0.62,56.08%,11.14%,0.89,28.04%,12.55B,-,222.69%,-7.04%,0.48M,6.34%,-13.26,5.43,-,-,33.32 -9.42%,35.40%,5.56,-,5.46% -,-,17.91 68.51%,-,-,-,118.43% 118.66%,18.90%,1.94%,1.66%,-,-,0.89,62.51%,-4.64%,0.76,-,-,0.49,39.14%,-3.68%,55.33,1.00,- -,0.59,82.59%,2.25%,0.12,35.48,-,-,37.06%,2.57%,1.01,30.15,17439,-,Aug 14 BMO,12.15%,542.80K,30.18,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","546,991",0.10%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.29,5.48,1.58%,147.60M,-1.59%,8.32B,9.62,5.86,-0.03%,145.30M,-1.79%,-,1.27,1.46,79.02%,4.59%,1.60%,807.00M,1.67,15.39%,0.18%,4.42,11.80%,4.97B,1.27,2.60%,0.95%,6.68M,3.94%,44.24,-,8.13%,13.23%,63.22 -10.80%,19.42%,-,10.39,-9.99% 3.54%,10.37%,39.32 43.41%,6.88%,1.75 (3.10%),-,19.10% 8.98%,-,2.17%,2.49%,98.21%,1.74 (3.09%),-,32.07%,22.09%,1.36,104.16%,"Aug 14, 2025",-,2.64%,16.23%,47.37,2.78,4.85% 5.34%,0.13,27.04%,-1.64%,0.96,62.23,33.52%,1.10,-1.04%,1.37%,0.81,56.48,9406,0.18,Oct 20 AMC,7.69%,1.51M,56.39,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,227,455",-0.16%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.83,16.63,1.18%,120.46M,-2.06%,1.66B,-,-3.34,0.00%,119.04M,2.07%,5.81B,-,0.92,52.77%,17.24%,-12.50%,2.00B,0.19,-83.21%,9.01%,4.14,-14.51%,8.58B,0.43,-211.54%,19.27%,20.52M,-35.77%,32.35,0.94,-,59.06%,29.00 -52.45%,-44.13%,14.72,0.51,-23.79% -,23.31%,11.03 24.97%,-42.59%,1.06 (7.71%),1.57,-7.73% 20.63%,32.33%,2.61%,3.04%,-,6.78 (49.17%),0.68,202.12%,28.74%,0.50,-,"Sep 02, 2025",1.11,43.57%,23.37%,43.54,3.78,16.67% -,1.20,-93.86%,-1.59%,1.65,13.50,22.25%,1.52,-15.36%,-7.48%,0.60,13.71,6700,1.21,Aug 20 BMO,-17.51%,4.96M,13.79,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","2,963,704",0.58%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,25.03,0.41,75.88%,254.09M,11.06%,4.15B,20.34,0.50,0.00%,61.28M,20.86%,5.17B,1.26,-,22.00%,6.58%,10.82%,103.34M,1.99,23.65%,36.27%,4.67,37.40%,2.08B,2.48,14.68%,3.34%,4.03M,22.76%,4.09,15.40,19.90%,10.58%,9.79 3.58%,3.05%,0.66,22.43,- -,5.45%,6.05 67.60%,-5.50%,0.14 (1.41%),11.60,11.29% -,55.55%,3.41%,3.14%,-,0.14 (1.40%),2.49,-5.94%,8.97%,0.29,-,"Jul 07, 2025",0.79,-1.88%,4.97%,71.30,1.89,15.87% -,1.42,-54950.00%,9.07%,0.75,9.96,42.68%,1.17,-,17.22%,0.98,9.63,7395,0.82,Sep 05 BMO,21.20%,863.85K,10.14,"Dec 20, 2021",Yes / Yes,73.56% 2.35%,"

","847,850",5.30%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.27,80.12%,50.09M,-3.99%,18.01B,32.57,2.23,-0.57%,48.16M,-10.33%,17.17B,-,0.43,17.44%,2.27%,3.06%,-62.00M,7.54,17.58%,1.45%,1.77,3.89%,2.39B,3.68,37.13%,-1.03%,1.09M,2.27%,19.68,15.48,31.53%,-1.34%,90.22 -19.69%,17.00%,4.68,52.34,39.04% 20.21%,-1.28%,55.08 31.55%,149.26%,-,112.96,1.60% -4.00%,75.75%,4.40%,3.57%,-28.40%,-,7.19,56.19%,-5.57%,2.99,160.27%,-,3.34,15.31%,-2.60%,36.31,2.15,- -,3.34,110.99%,-10.17%,2.10,89.26,-,0.07,14.51%,-9.54%,1.24,71.18,6856,0.02,Aug 06 AMC,-0.80%,617.30K,72.46,"Jul 20, 2011",Yes / Yes,-4.97% 1.09%,"

","762,891",1.80%,ZG
