Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.38%,75.14M,-9.57%,1.82B,42.25,0.57,-4.94%,72.86M,-8.82%,1.59B,0.80,-0.47,99.56%,5.41%,44.92%,-63.43M,13.56,40.06%,-1.76%,3.45,86.72%,134.48M,5.72,158.93%,-14.34%,3.94M,-8.17%,4.23,7.24,53.07%,-18.46%,28.49 -15.13%,63.60%,3.34,-,26.71% 15.81%,-18.90%,9.03 167.77%,209.60%,-,-,41.95% 20.90%,90.49%,5.51%,4.34%,-48.64%,-,11.83,43.93%,-52.51%,1.24,-,-,6.94,116.21%,-47.16%,41.59,1.00,- -,6.94,34.02%,-7.64%,1.25,35.54,-,0.06,72.59%,3.04%,1.53,25.48,286,0.05,Nov 06 AMC,50.44%,1.14M,24.18,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,744,431",-5.10%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.24,1.12,11.52%,167.47M,-2.99%,7.76B,28.06,1.65,-1.75%,148.07M,-1.24%,8.05B,2.32,0.34,93.90%,3.63%,-2.01%,192.30M,4.67,17.54%,1.18%,6.66,23.87%,1.66B,4.88,9.77%,6.93%,5.38M,-0.32%,9.50,29.82,12.09%,11.76%,50.03 -7.38%,25.58%,1.55,26.87,32.18% -7.41%,9.03%,27.74 67.05%,112.47%,0.37 (0.81%),22.04,19.81% -5.41%,41.36%,2.41%,1.92%,135.39%,0.38 (0.82%),4.85,42.07%,16.69%,0.97,399.01%,"Nov 20, 2025",1.83,6.88%,11.59%,42.66,2.20,3.23% 0.62%,2.78,44.39%,-1.74%,1.10,51.00,35.98%,0.35,11.07%,-1.50%,1.41,46.73,2500,0.34,Oct 28 AMC,11.98%,807.70K,46.34,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,137,559",-0.83%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.79,5.93,0.18%,441.46M,2.68%,57.00B,19.03,6.80,0.00%,439.89M,7.42%,62.19B,2.46,1.40,96.92%,2.47%,-11.01%,2.65B,6.07,7.07%,-1.74%,2.27,-18.03%,9.40B,10.58,7.26%,17.96%,10.88M,2.81%,12.23,27.35,7.72%,49.87%,177.40 -27.09%,-20.45%,4.73,25.45,8.55% 11.91%,20.92%,115.25 12.23%,-12.69%,1.99 (1.54%),15.45,5.98% 8.14%,70.29%,2.08%,2.18%,-20.70%,2.00 (1.55%),6.62,11.51%,37.63%,2.77,170.04%,"Jan 20, 2026",2.28,2.68%,28.21%,63.72,1.73,18.93% 21.14%,3.64,8.17%,5.09%,0.96,159.27,32.86%,1.35,0.50%,3.04%,0.92,129.37,13800,1.35,Nov 04 BMO,-11.95%,4.79M,129.35,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,400,615",-0.02%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.64,1.49,0.00%,591.63M,3.26%,12.73B,12.04,1.81,-,582.69M,3.95%,11.00B,1.33,0.45,11.64%,3.18%,13.45%,1.23B,1.93,6.24%,-1.57%,11.28,22.22%,6.59B,1.92,11.54%,9.42%,18.53M,4.55%,11.39,3.58,9.04%,13.83%,22.01 -0.77%,14.77%,6.10,-,18.24% 8.45%,13.37%,16.34 33.66%,-17.69%,0.67 (3.07%),6.13,9.28% 13.97%,26.00%,1.31%,1.48%,-19.46%,0.65 (2.98%),1.67,3.12%,20.42%,0.40,-,"Sep 30, 2025",1.34,12.89%,18.61%,65.99,1.45,- -,1.38,7.47%,2.86%,-0.18,23.59,45.76%,0.19,11.30%,8.15%,0.79,21.71,24471,0.01,Nov 19 AMC,14.35%,1.64M,21.84,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,292,699",0.60%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-2.63%,35.41B,49.71,4.47,-0.14%,102.58M,-8.20%,33.92B,2.69,0.89,52.53%,6.23%,-27.26%,-41.04M,12.50,16.10%,-1.59%,3.86,-28.94%,2.83B,17.86,17.30%,-0.73%,6.39M,-1.28%,12.43,10.66,18.49%,-2.41%,336.99 -34.11%,22.22%,20.83,41.78,54.06% 21.31%,-1.10%,164.78 34.74%,98.47%,-,1740.39,34.81% 44.03%,76.55%,2.26%,2.26%,12.23%,-,11.97,-8.83%,-4.14%,6.41,-,-,1.74,23.24%,-1.45%,27.80,1.51,- -,1.74,7.34%,-4.09%,1.02,323.09,-,0.93,25.50%,-17.86%,0.93,222.76,7923,0.89,Nov 25 AMC,-17.60%,1.66M,222.03,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,532,914",-0.33%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.66,5.15,10.52%,266.35M,-0.66%,25.39B,14.17,6.05,-2.42%,264.96M,-0.95%,17.49B,3.32,1.49,68.73%,2.53%,5.84%,1.59B,5.28,7.73%,4.35%,2.42,10.77%,4.81B,2.74,1.40%,14.44%,6.70M,-0.61%,31.27,3.19,4.27%,17.74%,91.43 -6.20%,5.12%,26.87,12.68,-10.66% 106.45%,17.11%,64.41 33.15%,26.12%,-,13.41,4.40% 49.60%,76.89%,2.72%,2.41%,-75.76%,-,3.64,72.42%,22.86%,2.23,-,-,4.36,3.85%,33.17%,47.99,2.26,- -,4.36,204.90%,-2.24%,0.90,95.58,0.00%,0.01,4.44%,0.50%,1.15,86.53,7412,0.00,Nov 24 AMC,7.44%,2.77M,85.76,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,185,806",-0.89%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,2.13%,2.02B,-,-1.62,-9.17%,108.86M,-8.77%,1.43B,-,-0.37,28.54%,4.87%,-45.36%,-206.71M,4.58,38.50%,-0.38%,6.22,-47.91%,441.78M,2.65,-1.02%,-19.28%,5.30M,3.17%,6.87,2.48,-,-28.96%,44.34 -58.95%,-26.64%,7.35,-,30.02% -3.16%,-26.82%,16.82 8.20%,-40.58%,-,-,40.31% 98.33%,61.31%,3.25%,3.46%,-85.98%,-,3.23,30.16%,-51.59%,0.76,-,-,2.68,23.73%,-46.79%,43.88,1.60,- -,2.87,23.67%,1.90%,0.88,41.03,-,0.29,12.75%,-11.21%,0.84,18.09,1869,0.01,Nov 06 BMO,-39.77%,851.92K,18.20,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","713,766",0.61%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.90,5.59,1.45%,147.64M,3.62%,9.00B,9.96,6.12,-0.11%,145.50M,9.38%,-,1.07,1.56,80.77%,4.58%,7.19%,823.00M,1.82,18.06%,1.79%,3.57,9.74%,4.95B,1.32,4.73%,0.96%,6.67M,4.13%,46.05,-,9.28%,12.71%,60.85 0.18%,12.74%,-,8.76,-9.99% 3.54%,9.59%,39.32 55.04%,24.21%,1.75 (2.88%),-,19.10% 8.98%,-,2.02%,2.09%,42.53%,1.76 (2.89%),-,27.30%,22.37%,1.23,120.55%,"Nov 13, 2025",-,0.12%,16.64%,71.56,2.69,4.85% 5.34%,0.16,7.93%,3.20%,0.84,64.59,33.52%,0.80,-2.03%,10.82%,0.77,60.31,9406,0.25,Jan 20 AMC,16.26%,1.86M,60.96,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,436,115",1.08%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.68,8.32,1.18%,120.46M,5.14%,2.69B,-,-3.24,0.00%,119.04M,9.31%,6.40B,-,-0.99,41.07%,18.28%,62.77%,1.00B,0.35,-83.93%,-8.98%,4.50,35.07%,7.59B,0.67,-213.00%,9.16%,21.76M,5.04%,33.34,1.38,-,25.25%,23.00 -3.04%,-4.33%,16.19,1.11,-23.79% -,11.79%,11.03 102.08%,28.23%,1.18 (5.29%),2.31,-7.73% 20.63%,23.74%,5.08%,4.46%,-,4.28 (19.19%),0.84,-30.30%,19.63%,1.01,-,"Dec 01, 2025",1.22,1.63%,13.21%,66.59,4.00,16.67% -,1.30,-89.07%,9.11%,1.63,15.60,22.25%,1.41,-35.73%,22.55%,1.25,20.92,6700,1.12,Nov 20 BMO,39.53%,4.84M,22.30,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","6,063,743",6.60%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.41,0.41,75.38%,254.09M,2.98%,4.38B,21.99,0.49,0.00%,62.55M,0.85%,5.40B,1.06,-,23.98%,5.53%,4.80%,103.34M,2.10,23.68%,0.97%,5.66,17.58%,2.08B,2.62,12.19%,3.34%,3.46M,4.39%,4.09,16.25,20.80%,10.58%,11.00 -2.73%,33.75%,0.66,23.67,- -,5.45%,6.05 76.86%,4.49%,0.14 (1.33%),12.11,11.29% -,55.55%,2.19%,2.45%,-,0.14 (1.33%),2.60,-5.94%,8.97%,0.26,-,"Jul 07, 2025",0.79,-1.88%,4.97%,58.57,1.82,15.87% -,1.42,-54950.00%,2.54%,0.75,11.43,42.68%,1.17,-,3.79%,1.00,10.41,7395,0.82,Sep 05 BMO,19.37%,610.87K,10.70,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","610,382",2.79%,ZGN
