Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.75,1.01,11.57%,167.66M,1.66%,7.59B,28.80,1.57,-58.27%,148.17M,21.32%,7.94B,4.44,0.40,93.40%,2.91%,21.75%,174.00M,4.70,11.72%,1.76%,4.74,19.22%,1.61B,4.85,9.97%,6.40%,4.31M,21.42%,9.33,37.59,10.08%,10.81%,45.00 0.64%,49.37%,1.20,26.96,32.18% -7.41%,8.26%,27.74 63.27%,59.25%,0.37 (0.81%),22.13,19.81% -5.41%,41.82%,1.86%,2.54%,201.33%,0.35 (0.77%),4.92,30.64%,16.77%,1.10,324.14%,"Aug 20, 2025",1.72,4.74%,10.78%,76.03,2.25,3.23% 0.62%,2.71,12.98%,10.59%,1.09,45.57,35.98%,0.36,7.89%,18.21%,1.34,44.37,2500,0.35,Jul 29 AMC,23.33%,909.44K,45.29,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","1,214,811",2.07%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.77,5.81,0.13%,443.95M,2.50%,66.38B,21.72,6.90,-0.44%,442.72M,-3.78%,71.73B,3.01,1.64,96.95%,1.55%,-7.50%,2.61B,7.07,6.57%,-0.18%,2.16,-12.88%,9.38B,13.36,9.31%,18.24%,6.88M,-8.08%,11.21,46.25,8.55%,52.54%,200.33 -25.24%,-20.46%,3.24,29.91,8.55% 11.91%,25.07%,139.70 7.21%,-14.23%,1.99 (1.33%),17.91,5.98% 8.14%,70.03%,1.63%,2.33%,-5.04%,1.93 (1.29%),7.64,13.72%,37.51%,3.62,206.59%,"Jul 18, 2025",1.04,5.27%,27.83%,46.78,1.55,18.93% 21.14%,1.76,17.78%,0.19%,0.88,195.71,32.86%,1.36,4.19%,-4.23%,0.70,149.02,13800,1.09,Aug 05 BMO,-8.57%,3.18M,149.77,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","2,225,678",0.50%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.74,1.57,0.00%,593.65M,1.47%,11.88B,11.48,1.74,-,588.53M,8.69%,11.15B,1.42,0.40,19.48%,2.27%,5.32%,1.30B,1.90,4.29%,-8.41%,5.41,1.78%,6.26B,1.87,12.25%,10.29%,13.33M,2.35%,10.73,3.74,8.98%,15.68%,27.50 -27.24%,0.10%,5.35,-,18.24% 8.45%,15.06%,16.34 22.46%,-23.42%,0.67 (3.33%),5.77,9.28% 13.97%,29.66%,1.43%,1.97%,-44.20%,0.70 (3.50%),1.78,10.00%,24.06%,0.54,-,"Apr 10, 2025",1.02,13.41%,20.76%,55.67,1.48,- -,1.05,38.73%,1.32%,-0.13,22.85,45.76%,0.27,8.02%,8.02%,0.45,20.18,24471,0.01,Aug 19 AMC,3.59%,2.46M,20.01,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,118,408",-0.84%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-2.32%,42.88B,75.33,3.66,-0.86%,97.74M,-5.40%,41.11B,-,0.80,55.32%,6.47%,14.06%,-38.78M,16.84,0.04%,9.69%,2.66,29.60%,2.55B,23.76,14.57%,-0.81%,6.32M,52.67%,11.59,14.27,11.75%,-2.68%,318.46 -13.51%,60.40%,19.30,62.05,41.55% -10.72%,-2.11%,153.45 79.49%,68.54%,-,-,47.68% 48.24%,77.33%,4.04%,2.69%,104.73%,-,16.14,49.20%,-4.59%,8.47,-,-,1.18,25.46%,-1.52%,41.12,1.67,- -,1.18,-121.43%,-2.84%,1.06,317.24,-,0.68,22.57%,-6.92%,0.45,271.18,7348,0.02,Sep 02 AMC,20.89%,2.37M,275.43,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,065,419",1.57%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.01,3.33,14.19%,261.11M,-2.43%,21.17B,12.32,5.68,-0.82%,259.62M,-6.51%,13.42B,7.93,1.38,63.49%,2.63%,-15.37%,1.05B,4.50,1.20%,-0.55%,2.35,-19.68%,4.70B,2.38,1.26%,9.87%,6.82M,-14.28%,29.34,2.71,2.65%,12.19%,92.80 -24.61%,24.46%,25.82,12.43,-10.66% 106.45%,11.73%,55.06 27.06%,-38.55%,-,12.73,4.40% 49.60%,75.85%,2.58%,1.95%,-74.36%,-,2.86,24.11%,18.13%,1.58,-,-,4.48,2.98%,22.31%,32.65,2.32,- -,4.48,18.68%,-4.76%,0.56,90.68,0.00%,0.01,2.93%,-8.05%,1.07,69.77,7412,0.00,Aug 21 AMC,-11.04%,2.90M,69.96,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","3,087,807",0.27%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,1.31%,109.91M,-13.16%,3.79B,51.55,0.67,-28.46%,109.14M,0.09%,3.15B,-,-0.26,44.51%,4.19%,16.70%,-212.37M,8.87,48.58%,-3.30%,5.19,25.08%,427.80M,4.76,149.78%,-19.74%,4.57M,31.00%,7.20,4.56,-,-28.39%,44.34 -22.62%,98.90%,7.53,-,29.99% -3.19%,-26.45%,16.01 114.30%,-24.21%,-,-,40.38% 98.40%,62.39%,3.30%,3.17%,-57.75%,-,7.37,33.33%,-57.71%,1.82,-,-,2.93,32.56%,-49.64%,43.57,1.31,- -,3.12,54.50%,-6.73%,1.05,54.30,-,0.24,9.81%,-6.12%,0.45,34.66,1869,0.01,Aug 07 BMO,8.38%,881.07K,34.31,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","394,193",-1.01%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,4.02%,7.46B,14.97,1.97,-,-,5.97%,10.99B,-,-0.78,3.84%,-,2.40%,-710.26M,0.65,35.27%,-3.42%,1.27,14.57%,11.52B,-,180.11%,-11.48%,0.60M,3.88%,-12.89,5.47,-,-,33.32 -11.52%,93.57%,5.39,-,5.46% -,-,13.00 126.77%,-,-,-,118.43% 118.66%,17.93%,1.75%,2.38%,-,-,0.95,37.41%,-7.36%,0.67,-,-,0.45,43.08%,-6.16%,62.76,1.00,- -,0.59,66.34%,1.16%,0.06,35.45,-,-,47.60%,7.22%,0.70,29.46,17439,-,Aug 14 BMO,13.02%,471.41K,29.48,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","331,557",0.07%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.70,5.48,1.62%,147.60M,1.32%,7.85B,9.07,5.86,-1.37%,145.23M,-6.61%,-,1.27,1.46,78.04%,3.71%,7.48%,807.00M,1.58,15.11%,2.11%,3.86,-5.12%,4.97B,1.20,2.84%,0.95%,5.39M,-2.01%,44.24,-,7.63%,13.23%,63.22 -15.91%,15.16%,-,9.80,-9.99% 3.54%,10.34%,39.32 35.20%,-1.56%,1.74 (3.27%),-,19.10% 8.98%,-,2.10%,2.49%,60.75%,1.70 (3.20%),-,32.07%,22.09%,1.31,72.43%,"Aug 14, 2025",-,2.64%,16.23%,49.51,2.84,4.85% 5.34%,0.13,27.04%,-1.90%,0.95,61.20,33.52%,1.10,-1.04%,1.50%,0.93,51.78,9406,0.18,Jul 21 AMC,1.24%,1.40M,53.16,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,302,636",2.67%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.89,19.53,1.18%,120.46M,8.99%,2.09B,-,-2.23,0.00%,119.04M,10.10%,5.66B,-,0.99,49.41%,20.32%,6.64%,2.35B,0.24,-80.18%,-9.91%,3.87,-10.48%,8.87B,0.53,-163.03%,23.04%,24.18M,-19.24%,32.86,0.90,-,72.40%,29.00 -40.21%,-4.21%,19.19,0.59,-23.79% -,27.51%,11.03 57.14%,-63.90%,1.25 (7.19%),1.42,-7.73% 20.63%,34.71%,4.52%,3.06%,-,7.62 (43.92%),0.64,192.29%,31.33%,0.72,-,"Jun 02, 2025",1.10,65.83%,26.52%,60.11,4.12,16.67% -,1.18,226.86%,7.85%,1.67,14.95,22.25%,1.49,28.46%,6.15%,1.39,17.81,6700,1.16,Aug 20 BMO,-4.39%,6.25M,17.34,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","8,663,965",-2.64%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,24.15,0.33,78.19%,252.58M,2.19%,3.23B,16.26,0.49,0.00%,55.08M,-10.00%,4.07B,1.17,-,23.08%,7.20%,-7.26%,83.40M,1.53,13.01%,-5.33%,3.20,-9.79%,2.11B,2.11,23.69%,2.78%,3.97M,-4.12%,3.76,10.65,20.68%,8.89%,10.59 -25.21%,-24.79%,0.74,16.66,- -,4.94%,6.05 30.91%,-28.00%,0.14 (1.77%),9.19,11.29% -,55.89%,2.36%,3.09%,-,0.14 (1.79%),1.93,-37.52%,9.45%,0.28,-,"Jul 07, 2025",0.80,2.26%,3.96%,38.94,2.14,15.87% -,1.41,-54950.00%,-6.51%,0.72,9.18,42.68%,1.13,-,-8.49%,0.45,7.71,7395,0.78,Jul 30 BMO,-3.33%,1.24M,7.92,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","560,305",2.72%,ZGN
