Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,20.93%,2.06B,91.94,0.30,0.00%,72.92M,41.61%,1.83B,-,-0.50,99.42%,11.71%,84.16%,-63.43M,15.32,38.44%,-1.79%,8.02,140.79%,134.48M,6.46,129.81%,-14.34%,8.54M,86.68%,4.23,8.18,59.59%,-18.46%,26.21 4.29%,91.25%,3.34,-,26.71% 15.81%,-18.90%,9.03 202.66%,243.77%,-,-,41.95% 20.90%,90.49%,5.79%,6.01%,-34.14%,-,13.59,43.93%,-52.51%,1.48,-,-,6.94,116.21%,-47.16%,77.70,1.17,- -,6.94,34.02%,30.89%,1.23,34.73,-,0.06,72.59%,45.32%,2.06,26.18,286,0.05,Nov 06 AMC,89.99%,1.07M,27.33,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","2,197,518",4.39%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.84,1.12,11.56%,167.47M,5.90%,8.05B,29.20,1.65,-1.72%,148.00M,4.56%,8.35B,3.52,0.34,93.92%,3.73%,4.88%,192.30M,4.85,17.49%,1.52%,6.10,31.90%,1.66B,5.06,9.60%,6.93%,5.53M,29.03%,9.50,30.97,12.16%,11.76%,50.03 -3.80%,20.54%,1.55,27.91,32.18% -7.41%,9.03%,27.74 73.50%,101.72%,0.37 (0.77%),22.86,19.81% -5.41%,41.36%,3.18%,2.87%,151.94%,0.38 (0.79%),5.03,42.07%,16.69%,1.25,377.92%,"Nov 20, 2025",1.83,6.88%,11.59%,59.59,2.25,3.23% 0.62%,2.78,44.39%,2.67%,1.10,50.29,35.98%,0.35,11.07%,2.95%,1.27,48.02,2500,0.34,Oct 28 AMC,21.13%,906.09K,48.13,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,154,077",0.23%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.52,5.93,0.18%,441.46M,9.06%,56.27B,18.72,6.82,-0.08%,439.89M,-12.19%,61.46B,2.72,1.41,96.74%,1.88%,-17.51%,2.65B,5.99,7.09%,-1.50%,2.30,-23.60%,9.40B,10.44,7.61%,17.96%,8.25M,-21.63%,12.23,27.00,7.92%,49.87%,181.85 -29.78%,-27.84%,4.73,25.12,8.55% 11.91%,20.92%,115.25 10.79%,-13.33%,1.99 (1.56%),15.27,5.98% 8.14%,70.29%,3.25%,2.57%,-23.22%,2.00 (1.57%),6.54,11.51%,37.63%,3.50,170.64%,"Oct 31, 2025",2.28,2.68%,28.21%,48.88,1.70,18.93% 21.14%,3.64,8.17%,2.53%,0.98,171.31,32.86%,1.35,0.50%,-6.46%,0.89,127.89,13800,1.35,Nov 04 BMO,-16.15%,3.59M,127.69,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,198,326",-0.16%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.99,1.49,0.00%,591.63M,10.02%,12.35B,11.93,1.75,-,591.63M,8.58%,10.62B,1.65,0.41,11.46%,3.09%,13.18%,1.23B,1.87,3.73%,-5.79%,11.51,16.85%,6.59B,1.83,11.50%,9.42%,18.26M,6.75%,11.39,3.47,8.49%,13.83%,22.01 -5.18%,8.25%,6.01,-,18.24% 8.45%,13.37%,16.34 27.72%,-1.76%,0.66 (3.17%),5.91,9.28% 13.97%,26.00%,3.15%,2.23%,-28.19%,0.65 (3.11%),1.61,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.89%,18.61%,77.47,1.50,- -,1.38,7.47%,9.02%,-0.20,23.20,45.76%,0.19,11.30%,9.48%,1.19,20.54,24471,0.01,Nov 19 AMC,10.06%,1.59M,20.87,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,884,849",1.61%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-13.65%,39.89B,56.57,4.45,-0.53%,101.22M,-23.41%,38.40B,-,0.89,52.86%,5.47%,-10.15%,-41.04M,14.08,15.74%,-1.34%,3.57,0.34%,2.83B,20.27,17.32%,-0.73%,5.54M,39.67%,12.43,12.01,18.26%,-2.41%,336.99 -25.23%,19.44%,20.98,47.07,54.06% 21.31%,-1.10%,164.78 52.91%,85.38%,-,1970.23,34.81% 44.03%,76.55%,5.26%,3.69%,81.88%,-,13.55,-8.83%,-4.14%,13.04,-,-,1.74,23.24%,-1.45%,27.97,1.58,- -,1.74,7.34%,-17.68%,1.07,330.69,-,0.93,25.50%,-17.46%,6.31,289.73,7923,0.89,Nov 25 AMC,-4.96%,1.55M,251.97,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","9,787,700",-13.03%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.40,5.15,11.18%,266.35M,4.61%,25.27B,13.97,6.04,-1.85%,265.83M,-0.54%,17.36B,3.79,1.49,67.94%,2.56%,4.45%,1.59B,5.26,7.55%,4.34%,2.26,5.62%,4.81B,2.70,1.43%,14.44%,6.81M,3.46%,31.27,3.18,4.33%,17.74%,91.04 -7.26%,-1.69%,26.58,12.62,-10.66% 106.45%,17.11%,64.41 31.08%,5.20%,-,13.31,4.40% 49.60%,76.89%,4.91%,3.10%,-79.62%,-,3.61,72.42%,22.86%,2.89,-,-,4.36,3.85%,33.17%,54.96,2.26,- -,4.36,204.90%,1.71%,0.80,94.56,0.00%,0.01,4.44%,2.25%,1.68,86.34,7412,0.00,Nov 24 AMC,7.50%,3.02M,84.43,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","5,062,848",-2.21%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-2.59%,2.22B,-,-1.35,-10.89%,108.86M,-21.41%,1.62B,-,-0.29,30.63%,4.23%,-38.02%,-206.71M,5.03,42.51%,0.06%,5.70,-36.22%,441.78M,2.91,9.82%,-19.28%,4.60M,-23.75%,6.87,2.72,-,-28.96%,44.34 -54.96%,-24.44%,7.35,-,30.02% -3.16%,-26.82%,19.51 2.36%,-42.75%,-,-,40.31% 98.33%,61.31%,2.87%,3.46%,-80.73%,-,3.67,30.16%,-51.59%,0.90,-,-,2.68,23.73%,-46.79%,19.58,1.55,- -,2.87,23.67%,-10.31%,0.89,44.73,-,0.29,12.75%,-27.07%,3.00,19.90,1869,0.01,Nov 06 BMO,-38.13%,808.13K,19.97,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","2,422,672",0.35%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-1.54%,6.78B,15.96,1.68,-,-,-7.66%,9.89B,-,-,7.35%,-,-9.77%,-403.43M,0.47,23.81%,4.87%,0.99,0.71%,14.40B,-,157.09%,-6.36%,0.47M,-5.64%,-13.78,5.51,-,-,33.32 -19.62%,19.55%,4.86,-,5.46% -,-,17.91 49.53%,-,-,-,118.43% 118.66%,19.49%,0.77%,1.17%,-,-,0.69,66.74%,-3.25%,0.45,-,-,0.45,49.32%,-2.80%,34.86,1.00,- -,0.57,36.90%,-2.61%,0.18,35.59,-,-,72.17%,-6.65%,1.00,26.86,17439,-,Nov 17 BMO,-1.51%,478.00K,26.78,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","479,117",-0.30%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.53,5.59,1.54%,147.64M,5.61%,7.86B,8.78,6.07,-0.12%,145.36M,1.95%,-,1.07,1.56,80.73%,4.39%,-7.88%,823.00M,1.59,17.53%,1.70%,3.38,11.59%,4.95B,1.16,4.33%,0.96%,6.38M,-1.82%,46.05,-,8.89%,12.71%,61.96 -14.04%,-12.08%,-,7.66,-9.99% 3.54%,9.59%,39.32 35.45%,4.82%,1.75 (3.29%),-,19.10% 8.98%,-,2.74%,2.74%,38.73%,1.76 (3.30%),-,27.30%,22.37%,1.54,76.24%,"Nov 13, 2025",-,0.12%,16.64%,55.74,2.67,4.85% 5.34%,0.16,7.93%,3.22%,0.86,61.77,33.52%,0.80,-2.03%,-0.44%,0.41,53.23,9406,0.25,Oct 20 AMC,3.18%,1.89M,53.26,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","767,730",0.06%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.37,8.32,1.18%,120.46M,17.61%,2.37B,-,-3.29,0.00%,119.04M,32.84%,6.09B,-,-0.55,40.81%,21.35%,42.14%,1.00B,0.31,-84.18%,-11.30%,5.42,14.34%,7.59B,0.59,-216.66%,9.16%,25.41M,-8.24%,33.34,1.22,-,25.25%,23.61 -16.56%,-13.87%,16.19,0.98,-23.79% -,11.79%,11.03 78.52%,-15.96%,1.10 (5.58%),2.20,-7.73% 20.63%,23.74%,5.57%,4.73%,-,6.78 (34.42%),0.80,-30.30%,19.63%,0.87,-,"Dec 01, 2025",1.22,1.63%,13.21%,82.31,3.57,16.67% -,1.30,-89.07%,21.81%,1.60,14.33,22.25%,1.41,-35.73%,33.35%,1.70,19.51,6700,1.12,Nov 20 BMO,23.70%,4.69M,19.70,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","7,951,765",0.97%,ZIM
