Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,39.38,0.77,16.05%,172.26M,-4.64%,5.20B,23.08,1.32,-14.91%,143.50M,0.16%,135.60M,2.52,0.32,87.02%,3.02%,-1.49%,1.54B,3.37,24.23%,6.04%,4.84,-3.15%,9.32,3.26,9.34%,4.67%,4.34M,4.36%,0.95,31.95,15.65%,8.04%,25.09,34.58,3.40%,0.26 (0.87%),18.44,18.47%,6.37%,-12.06%,1.16,0.32 (1.05%),1.75,0.20%,40.45%,21.20%,0.70,"Aug 20, 2024",2.83,183.51%,15.70%,42.22,2.24%,1.83%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.67,30.65,0.70%,5.16%,2.18%,Jul 30 AMC,895.28K,30.41,-2.57%,-1.15%,-1.47%,"

","602,905",-0.78%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,2.92%,1.34B,15.56,0.57,-8.45%,139.71M,5.76%,-47.27M,-,0.11,78.29%,4.43%,-10.55%,445.68M,3.00,70.20%,-0.36%,5.11,2.32%,1.27,6.96,0.89%,-6.17%,6.19M,-4.03%,3.59,2.46,15.00%,-31.02%,7.05,10.85,-6.17%,-,-,9.40%,-7.99%,-18.71%,1.72,-,2.71,12.97%,68.16%,25.11%,0.35,-,2.71,60.38%,-6.31%,50.43,3.41%,3.96%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,1.80,8.58,2.46%,98.33%,6.80%,Aug 21 AMC,1.21M,8.82,1.68%,-1.83%,-2.64%,"

","2,178,921",2.80%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.54,5.11,0.09%,458.37M,2.01%,84.53B,28.89,6.46,-0.78%,452.66M,0.70%,2.34B,3.82,1.46,97.02%,0.90%,6.13%,8.91B,9.48,9.42%,0.02%,1.97,1.67%,10.94,17.05,10.95%,16.79%,4.06M,-2.02%,3.47,53.71,9.57%,48.88%,144.80,201.92,-5.46%,1.71 (0.91%),40.20,11.57%,20.02%,-7.59%,0.87,1.67 (0.90%),2.09,8.05%,68.32%,28.86%,3.50,"Jul 18, 2024",3.45,7.38%,36.05%,59.41,1.75%,1.74%,14100,1.36,8.43%,26.29%,1.45,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.70,187.33,2.10%,5.04%,8.30%,Aug 06 BMO,2.06M,186.59,1.42%,3.50%,4.13%,"

","1,443,468",-0.40%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.18,1.42,0.86%,606.77M,3.37%,12.85B,10.69,2.01,0.00%,592.90M,10.66%,1.19B,1.12,0.40,37.38%,2.54%,-8.59%,5.61B,2.29,13.74%,3.51%,6.32,5.14%,10.31,2.08,18.60%,9.95%,15.05M,-15.09%,4.71,4.56,13.57%,14.81%,15.90,25.90,0.99%,0.68 (3.18%),-,13.37%,12.68%,-17.03%,-0.10,0.62 (2.89%),1.22,15.78%,31.13%,35.20%,0.66,"Sep 10, 2024",1.26,-0.18%,24.65%,59.17,2.23%,2.59%,23554,0.30,3.60%,21.14%,1.30,28.91,Yes / Yes,0.12,-3.11%,40.76%,0.51,21.67,0.90%,2.93%,6.28%,Aug 21 BMO,2.38M,21.49,4.99%,6.77%,4.69%,"

","1,221,779",-0.83%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.67%,147.17M,-16.35%,24.52B,46.03,3.52,-0.11%,92.70M,-2.11%,-57.71M,-,0.63,47.35%,4.82%,-7.06%,2.17B,11.31,-9.89%,5.55%,2.27,-19.84%,7.22,22.46,22.62%,-1.39%,4.47M,-0.30%,15.94,10.18,26.82%,-5.77%,146.59,259.61,-26.77%,-,38.67,-10.72%,-4.38%,-37.50%,0.87,-,1.67,48.57%,81.17%,10.68%,8.11,-,1.04,72.20%,-5.77%,33.39,3.83%,3.00%,5962,0.97,34.07%,-2.66%,1.72,216.01,Yes / Yes,0.04,53.13%,-,2.41,157.13,4.48%,24.95%,30.30%,Sep 03 AMC,1.97M,162.25,-13.64%,-13.77%,-18.29%,"

","4,736,481",3.26%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,5.88%,230.40M,-,-3.56,-0.13%,61.32M,-7.95%,-194.65M,-,-0.89,100.05%,18.87%,-72.19%,40.56M,5.68,35.18%,-1.04%,7.77,-77.78%,5.38,0.60,-22.88%,-34.97%,11.57M,-87.25%,6.00,0.54,-,-42.98%,2.83,27.01,-78.61%,-,-,-50.05%,-45.92%,-88.00%,1.69,-,6.59,-20.00%,96.71%,14.49%,0.31,-,6.59,42.78%,-543.77%,43.89,9.52%,9.67%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.23,3.25,-,-47.48%,-,Aug 09 BMO,1.49M,3.24,2.17%,-11.78%,-69.01%,"

","345,384",-0.31%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.08,2.79,15.03%,307.79M,-4.89%,20.69B,12.69,5.30,-0.63%,261.54M,20.42%,875.37M,16.06,1.31,59.24%,3.16%,8.28%,4.59B,4.51,2.32%,-0.54%,2.32,1.22%,27.68,2.43,-0.64%,9.01%,8.25M,-8.26%,24.46,2.75,1.50%,11.27%,55.06,75.90,-6.51%,-,12.03,-,10.22%,-11.43%,-0.05,-,4.45,95.81%,74.59%,22.10%,1.79,-,4.45,508.08%,17.80%,61.10,2.19%,2.76%,7420,0.01,2.76%,19.08%,2.56,74.94,Yes / Yes,0.00,17.25%,0.00%,0.74,68.19,1.20%,14.44%,2.09%,Aug 21 AMC,3.55M,67.23,6.67%,11.54%,5.00%,"

","2,626,248",-1.41%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,4.69%,1.95B,-,-1.78,-15.22%,98.53M,8.45%,-298.33M,-,-0.76,42.97%,4.78%,2.88%,322.71M,6.03,14.08%,-2.06%,8.54,-0.81%,7.18,2.74,39.99%,-28.50%,4.71M,-31.42%,7.37,2.67,-,-36.46%,13.48,31.22,-28.14%,-,-,-16.93%,-42.02%,-37.09%,1.06,-,3.29,2095.12%,62.95%,45.70%,0.93,-,3.46,24.90%,-109.67%,61.42,5.31%,5.54%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,1.76,19.76,7.45%,-15.75%,45.95%,Aug 06 AMC,552.12K,19.64,10.48%,9.13%,-3.04%,"

","970,433",-0.61%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,1.67%,390.06M,-,-,0.00%,116.52M,16.41%,-57.85M,-,-,17.21%,0.04%,-71.09%,1.22B,0.32,-,-,0.26,-82.85%,2.73,1.12,-,-4.29%,0.05M,-,2.20,1.39,-,-9.63%,2.62,21.91,-81.30%,-,-,-,-12.58%,-86.08%,-,-,1.61,26.18%,17.21%,16.41%,0.33,-,1.80,69.95%,-3.73%,42.88,9.52%,10.55%,3476,0.26,-1.34%,-4.74%,1.00,15.83,No / Yes,0.04,88.56%,-,0.14,3.07,-2.36%,-133.33%,5.18%,Aug 22 BMO,176.37K,3.05,-3.72%,-8.22%,-73.71%,"

","25,193",-0.65%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.49,0.29,36.01%,76.17M,0.65%,925.85M,-,-0.19,-0.51%,63.57M,21.04%,30.22M,-,-0.10,56.17%,5.24%,-3.62%,537.45M,1.72,-146.24%,-1.82%,6.32,-23.79%,0.25,37.84,11.02%,4.65%,3.33M,-38.28%,5.27,1.77,-,855.40%,7.21,15.52,-32.95%,-,10.66,-,5.26%,-39.93%,1.18,-,7.44,17.01%,89.51%,29.26%,0.40,-,7.44,-44.78%,11.55%,55.24,3.45%,5.20%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,1.06,9.64,5.30%,190.25%,-27.44%,Aug 07 AMC,526.86K,9.32,6.18%,6.36%,-17.66%,"

","556,359",-3.32%,ZIP
