Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.38%,75.14M,-1.72%,1.99B,46.01,0.57,-1.83%,72.86M,1.15%,1.75B,0.87,-0.47,99.51%,5.41%,55.43%,-63.43M,14.76,40.06%,-1.66%,3.48,104.27%,134.48M,6.23,158.93%,-14.34%,3.94M,79.85%,4.23,7.88,53.07%,-18.46%,28.49 -7.58%,81.59%,3.34,-,26.71% 15.81%,-18.90%,9.03 191.58%,227.49%,-,-,41.95% 20.90%,90.49%,2.45%,4.08%,-48.38%,-,13.03,43.93%,-52.51%,1.09,-,-,6.94,116.21%,-47.16%,57.11,1.00,- -,6.94,34.02%,-0.02%,1.30,35.54,-,0.06,72.59%,14.47%,0.40,26.54,286,0.05,Nov 06 AMC,65.79%,1.13M,26.33,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","457,688",-0.79%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.38,1.12,11.52%,167.47M,-2.72%,7.78B,28.16,1.65,-1.75%,148.07M,-2.62%,8.07B,2.28,0.34,93.90%,3.63%,-0.66%,192.30M,4.69,17.59%,1.33%,6.63,23.84%,1.66B,4.89,9.70%,6.93%,5.38M,24.64%,9.50,29.91,12.37%,11.76%,50.03 -7.08%,23.28%,1.55,26.96,32.18% -7.41%,9.03%,27.74 67.59%,116.94%,0.37 (0.80%),22.11,19.81% -5.41%,41.36%,1.37%,1.76%,136.28%,0.38 (0.82%),4.87,42.07%,16.69%,0.89,407.26%,"Nov 20, 2025",1.83,6.88%,11.59%,43.39,2.11,3.23% 0.62%,2.78,44.39%,-1.56%,1.11,51.25,35.98%,0.35,11.07%,-1.16%,0.58,47.32,2500,0.34,Oct 28 AMC,12.88%,810.40K,46.49,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","469,117",-1.75%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.20,5.93,0.18%,441.46M,1.85%,55.45B,18.54,6.79,0.00%,439.89M,-1.12%,60.64B,2.43,1.40,96.93%,2.47%,-14.38%,2.65B,5.90,7.07%,-1.70%,2.29,-20.91%,9.40B,10.29,7.09%,17.96%,10.88M,-22.78%,12.23,26.61,7.64%,49.87%,177.40 -29.08%,-23.56%,4.73,24.75,8.55% 11.91%,20.92%,115.25 9.17%,-13.68%,1.99 (1.59%),15.07,5.98% 8.14%,70.29%,1.39%,2.26%,-21.29%,2.00 (1.59%),6.45,11.51%,37.63%,2.65,163.66%,"Jan 20, 2026",2.28,2.68%,28.21%,55.18,1.73,18.93% 21.14%,3.64,8.17%,3.19%,0.97,159.27,32.86%,1.35,0.50%,-0.64%,0.62,126.41,13800,1.35,Nov 04 BMO,-14.66%,4.76M,125.82,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","2,933,246",-0.47%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.00,1.49,0.00%,591.63M,-2.61%,12.17B,11.64,1.79,-,582.69M,0.43%,10.45B,1.29,0.44,11.64%,3.18%,9.14%,1.23B,1.85,5.01%,-1.55%,11.44,15.80%,6.59B,1.83,11.53%,9.42%,18.53M,6.85%,11.39,3.42,9.01%,13.83%,22.01 -5.09%,5.83%,6.10,-,18.24% 8.45%,13.37%,16.34 27.85%,-19.87%,0.67 (3.21%),5.82,9.28% 13.97%,26.00%,0.96%,1.51%,-23.70%,0.65 (3.11%),1.59,3.12%,20.42%,0.38,-,"Sep 30, 2025",1.34,12.89%,18.61%,51.93,1.45,- -,1.38,7.47%,-1.23%,-0.20,23.59,45.76%,0.19,11.30%,4.26%,0.55,21.11,24471,0.01,Nov 19 AMC,9.43%,1.62M,20.89,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","889,891",-1.04%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-1.92%,35.87B,50.36,4.47,-0.14%,102.58M,-7.55%,34.38B,2.72,0.89,52.46%,6.23%,-26.14%,-41.04M,12.66,16.10%,-1.72%,3.85,-27.29%,2.83B,18.09,17.29%,-0.73%,6.39M,24.67%,12.43,10.80,18.49%,-2.41%,336.99 -33.26%,21.87%,20.83,42.33,54.06% 21.31%,-1.10%,164.78 36.50%,106.77%,-,1764.03,34.81% 44.03%,76.55%,1.21%,2.13%,8.41%,-,12.13,-8.83%,-4.14%,6.28,-,-,1.74,23.24%,-1.45%,27.22,1.51,- -,1.74,7.34%,-4.14%,1.01,327.30,-,0.93,25.50%,-18.43%,0.57,227.42,7923,0.89,Nov 25 AMC,-16.44%,1.66M,224.92,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","950,863",-1.10%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.77,5.15,10.52%,266.35M,-1.00%,25.55B,14.26,6.05,-2.42%,264.96M,1.59%,17.64B,3.34,1.49,68.74%,2.53%,6.16%,1.59B,5.32,7.73%,4.34%,2.43,11.21%,4.81B,2.76,1.40%,14.44%,6.70M,5.73%,31.27,3.21,4.27%,17.74%,91.43 -5.62%,2.95%,26.87,12.76,-10.66% 106.45%,17.11%,64.41 33.97%,30.96%,-,13.53,4.40% 49.60%,76.89%,1.35%,2.19%,-77.52%,-,3.67,72.42%,22.86%,1.98,-,-,4.36,3.85%,33.17%,48.41,2.26,- -,4.36,204.90%,-1.87%,0.87,94.96,0.00%,0.01,4.44%,1.29%,0.59,86.30,7412,0.00,Nov 24 AMC,8.29%,2.76M,86.29,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","1,635,068",-0.01%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,0.92%,1.96B,-,-1.62,-9.28%,108.86M,-11.27%,1.36B,-,-0.37,28.54%,4.87%,-48.78%,-206.71M,4.44,38.50%,-0.39%,6.36,-50.30%,441.78M,2.57,-1.02%,-19.28%,5.30M,-32.65%,6.87,2.40,-,-28.96%,44.34 -60.22%,-33.71%,7.35,-,30.02% -3.16%,-26.82%,16.82 4.88%,-42.69%,-,-,40.31% 98.33%,61.31%,2.97%,3.25%,-86.89%,-,3.09,30.16%,-51.59%,0.74,-,-,2.68,23.73%,-46.79%,35.71,1.60,- -,2.87,23.67%,-2.75%,0.83,41.03,-,0.29,12.75%,-16.60%,0.69,17.63,1869,0.01,Nov 06 BMO,-42.19%,833.70K,17.64,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","572,672",0.06%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.47,5.59,1.45%,147.64M,-1.21%,8.64B,9.62,6.08,-0.11%,145.50M,8.25%,-,1.07,1.56,80.76%,4.58%,3.65%,823.00M,1.75,17.98%,1.79%,3.59,6.88%,4.95B,1.27,4.18%,0.96%,6.67M,7.91%,46.05,-,8.96%,12.71%,60.77 -3.67%,7.06%,-,8.42,-9.99% 3.54%,9.59%,39.32 48.88%,20.83%,1.75 (3.00%),-,19.10% 8.98%,-,1.26%,2.00%,34.54%,1.76 (3.01%),-,27.30%,22.37%,1.14,115.54%,"Nov 13, 2025",-,0.12%,16.64%,59.73,2.62,4.85% 5.34%,0.16,7.93%,0.34%,0.84,63.73,33.52%,0.80,-2.03%,7.38%,0.59,58.70,9406,0.25,Jan 20 AMC,12.00%,1.86M,58.54,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,099,651",-0.27%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.55,8.32,1.18%,120.46M,0.95%,2.56B,-,-3.23,0.00%,119.04M,10.00%,6.27B,-,-0.99,40.87%,18.28%,54.85%,1.00B,0.34,-83.89%,-11.34%,4.57,31.54%,7.59B,0.64,-212.68%,9.16%,21.76M,-1.12%,33.34,1.31,-,25.25%,23.61 -10.08%,-3.06%,16.19,1.06,-23.79% -,11.79%,11.03 92.39%,26.05%,1.18 (5.56%),2.26,-7.73% 20.63%,23.74%,2.89%,4.18%,-,4.28 (20.16%),0.83,-30.30%,19.63%,0.90,-,"Dec 01, 2025",1.22,1.63%,13.21%,65.60,4.00,16.67% -,1.30,-89.07%,5.12%,1.63,15.60,22.25%,1.41,-35.73%,19.80%,0.69,21.01,6700,1.12,Nov 20 BMO,33.23%,4.76M,21.23,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,266,282",1.05%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,25.30,0.41,75.38%,254.09M,-3.03%,4.19B,21.07,0.49,0.00%,62.55M,-2.84%,5.22B,1.03,-,23.98%,5.53%,6.44%,103.34M,2.01,23.42%,0.97%,5.48,14.40%,2.08B,2.51,11.85%,3.34%,3.46M,24.09%,4.09,15.57,20.52%,10.58%,11.00 -6.82%,22.75%,0.66,22.67,- -,5.45%,6.05 69.42%,2.50%,0.14 (1.37%),11.70,11.29% -,55.55%,1.61%,2.53%,-,0.14 (1.39%),2.51,-5.94%,8.97%,0.26,-,"Jul 07, 2025",0.79,-1.88%,4.97%,46.06,1.82,15.87% -,1.42,-54950.00%,-2.05%,0.75,11.42,42.68%,1.17,-,-0.48%,0.45,10.32,7395,0.82,Sep 05 BMO,14.97%,631.11K,10.25,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","283,826",-0.68%,ZGN
