Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.73,0.71,16.27%,172.26M,-1.70%,5.21B,23.21,1.30,-10.41%,144.59M,-6.95%,124.20M,2.99,0.31,84.52%,3.19%,-4.41%,1.53B,3.40,20.75%,5.97%,5.79,2.24%,9.34,3.23,10.89%,4.22%,4.61M,17.73%,0.91,33.13,14.28%,7.19%,25.09,34.58,2.48%,0.27 (0.90%),18.39,18.47%,5.80%,-12.84%,1.19,0.31 (1.03%),1.95,0.20%,39.86%,20.13%,0.61,"May 17, 2024",3.31,95.74%,15.14%,35.32,1.38%,1.82%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,1.11,30.26,1.18%,12.06%,0.46%,Apr 23 AMC,797.52K,30.14,-4.87%,-5.50%,0.55%,"

","883,487",-0.40%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.60%,137.79M,1.75%,1.47B,19.13,0.52,-7.99%,136.85M,-5.71%,-62.61M,-,0.09,73.69%,5.12%,6.44%,438.33M,3.35,29.09%,-0.36%,4.31,14.17%,0.94,10.54,21.60%,-8.44%,7.01M,-13.83%,3.69,2.68,-,-51.53%,7.05,12.08,5.43%,-,-,9.40%,-11.66%,-17.96%,1.72,-,2.50,12.97%,67.51%,40.57%,0.35,-,2.50,50.48%,-8.58%,50.37,2.56%,3.46%,1618,2.90,7.97%,-14.28%,1.67,12.33,Yes / Yes,2.85,34.02%,-,0.42,9.84,0.88%,61.76%,6.47%,May 22 AMC,1.63M,9.91,-1.22%,3.00%,12.51%,"

","683,938",0.71%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,34.47,5.19,0.08%,458.37M,3.75%,81.60B,27.98,6.39,-6.34%,455.93M,6.36%,2.39B,3.62,1.50,95.56%,1.32%,-2.54%,8.73B,9.34,8.42%,0.02%,1.72,-1.65%,11.07,16.16,10.81%,17.02%,6.03M,8.84%,4.33,41.32,9.53%,50.06%,144.80,201.92,-9.39%,1.73 (0.97%),46.63,11.57%,20.26%,-11.44%,0.86,1.61 (0.90%),1.94,8.05%,68.34%,23.50%,3.75,"Jul 18, 2024",3.33,17.17%,35.97%,69.22,1.72%,1.83%,14100,1.34,7.91%,27.38%,1.18,214.06,Yes / Yes,1.33,9.89%,30.71%,0.71,176.92,1.70%,2.54%,9.50%,May 02 BMO,3.51M,178.83,3.91%,8.55%,0.48%,"

","2,506,838",1.08%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.63,1.43,1.10%,606.77M,2.72%,14.28B,12.10,1.96,0.00%,593.93M,13.14%,1.19B,1.08,0.43,39.12%,3.10%,18.26%,5.52B,2.58,13.42%,3.54%,3.96,11.81%,9.92,2.40,18.45%,9.82%,18.44M,-13.56%,4.58,5.19,15.40%,15.03%,15.90,28.13,11.70%,0.71 (2.98%),-,13.37%,13.12%,-15.50%,-0.10,0.62 (2.61%),1.11,15.78%,31.20%,49.54%,0.68,"Apr 09, 2024",1.15,7.93%,24.81%,57.58,2.23%,2.81%,23554,0.27,3.63%,21.49%,1.14,29.09,Yes / Yes,0.13,-18.31%,0.00%,0.40,23.66,5.91%,-23.59%,4.72%,May 15 AMC,4.65M,23.77,1.31%,8.96%,9.79%,"

","1,862,279",0.46%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.90%,147.17M,8.81%,27.56B,55.06,3.34,-0.23%,90.07M,6.95%,-73.50M,-,0.70,47.74%,5.21%,-8.38%,2.03B,13.58,68.01%,5.60%,2.37,-8.07%,7.22,25.46,11.05%,-1.99%,4.70M,23.58%,14.95,12.30,26.82%,-8.68%,131.59,259.61,-16.99%,-,50.12,-17.41%,-3.23%,-29.16%,0.83,-,1.67,53.60%,77.75%,39.76%,6.84,-,1.67,73.33%,-6.90%,60.32,3.41%,3.41%,5962,1.13,37.16%,-3.62%,1.53,231.77,Yes / Yes,1.08,139.17%,-,1.49,180.99,3.19%,33.96%,32.09%,May 30 AMC,1.98M,183.91,6.04%,4.10%,-3.43%,"

","2,959,872",1.61%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.32%,70.77M,-8.33%,742.05M,-,-3.69,-0.48%,62.27M,-16.53%,-218.90M,-,-0.84,113.65%,29.76%,-25.04%,40.56M,18.30,38.56%,-0.93%,26.94,-14.90%,6.46,1.62,-34.50%,-41.82%,18.53M,-56.87%,6.89,1.52,-,-51.86%,9.56,30.53,-31.02%,-,-,-50.05%,-43.66%,-65.77%,1.83,-,9.19,-20.00%,96.66%,9.31%,0.85,-,9.19,21.74%,-527.00%,35.02,6.00%,7.49%,168,0.10,-,-539.70%,1.36,33.40,Yes / Yes,0.09,113.26%,-,1.48,10.62,170.40%,118.25%,-,May 07 BMO,687.85K,10.45,-10.45%,-16.66%,-30.59%,"

","1,019,106",-1.60%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,23.41,2.69,22.32%,260.90M,1.99%,19.47B,13.64,4.62,-0.33%,240.24M,2.99%,838.33M,15.61,1.21,60.04%,5.19%,-9.64%,4.56B,4.27,-15.87%,-0.53%,4.20,-12.47%,26.83,2.35,5.30%,8.90%,12.48M,-5.66%,23.88,2.64,1.50%,11.31%,58.87,75.90,-12.45%,-,11.84,-,10.05%,-17.05%,-0.05,-,4.36,95.81%,73.37%,6.95%,1.30,-,4.36,19565.00%,17.35%,53.03,1.69%,2.03%,7420,0.01,3.13%,18.37%,2.57,75.41,Yes / Yes,0.00,1250.20%,0.00%,1.22,62.84,1.35%,13.52%,3.25%,May 20 AMC,2.97M,62.96,0.34%,1.15%,-4.36%,"

","3,630,501",0.19%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,11.11%,1.97B,-,-1.23,-11.16%,98.19M,-4.81%,-338.95M,-,-0.78,42.36%,3.34%,-0.05%,291.07M,6.78,13.53%,-2.11%,4.99,-27.27%,7.83,2.55,58.90%,-31.41%,3.28M,-28.67%,7.61,2.63,-,-38.44%,13.48,32.60,-26.82%,-,-,-16.93%,-44.04%,-38.65%,1.06,-,4.43,2095.12%,62.86%,48.37%,1.14,-,4.63,18.13%,-129.65%,58.55,4.71%,5.03%,2175,0.08,25.94%,-116.45%,1.17,51.82,Yes / Yes,0.01,-7.51%,-,0.31,20.00,15.83%,40.53%,38.78%,May 08 AMC,657.14K,20.00,2.80%,16.16%,-10.68%,"

","200,589",0.00%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,26.93%,1.57B,19.79,0.62,0.00%,116.14M,-2.76%,-126.89M,-,0.00,0.52%,0.07%,-27.78%,1.20B,1.31,128.59%,-,2.19,-,2.82,4.38,2411.11%,-4.29%,0.09M,-,2.21,5.60,-,-9.63%,8.70,21.91,-24.28%,-,-,-,-27.40%,-43.64%,-,-,1.63,26.18%,16.84%,41.95%,1.12,-,1.82,18.59%,-4.42%,58.50,13.61%,10.16%,3476,0.28,-3.00%,-10.53%,1.00,16.09,No / Yes,0.04,44.09%,-,0.63,12.56,-5.49%,-26.63%,-8.66%,May 21 BMO,39.20K,12.35,16.24%,-1.78%,-20.50%,"

","24,643",-1.67%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.63,0.36,30.20%,76.17M,-4.64%,939.47M,2205.13,0.00,-0.73%,69.32M,-12.49%,37.58M,2.59,-0.07,51.05%,4.29%,-23.71%,584.21M,1.61,-147.21%,-1.82%,5.68,-28.12%,0.13,74.24,101.97%,5.70%,2.97M,-41.50%,5.17,1.83,10.30%,855.40%,9.07,19.29,-31.94%,-,9.56,-,6.67%,-50.96%,1.22,-,6.58,17.01%,89.88%,4.24%,0.34,-,6.58,-27.43%,12.87%,37.33,3.63%,3.52%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,1.02,9.40,1.01%,-17.03%,-33.48%,May 09 AMC,523.29K,9.46,-4.04%,-9.13%,-24.28%,"

","535,399",0.64%,ZIP
