Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,51.33,0.64,16.69%,172.26M,3.25%,5.63B,25.59,1.28,-5.23%,143.28M,0.55%,112.70M,3.59,0.30,84.88%,3.79%,12.27%,1.53B,3.68,18.04%,5.96%,5.50,27.98%,9.30,3.52,11.79%,3.77%,5.43M,56.03%,0.79,41.21,14.28%,6.48%,20.06,34.58,11.36%,0.27 (0.84%),24.22,18.47%,5.28%,-5.29%,1.21,0.30 (0.92%),1.77,0.20%,38.51%,63.30%,0.80,"Feb 16, 2024",3.02,36.01%,14.25%,57.86,2.17%,2.54%,2400,0.34,19.40%,7.36%,2.25,35.29,Yes / Yes,0.33,38.11%,45.61%,1.43,32.09,1.18%,12.10%,4.85%,Apr 23 AMC,986.58K,32.75,1.83%,2.68%,11.09%,"

","1,408,097",2.06%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.29%,137.79M,15.11%,1.42B,18.75,0.52,-9.19%,135.40M,10.80%,-68.19M,-,0.07,74.22%,4.16%,3.94%,431.66M,3.30,21.72%,-0.37%,3.40,27.79%,0.92,10.65,29.46%,-9.14%,5.63M,12.72%,3.52,2.77,-,-59.08%,7.05,12.12,3.72%,-,-,9.40%,-12.86%,-19.55%,1.84,-,2.37,12.97%,66.48%,38.30%,0.39,-,2.37,47.34%,-13.09%,65.22,6.54%,4.20%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.97,9.63,-0.10%,140.00%,7.40%,Feb 28 AMC,1.66M,9.75,11.04%,12.02%,9.48%,"

","1,600,523",1.25%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.50,5.07,0.09%,458.37M,-2.26%,68.40B,23.18,6.45,-8.57%,456.96M,-11.45%,2.34B,3.03,1.35,95.71%,0.80%,-20.49%,8.54B,8.01,8.62%,0.02%,1.10,-10.49%,10.90,13.72,11.66%,16.05%,3.65M,-15.45%,4.46,33.51,9.73%,49.86%,144.80,201.92,-24.22%,1.74 (1.16%),42.20,11.57%,19.95%,-25.93%,0.88,1.61 (1.08%),2.00,8.05%,68.28%,3.29%,4.80,"Apr 18, 2024",3.36,12.77%,35.92%,32.22,2.95%,2.54%,14100,1.36,5.74%,27.43%,1.42,220.42,Yes / Yes,1.35,15.54%,30.71%,1.24,145.54,1.13%,-5.80%,8.48%,May 02 BMO,3.31M,149.56,-6.71%,-14.63%,-17.01%,"

","4,111,746",2.76%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.65,1.48,0.60%,606.77M,4.55%,12.12B,10.28,1.97,0.00%,595.01M,-3.71%,1.23B,0.77,0.34,42.47%,3.13%,15.79%,5.46B,2.22,15.57%,3.62%,4.09,-14.27%,13.90,1.46,16.50%,10.37%,18.62M,-28.20%,4.82,4.20,17.80%,15.22%,15.90,30.05,-4.89%,0.71 (3.51%),-,13.37%,13.00%,-32.65%,-0.03,0.62 (3.06%),1.30,15.78%,30.85%,27.34%,0.55,"Apr 09, 2024",1.34,23.33%,24.56%,49.27,1.53%,2.16%,23554,0.26,3.77%,22.58%,1.19,28.87,Yes / Yes,0.13,0.92%,0.00%,0.90,20.10,-2.59%,-0.99%,6.62%,Mar 19 AMC,4.55M,20.24,-1.49%,0.55%,-9.07%,"

","4,112,732",0.70%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,1.49%,26.51B,53.81,3.29,-0.42%,89.21M,-9.25%,-138.67M,-,0.65,45.55%,5.95%,-27.07%,1.90B,13.99,54.58%,5.60%,2.25,9.08%,6.40,27.63,18.83%,-3.98%,5.31M,73.95%,16.41,10.78,38.21%,-18.64%,84.93,259.61,-20.15%,-,52.95,-17.41%,-6.46%,-31.85%,0.85,-,1.90,53.60%,77.40%,108.31%,5.79,-,1.90,58.51%,-9.70%,37.65,3.12%,2.47%,5962,1.29,40.62%,-7.32%,1.49,260.48,Yes / Yes,1.24,51.94%,-,0.92,170.97,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,176.92,-3.48%,-13.99%,-4.92%,"

","2,175,389",3.48%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.10%,70.77M,-2.41%,891.97M,-,-3.77,-0.10%,63.80M,-7.91%,-292.19M,-,-0.77,110.03%,24.34%,-7.71%,0.00M,-,18.03%,-0.98%,18.88,-29.97%,6.18,2.03,-2.93%,-52.39%,15.53M,-40.14%,6.81,1.85,-,-67.09%,9.56,31.46,-17.03%,-,-,-50.05%,-60.82%,-60.04%,1.77,-,7.16,-20.00%,-,31.49%,0.95,-,7.16,-0.81%,0.00%,40.04,5.47%,6.90%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.46,13.00,-,-5.87%,-,Feb 27 BMO,822.39K,12.57,-11.63%,-10.25%,-28.15%,"

","379,269",-3.31%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.00,2.05,24.23%,260.90M,3.95%,18.95B,12.24,5.03,-0.40%,233.03M,-6.58%,637.46M,20.00,1.19,56.86%,5.44%,-11.50%,4.53B,4.19,-5.51%,-0.54%,3.63,-0.15%,26.07,2.36,2.23%,7.06%,12.67M,-3.69%,22.66,2.72,1.50%,8.96%,58.87,75.90,-14.31%,-,12.88,-,7.90%,-18.82%,-0.04,-,4.38,95.81%,74.72%,4.67%,1.48,-,4.38,516.13%,11.60%,44.35,2.15%,2.14%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,1.11,59.54,1.54%,23.91%,2.56%,Feb 26 AMC,3.49M,61.62,-1.70%,-4.87%,-7.98%,"

","3,886,442",3.49%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,4.85%,1.49B,-,-1.39,-11.99%,98.31M,-6.55%,-334.62M,-,-0.51,42.01%,3.93%,-34.29%,266.72M,5.60,7.60%,-2.08%,5.88,-36.76%,8.19,1.85,56.67%,-29.66%,3.87M,-58.00%,8.17,1.85,-,-36.34%,13.48,39.50,-44.68%,-,-,-16.93%,-41.61%,-61.72%,1.12,-,4.41,2095.12%,64.08%,12.17%,0.79,-,4.63,25.17%,-141.19%,43.17,4.60%,4.20%,2175,0.02,24.03%,-125.46%,1.15,51.69,Yes / Yes,0.01,-52.98%,-,0.72,14.99,-8.76%,-90.47%,5.16%,May 08 AMC,657.28K,15.12,-1.14%,-14.85%,-36.74%,"

","472,340",0.87%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-15.01%,1.55B,13.34,0.91,0.00%,116.14M,-36.81%,-136.80M,-,-0.06,0.63%,0.02%,-27.60%,1.23B,1.26,264.07%,-,0.35,-,2.82,4.32,539.46%,-4.29%,0.02M,-,2.35,5.18,-,-9.63%,11.25,21.91,-25.38%,-,-,-,-28.89%,-44.47%,-,-,1.56,26.18%,16.66%,8.18%,1.51,-,1.73,26.52%,-4.62%,28.98,11.52%,10.18%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / No,0.05,63.33%,-,0.25,12.57,-,-,6.47%,Mar 19 BMO,58.44K,12.17,-21.76%,-30.27%,-29.05%,"

","14,592",-3.18%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,22.34,0.47,30.24%,76.17M,0.48%,1.03B,75.69,0.14,-0.99%,69.27M,-11.92%,49.10M,2.17,-0.06,51.31%,5.12%,-29.74%,645.72M,1.60,-118.11%,-1.83%,6.47,-1.88%,0.08,123.08,265.27%,7.15%,3.55M,-40.93%,5.24,1.99,10.30%,265.50%,10.27,19.29,-25.04%,-,10.12,-,8.77%,-45.98%,1.25,-,6.57,17.01%,89.72%,1.46%,0.34,-,6.57,-9.45%,13.48%,32.70,2.21%,2.58%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.71,10.36,6.05%,-32.61%,-35.42%,May 09 AMC,547.66K,10.42,-5.54%,-14.20%,-24.11%,"

","390,520",0.58%,ZIP
