Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.04,0.77,16.04%,172.26M,6.01%,5.61B,24.92,1.30,-16.33%,145.00M,12.87%,135.60M,2.94,0.32,87.35%,2.98%,3.77%,1.54B,3.64,22.04%,5.97%,4.79,6.60%,9.32,3.48,10.03%,4.67%,4.32M,6.64%,0.94,34.46,14.28%,8.04%,25.09,34.58,10.37%,0.27 (0.83%),19.89,18.47%,6.37%,-6.13%,1.16,0.31 (0.96%),1.75,0.20%,40.45%,29.37%,0.86,"Aug 20, 2024",2.83,183.51%,15.70%,62.59,3.31%,2.59%,2400,0.34,0.50%,8.80%,2.25,35.86,Yes / Yes,0.33,34.01%,45.61%,1.21,32.24,0.70%,5.16%,2.18%,Jul 30 AMC,902.95K,32.46,5.84%,5.68%,6.89%,"

","1,091,050",0.68%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.81%,137.79M,-1.73%,1.34B,17.55,0.52,-8.58%,136.53M,-6.78%,-62.61M,-,0.10,74.88%,5.11%,-8.01%,438.33M,3.06,29.29%,-0.36%,5.99,-3.20%,0.94,9.64,21.09%,-8.44%,6.97M,-22.68%,3.69,2.46,-,-51.53%,7.05,11.80,-3.51%,-,-,9.40%,-11.66%,-23.14%,1.72,-,2.50,12.97%,67.51%,28.65%,0.30,-,2.50,50.48%,-8.58%,43.83,3.41%,3.01%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,0.60,9.05,0.88%,61.76%,6.47%,May 22 AMC,1.16M,9.07,-1.80%,-5.05%,1.44%,"

","696,130",0.22%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,34.70,5.19,0.08%,458.37M,0.21%,82.15B,28.15,6.40,-5.28%,455.91M,4.32%,2.39B,3.64,1.49,97.55%,1.16%,13.06%,8.73B,9.41,8.42%,0.02%,2.24,-5.95%,11.07,16.27,10.88%,17.02%,5.30M,-4.28%,4.33,41.60,9.53%,50.06%,144.80,201.92,-8.78%,1.74 (0.97%),46.94,11.57%,20.26%,-10.84%,0.86,1.67 (0.93%),1.94,8.05%,68.34%,24.34%,4.00,"Jul 18, 2024",3.33,17.17%,35.97%,55.47,2.60%,2.05%,14100,1.34,7.91%,27.38%,1.22,216.79,Yes / Yes,1.33,9.89%,30.71%,0.73,181.83,1.70%,2.54%,9.50%,Aug 06 BMO,2.36M,180.04,0.86%,2.91%,1.67%,"

","1,717,327",-0.98%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.26,1.43,1.10%,606.77M,-2.42%,11.38B,9.61,1.97,0.00%,593.93M,-8.50%,1.19B,0.88,0.43,41.34%,3.21%,-9.72%,5.52B,2.06,13.30%,3.63%,6.25,14.99%,9.92,1.91,18.50%,9.82%,19.08M,-31.83%,4.58,4.13,15.01%,15.03%,15.90,27.89,-10.95%,0.70 (3.71%),-,13.37%,13.12%,-32.04%,-0.10,0.62 (3.27%),1.11,15.78%,31.20%,19.22%,0.60,"Apr 09, 2024",1.15,7.93%,24.81%,37.78,2.90%,2.36%,23554,0.27,3.63%,21.49%,1.20,29.34,Yes / Yes,0.13,-18.31%,0.00%,0.68,18.64,7.20%,-22.68%,4.72%,May 15 AMC,3.05M,18.95,-4.69%,-12.74%,-9.74%,"

","2,062,401",1.66%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.66%,147.17M,-1.36%,27.11B,53.89,3.33,-0.14%,92.72M,-9.70%,-73.50M,-,0.70,47.07%,4.81%,3.71%,2.03B,13.35,68.40%,5.55%,2.06,-25.62%,7.22,24.82,10.42%,-1.99%,4.46M,11.83%,14.82,12.10,26.82%,-8.68%,131.59,259.61,-19.05%,-,49.29,-17.41%,-3.23%,-30.92%,0.85,-,1.67,53.60%,77.75%,36.29%,6.83,-,1.67,73.33%,-6.90%,39.66,3.44%,3.57%,5962,1.13,37.16%,-3.62%,1.60,231.17,Yes / Yes,1.08,139.17%,-,0.52,176.75,3.19%,33.96%,32.09%,May 30 AMC,2.17M,179.35,-6.95%,-2.60%,-8.69%,"

","1,119,057",1.47%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,-9.74%,276.23M,-,-3.63,-0.47%,62.14M,-7.16%,-218.90M,-,-0.84,113.63%,16.77%,-64.83%,40.56M,6.81,40.00%,-0.93%,7.37,-67.85%,6.46,0.60,-35.33%,-41.82%,10.42M,-85.44%,6.89,0.56,-,-51.86%,3.27,29.03,-74.32%,-,-,-50.05%,-43.66%,-86.60%,1.70,-,9.19,-20.00%,96.66%,18.96%,0.48,-,9.19,21.74%,-527.00%,35.46,7.56%,10.81%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.91,4.12,170.40%,118.25%,-,May 07 BMO,1.41M,3.89,-4.08%,-44.61%,-67.45%,"

","1,282,499",-5.58%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,22.46,2.69,22.26%,309.25M,3.85%,18.68B,13.09,4.62,-0.41%,263.04M,2.01%,838.33M,14.97,1.21,58.31%,3.39%,-1.15%,4.56B,4.09,-15.87%,-0.53%,2.82,-10.09%,26.83,2.25,5.30%,8.90%,8.91M,-17.66%,23.88,2.53,1.50%,11.31%,55.63,75.90,-16.01%,-,11.36,-,10.05%,-20.43%,-0.06,-,4.36,95.81%,74.87%,8.57%,1.31,-,4.36,19565.00%,17.35%,56.65,2.52%,2.10%,7420,0.01,3.13%,18.37%,2.57,74.61,Yes / Yes,0.00,1250.20%,0.00%,1.01,61.05,1.35%,13.52%,3.25%,May 20 AMC,3.16M,60.40,3.11%,0.92%,-5.63%,"

","3,177,361",-1.06%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,-0.26%,1.89B,-,-1.71,-14.58%,98.59M,10.06%,-338.95M,-,-0.71,43.94%,3.00%,20.44%,291.07M,6.48,18.24%,-2.03%,4.78,-14.66%,7.83,2.43,39.66%,-31.41%,2.96M,-36.69%,7.57,2.51,-,-38.44%,13.48,31.66,-30.37%,-,-,-16.93%,-44.04%,-39.89%,1.05,-,4.43,2095.12%,62.86%,41.17%,0.84,-,4.63,18.13%,-129.65%,55.75,3.78%,4.19%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,0.67,18.37,15.83%,40.53%,38.78%,Aug 06 AMC,619.59K,19.03,4.48%,2.36%,-10.38%,"

","412,096",3.59%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,1.70%,381.05M,4.79,0.62,0.00%,116.14M,-20.90%,-126.89M,-,0.00,1.30%,0.05%,-74.00%,1.20B,0.32,128.48%,-,0.34,-83.50%,2.82,1.06,2411.11%,-4.29%,0.06M,-,2.21,1.36,-,-9.63%,2.83,21.91,-81.67%,-,-,-,-27.40%,-86.36%,-,-,1.63,26.18%,16.84%,5.65%,0.39,-,1.82,18.59%,-4.42%,30.83,8.79%,6.76%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.41,2.85,-5.44%,-26.68%,-8.66%,May 21 BMO,164.19K,2.99,-13.94%,-50.14%,-76.96%,"

","67,033",4.91%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.79,0.36,30.19%,76.17M,8.27%,909.68M,-,-0.14,-0.62%,69.32M,1.22%,37.58M,2.50,-0.08,55.93%,4.78%,-10.89%,584.21M,1.56,-163.83%,-1.82%,6.08,-37.90%,0.13,71.89,52.56%,5.70%,3.31M,-50.54%,5.17,1.77,10.30%,855.40%,8.01,18.70,-34.10%,-,9.26,-,6.67%,-51.02%,1.19,-,6.58,17.01%,89.88%,14.36%,0.38,-,6.58,-27.43%,12.87%,53.40,5.10%,4.33%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.64,9.07,1.01%,-14.17%,-33.48%,Aug 07 AMC,544.69K,9.16,4.00%,-0.45%,-21.15%,"

","346,887",0.99%,ZIP
