Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.31%,75.14M,6.35%,2.08B,48.26,0.57,-1.87%,72.91M,15.95%,1.85B,0.91,-0.47,99.50%,7.69%,68.83%,-63.43M,15.49,40.06%,-1.66%,4.93,115.44%,134.48M,6.53,158.93%,-14.34%,5.61M,88.66%,4.23,8.27,53.07%,-18.46%,28.49 -3.05%,116.80%,3.34,-,26.71% 15.81%,-18.90%,9.03 205.87%,329.55%,-,-,41.95% 20.90%,90.49%,4.22%,4.76%,-46.38%,-,13.75,43.93%,-52.51%,1.25,-,-,6.94,116.21%,-47.16%,67.72,1.00,- -,6.94,34.02%,5.63%,1.30,35.54,-,0.06,72.59%,25.52%,0.52,27.23,286,0.05,Nov 06 AMC,78.85%,1.14M,27.62,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","593,983",1.43%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.87,1.12,11.52%,167.47M,1.58%,8.06B,29.17,1.65,-1.75%,148.07M,6.08%,8.36B,2.36,0.34,93.92%,3.68%,2.62%,192.30M,4.86,17.59%,1.15%,6.48,32.63%,1.66B,5.07,9.70%,6.93%,5.45M,29.14%,9.50,30.99,12.37%,11.76%,50.03 -3.72%,29.21%,1.55,27.93,32.18% -7.41%,9.03%,27.74 73.65%,121.78%,0.37 (0.77%),22.88,19.81% -5.41%,41.36%,1.91%,2.14%,148.39%,0.38 (0.79%),5.04,42.07%,16.69%,1.02,431.76%,"Nov 20, 2025",1.83,6.88%,11.59%,58.62,2.11,3.23% 0.62%,2.78,44.39%,1.83%,1.11,51.25,35.98%,0.35,11.07%,2.76%,0.85,47.50,2500,0.34,Oct 28 AMC,18.19%,840.03K,48.17,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","711,001",1.41%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.86,5.93,0.18%,441.46M,2.31%,54.55B,18.24,6.79,0.00%,439.89M,6.81%,59.74B,2.39,1.40,96.92%,2.09%,-13.20%,2.65B,5.80,7.07%,-1.70%,1.97,-21.54%,9.40B,10.12,7.09%,17.96%,9.18M,-24.03%,12.23,26.18,7.64%,49.87%,177.40 -30.23%,-25.88%,4.73,24.35,8.55% 11.91%,20.92%,115.25 7.40%,-16.76%,1.99 (1.61%),14.84,5.98% 8.14%,70.29%,2.41%,2.68%,-23.57%,2.00 (1.62%),6.36,11.51%,37.63%,3.19,165.68%,"Jan 20, 2026",2.28,2.68%,28.21%,51.14,1.73,18.93% 21.14%,3.64,8.17%,1.31%,0.97,159.27,32.86%,1.35,0.50%,-3.88%,1.17,122.24,13800,1.35,Nov 04 BMO,-16.70%,4.66M,123.78,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,452,162",1.26%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.26,1.49,0.00%,591.63M,1.09%,12.59B,11.84,1.80,-,591.63M,12.30%,10.86B,1.26,0.44,11.47%,3.10%,14.90%,1.23B,1.91,6.04%,-1.98%,10.98,20.84%,6.59B,1.87,11.53%,9.42%,18.34M,8.85%,11.39,3.54,9.36%,13.83%,22.01 -3.32%,8.13%,6.01,-,18.24% 8.45%,13.37%,16.34 30.23%,-19.74%,0.67 (3.15%),6.05,9.28% 13.97%,26.00%,1.93%,1.89%,-17.76%,0.65 (3.05%),1.65,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.89%,18.61%,62.24,1.45,- -,1.38,7.47%,1.59%,-0.20,23.46,45.76%,0.19,11.30%,7.71%,1.21,21.27,24471,0.01,Nov 19 AMC,11.71%,1.67M,21.28,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,016,855",0.05%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.52%,159.47M,0.76%,37.01B,51.95,4.47,-0.14%,102.82M,-17.05%,35.52B,2.81,0.89,52.46%,5.72%,-19.79%,-41.04M,13.06,16.10%,-1.71%,3.50,-24.77%,2.83B,18.67,17.30%,-0.73%,5.88M,28.62%,12.43,11.14,18.49%,-2.41%,336.99 -31.14%,24.97%,20.83,43.67,54.06% 21.31%,-1.10%,164.78 40.82%,98.05%,-,1822.37,34.81% 44.03%,76.55%,2.47%,2.92%,28.03%,-,12.54,-8.83%,-4.14%,8.14,-,-,1.74,23.24%,-1.45%,30.37,1.51,- -,1.74,7.34%,-4.93%,1.02,327.30,-,0.93,25.50%,-18.52%,0.92,232.55,7923,0.89,Nov 25 AMC,-13.49%,1.68M,232.05,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,552,032",-0.22%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.48,5.15,10.52%,266.35M,3.99%,26.65B,14.87,6.05,-2.42%,264.96M,14.75%,18.74B,3.48,1.49,68.74%,2.16%,8.97%,1.59B,5.54,7.73%,4.34%,2.02,17.71%,4.81B,2.88,1.40%,14.44%,5.71M,10.27%,31.27,3.35,4.27%,17.74%,91.43 -1.57%,9.68%,26.87,13.31,-10.66% 106.45%,17.11%,64.41 39.71%,28.19%,-,14.37,4.40% 49.60%,76.89%,1.76%,2.88%,-77.47%,-,3.90,72.42%,22.86%,2.29,-,-,4.36,3.85%,33.17%,61.51,2.26,- -,4.36,204.90%,3.40%,0.87,94.96,0.00%,0.01,4.44%,6.69%,0.81,89.82,7412,0.00,Nov 24 AMC,13.50%,2.83M,89.99,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,279,911",0.19%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,2.13%,1.97B,-,-1.50,-10.86%,108.86M,-12.37%,1.37B,-,-0.37,28.54%,4.63%,-44.78%,-206.71M,4.46,39.56%,-1.07%,6.14,-52.87%,441.78M,2.58,4.74%,-19.28%,5.04M,-32.38%,6.87,2.41,-,-28.96%,44.34 -60.06%,-32.28%,7.35,-,30.02% -3.16%,-26.82%,16.82 5.29%,-46.14%,-,-,40.31% 98.33%,61.31%,3.76%,3.03%,-84.32%,-,3.11,30.16%,-51.59%,0.74,-,-,2.68,23.73%,-46.79%,30.31,1.55,- -,2.87,23.67%,-5.53%,0.83,41.99,-,0.29,12.75%,-21.36%,0.92,18.04,1869,0.01,Nov 06 BMO,-43.00%,821.00K,17.71,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","754,379",-1.83%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.77,5.59,1.47%,147.64M,1.80%,8.89B,9.92,6.07,-0.11%,145.47M,19.37%,-,1.11,1.56,80.73%,4.38%,5.10%,823.00M,1.80,17.60%,1.79%,3.36,20.20%,4.95B,1.31,4.30%,0.96%,6.37M,10.99%,46.05,-,8.96%,12.71%,60.41 -0.33%,13.35%,-,8.66,-9.99% 3.54%,9.59%,39.32 53.13%,28.41%,1.75 (2.91%),-,19.10% 8.98%,-,1.92%,2.30%,44.70%,1.76 (2.92%),-,27.30%,22.37%,1.34,123.41%,"Nov 13, 2025",-,0.12%,16.64%,76.63,2.62,4.85% 5.34%,0.16,7.93%,6.36%,0.83,63.36,33.52%,0.80,-2.03%,12.20%,0.95,59.94,9406,0.25,Oct 20 AMC,15.94%,1.89M,60.21,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,800,582",0.45%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.39,8.32,1.18%,120.46M,-2.55%,2.39B,-,-3.41,0.00%,119.04M,18.69%,6.11B,-,-0.71,40.88%,18.77%,38.15%,1.00B,0.32,-84.38%,-11.34%,4.74,27.35%,7.59B,0.60,-222.64%,9.16%,22.34M,-7.41%,33.34,1.23,-,25.25%,23.61 -15.80%,9.23%,16.19,0.99,-23.79% -,11.79%,11.03 80.15%,14.31%,1.10 (5.54%),2.21,-7.73% 20.63%,23.74%,5.04%,4.59%,-,4.28 (21.53%),0.81,-30.30%,19.63%,0.94,-,"Dec 01, 2025",1.22,1.63%,13.21%,59.89,3.83,16.67% -,1.30,-89.07%,1.24%,1.64,15.48,22.25%,1.41,-35.73%,18.46%,0.76,19.24,6700,1.12,Nov 20 BMO,25.23%,4.71M,19.88,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,595,670",3.33%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.24,0.41,75.38%,254.09M,3.00%,4.35B,21.84,0.49,0.00%,62.55M,8.03%,5.37B,1.07,-,23.98%,5.77%,11.08%,103.34M,2.09,23.26%,0.96%,5.40,20.25%,2.08B,2.60,11.93%,3.34%,3.61M,28.69%,4.09,16.14,20.50%,10.58%,11.00 -3.36%,28.54%,0.66,23.51,- -,5.45%,6.05 75.70%,0.85%,0.14 (1.33%),12.05,11.29% -,55.55%,2.64%,2.83%,-,0.14 (1.34%),2.58,-5.94%,8.97%,0.31,-,"Jul 07, 2025",0.79,-1.88%,4.97%,56.54,1.82,15.87% -,1.42,-54950.00%,1.11%,0.75,11.42,42.68%,1.17,-,3.92%,0.76,10.62,7395,0.82,Sep 05 BMO,20.46%,668.65K,10.63,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","506,029",0.09%,ZGN
