Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.51,4.09%,69.58M,-1.96%,973.66M,-,-1.75,49.33%,66.61M,-1.89%,-113.67M,-,-0.10,96.26%,6.58%,-8.90%,62.20M,15.65,16.11%,1.85%,9.90,33.65%,5.23,2.68,-21.46%,-21.79%,4.38M,16.64%,4.28,3.28,12.51%,-28.73%,7.97,17.70,-4.23%,-,-,-6.52%,-29.58%,-20.79%,1.12,-,4.10,341.20%,82.55%,75.91%,0.72,-,4.10,-148.23%,-194.58%,46.25,4.28%,4.70%,277,0.06,-86.52%,-182.75%,1.50,20.44,Yes / Yes,0.05,3.54%,-,1.06,14.82,-10.62%,1.71%,-3.07%,Mar 05 AMC,442.62K,14.02,-3.42%,-0.93%,16.28%,"

","468,164",-5.40%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.42,0.92,16.30%,170.31M,-1.59%,6.01B,23.56,1.50,-49.66%,142.33M,-8.99%,160.20M,3.96,0.29,83.36%,4.26%,-9.15%,1.57B,3.84,4.92%,-3.26%,6.34,13.19%,9.32,3.79,11.71%,5.98%,6.06M,14.14%,1.16,30.36,9.71%,9.96%,28.25,41.15,-5.23%,0.37 (1.05%),22.13,-7.41%,7.54%,-14.09%,1.15,0.25 (0.71%),1.81,0.56%,41.36%,25.13%,0.81,"Feb 20, 2025",2.91,44.23%,16.48%,30.36,1.63%,2.07%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,0.80,35.66,1.11%,14.78%,3.90%,Feb 04 AMC,955.37K,35.35,-6.49%,-6.98%,2.11%,"

","762,863",-0.87%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.80,5.47,0.20%,448.47M,-9.47%,70.49B,22.96,6.86,-0.47%,446.90M,-6.03%,2.49B,3.26,1.41,95.06%,1.92%,-10.12%,9.26B,7.62,4.26%,-2.11%,3.00,-14.67%,10.64,14.80,11.09%,17.43%,8.58M,-16.44%,4.44,35.48,8.84%,50.91%,144.80,200.53,-3.38%,1.97 (1.25%),30.68,11.91%,24.46%,-21.50%,0.94,1.80 (1.14%),1.08,8.22%,69.10%,8.72%,4.58,"Apr 21, 2025",1.75,7.70%,36.65%,33.44,3.58%,2.46%,13800,1.42,8.33%,26.86%,1.57,212.13,Yes / Yes,1.13,12.87%,32.86%,1.52,156.64,0.86%,2.77%,4.70%,Feb 13 BMO,2.86M,157.42,-6.61%,-6.45%,-11.19%,"

","4,348,213",0.50%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.41,1.43,0.01%,598.04M,4.84%,12.31B,11.47,1.80,0.00%,597.96M,7.13%,1.20B,1.29,0.45,25.12%,2.70%,-2.28%,5.83B,2.11,10.76%,-14.83%,5.60,0.93%,10.74,1.92,10.98%,9.47%,16.12M,11.42%,5.47,3.76,11.21%,14.45%,17.89,27.50,5.32%,0.66 (3.19%),-,13.37%,13.77%,-25.13%,-0.11,0.97 (4.71%),0.94,14.65%,31.29%,15.09%,0.56,"Sep 10, 2024",0.96,-2.64%,24.78%,63.32,2.52%,2.44%,23554,0.30,8.68%,20.51%,1.35,26.52,Yes / Yes,0.01,3.34%,40.76%,0.74,20.00,1.13%,0.45%,17.70%,Nov 19 AMC,2.88M,20.59,7.07%,7.35%,-2.88%,"

","2,125,512",2.95%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.06%,153.41M,-1.97%,31.76B,58.58,3.53,-0.12%,95.04M,7.90%,-36.27M,-,0.69,50.07%,5.72%,2.73%,2.30B,13.81,-6.48%,4.13%,3.01,5.87%,9.31,22.23,18.42%,-0.87%,5.43M,-18.11%,17.65,11.73,10.31%,-3.24%,153.45,251.94,14.72%,-,48.70,-10.72%,-2.47%,-17.85%,0.87,-,1.09,48.57%,77.81%,34.88%,6.74,-,1.09,79.05%,-4.74%,53.63,3.45%,3.13%,7348,0.87,30.77%,-1.58%,1.82,227.84,Yes / Yes,0.03,65.17%,-,1.41,214.67,3.71%,22.75%,26.42%,Mar 05 AMC,1.81M,206.97,0.80%,5.09%,10.28%,"

","2,556,715",-3.59%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.86,3.00,14.77%,306.50M,0.48%,25.58B,18.08,4.62,-2.48%,261.21M,6.25%,941.21M,58.03,1.30,61.84%,3.41%,2.85%,4.63B,5.53,-15.87%,0.89%,2.99,39.50%,28.31,2.95,5.30%,9.41%,8.92M,34.34%,25.16,3.32,0.48%,11.70%,55.06,92.80,2.25%,-,14.83,-,10.80%,-10.08%,0.22,-,4.50,97.66%,74.54%,51.56%,2.35,-,4.50,296.12%,17.93%,47.24,2.54%,2.92%,7420,0.01,2.87%,20.34%,2.32,93.21,Yes / Yes,0.00,44.84%,0.00%,0.93,85.17,1.23%,5.67%,3.59%,Feb 24 AMC,2.98M,83.45,-1.90%,-0.16%,17.87%,"

","2,766,060",-2.02%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,1.31%,108.94M,10.80%,3.38B,-,-1.64,-1.40%,107.51M,19.19%,-270.85M,-,-0.67,51.40%,7.18%,14.52%,355.75M,9.49,22.15%,-8.32%,10.74,82.40%,6.78,4.57,38.99%,-26.70%,7.71M,50.15%,6.57,4.71,-,-34.98%,13.48,36.60,18.33%,-,-,-16.93%,-40.20%,-15.33%,1.13,-,2.87,136.21%,63.17%,129.90%,1.42,-,3.01,10.91%,-95.07%,71.99,5.18%,4.61%,2175,0.19,35.01%,-76.13%,1.17,48.24,Yes / Yes,0.01,40.53%,-,1.09,30.97,0.02%,94.89%,47.72%,Feb 27 BMO,718.07K,30.99,11.22%,15.35%,34.39%,"

","785,656",0.06%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-4.75,-,247.58M,-1.17%,6.07B,-,-0.85,-,-,-7.48%,-1166.93M,-,-0.31,4.16%,-,20.45%,9.64B,0.63,36.73%,26.26%,2.80,47.68%,-6.12,-,72.76%,-28.75%,1.78M,-,4.78,5.13,-,-,13.00,32.76,-13.67%,-,-,-,-,-25.21%,-,-,0.52,180.45%,15.31%,88.46%,1.58,-,0.64,-4.45%,-11.88%,43.48,6.14%,5.80%,16645,-,39.99%,-12.10%,1.00,37.16,Yes / Yes,-,17.20%,-,1.01,25.30,-8.56%,12.14%,32.16%,Nov 14 BMO,634.38K,24.50,-3.90%,-8.90%,8.86%,"

","642,366",-3.16%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.13,4.95,1.65%,147.87M,-0.63%,8.14B,9.59,5.75,-2.14%,145.29M,-6.62%,732.00M,2.00,1.18,78.43%,2.82%,-7.38%,4.99B,1.63,6.57%,-3.41%,3.36,17.28%,40.97,1.35,9.01%,0.89%,4.09M,35.63%,-,-,5.57%,13.19%,38.01,63.22,1.60%,1.73 (3.14%),10.88,3.53%,10.35%,-12.81%,1.08,1.68 (3.05%),-,10.13%,-,45.01%,1.48,"Feb 13, 2025",0.17,14.10%,20.26%,42.68,2.43%,2.47%,9406,0.78,7.91%,14.66%,2.82,63.88,Yes / Yes,0.16,72.04%,33.54%,1.03,56.46,4.18%,6.00%,4.59%,Jan 21 AMC,1.22M,55.12,-3.31%,-2.29%,9.48%,"

","1,250,671",-2.37%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.74,11.93,1.17%,120.39M,5.10%,2.51B,8.41,2.47,0.00%,118.95M,28.20%,1.44B,0.02,3.22,52.55%,14.02%,-17.07%,7.47B,0.34,168.18%,10.35%,2.56,-2.72%,32.61,0.64,-83.81%,14.97%,16.67M,71.65%,19.24,1.08,86.64%,44.28%,8.73,29.00,-3.03%,5.83 (28.01%),1.18,-,17.37%,-28.21%,1.66,3.97 (19.07%),1.26,36.98%,27.42%,138.38%,1.06,"Dec 02, 2024",1.33,167.33%,23.81%,61.35,4.38%,5.08%,6460,1.49,21.47%,19.26%,4.00,18.34,Yes / Yes,1.11,149.38%,-,0.67,20.49,15.59%,34.46%,117.22%,Nov 20 BMO,6.51M,20.82,11.85%,8.13%,6.51%,"

","4,343,906",1.61%,ZIM
ZoomInfo Technologies Inc,Technology,Software - Application,USA,NASD,-,369.40,0.03,12.73%,342.91M,-3.79%,3.40B,10.74,0.92,-0.04%,299.65M,-0.80%,9.00M,-,0.23,86.28%,3.92%,-3.23%,1.22B,2.78,-7.85%,-15.67%,1.68,3.77%,4.87,2.03,-0.97%,0.13%,11.74M,-43.40%,0.43,23.02,-0.94%,0.46%,7.65,17.89,-5.80%,-,10.23,-,0.30%,-44.65%,1.02,-,0.63,44.78%,83.40%,29.41%,0.38,-,0.63,-92.06%,11.26%,43.08,3.20%,3.60%,3516,0.82,-0.26%,0.74%,3.00,11.20,Yes / Yes,0.81,-11.84%,0.00%,0.71,10.17,1.41%,26.87%,-3.25%,Feb 25 AMC,7.00M,9.90,-3.30%,-4.36%,-9.60%,"

","4,997,276",-2.65%,ZI
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,20.82,0.43,78.05%,252.42M,-2.63%,3.61B,20.54,0.43,0.00%,55.41M,-0.56%,108.84M,14.07,-,17.14%,2.88%,19.70%,2.12B,1.70,-25.70%,-1.65%,2.07,-14.38%,3.62,2.45,15.36%,3.69%,1.60M,-31.61%,0.84,10.57,1.48%,12.47%,7.13,15.26,7.38%,0.12 (1.37%),15.98,-,6.48%,-41.87%,0.67,0.13 (1.46%),0.79,11.31%,55.26%,24.40%,0.34,"Jul 05, 2024",1.41,20.85%,9.24%,51.53,3.26%,3.91%,7201,1.19,21.21%,5.13%,2.75,9.82,Yes / Yes,0.84,-54950.00%,24.23%,0.55,8.97,-5.04%,-45.65%,-,Sep 18 BMO,769.77K,8.87,-1.74%,3.28%,-9.13%,"

","424,343",-1.11%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.48,78.47%,54.33M,0.77%,18.89B,33.00,2.29,-0.22%,52.22M,0.57%,-112.00M,-,0.36,18.52%,1.36%,6.67%,2.24B,8.45,24.75%,-3.40%,1.44,40.66%,19.99,3.77,32.83%,-1.79%,0.71M,43.03%,7.43,10.15,31.30%,-2.39%,38.06,86.58,6.49%,-,66.28,20.21%,-2.27%,-12.86%,2.33,-,2.81,-1.65%,76.43%,98.24%,3.04,-,2.81,29.56%,-8.50%,44.07,3.36%,3.42%,6856,0.14,14.96%,-5.01%,2.03,88.12,Yes / Yes,0.02,29.78%,-,1.40,76.65,1.34%,2.01%,16.88%,Feb 11 AMC,490.37K,75.45,-5.18%,-0.72%,26.42%,"

","687,280",-1.57%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.70,21.17%,205.64M,5.30%,5.33B,29.08,0.77,0.34%,187.19M,17.98%,-120.29M,-,0.22,60.36%,13.10%,27.65%,901.40M,5.91,148.89%,9.88%,3.56,-7.43%,2.06,10.89,31.52%,-17.43%,24.51M,117.23%,1.76,12.73,-,-38.51%,9.93,38.20,24.74%,-,56.64,-42.41%,-17.93%,-41.26%,1.19,-,3.32,24.26%,54.40%,126.10%,1.47,-,3.32,48.22%,-11.33%,58.98,8.35%,5.79%,1783,0.41,29.97%,-13.34%,1.62,36.92,Yes / Yes,0.41,66.07%,-,0.97,23.08,6.18%,393.67%,41.97%,Feb 25 AMC,6.89M,22.44,10.32%,13.25%,1.88%,"

","6,707,783",-2.77%,ZETA
