Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,3.70%,1.10B,-,-1.03,342.88%,72.94M,9.30%,840.83M,-,-0.29,101.03%,9.33%,26.26%,-73.68M,8.98,39.87%,14.61%,14.90,4.44%,122.87M,3.28,-5.24%,-15.95%,6.81M,-0.48%,4.44,3.92,-2.46%,-19.89%,17.70 -17.68%,31.26%,3.72,-,26.71% 15.81%,-21.07%,9.03 61.35%,127.30%,-,-,41.95% 20.90%,89.52%,4.17%,4.86%,-51.04%,-,6.84,35.69%,-67.32%,0.64,-,-,7.69,95.94%,-59.96%,61.59,1.44,- -,7.69,106.06%,8.77%,1.28,23.12,-,0.06,153.21%,9.86%,0.83,15.10,286,0.05,Aug 07 AMC,10.05%,456.79K,14.57,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","380,108",-3.51%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.28,1.01,11.57%,167.66M,1.73%,7.68B,29.14,1.57,-1.51%,148.17M,19.13%,8.03B,4.49,0.40,91.70%,2.91%,28.99%,174.00M,4.76,11.72%,-0.61%,4.55,31.51%,1.61B,4.91,9.97%,6.40%,4.31M,22.87%,9.33,38.03,10.08%,10.81%,46.37 -1.16%,45.22%,1.21,27.28,32.18% -7.41%,8.26%,27.74 65.21%,46.70%,0.37 (0.80%),22.38,19.81% -5.41%,41.82%,2.03%,2.45%,207.92%,0.36 (0.79%),4.98,30.64%,16.77%,1.00,322.79%,"Aug 20, 2025",1.72,4.74%,10.78%,66.86,2.44,3.23% 0.62%,2.71,12.98%,3.04%,1.09,45.57,35.98%,0.36,7.89%,14.76%,0.71,46.17,2500,0.35,Jul 29 AMC,23.44%,947.46K,45.83,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","672,924",-0.74%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.70,5.81,0.18%,443.95M,1.88%,68.78B,22.47,6.91,-0.29%,442.40M,2.02%,74.13B,3.15,1.64,97.98%,1.55%,-4.55%,2.61B,7.33,7.24%,0.81%,2.17,-6.12%,9.38B,13.84,8.77%,18.24%,6.88M,-4.75%,11.21,47.93,8.49%,52.54%,200.33 -22.53%,-15.15%,3.24,30.99,8.55% 11.91%,25.07%,139.70 11.09%,-8.80%,1.99 (1.29%),18.51,5.98% 8.14%,70.03%,1.99%,2.32%,-3.11%,1.93 (1.24%),7.90,13.72%,37.51%,3.38,218.73%,"Jul 18, 2025",1.04,5.27%,27.83%,54.96,1.57,18.93% 21.14%,1.76,17.78%,2.65%,0.89,195.36,32.86%,1.36,4.19%,0.81%,0.57,156.62,13800,1.09,Aug 05 BMO,-4.56%,3.16M,155.19,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,797,728",-0.91%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.95,1.46,0.00%,593.65M,-6.28%,11.24B,11.36,1.67,-,593.65M,-6.65%,10.26B,1.75,0.34,14.65%,2.25%,11.74%,1.21B,1.75,-2.02%,-16.77%,6.23,-4.39%,6.42B,1.69,13.69%,9.38%,13.33M,-3.12%,11.20,3.03,7.40%,13.98%,27.50 -31.13%,-9.85%,6.24,-,18.24% 8.45%,13.37%,16.34 15.91%,-27.95%,0.62 (3.26%),5.57,9.28% 13.97%,27.49%,2.97%,2.09%,-41.44%,0.70 (3.70%),1.60,2.41%,21.97%,0.54,-,"Sep 30, 2025",1.19,14.40%,18.81%,42.40,1.45,- -,1.21,-25.19%,-4.77%,-0.14,23.62,45.76%,0.29,10.45%,0.05%,0.71,19.10,24471,0.01,Aug 19 AMC,-0.98%,2.14M,18.94,"Oct 27, 2016",Yes / Yes,-17.31% -2.86%,"

","1,519,341",-0.84%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-2.66%,41.99B,73.68,3.66,-0.86%,97.74M,-5.77%,40.21B,-,0.80,54.31%,6.47%,6.12%,-38.78M,16.49,0.04%,-0.92%,2.93,36.85%,2.55B,23.26,14.68%,-0.81%,6.32M,49.47%,11.59,13.97,11.75%,-2.68%,318.46 -15.32%,34.51%,19.30,60.75,41.55% -10.72%,-2.11%,153.45 75.73%,53.82%,-,-,47.68% 48.24%,77.33%,2.55%,2.81%,110.72%,-,15.79,49.20%,-4.59%,7.43,-,-,1.18,25.46%,-1.52%,39.54,1.69,- -,1.18,-121.43%,-2.85%,1.05,317.31,-,0.68,22.57%,-7.46%,0.38,272.52,7348,0.02,Sep 02 AMC,16.32%,2.15M,269.66,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","818,868",-1.05%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.43,3.80,11.41%,267.28M,10.47%,23.84B,13.71,5.93,-0.82%,259.68M,8.73%,16.11B,5.28,1.44,65.01%,2.63%,2.61%,1.19B,5.02,5.55%,0.15%,2.15,0.31%,4.75B,2.73,1.44%,11.03%,6.82M,-0.32%,29.82,3.06,4.06%,13.60%,92.80 -12.34%,35.07%,26.57,12.92,-10.66% 106.45%,13.23%,64.41 26.30%,-21.16%,-,13.69,4.40% 49.60%,76.38%,4.21%,2.66%,-70.61%,-,3.39,36.57%,20.43%,2.24,-,-,4.36,3.63%,24.99%,67.89,2.29,- -,4.36,66.82%,10.98%,0.57,91.62,0.00%,0.01,4.71%,8.27%,1.99,82.47,7412,0.00,Aug 21 AMC,3.41%,3.18M,81.35,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","6,318,115",-1.36%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-4.65%,3.79B,75.07,0.45,-22.78%,108.95M,-8.45%,3.15B,-,-0.25,37.10%,4.20%,8.65%,-212.37M,8.85,45.12%,-2.92%,5.59,3.28%,427.80M,4.72,131.77%,-19.74%,4.57M,29.94%,7.20,4.55,-,-28.39%,44.34 -23.25%,94.46%,7.48,-,29.99% -3.19%,-26.45%,17.50 94.46%,-21.19%,-,-,40.38% 98.40%,62.39%,3.29%,3.16%,-58.26%,-,7.35,33.33%,-57.71%,1.57,-,-,2.93,32.56%,-49.64%,44.24,1.29,- -,3.12,54.50%,-5.73%,1.04,53.76,-,0.24,9.81%,-5.78%,0.40,35.04,1869,0.01,Aug 07 BMO,6.94%,818.56K,34.03,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","325,022",-2.88%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-1.87%,7.58B,14.59,2.05,-,-,1.05%,11.07B,-,-0.23,4.32%,-,2.64%,-462.32M,0.60,56.10%,11.74%,1.28,26.70%,12.55B,-,222.51%,-7.04%,0.60M,5.50%,-13.26,5.32,-,-,33.32 -10.14%,77.69%,5.63,-,5.46% -,-,15.00 99.60%,-,-,-,118.43% 118.66%,18.90%,3.14%,2.69%,-,-,0.88,62.51%,-4.64%,0.86,-,-,0.49,39.14%,-3.68%,55.17,1.00,- -,0.59,82.59%,1.87%,0.10,35.51,-,-,37.06%,6.36%,1.68,30.71,17439,-,Aug 14 BMO,13.92%,467.67K,29.94,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","787,955",-2.51%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.20,5.48,1.62%,147.60M,4.96%,8.25B,9.54,5.86,-0.03%,145.24M,0.96%,-,1.34,1.46,77.90%,3.71%,20.03%,807.00M,1.66,15.11%,0.35%,3.85,5.79%,4.97B,1.26,2.84%,0.95%,5.39M,3.06%,44.24,-,7.63%,13.23%,63.22 -11.56%,18.78%,-,10.30,-9.99% 3.54%,10.37%,39.32 42.19%,-4.90%,1.74 (3.11%),-,19.10% 8.98%,-,1.98%,2.16%,70.77%,1.74 (3.11%),-,32.07%,22.09%,1.22,84.04%,"Aug 14, 2025",-,2.64%,16.23%,62.59,2.84,4.85% 5.34%,0.13,27.04%,4.96%,0.95,61.20,33.52%,1.10,-1.04%,4.78%,0.94,55.86,9406,0.18,Jul 21 AMC,6.29%,1.40M,55.91,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,311,237",0.09%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.85,16.63,1.18%,120.46M,-12.55%,1.70B,-,-2.74,0.00%,119.04M,-15.48%,5.85B,-,0.86,52.67%,20.32%,-21.66%,2.00B,0.20,-82.08%,9.23%,4.13,-35.29%,8.58B,0.44,-185.67%,19.27%,24.18M,-34.14%,32.35,0.96,-,59.06%,29.00 -51.24%,-32.57%,14.72,0.52,-23.79% -,23.31%,11.03 28.14%,-71.43%,1.11 (7.84%),1.58,-7.73% 20.63%,32.33%,6.19%,3.99%,-,7.62 (53.85%),0.68,202.12%,28.74%,0.73,-,"Sep 02, 2025",1.11,43.57%,23.37%,33.66,4.12,16.67% -,1.20,-93.86%,-11.23%,1.67,14.61,22.25%,1.52,-15.36%,-12.17%,0.96,14.37,6700,1.21,Aug 20 BMO,-20.77%,5.86M,14.14,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","5,630,397",-1.60%,ZIM
