Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.44%,75.14M,-13.75%,1.24B,-,-0.67,2.17%,73.13M,-2.72%,1.01B,-,-0.53,102.12%,9.64%,32.32%,-63.43M,9.23,45.02%,-0.08%,10.66,45.60%,134.48M,3.89,25.22%,-14.34%,7.05M,12.43%,4.23,4.93,10.91%,-18.46%,19.98 -17.62%,12.28%,3.34,-,26.71% 15.81%,-18.90%,9.03 82.28%,134.14%,-,-,41.95% 20.90%,90.49%,4.54%,4.52%,-58.49%,-,7.50,35.69%,-52.51%,0.81,-,-,6.94,116.21%,-47.16%,36.34,1.18,- -,6.94,34.02%,-10.00%,1.31,26.10,-,0.06,72.59%,-2.93%,2.24,17.90,286,0.05,Nov 06 AMC,18.63%,660.85K,16.46,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,481,358",-8.04%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.24,1.12,11.53%,167.47M,0.74%,7.94B,28.95,1.64,-1.73%,148.06M,1.50%,8.24B,3.58,0.33,90.16%,3.81%,6.96%,192.30M,4.79,16.51%,-0.79%,6.00,34.83%,1.66B,4.99,9.93%,6.93%,5.65M,27.24%,9.50,30.54,11.79%,11.76%,50.03 -5.14%,23.34%,1.55,27.52,32.18% -7.41%,9.03%,27.74 71.09%,108.98%,0.37 (0.78%),22.55,19.81% -5.41%,41.36%,1.93%,2.52%,174.78%,0.36 (0.76%),4.96,42.07%,16.69%,1.16,407.48%,"Nov 20, 2025",1.83,6.88%,11.59%,54.45,2.44,3.23% 0.62%,2.78,44.39%,1.56%,1.10,49.57,35.98%,0.35,11.07%,1.75%,0.61,47.63,2500,0.34,Oct 28 AMC,21.03%,940.55K,47.46,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","576,979",-0.36%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.26,5.93,0.20%,441.46M,-16.55%,52.99B,17.61,6.83,-0.07%,439.82M,-16.14%,58.18B,2.51,1.42,98.10%,1.99%,-19.31%,2.65B,5.64,7.13%,0.76%,2.84,-24.51%,9.40B,9.83,7.64%,17.96%,8.73M,-26.20%,12.23,25.43,8.08%,49.87%,181.85 -33.88%,-31.40%,4.73,23.66,8.55% 11.91%,20.92%,119.06 0.99%,-18.40%,1.99 (1.66%),14.45,5.98% 8.14%,70.29%,3.21%,2.06%,-26.18%,2.00 (1.66%),6.19,11.51%,37.63%,3.90,179.56%,"Oct 31, 2025",2.28,2.68%,28.21%,17.69,1.57,18.93% 21.14%,3.64,8.17%,-14.11%,1.00,177.29,32.86%,1.35,0.50%,-16.62%,1.89,119.56,13800,1.35,Nov 04 BMO,-22.73%,3.07M,120.24,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,803,869",0.57%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.89,1.46,0.00%,593.65M,1.34%,11.18B,11.14,1.69,-,593.65M,-1.26%,10.21B,1.64,0.35,14.54%,3.02%,-6.64%,1.21B,1.74,-0.84%,-7.76%,10.43,0.64%,6.42B,1.68,13.47%,9.38%,17.93M,-3.63%,11.20,3.02,7.85%,13.98%,23.02 -18.16%,-17.98%,6.24,-,18.24% 8.45%,13.37%,16.34 15.30%,8.63%,0.62 (3.31%),5.54,9.28% 13.97%,27.49%,1.89%,2.07%,-33.72%,0.65 (3.45%),1.59,2.41%,21.97%,0.42,-,"Sep 30, 2025",1.19,14.40%,18.81%,47.29,1.46,- -,1.21,-25.19%,-0.49%,-0.19,23.01,45.76%,0.29,10.45%,-0.40%,1.18,18.90,24471,0.01,Nov 19 AMC,-0.51%,1.72M,18.84,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","2,023,829",-0.32%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.21%,158.30M,-3.36%,50.66B,72.81,4.40,-0.57%,99.39M,1.52%,48.88B,-,0.86,55.26%,5.40%,18.01%,-41.48M,18.95,11.40%,-1.91%,3.62,37.31%,2.67B,28.15,20.28%,-0.75%,5.37M,77.38%,11.37,14.18,18.11%,-2.70%,336.99 -5.04%,71.21%,22.57,69.71,54.06% 21.31%,-1.17%,164.78 94.20%,131.74%,-,31949.03,34.81% 44.03%,76.82%,3.08%,2.70%,138.05%,-,18.29,31.04%,-4.48%,9.58,-,-,1.94,23.31%,-1.55%,54.29,1.63,- -,1.94,-14.36%,0.97%,1.05,327.63,-,1.00,21.31%,6.35%,1.01,317.92,7923,0.97,Nov 25 AMC,23.50%,1.48M,320.01,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,502,871",0.66%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.52,3.80,11.18%,267.28M,-6.35%,24.45B,13.78,5.93,-1.42%,265.82M,-1.22%,16.71B,5.16,1.44,65.18%,2.05%,17.08%,1.19B,5.14,5.55%,0.99%,1.74,0.47%,4.75B,2.74,1.35%,11.03%,5.44M,0.10%,29.82,3.14,4.17%,13.60%,92.80 -11.97%,5.07%,26.02,13.25,-10.66% 106.45%,13.23%,64.41 26.83%,3.93%,-,14.21,4.40% 49.60%,76.38%,2.73%,2.54%,-81.97%,-,3.52,36.57%,20.43%,2.21,-,-,4.36,3.63%,24.99%,45.97,2.26,- -,4.36,66.82%,-1.28%,0.81,92.80,0.00%,0.01,4.71%,-1.58%,0.73,82.22,7412,0.00,Nov 24 AMC,3.73%,3.14M,81.69,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,273,723",-0.64%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,110.59M,-16.19%,2.44B,-,-0.15,-17.87%,109.00M,-33.03%,1.84B,-,-0.23,36.58%,4.41%,-36.81%,-212.37M,5.52,43.96%,-2.78%,6.37,-25.10%,441.78M,3.19,89.89%,-19.74%,4.81M,-16.38%,6.87,2.98,-,-28.39%,44.34 -50.61%,-29.17%,7.34,-,30.02% -3.16%,-27.55%,21.68 1.01%,-20.16%,-,-,40.31% 98.33%,61.31%,5.12%,4.43%,-73.27%,-,4.16,33.47%,-51.59%,1.36,-,-,2.93,23.73%,-48.07%,23.13,1.27,- -,3.12,23.04%,-18.84%,0.87,48.92,-,0.29,13.67%,-27.47%,1.33,23.15,1869,0.01,Nov 06 BMO,-33.00%,755.23K,21.90,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,004,932",-5.40%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-3.36%,7.06B,13.33,2.07,-,-,-7.76%,10.55B,-,-0.23,4.28%,-,-6.42%,-462.32M,0.56,56.05%,0.02%,0.93,-1.85%,12.55B,-,222.69%,-7.04%,0.52M,-2.85%,-13.26,4.96,-,-,33.32 -17.25%,3.53%,5.56,-,5.46% -,-,17.91 53.94%,-,-,-,118.43% 118.66%,18.90%,1.60%,2.11%,-,-,0.84,62.51%,-4.64%,0.72,-,-,0.49,39.14%,-3.68%,38.79,1.00,- -,0.59,82.59%,-4.49%,0.13,35.63,-,-,37.06%,-5.65%,0.29,27.90,17439,-,Nov 17 BMO,1.78%,556.22K,27.57,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","163,169",-1.18%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.34,5.59,1.55%,147.64M,0.25%,7.71B,8.61,6.07,-0.12%,145.34M,-6.43%,-,1.05,1.56,79.13%,4.79%,0.89%,823.00M,1.56,17.53%,-0.09%,3.75,12.32%,4.95B,1.13,4.33%,0.96%,6.96M,-3.71%,46.05,-,8.89%,12.71%,63.22 -17.37%,0.42%,-,7.51,-9.99% 3.54%,9.59%,39.32 32.86%,5.56%,1.75 (3.36%),-,19.10% 8.98%,-,2.69%,3.73%,57.28%,1.74 (3.33%),-,27.30%,22.37%,1.68,81.58%,"Nov 13, 2025",-,0.12%,16.64%,46.96,2.70,4.85% 5.34%,0.16,7.93%,0.45%,0.87,61.55,33.52%,0.80,-2.03%,-5.10%,0.74,51.25,9406,0.25,Oct 20 AMC,0.45%,1.86M,52.24,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,377,018",1.93%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.89,16.63,1.18%,120.46M,-4.23%,1.77B,-,-3.41,0.00%,119.04M,14.01%,5.92B,-,0.84,54.71%,19.85%,-17.29%,2.00B,0.21,-83.48%,3.76%,4.77,3.22%,8.58B,0.46,-215.75%,19.27%,23.62M,-31.39%,32.35,1.00,-,59.06%,29.00 -49.21%,-38.28%,14.72,0.55,-23.79% -,23.31%,11.03 33.48%,-32.69%,1.04 (7.09%),1.60,-7.73% 20.63%,32.33%,4.61%,4.11%,-,6.78 (46.03%),0.69,202.12%,28.74%,0.64,-,"Sep 02, 2025",1.11,43.57%,23.37%,54.39,3.78,16.67% -,1.20,-93.86%,3.88%,1.66,13.38,22.25%,1.52,-15.36%,5.51%,0.57,14.66,6700,1.21,Nov 20 BMO,-7.95%,4.95M,14.73,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","2,834,923",0.48%,ZIM
