Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.64,0.64,17.01%,172.26M,0.56%,5.56B,25.29,1.28,-2.35%,142.74M,3.19%,112.70M,3.53,0.26,84.92%,4.07%,7.92%,1.53B,3.63,18.17%,6.00%,5.79,16.47%,9.30,3.47,11.45%,3.77%,5.81M,62.77%,0.79,40.65,14.35%,6.48%,19.83,33.95,9.86%,0.27 (0.85%),23.89,18.47%,5.28%,-4.83%,1.23,0.30 (0.93%),1.77,1.96%,38.51%,62.98%,0.64,"Feb 16, 2024",3.02,36.01%,14.25%,55.97,1.72%,1.83%,2400,0.34,19.40%,7.36%,2.25,34.86,Yes / Yes,0.33,38.11%,45.61%,0.56,32.32,1.78%,13.04%,4.85%,Feb 06 AMC,1.00M,32.31,1.46%,3.98%,11.82%,"

","559,464",-0.03%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,-4.50%,1.25B,16.75,0.52,-8.83%,132.70M,3.69%,-68.19M,-,0.07,75.62%,3.89%,-6.75%,431.66M,2.89,21.72%,-0.38%,4.07,4.06%,0.88,9.93,29.46%,-9.14%,5.16M,-6.44%,3.59,2.42,-,-59.08%,7.05,12.12,-7.34%,-,-,9.40%,-12.86%,-28.13%,1.90,-,2.65,12.97%,70.92%,23.55%,0.31,-,2.37,47.34%,-14.73%,47.53,2.89%,3.61%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.81,8.85,-0.10%,140.00%,7.40%,Feb 28 AMC,1.27M,8.71,-1.22%,-0.40%,-4.57%,"

","1,022,101",-1.58%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.67,5.07,0.09%,458.37M,-4.21%,75.86B,25.56,6.48,-8.57%,457.47M,-15.92%,2.34B,3.36,1.36,95.54%,0.82%,-15.03%,8.54B,8.88,8.78%,0.02%,1.46,-6.78%,10.90,15.20,12.01%,16.05%,3.77M,0.91%,4.46,37.17,9.73%,49.86%,151.03,201.92,-16.06%,1.74 (1.05%),46.80,11.57%,19.95%,-17.95%,0.85,1.56 (0.94%),2.00,8.05%,68.28%,9.69%,4.31,"Apr 18, 2024",3.36,12.77%,35.92%,26.20,2.54%,2.39%,14100,1.36,5.74%,27.43%,1.44,227.20,Yes / Yes,1.35,15.54%,30.71%,1.77,167.81,1.13%,-5.80%,8.48%,Feb 13 BMO,2.58M,165.67,-8.36%,-11.47%,-8.49%,"

","4,549,973",-1.28%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.13,1.49,0.56%,609.17M,-2.91%,12.59B,10.58,1.99,0.00%,595.25M,10.28%,1.23B,0.79,0.34,42.80%,2.62%,6.00%,5.45B,2.31,16.00%,3.60%,3.75,-13.60%,9.82,2.14,16.58%,10.37%,15.59M,-25.27%,4.82,4.36,17.80%,15.22%,15.90,30.05,-1.17%,0.72 (3.42%),-,13.36%,13.00%,-30.02%,-0.04,-,1.13,15.63%,30.73%,32.31%,0.79,"Apr 09, 2024",1.34,23.33%,24.42%,56.08,3.98%,3.45%,24888,0.26,3.58%,22.62%,1.00,29.12,Yes / Yes,0.13,2.31%,0.00%,1.15,21.09,-2.59%,-0.99%,5.91%,Mar 19 AMC,4.15M,21.03,1.43%,11.34%,-7.73%,"

","4,757,556",-0.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.89%,147.17M,0.20%,29.32B,59.57,3.28,-0.44%,88.58M,-19.06%,-138.67M,-,0.65,45.52%,4.83%,-11.75%,1.90B,15.47,54.29%,5.60%,1.81,31.32%,6.40,30.55,18.91%,-3.98%,4.28M,74.78%,16.41,11.92,38.21%,-18.64%,84.93,259.61,-11.70%,-,58.55,-17.41%,-6.46%,-24.64%,0.81,-,1.90,53.60%,77.40%,130.34%,7.75,-,1.90,58.51%,-9.70%,36.03,2.32%,3.44%,5962,1.29,40.62%,-7.32%,1.54,261.57,Yes / Yes,1.24,51.94%,-,0.63,194.07,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,195.63,-5.40%,-13.63%,7.00%,"

","1,482,494",0.80%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,1.22%,999.83M,-,-3.77,-0.41%,63.83M,0.07%,-292.19M,-,-0.77,109.87%,22.81%,-2.22%,0.00M,-,18.03%,-0.98%,17.56,-32.10%,6.18,2.28,-2.93%,-52.39%,14.56M,-17.84%,6.81,2.07,-,-67.09%,9.56,31.46,-7.00%,-,-,-50.05%,-60.82%,-55.21%,1.71,-,7.16,-20.00%,-,47.38%,0.95,-,7.16,-0.81%,0.00%,51.20,4.87%,7.67%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.55,13.58,-,-5.87%,-,Feb 27 BMO,828.94K,14.09,-2.46%,5.33%,-24.80%,"

","455,987",3.76%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,32.30,2.05,24.32%,260.90M,-0.27%,20.41B,13.19,5.03,-0.42%,232.75M,5.12%,637.46M,21.54,1.20,58.87%,5.08%,-8.48%,4.53B,4.51,-5.07%,-0.54%,3.42,-3.35%,26.07,2.54,1.68%,7.06%,11.84M,-3.90%,22.66,2.93,1.50%,8.96%,58.87,75.90,-7.73%,-,13.86,-,7.90%,-12.59%,-0.07,-,4.38,95.81%,74.72%,12.71%,1.63,-,4.38,516.13%,11.60%,48.15,1.75%,2.65%,7420,0.01,3.06%,14.08%,2.71,78.25,Yes / Yes,0.01,368.46%,0.00%,0.47,66.71,1.54%,23.91%,2.56%,Feb 26 AMC,3.46M,66.35,-2.16%,-0.19%,-1.68%,"

","1,641,815",-0.54%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-12.70%,1.57B,-,-1.81,-8.59%,98.31M,-24.01%,-334.62M,-,-0.51,42.47%,4.13%,-36.96%,266.72M,5.90,9.08%,-2.02%,6.25,-35.71%,8.19,1.95,42.50%,-29.66%,4.06M,-49.68%,8.17,1.95,-,-36.34%,15.94,40.42,-41.64%,-,-,-16.93%,-41.61%,-60.54%,1.11,-,4.41,2095.12%,64.08%,0.06%,1.10,-,4.63,25.17%,-141.19%,31.27,4.51%,5.42%,2175,0.02,24.03%,-125.46%,1.17,54.76,Yes / Yes,0.01,-52.98%,-,1.23,16.25,-8.76%,-90.47%,5.16%,Feb 27 AMC,650.57K,15.95,-16.83%,-22.30%,-36.34%,"

","802,322",-1.85%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,9.46%,127.44M,0.44%,2.32B,19.98,0.91,0.00%,115.39M,-5.08%,-136.80M,-,-0.06,0.63%,0.01%,17.16%,1.23B,1.89,263.25%,-,0.29,-,2.82,6.47,539.46%,-4.29%,0.02M,-,2.35,7.76,-,-9.63%,15.00,21.91,11.77%,-,-,-,-28.89%,-16.81%,-,-,1.56,39.26%,16.66%,21.53%,1.77,-,1.73,26.52%,-4.62%,48.14,9.39%,9.40%,3956,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,1.33,19.14,-,-,6.47%,Mar 19 BMO,58.59K,18.23,-3.20%,0.31%,3.27%,"

","77,916",-4.75%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.18,0.47,30.60%,76.17M,-3.26%,1.12B,54.14,0.21,-0.95%,68.76M,-9.47%,49.10M,2.35,-0.05,51.43%,4.55%,-20.51%,645.72M,1.73,-107.14%,-1.83%,5.23,-6.62%,0.08,133.24,734.06%,7.15%,3.13M,-25.89%,5.25,2.15,10.30%,265.50%,10.27,19.29,-18.85%,-,10.93,-,8.77%,-41.52%,1.24,-,6.57,17.01%,89.72%,9.83%,0.45,-,6.57,-9.45%,13.48%,33.38,3.01%,3.49%,1000,66.40,-28.62%,7.60%,2.29,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.64,11.36,6.05%,-32.61%,-35.42%,Feb 22 AMC,597.12K,11.28,-7.42%,-16.18%,-21.05%,"

","382,159",-0.70%,ZIP
