Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.50%,75.14M,-9.11%,1.75B,40.41,0.57,-5.81%,72.77M,-10.48%,1.51B,0.76,-0.47,98.67%,5.41%,28.24%,-63.43M,12.99,40.06%,-1.77%,3.27,73.48%,134.48M,5.48,159.01%,-14.34%,3.94M,-12.04%,4.23,6.93,53.50%,-18.46%,28.49 -18.71%,63.91%,3.34,-,26.71% 15.81%,-18.90%,9.03 156.48%,189.50%,-,-,41.95% 20.90%,90.49%,5.95%,4.63%,-54.48%,-,11.25,43.93%,-52.51%,1.25,-,-,6.94,116.21%,-47.16%,38.11,1.00,- -,6.94,34.02%,-10.03%,1.24,35.62,-,0.06,72.59%,-2.91%,0.88,23.17,286,0.05,Nov 06 AMC,42.18%,1.20M,23.16,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,062,235",-0.04%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.07,1.12,11.52%,167.47M,-1.24%,7.72B,27.94,1.65,-1.76%,148.07M,-1.52%,8.02B,2.31,0.34,94.03%,3.63%,1.25%,192.30M,4.65,17.55%,1.29%,6.45,23.63%,1.66B,4.86,9.79%,6.93%,5.38M,-0.73%,9.50,29.69,12.08%,11.76%,50.03 -7.76%,24.86%,1.55,26.76,32.18% -7.41%,9.03%,27.74 66.37%,114.95%,0.37 (0.81%),21.95,19.81% -5.41%,41.36%,2.49%,1.95%,128.96%,0.38 (0.82%),4.83,42.07%,16.69%,0.97,397.78%,"Nov 20, 2025",1.83,6.88%,11.59%,42.35,2.20,3.23% 0.62%,2.78,44.39%,-1.88%,1.10,51.00,35.98%,0.35,11.07%,-1.79%,1.06,46.00,2500,0.34,Oct 28 AMC,10.88%,833.32K,46.15,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","883,358",0.33%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.12,5.93,0.18%,441.46M,-3.13%,55.23B,18.44,6.80,0.00%,439.90M,6.14%,60.42B,2.39,1.40,99.73%,2.47%,-11.19%,2.65B,5.88,7.07%,-1.59%,2.24,-19.49%,9.40B,10.25,7.25%,17.96%,10.88M,-0.40%,12.23,26.50,7.71%,49.87%,177.40 -29.36%,-24.06%,4.73,24.66,8.55% 11.91%,20.92%,115.25 8.74%,-13.84%,1.99 (1.59%),15.01,5.98% 8.14%,70.29%,2.57%,2.24%,-23.92%,2.00 (1.60%),6.43,11.51%,37.63%,2.93,165.12%,"Jan 20, 2026",2.28,2.68%,28.21%,50.03,1.73,18.93% 21.14%,3.64,8.17%,0.38%,0.96,159.27,32.86%,1.35,0.50%,1.08%,1.29,127.17,13800,1.35,Nov 04 BMO,-14.27%,4.86M,125.32,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","6,276,365",-1.45%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.65,1.49,0.00%,591.63M,0.69%,12.74B,12.11,1.80,-,582.69M,4.74%,11.01B,1.35,0.45,11.63%,3.18%,17.84%,1.23B,1.93,5.50%,-1.39%,11.15,18.74%,6.59B,1.92,11.54%,9.42%,18.53M,4.64%,11.39,3.58,8.98%,13.83%,22.26 -1.80%,15.48%,6.10,-,18.24% 8.45%,13.37%,16.34 33.78%,-20.63%,0.67 (3.06%),6.13,9.28% 13.97%,26.00%,1.71%,1.55%,-21.73%,0.65 (2.97%),1.67,3.12%,20.42%,0.42,-,"Sep 30, 2025",1.34,12.89%,18.61%,62.34,1.45,- -,1.38,7.47%,2.29%,-0.17,23.61,45.76%,0.19,11.30%,7.21%,1.00,21.70,24471,0.01,Nov 19 AMC,14.25%,1.66M,21.86,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,653,908",0.74%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-2.75%,34.55B,48.39,4.48,-0.14%,102.58M,-10.96%,33.06B,2.62,0.89,52.54%,6.23%,-30.09%,-41.04M,12.19,16.26%,-1.64%,3.81,-25.59%,2.83B,17.43,17.41%,-0.73%,6.39M,-3.69%,12.43,10.40,18.49%,-2.41%,336.99 -35.72%,15.67%,20.83,40.77,54.06% 21.31%,-1.10%,164.78 31.47%,107.52%,-,1696.20,34.81% 44.03%,76.55%,3.20%,2.52%,11.97%,-,11.67,-8.83%,-4.14%,6.69,-,-,1.74,23.24%,-1.45%,31.04,1.48,- -,1.74,7.34%,-4.60%,1.02,321.93,-,0.93,25.50%,-17.32%,0.82,216.73,7923,0.89,Nov 25 AMC,-19.67%,1.68M,216.63,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,378,924",-0.05%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.86,5.15,10.52%,266.35M,0.25%,25.69B,14.30,6.07,-2.39%,264.96M,-1.48%,17.78B,3.16,1.49,69.81%,2.53%,8.06%,1.59B,5.34,7.74%,4.10%,2.44,15.93%,4.81B,2.77,1.63%,14.44%,6.70M,0.53%,31.27,3.23,4.53%,17.74%,91.43 -5.11%,8.57%,26.87,12.83,-10.66% 106.45%,17.11%,64.41 34.68%,32.20%,-,13.63,4.40% 49.60%,76.89%,2.60%,2.44%,-75.96%,-,3.70,72.42%,22.86%,2.27,-,-,4.36,3.85%,33.17%,51.35,2.18,- -,4.36,204.90%,-0.50%,0.90,96.40,0.00%,0.01,4.44%,1.51%,0.90,85.18,7412,0.00,Nov 24 AMC,8.45%,2.75M,86.75,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,464,707",1.84%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,1.66%,2.05B,-,-1.61,-9.17%,108.86M,0.60%,1.45B,-,-0.34,28.53%,4.87%,-39.19%,-206.71M,4.63,39.31%,0.21%,5.93,-46.35%,441.78M,2.68,-1.87%,-19.28%,5.30M,4.25%,6.87,2.50,-,-28.96%,44.34 -58.53%,-24.32%,7.35,-,30.02% -3.16%,-26.82%,16.82 9.33%,-61.77%,-,-,40.31% 98.33%,61.31%,3.34%,3.44%,-86.34%,-,3.28,30.16%,-51.59%,0.76,-,-,2.68,23.73%,-46.79%,46.33,1.60,- -,2.87,23.67%,2.79%,0.88,41.95,-,0.29,12.75%,-7.68%,0.70,18.55,1869,0.01,Nov 06 BMO,-38.47%,893.53K,18.39,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","628,201",-0.86%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.62,5.59,1.45%,147.64M,-1.58%,8.76B,9.71,6.11,-0.11%,145.50M,0.88%,-,1.05,1.57,81.05%,4.58%,13.39%,823.00M,1.77,18.19%,1.81%,3.60,4.29%,4.95B,1.29,4.47%,0.96%,6.67M,1.40%,46.05,-,9.27%,12.71%,61.57 -3.59%,8.18%,-,8.53,-9.99% 3.54%,9.59%,39.32 50.97%,20.28%,1.75 (2.95%),-,19.10% 8.98%,-,2.28%,2.01%,36.12%,1.76 (2.96%),-,27.30%,22.37%,1.28,122.24%,"Nov 13, 2025",-,0.12%,16.64%,55.79,2.69,4.85% 5.34%,0.16,7.93%,-0.40%,0.84,65.32,33.52%,0.80,-2.03%,6.72%,0.67,60.23,9406,0.25,Jan 20 AMC,12.79%,1.85M,59.36,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,240,666",-1.44%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.80,8.32,1.18%,120.46M,11.23%,2.80B,-,-3.24,0.00%,119.04M,17.29%,6.52B,-,-0.99,46.06%,18.28%,87.06%,1.00B,0.37,-83.93%,-9.09%,4.56,47.75%,7.59B,0.70,-213.00%,9.16%,21.76M,9.61%,33.34,1.44,-,25.25%,22.80 2.06%,12.31%,16.19,1.16,-23.79% -,11.79%,11.03 110.87%,41.89%,1.18 (5.07%),2.35,-7.73% 20.63%,23.74%,4.90%,4.69%,-,4.28 (18.39%),0.86,-30.30%,19.63%,1.01,-,"Dec 01, 2025",1.22,1.63%,13.21%,70.87,4.00,16.67% -,1.30,-89.07%,10.90%,1.63,15.60,22.25%,1.41,-35.73%,23.47%,1.28,22.40,6700,1.12,Nov 20 BMO,44.41%,4.77M,23.27,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","6,125,387",3.88%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.34,0.41,75.38%,254.09M,2.50%,4.36B,21.93,0.49,0.00%,62.55M,2.60%,5.39B,1.04,-,23.98%,5.53%,20.29%,103.34M,2.10,24.27%,0.97%,5.60,21.25%,2.08B,2.61,12.19%,3.34%,3.46M,4.10%,4.09,16.20,20.99%,10.58%,11.00 -3.00%,34.55%,0.66,23.60,- -,5.45%,6.05 76.36%,1.23%,0.14 (1.33%),12.08,11.29% -,55.55%,4.03%,2.64%,-,0.14 (1.33%),2.59,-5.94%,8.97%,0.30,-,"Jul 07, 2025",0.79,-1.88%,4.97%,54.92,1.82,15.87% -,1.42,-54950.00%,1.77%,0.76,11.38,42.68%,1.17,-,3.28%,0.89,10.84,7395,0.82,Sep 05 BMO,18.11%,617.37K,10.67,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","548,646",-1.57%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.14,80.36%,49.63M,2.18%,16.56B,30.50,2.20,-0.55%,47.53M,-8.47%,15.53B,1.06,0.40,17.80%,3.02%,0.33%,-32.00M,6.67,20.25%,7.15%,1.95,-11.87%,2.48B,3.26,32.67%,-0.54%,1.43M,-1.60%,20.63,11.88,28.64%,-0.66%,90.22 -25.58%,-1.64%,5.65,59.34,39.04% 20.21%,-0.63%,56.63 18.56%,96.03%,-,77.65,1.60% -4.00%,74.87%,5.07%,3.68%,-51.91%,-,6.25,75.90%,-3.62%,2.57,173.93%,-,3.63,15.17%,-1.29%,44.79,2.12,- -,3.63,145.35%,-1.24%,2.04,85.44,-,0.07,16.35%,-3.37%,0.90,67.16,6856,0.02,Oct 30 AMC,-6.20%,736.83K,67.14,"Jul 20, 2011",Yes / Yes,2.90% 0.76%,"

","665,689",-0.03%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.12,17.24%,214.16M,12.04%,5.97B,24.89,0.98,-0.03%,203.57M,24.45%,5.78B,0.90,0.24,74.28%,11.24%,31.96%,-22.81M,4.88,13.23%,10.50%,3.13,71.71%,1.22B,8.38,47.06%,-2.26%,22.88M,19.31%,2.90,15.51,27.56%,-3.92%,26.60 -8.72%,31.39%,1.57,37.42,33.87% -5.22%,-2.57%,10.69 127.13%,200.87%,-,75.29,29.95% 26.86%,55.19%,4.91%,4.84%,-,-,4.72,85.20%,0.63%,1.10,-,-,3.01,35.87%,-1.86%,71.44,1.43,- -,3.01,82.38%,19.50%,1.28,29.67,-,0.29,25.67%,26.73%,0.95,24.40,2191,0.29,Nov 04 AMC,44.05%,7.30M,24.28,"Jun 10, 2021",Yes / Yes,10.07% 2.77%,"

","6,949,475",-0.49%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,15.08,2.47,3.72%,39.99M,10.21%,1.47B,5.03,7.41,0.10%,38.04M,2.93%,1.83B,0.95,2.71,112.41%,11.97%,5.43%,111.07M,1.01,3.62%,-1.10%,7.18,14.37%,1.46B,0.83,7.99%,3.22%,4.55M,5.97%,44.98,2.92,5.28%,6.26%,56.48 -34.05%,-28.87%,12.74,5.63,-48.50% -20.26%,4.17%,28.55 30.47%,-52.98%,-,4.30,-0.35% 0.43%,70.30%,5.71%,3.61%,-55.23%,-,1.26,97.88%,13.43%,1.44,-46.77%,"May 17, 2019",1.61,5.70%,7.62%,63.64,2.25,- -,1.61,91.98%,5.25%,1.47,43.43,0.00%,0.48,2.87%,9.95%,0.97,36.18,3800,0.48,Nov 06 AMC,9.14%,634.52K,37.25,"Jul 23, 1999",Yes / Yes,-1.43% -0.74%,"

","617,042",2.96%,ZD
