Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,9.82%,1.45B,-,-0.87,2.17%,73.13M,12.87%,1.19B,-,-0.29,102.22%,9.64%,52.11%,-73.68M,11.79,47.33%,0.20%,11.02,48.45%,122.87M,4.31,-2.26%,-15.95%,7.05M,30.60%,4.44,5.15,5.70%,-19.89%,19.50 -1.95%,44.41%,3.72,-,26.71% 15.81%,-21.07%,9.03 111.74%,234.27%,-,-,41.95% 20.90%,89.52%,4.95%,4.24%,-53.34%,-,9.65,35.69%,-67.32%,0.76,-,-,7.69,95.94%,-59.96%,67.73,1.18,- -,7.69,106.06%,6.51%,1.49,25.70,-,0.06,153.21%,15.47%,1.36,19.38,286,0.05,Nov 06 AMC,38.94%,639.70K,19.12,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","872,079",-1.34%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.59,1.12,11.53%,167.47M,1.94%,7.82B,28.49,1.64,-1.72%,148.24M,-0.15%,8.11B,3.53,0.33,91.50%,3.81%,3.89%,192.30M,4.71,16.50%,-0.90%,5.30,35.72%,1.66B,4.92,9.97%,6.93%,5.65M,25.28%,9.50,30.07,11.79%,11.76%,50.03 -6.60%,29.59%,1.55,27.10,32.18% -7.41%,9.03%,27.74 68.46%,86.10%,0.37 (0.79%),22.22,19.81% -5.41%,41.36%,3.23%,2.36%,182.90%,0.36 (0.77%),4.89,42.07%,16.69%,1.25,412.99%,"Nov 20, 2025",1.83,6.88%,11.59%,51.50,2.44,3.23% 0.62%,2.78,44.39%,0.35%,1.14,49.57,35.98%,0.35,11.07%,0.58%,1.33,47.98,2500,0.34,Oct 28 AMC,19.99%,1.06M,46.73,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,415,018",-2.61%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.79,5.81,0.17%,443.95M,-1.56%,63.86B,20.87,6.90,-0.09%,442.41M,-1.94%,69.22B,2.91,1.62,97.51%,1.97%,-2.23%,2.61B,6.80,7.24%,0.54%,2.95,-7.42%,9.38B,12.85,8.75%,18.24%,8.73M,-11.56%,11.21,44.50,8.51%,52.54%,183.81 -21.60%,-21.15%,3.24,28.78,8.55% 11.91%,25.07%,139.34 3.42%,-5.38%,1.99 (1.38%),17.28,5.98% 8.14%,70.03%,1.56%,1.75%,-11.86%,1.93 (1.34%),7.38,13.72%,37.51%,2.58,253.19%,"Oct 31, 2025",1.04,5.27%,27.83%,45.65,1.57,18.93% 21.14%,1.76,17.78%,-0.25%,0.90,192.93,32.86%,1.36,4.19%,-2.23%,0.83,143.94,13800,1.09,Nov 04 BMO,-8.07%,2.96M,144.10,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","2,458,546",0.11%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.82,1.46,0.00%,593.65M,-2.14%,11.13B,11.02,1.70,-,593.65M,-2.09%,10.15B,1.60,0.35,14.67%,3.02%,-7.37%,1.21B,1.73,-0.43%,-8.59%,10.00,1.52%,6.42B,1.67,13.47%,9.38%,17.93M,-4.14%,11.20,3.00,8.00%,13.98%,23.62 -20.66%,-23.51%,6.24,-,18.24% 8.45%,13.37%,16.34 14.69%,7.74%,0.62 (3.33%),5.51,9.28% 13.97%,27.49%,1.82%,2.04%,-36.12%,0.65 (3.47%),1.58,2.41%,21.97%,0.43,-,"Sep 30, 2025",1.19,14.40%,18.81%,43.51,1.44,- -,1.21,-25.19%,-1.33%,-0.19,23.36,45.76%,0.29,10.45%,-1.01%,1.07,19.07,24471,0.01,Nov 19 AMC,-1.03%,1.79M,18.74,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,922,334",-1.73%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,1.03%,50.98B,73.34,4.39,-0.57%,99.38M,5.75%,49.20B,-,0.86,53.38%,5.40%,14.90%,-41.48M,19.07,11.37%,-1.63%,3.51,41.83%,2.67B,28.33,20.21%,-0.75%,5.37M,78.50%,11.37,14.27,18.02%,-2.70%,329.30 -2.20%,72.21%,22.57,70.15,54.06% 21.31%,-1.17%,164.78 95.44%,105.00%,-,32159.06,34.81% 44.03%,76.82%,2.02%,2.88%,119.00%,-,18.41,31.04%,-4.48%,9.09,-,-,1.94,23.31%,-1.55%,61.40,1.65,- -,1.94,-14.36%,3.49%,1.06,326.07,-,1.00,21.31%,9.37%,0.60,320.96,7923,0.97,Sep 02 AMC,26.27%,1.53M,322.04,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","911,276",0.34%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.22,3.80,11.19%,267.28M,1.87%,25.24B,14.23,5.93,-0.99%,265.81M,3.76%,17.51B,5.33,1.44,64.70%,2.05%,18.84%,1.19B,5.31,5.55%,0.40%,1.74,9.18%,4.75B,2.83,1.35%,11.03%,5.44M,3.35%,29.82,3.24,4.17%,13.60%,92.80 -9.12%,14.20%,26.02,13.68,-10.66% 106.45%,13.23%,64.41 30.94%,0.30%,-,14.88,4.40% 49.60%,76.38%,2.35%,2.39%,-83.51%,-,3.68,36.57%,20.43%,2.07,-,-,4.36,3.63%,24.99%,57.12,2.26,- -,4.36,66.82%,3.20%,0.79,92.80,0.00%,0.01,4.71%,2.28%,0.68,83.32,7412,0.00,Aug 21 AMC,7.29%,3.13M,84.34,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,121,644",1.22%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-8.92%,2.84B,89.22,0.29,-17.87%,109.00M,-25.90%,2.20B,-,-0.29,37.43%,4.41%,-30.69%,-212.37M,6.64,46.01%,-3.74%,6.87,-18.07%,427.80M,3.54,120.38%,-19.74%,4.81M,-2.56%,7.20,3.41,-,-28.39%,44.34 -42.44%,-21.57%,7.48,-,30.02% -3.16%,-26.45%,23.82 7.14%,6.87%,-,-,40.31% 98.33%,62.39%,4.21%,3.85%,-70.73%,-,5.14,33.47%,-57.71%,1.24,-,-,2.93,32.38%,-49.64%,28.64,1.27,- -,3.12,54.50%,-13.14%,1.05,52.90,-,0.24,9.81%,-18.38%,1.70,25.32,1869,0.01,Nov 06 BMO,-21.99%,700.43K,25.52,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","1,190,879",0.79%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-2.66%,7.40B,13.95,2.07,-,-,-4.25%,10.88B,-,-0.23,4.30%,-,3.11%,-462.32M,0.59,56.07%,0.03%,0.92,34.65%,12.55B,-,222.69%,-7.04%,0.52M,1.73%,-13.26,5.19,-,-,33.32 -13.35%,-0.72%,5.56,-,5.46% -,-,17.91 61.19%,-,-,-,118.43% 118.66%,18.90%,2.89%,2.26%,-,-,0.87,62.51%,-4.64%,0.80,-,-,0.49,39.14%,-3.68%,45.61,1.00,- -,0.59,82.59%,-1.90%,0.03,35.47,-,-,37.06%,-2.06%,0.18,29.03,17439,-,Nov 17 BMO,6.82%,558.58K,28.87,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","99,150",-0.55%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.29,5.59,1.55%,147.64M,0.50%,7.67B,8.56,6.07,-0.12%,145.36M,-8.04%,-,1.05,1.56,79.30%,4.79%,-0.27%,826.00M,1.55,17.55%,0.30%,3.74,14.53%,4.95B,1.13,4.25%,0.96%,6.96M,-4.26%,46.05,-,8.89%,12.75%,63.22 -17.84%,-1.09%,-,9.57,-9.99% 3.54%,9.91%,39.32 32.10%,0.83%,1.75 (3.38%),-,19.10% 8.98%,-,2.75%,3.60%,56.45%,1.74 (3.35%),-,27.77%,22.37%,1.86,86.10%,"Aug 14, 2025",-,0.12%,16.70%,44.20,2.77,4.85% 5.34%,0.14,7.81%,-2.39%,0.94,61.82,33.52%,0.76,-2.03%,-6.57%,0.74,51.51,9406,0.21,Oct 20 AMC,-0.49%,1.86M,51.94,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,387,144",0.83%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.89,16.63,1.18%,120.46M,6.89%,1.77B,-,-3.41,0.00%,119.04M,7.44%,5.92B,-,0.84,54.53%,19.85%,-4.47%,2.00B,0.21,-83.48%,3.13%,4.81,-2.00%,8.58B,0.46,-215.75%,19.27%,23.62M,-31.39%,32.35,1.00,-,59.06%,29.00 -49.21%,-32.66%,14.72,0.55,-23.79% -,23.31%,11.03 33.48%,-37.29%,1.04 (7.09%),1.60,-7.73% 20.63%,32.33%,3.17%,3.65%,-,6.78 (46.03%),0.69,202.12%,28.74%,0.55,-,"Sep 02, 2025",1.11,43.57%,23.37%,59.57,3.78,16.67% -,1.20,-93.86%,7.46%,1.66,13.38,22.25%,1.52,-15.36%,6.08%,0.65,15.12,6700,1.21,Aug 20 BMO,-8.27%,4.91M,14.73,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,200,892",-2.58%,ZIM
