Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,-16.11%,701.47M,-,-0.93,102.20%,67.30M,-14.53%,-122.70M,-,-0.68,98.07%,8.05%,-30.12%,76.30M,9.19,-3.28%,1.47%,9.53,-19.94%,4.87,2.05,44.43%,-23.51%,5.42M,3.95%,3.22,3.11,-1.14%,-30.54%,7.97,17.70,-31.69%,-,-,15.81%,-34.61%,-43.50%,1.26,-,3.40,273.04%,85.33%,25.47%,0.79,-,3.40,6.94%,-157.03%,28.85,10.19%,6.22%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,3.95,9.91,-31.34%,-211.87%,83.33%,Mar 05 AMC,568.30K,10.00,-16.57%,-23.32%,-20.91%,"

","2,244,803",0.91%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,32.79,0.92,11.47%,170.31M,-9.91%,5.09B,20.45,1.48,-58.47%,149.44M,-8.99%,160.20M,4.37,0.29,90.71%,3.06%,-16.89%,1.57B,3.25,3.81%,-2.18%,4.41,-17.77%,9.32,3.24,11.01%,5.98%,4.57M,-5.69%,1.17,25.72,7.50%,9.96%,28.17,41.15,-19.12%,0.37 (1.23%),18.74,-7.41%,7.54%,-26.68%,1.06,0.34 (1.13%),1.81,0.51%,41.36%,7.08%,1.32,"Feb 20, 2025",2.91,44.23%,16.48%,35.43,7.37%,3.40%,2500,0.35,2.35%,10.23%,2.50,37.43,Yes / Yes,0.34,166.58%,35.98%,2.46,28.50,1.11%,14.78%,3.90%,Feb 04 AMC,1.04M,30.17,-7.32%,-13.05%,-13.67%,"

","2,550,664",5.86%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.09,5.47,0.10%,448.47M,-6.09%,68.76B,22.66,6.78,-1.26%,447.34M,-6.59%,2.49B,3.46,1.42,95.30%,1.59%,-6.08%,9.26B,7.43,2.90%,-0.30%,2.31,-18.01%,10.64,14.44,11.25%,17.43%,7.12M,-7.33%,4.44,34.60,8.13%,50.91%,142.39,200.33,-5.76%,1.96 (1.27%),29.92,11.91%,24.46%,-23.35%,0.95,1.80 (1.17%),1.08,8.22%,69.10%,7.84%,5.76,"Apr 21, 2025",1.75,7.70%,36.65%,41.51,6.70%,3.03%,13800,1.42,8.33%,26.86%,1.50,206.15,Yes / Yes,1.13,12.87%,32.86%,1.63,144.41,0.86%,2.77%,4.70%,Feb 13 BMO,3.08M,153.55,-4.17%,-6.73%,-12.66%,"

","5,039,899",6.33%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.05,1.48,0.86%,592.17M,-8.42%,10.56B,9.30,1.92,0.00%,587.06M,-9.26%,1.22B,0.86,0.42,25.35%,2.69%,-6.55%,6.15B,1.72,16.18%,-5.02%,5.75,-33.38%,10.74,1.66,13.37%,9.74%,15.79M,-13.98%,5.17,3.45,14.02%,14.45%,16.34,27.50,-8.75%,0.73 (4.09%),-,8.46%,14.32%,-35.13%,0.02,0.97 (5.44%),1.04,14.25%,30.97%,9.18%,0.81,"Apr 10, 2025",1.07,-0.16%,24.90%,38.86,6.34%,3.40%,-,0.28,12.67%,19.90%,1.38,25.73,Yes / Yes,0.01,14.33%,45.74%,2.21,16.51,10.92%,-11.92%,21.51%,Mar 18 AMC,2.75M,17.84,-8.95%,-9.05%,-13.74%,"

","6,078,638",8.06%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,-2.38%,31.27B,56.65,3.57,-0.42%,96.06M,1.38%,-15.53M,-,0.76,49.63%,6.46%,9.91%,2.42B,12.91,-3.38%,3.08%,2.99,17.42%,10.39,19.46,15.75%,-0.35%,6.20M,10.02%,18.62,10.86,10.32%,-1.21%,153.45,217.84,12.03%,-,45.01,-10.72%,-0.94%,-7.22%,1.16,-,1.15,48.57%,77.68%,31.72%,11.96,-,1.15,89.39%,-4.09%,52.35,10.24%,5.21%,7348,0.77,27.77%,-0.64%,1.72,238.44,Yes / Yes,0.03,73.68%,-,2.17,177.04,2.13%,13.49%,23.41%,Mar 05 AMC,2.07M,202.12,1.30%,0.36%,5.57%,"

","4,505,019",14.17%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.43,3.20,14.60%,263.11M,-4.28%,21.92B,12.98,5.53,-2.77%,260.68M,-1.80%,1.01B,18.24,1.31,62.22%,2.81%,-10.71%,4.67B,4.70,-2.46%,6.97%,2.74,5.38%,29.22,2.46,2.41%,9.66%,7.33M,14.00%,25.57,2.81,1.23%,11.92%,55.06,92.80,-11.98%,-,12.12,106.45%,11.26%,-22.60%,0.80,-,4.46,78.74%,75.94%,30.46%,3.23,-,4.46,55.96%,19.00%,43.85,7.04%,3.46%,7412,0.01,3.05%,21.65%,2.32,91.18,Yes / Yes,0.00,21.68%,0.00%,1.56,66.70,0.80%,8.10%,3.29%,Feb 24 AMC,2.67M,71.83,-3.03%,-8.09%,-1.61%,"

","4,168,622",7.69%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.64M,-25.72%,2.97B,113.21,0.24,-15.90%,108.60M,-23.45%,-257.10M,-,-0.46,50.87%,7.29%,4.84%,398.99M,7.44,43.69%,9.69%,7.94,2.69%,7.80,3.47,116.33%,-23.14%,7.92M,74.69%,8.02,3.37,-,-31.41%,13.48,39.77,3.32%,-,-,-3.18%,-30.08%,-31.96%,1.13,-,3.38,118.89%,62.94%,100.74%,2.59,-,3.51,24.92%,-70.71%,30.94,11.35%,6.21%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,2.76,27.07,-0.24%,-22.87%,65.68%,Feb 27 BMO,997.49K,27.06,-22.77%,-17.31%,5.15%,"

","2,754,088",-0.04%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,-14.00%,5.13B,15.52,1.31,-,-,-38.28%,-891.82M,-,1.08,4.16%,-,-29.15%,10.55B,0.49,75.00%,71.63%,2.09,-24.79%,-6.35,-,240.69%,-21.49%,1.40M,-,4.85,4.18,-,-,13.00,33.32,-28.58%,-,-,-,-,-39.16%,-,-,0.48,146.49%,16.40%,55.92%,1.98,-,0.62,25.35%,-9.12%,33.42,11.00%,7.11%,17439,-,45.22%,-8.46%,1.00,39.31,Yes / Yes,-,67.77%,-,1.57,19.36,-0.44%,-71.34%,40.01%,Mar 20 BMO,668.88K,20.27,-19.68%,-21.73%,-11.19%,"

","1,051,285",4.70%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.22,4.96,1.60%,147.87M,-9.34%,6.75B,8.02,5.70,-2.22%,145.20M,-3.38%,730.00M,1.29,1.19,78.55%,4.00%,-17.45%,4.99B,1.35,6.74%,2.84%,3.24,-3.60%,40.97,1.12,7.96%,0.88%,5.80M,6.37%,-,-,7.17%,13.15%,39.05,63.22,-15.71%,1.73 (3.78%),6.95,3.54%,9.98%,-27.67%,0.90,1.68 (3.67%),-,10.13%,-,17.11%,2.81,"Feb 13, 2025",0.35,13.79%,20.26%,42.22,11.30%,4.90%,9406,0.82,7.91%,14.62%,2.87,59.39,Yes / Yes,0.19,72.54%,33.52%,2.43,42.17,4.18%,6.00%,4.59%,Apr 21 AMC,1.79M,45.73,-4.63%,-11.56%,-11.16%,"

","4,350,356",8.44%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.75,17.83,1.07%,120.42M,-16.61%,1.62B,-,-1.36,0.00%,119.17M,-33.78%,2.15B,-,1.88,52.75%,10.92%,-37.47%,8.43B,0.19,-91.32%,12.63%,1.94,-25.54%,33.52,0.40,-188.28%,21.76%,13.01M,27.58%,17.56,0.77,-,66.17%,9.38,29.00,-37.35%,0.69 (5.16%),0.53,-,24.69%,-53.62%,1.77,7.14 (53.09%),1.17,42.24%,32.89%,43.41%,1.41,"Mar 24, 2025",1.25,179.57%,29.52%,37.64,14.80%,7.85%,6700,1.49,63.25%,25.48%,4.00,16.07,Yes / Yes,1.15,477.65%,22.25%,1.97,11.71,6.89%,33.49%,79.84%,Mar 12 BMO,6.71M,13.45,-14.70%,-25.71%,-30.86%,"

","13,218,836",14.86%,ZIM
