Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.70,0.77,16.06%,172.26M,-2.20%,6.16B,27.40,1.32,-8.58%,143.47M,1.12%,135.60M,3.05,0.32,84.05%,5.54%,11.85%,1.54B,4.00,24.74%,6.63%,5.40,12.79%,9.32,3.87,8.78%,4.67%,7.95M,38.53%,0.95,37.88,15.32%,8.04%,25.50,38.11,22.61%,0.26 (0.73%),21.86,18.47%,6.37%,-5.38%,1.16,0.32 (0.89%),1.75,0.20%,40.45%,41.41%,0.74,"Nov 20, 2024",2.83,183.51%,15.70%,52.92,1.61%,1.88%,2400,0.34,0.50%,8.80%,2.25,37.43,Yes / Yes,0.33,34.01%,45.61%,0.70,35.97,0.70%,5.16%,2.18%,Oct 29 AMC,1.47M,36.06,-1.16%,5.22%,12.86%,"

","1,027,084",0.25%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,153.54M,-0.30%,1.52B,17.33,0.57,-6.66%,141.61M,13.56%,-47.27M,-,0.11,74.68%,4.12%,9.17%,445.68M,3.40,70.45%,4.65%,2.48,-1.40%,1.27,7.79,1.33%,-6.17%,5.84M,32.80%,3.54,2.79,15.00%,-31.02%,7.05,10.85,5.11%,-,-,9.40%,-7.99%,-8.94%,1.72,-,2.71,12.97%,68.16%,40.14%,0.20,-,2.71,60.38%,-6.31%,74.93,0.54%,2.16%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.80,9.86,2.46%,98.33%,6.80%,Aug 21 AMC,2.35M,9.88,7.18%,10.82%,8.46%,"

","1,869,872",0.20%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.79,5.11,0.08%,458.37M,-3.53%,82.80B,28.24,6.47,0.00%,452.68M,-6.19%,2.34B,3.75,1.46,95.60%,0.97%,0.51%,8.91B,9.29,9.57%,-0.65%,2.38,14.44%,10.94,16.70,11.03%,16.79%,4.38M,15.62%,3.47,52.60,9.55%,48.88%,144.80,201.92,-7.40%,1.71 (0.93%),39.37,11.57%,20.02%,-9.49%,0.89,1.67 (0.91%),2.09,8.05%,68.32%,26.22%,3.69,"Oct 31, 2024",3.45,7.38%,36.05%,38.19,1.97%,1.82%,14100,1.36,8.43%,26.29%,1.50,223.69,Yes / Yes,1.36,-5.60%,30.71%,1.04,180.01,2.10%,5.04%,8.30%,Nov 04 BMO,1.84M,182.76,-3.53%,-3.34%,1.75%,"

","1,909,646",1.53%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.30,1.42,0.86%,606.77M,-1.96%,14.65B,12.20,2.01,0.00%,592.88M,1.58%,1.19B,1.33,0.40,34.50%,3.09%,31.44%,5.61B,2.61,13.86%,-1.59%,6.75,14.81%,10.31,2.38,18.45%,9.95%,18.33M,4.17%,4.71,5.20,13.00%,14.81%,15.90,27.50,15.13%,0.69 (2.83%),-,13.37%,12.68%,-10.91%,-0.09,0.97 (3.96%),1.22,15.78%,31.13%,54.14%,0.82,"Sep 10, 2024",1.26,-0.18%,24.65%,49.67,2.65%,2.59%,23554,0.30,3.60%,21.14%,1.31,29.43,Yes / Yes,0.12,-3.11%,40.76%,0.88,24.23,0.90%,2.93%,6.28%,Nov 19 AMC,2.72M,24.50,-3.99%,5.11%,16.09%,"

","2,385,306",1.11%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,-0.51%,28.52B,53.55,3.49,-0.15%,94.08M,8.87%,-57.71M,-,0.63,46.98%,5.14%,5.80%,2.17B,13.15,-10.59%,-0.90%,2.72,4.45%,8.36,22.38,22.45%,-1.39%,4.84M,20.95%,15.80,11.83,18.50%,-5.77%,152.60,259.61,-15.60%,-,48.75,-10.72%,-4.38%,-27.97%,0.82,-,1.04,48.57%,77.87%,22.54%,5.23,-,1.04,72.20%,-5.71%,54.95,2.19%,2.82%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.51,184.96,4.48%,24.95%,30.30%,Sep 03 AMC,1.78M,187.00,1.57%,3.52%,-2.83%,"

","902,326",1.10%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-11.56%,201.24M,-,-3.57,-0.15%,61.39M,-24.53%,-194.65M,-,-0.91,97.57%,12.48%,-31.31%,40.56M,4.96,32.96%,-17.99%,4.25,-75.22%,5.38,0.53,-19.17%,-34.97%,7.66M,-82.35%,6.00,0.47,-,-42.98%,2.82,18.24,-81.32%,-,-,-50.05%,-45.92%,-84.48%,1.71,-,6.59,-20.00%,96.71%,0.35%,0.24,-,6.59,42.78%,-543.77%,37.99,8.74%,6.44%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.43,2.83,-,-47.48%,-,Aug 09 BMO,1.80M,2.83,-8.71%,-14.85%,-66.94%,"

","772,250",0.00%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,26.45,2.79,15.02%,307.79M,2.33%,22.73B,13.92,5.30,-0.91%,261.57M,6.18%,875.37M,4.41,1.31,59.39%,3.32%,20.97%,4.59B,4.96,2.35%,0.52%,2.69,16.63%,27.68,2.67,-0.54%,9.01%,8.68M,24.12%,24.46,3.02,6.00%,11.27%,55.06,74.77,2.70%,-,13.21,-,10.22%,-1.23%,-0.05,-,4.45,95.81%,74.59%,34.13%,1.50,-,4.45,508.08%,17.80%,69.47,1.96%,2.12%,7420,0.01,2.76%,19.08%,2.49,75.79,Yes / Yes,0.00,17.25%,0.00%,0.66,72.63,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,73.85,5.34%,7.68%,15.44%,"

","2,127,634",1.68%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,16.21%,3.23B,-,-1.82,-11.45%,98.53M,37.71%,-298.33M,-,-0.78,42.58%,4.82%,77.14%,322.71M,9.99,13.14%,4.74%,6.37,101.86%,7.18,4.53,39.32%,-28.50%,4.75M,41.66%,7.37,4.42,-,-36.46%,13.48,36.60,19.06%,-,-,-16.93%,-42.02%,-11.09%,1.06,-,3.29,2095.12%,62.95%,141.39%,1.69,-,3.46,24.90%,-109.67%,77.99,5.71%,5.22%,2175,0.12,28.16%,-92.44%,1.13,51.24,Yes / Yes,0.01,34.35%,-,0.59,32.37,7.45%,-15.75%,45.95%,Nov 12 BMO,745.88K,32.54,20.22%,42.07%,65.47%,"

","439,857",0.53%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-2.11%,475.75M,18.87,0.20,0.00%,116.59M,8.14%,-57.85M,-,-0.00,17.19%,0.03%,30.53%,1.22B,0.39,27.14%,99.53%,0.41,-68.74%,2.73,1.36,405.88%,-4.29%,0.03M,-,2.20,1.69,-,-9.63%,2.62,21.91,-77.19%,-,-,-,-12.58%,-83.02%,-,-,1.61,26.18%,17.21%,41.98%,0.25,-,1.80,69.95%,-3.73%,56.31,5.33%,7.47%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.72,3.65,-2.36%,-133.33%,5.18%,Aug 22 BMO,76.32K,3.72,1.20%,10.69%,-61.35%,"

","54,653",1.92%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.00,0.29,36.09%,76.17M,-5.17%,911.94M,-,-0.19,-0.48%,63.49M,-1.18%,30.22M,-,-0.10,51.90%,6.16%,1.21%,537.45M,1.70,-146.15%,2.80%,7.81,-12.07%,0.25,37.27,11.05%,4.65%,3.91M,-12.15%,5.27,1.74,-,855.40%,7.21,15.35,-33.96%,-,10.50,-,5.26%,-40.20%,1.20,-,7.44,17.01%,89.51%,27.32%,0.36,-,7.44,-44.78%,11.55%,42.01,3.65%,3.57%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.87,9.16,5.30%,189.99%,-27.44%,Nov 06 AMC,500.78K,9.18,-3.83%,-2.95%,-12.86%,"

","436,894",0.22%,ZIP
