Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-6.85%,1.68B,36.12,0.62,-6.25%,72.59M,-16.97%,1.45B,0.67,-0.47,99.99%,5.27%,20.79%,-63.43M,12.51,40.00%,-2.51%,3.20,65.14%,134.48M,5.28,163.55%,-14.34%,3.82M,-15.27%,4.23,6.68,53.59%,-18.46%,28.49 -21.69%,54.39%,3.34,-,26.71% 15.81%,-18.90%,9.03 147.07%,137.09%,-,-,41.95% 20.90%,90.49%,2.99%,4.73%,-57.04%,-,10.78,43.93%,-52.51%,1.09,-,-,6.94,116.21%,-47.16%,37.04,1.00,- -,6.94,34.02%,-7.42%,1.24,35.62,-,0.06,72.59%,-10.62%,0.55,23.25,286,0.05,Nov 06 AMC,31.48%,1.19M,22.31,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","652,771",-4.04%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.07,1.12,11.52%,167.47M,-1.37%,7.72B,27.84,1.66,-1.75%,148.06M,-3.53%,8.02B,2.28,0.34,94.02%,3.24%,-1.01%,192.30M,4.65,17.55%,1.87%,5.59,20.59%,1.66B,4.86,10.19%,6.93%,4.79M,-0.73%,9.50,29.69,12.23%,11.76%,50.03 -7.76%,18.67%,1.55,26.76,32.18% -7.41%,9.03%,27.74 66.37%,116.16%,0.37 (0.81%),21.95,19.81% -5.41%,41.36%,2.10%,2.15%,120.91%,0.38 (0.82%),4.83,42.07%,16.69%,1.02,520.36%,"Nov 20, 2025",1.83,6.88%,11.59%,44.14,2.25,3.23% 0.62%,2.78,44.39%,-1.04%,1.10,51.22,35.98%,0.35,11.07%,-1.54%,1.79,46.85,2500,0.34,Feb 03 AMC,8.65%,856.83K,46.15,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,531,422",-1.49%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.54,5.93,0.18%,441.46M,-2.52%,53.73B,17.89,6.82,0.00%,439.89M,-3.41%,58.92B,2.29,1.40,99.11%,3.54%,-17.35%,2.65B,5.72,7.09%,-0.16%,2.95,-19.26%,9.40B,9.97,7.51%,17.96%,15.56M,-3.09%,12.23,25.78,7.80%,49.87%,177.40 -31.27%,-29.53%,4.73,23.99,8.55% 11.91%,20.92%,115.25 5.80%,-26.88%,1.99 (1.64%),14.64,5.98% 8.14%,70.29%,2.14%,2.24%,-25.86%,2.03 (1.66%),6.27,11.51%,37.63%,2.87,178.44%,"Jan 20, 2026",2.28,2.68%,28.21%,41.25,1.73,18.93% 21.14%,3.64,8.17%,-2.84%,0.96,155.60,32.86%,1.35,0.50%,-1.15%,1.16,124.96,13800,1.35,Feb 12 BMO,-15.56%,5.27M,121.93,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","6,128,646",-2.42%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.73,1.49,0.00%,591.63M,-2.09%,12.80B,12.07,1.82,-,582.69M,3.24%,11.08B,1.29,0.45,11.58%,2.92%,13.48%,1.23B,1.94,5.60%,-2.15%,9.43,11.52%,6.59B,1.93,11.83%,9.42%,17.00M,5.17%,11.39,3.60,9.37%,13.83%,22.69 -3.19%,15.45%,6.10,-,18.24% 8.45%,13.37%,16.34 34.46%,-22.02%,0.68 (3.09%),6.17,9.28% 13.97%,26.00%,1.93%,1.73%,-29.73%,0.65 (2.96%),1.68,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.90%,18.61%,55.09,1.45,- -,1.38,7.47%,0.56%,-0.17,23.81,45.76%,0.19,11.30%,4.14%,1.02,21.68,24471,0.01,Nov 19 AMC,13.73%,1.80M,21.97,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,841,949",1.34%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,2.54%,34.12B,47.79,4.48,-0.14%,102.57M,-7.19%,32.63B,2.59,0.89,52.37%,6.76%,-34.44%,-41.04M,12.04,16.26%,-1.50%,3.86,-26.24%,2.83B,17.21,17.40%,-0.73%,6.93M,-4.88%,12.43,10.27,18.48%,-2.41%,336.99 -36.51%,11.88%,20.83,40.26,54.06% 21.31%,-1.10%,164.78 29.84%,72.87%,-,1674.28,34.81% 44.03%,76.55%,2.97%,3.01%,0.15%,-,11.52,-8.83%,-4.14%,7.37,-,-,1.74,23.24%,-1.45%,40.90,1.48,- -,1.74,7.34%,-1.39%,1.02,318.49,-,0.93,25.50%,-9.89%,0.79,219.67,7923,0.89,Nov 25 AMC,-20.94%,1.80M,213.95,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,420,334",-2.60%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,18.70,5.15,10.52%,266.35M,18.53%,28.49B,15.86,6.07,-2.45%,264.96M,9.29%,20.58B,3.50,1.49,69.37%,2.07%,12.97%,1.59B,5.93,7.74%,3.32%,1.85,29.14%,4.81B,3.08,1.63%,14.44%,5.49M,11.51%,31.27,3.58,4.53%,17.74%,97.24 -1.05%,17.34%,26.87,14.23,-10.66% 106.45%,17.11%,64.41 49.39%,35.58%,-,15.78,4.40% 49.60%,76.89%,4.95%,3.24%,-74.86%,-,4.28,72.42%,22.86%,2.97,-,-,4.36,3.85%,33.17%,69.94,2.18,- -,4.36,204.90%,11.89%,0.91,97.00,0.00%,0.01,4.44%,12.01%,1.45,94.44,7412,0.00,Nov 24 AMC,19.13%,2.97M,96.22,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","4,298,340",1.88%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-8.70%,1.91B,-,-1.57,-9.17%,108.86M,-6.16%,1.32B,-,-0.35,28.48%,3.56%,-34.70%,-206.71M,4.33,37.03%,-4.15%,4.35,-57.54%,441.78M,2.50,4.30%,-19.28%,3.87M,-2.49%,6.87,2.34,-,-28.96%,44.34 -61.21%,-35.92%,7.35,-,30.02% -3.16%,-26.82%,16.82 2.26%,-62.29%,-,-,40.31% 98.33%,61.31%,3.50%,3.25%,-90.56%,-,2.98,30.16%,-51.59%,0.75,-,-,2.68,23.73%,-46.79%,37.63,1.55,- -,2.87,23.67%,-5.86%,0.88,39.93,-,0.29,12.75%,-8.16%,0.70,17.05,1869,0.01,Nov 06 BMO,-40.90%,889.49K,17.20,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","621,183",0.88%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.71,6.01,1.46%,147.65M,-5.28%,8.61B,8.90,6.55,-0.11%,145.49M,-1.98%,-,2.13,1.41,81.14%,4.40%,10.37%,887.00M,1.74,3.59%,1.91%,4.14,6.50%,4.94B,1.21,5.27%,1.00%,6.40M,-0.36%,48.18,-,4.17%,13.39%,62.26 -6.31%,0.92%,-,8.39,1.25% 14.72%,10.25%,39.32 48.35%,10.79%,1.82 (3.11%),-,14.19% 10.90%,-,2.33%,2.29%,23.09%,1.76 (3.02%),-,21.59%,23.77%,1.40,171.68%,"Nov 13, 2025",-,-1.00%,17.94%,46.26,2.69,3.66% 5.29%,0.15,30.96%,-2.15%,0.84,66.27,29.28%,0.64,-0.08%,1.84%,1.34,59.13,9195,0.21,Jan 20 AMC,9.32%,1.55M,58.33,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,074,096",-1.35%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.79,8.32,1.17%,120.46M,3.43%,2.80B,-,-2.57,0.00%,119.05M,8.85%,6.51B,-,-0.32,44.11%,16.39%,61.95%,1.00B,0.37,-82.23%,-8.19%,4.10,41.88%,7.59B,0.70,-181.01%,9.16%,19.52M,9.47%,33.34,1.44,-,25.25%,24.47 -5.01%,31.15%,16.19,1.16,-23.79% -,11.79%,11.03 110.60%,28.58%,1.24 (5.35%),2.35,-7.73% 20.63%,23.74%,3.93%,4.72%,-,4.28 (18.42%),0.86,-30.30%,19.63%,1.04,-,"Dec 01, 2025",1.22,1.63%,13.21%,61.14,3.83,16.67% -,1.30,-89.07%,4.84%,1.63,16.68,22.25%,1.41,-35.73%,13.80%,0.58,22.72,6700,1.12,Nov 20 BMO,40.23%,4.75M,23.24,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,768,865",2.29%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,21.87,0.41,75.38%,254.09M,-11.84%,3.62B,18.38,0.48,0.00%,62.55M,-15.38%,4.65B,0.92,-,24.22%,5.30%,-15.46%,103.34M,1.74,21.40%,0.98%,5.72,1.37%,2.08B,2.17,10.67%,3.34%,3.32M,-13.56%,4.09,13.45,20.06%,10.58%,11.07 -20.00%,-6.93%,0.66,19.60,- -,5.45%,6.05 46.45%,-22.08%,0.14 (1.61%),10.42,11.29% -,55.55%,4.03%,3.69%,-16.81%,0.14 (1.60%),2.23,-5.94%,8.97%,0.40,-,"Jul 07, 2025",0.79,-1.88%,4.97%,30.33,2.00,15.87% -,1.42,-54950.00%,-13.11%,0.75,11.63,42.68%,1.17,-,-14.02%,1.51,9.27,7395,0.82,Sep 05 BMO,-3.63%,580.01K,8.86,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","875,511",-4.42%,ZGN
