Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.26,0.98,11.57%,168.52M,0.59%,6.30B,25.46,1.47,-58.19%,148.78M,24.48%,169.50M,4.92,0.36,91.81%,3.44%,4.55%,1.58B,3.98,4.79%,0.04%,4.79,-5.05%,9.19,4.07,9.60%,6.29%,5.12M,14.09%,0.86,43.51,7.78%,10.49%,27.74,41.15,0.32%,0.37 (0.98%),24.21,-7.41%,8.11%,-9.06%,1.04,0.34 (0.91%),1.72,0.51%,41.66%,34.90%,0.93,"May 20, 2025",2.87,38.39%,16.67%,70.27,1.60%,2.64%,2500,0.36,3.22%,10.72%,2.25,37.00,Yes / Yes,0.35,29.71%,35.98%,0.41,37.54,1.36%,6.90%,4.01%,Apr 22 AMC,1.07M,37.42,6.95%,12.84%,5.80%,"

","436,954",-0.32%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.44,5.57,0.10%,446.04M,1.25%,72.99B,23.94,6.85,-0.14%,444.77M,10.27%,2.52B,3.48,1.61,95.98%,2.10%,4.77%,9.29B,7.86,5.05%,1.74%,3.03,-7.40%,10.44,15.71,10.11%,17.70%,9.33M,-5.39%,3.87,42.41,8.46%,51.85%,139.70,200.33,0.62%,1.99 (1.22%),32.00,11.91%,25.04%,-18.17%,0.92,1.86 (1.14%),1.04,8.22%,69.48%,17.35%,4.76,"Apr 21, 2025",1.74,7.23%,37.01%,58.37,2.45%,2.75%,13800,1.45,6.32%,27.12%,1.43,200.29,Yes / Yes,1.16,7.88%,32.86%,0.68,163.04,1.37%,5.00%,1.37%,May 06 BMO,3.08M,163.94,4.60%,4.08%,-5.10%,"

","2,077,362",0.55%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.87,1.48,0.86%,598.37M,0.16%,11.16B,9.87,1.93,0.00%,581.59M,1.17%,1.22B,0.95,0.40,22.44%,2.39%,-3.79%,6.15B,1.81,14.58%,-3.29%,4.98,-8.51%,14.21,1.34,13.44%,9.75%,13.90M,-11.03%,5.22,3.65,13.54%,14.46%,16.34,27.50,-2.66%,0.73 (3.83%),-,8.45%,14.32%,-30.80%,-0.15,0.70 (3.68%),1.04,14.25%,30.97%,16.46%,0.59,"Apr 10, 2025",1.07,-0.32%,24.90%,52.17,2.11%,2.35%,24471,0.28,12.67%,19.90%,1.31,26.32,Yes / Yes,0.01,13.66%,45.76%,2.29,18.67,10.92%,-11.92%,21.51%,May 20 AMC,2.79M,19.03,1.02%,-0.61%,-7.15%,"

","6,392,388",1.93%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,4.59%,39.08B,70.99,3.56,-0.47%,96.05M,25.60%,-15.53M,-,0.75,55.16%,8.06%,16.46%,2.42B,16.14,-3.64%,6.64%,3.14,20.36%,10.39,24.31,15.74%,-0.35%,7.74M,39.44%,18.62,13.57,10.38%,-1.21%,153.45,253.59,40.00%,-,56.25,-10.72%,-0.94%,-0.40%,1.05,-,1.15,48.57%,77.68%,64.59%,7.28,-,1.15,89.39%,-4.09%,78.22,2.38%,2.78%,7348,0.77,27.77%,-0.64%,1.66,244.22,Yes / Yes,0.03,73.68%,-,0.81,251.50,2.13%,13.49%,23.41%,May 29 AMC,2.46M,252.57,9.88%,19.42%,29.11%,"

","2,006,758",0.43%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,26.02,3.20,14.59%,263.11M,0.77%,25.42B,15.11,5.51,-1.96%,260.57M,16.53%,1.01B,21.50,1.31,62.23%,2.62%,-2.22%,4.67B,5.45,-2.63%,4.77%,2.69,-2.03%,29.22,2.85,2.23%,9.66%,6.83M,30.56%,25.58,3.26,1.21%,11.92%,55.06,92.80,2.08%,-,14.05,106.45%,11.26%,-10.23%,0.73,-,4.46,78.74%,75.94%,51.31%,1.77,-,4.46,55.96%,19.00%,69.11,1.31%,1.90%,7412,0.01,3.05%,21.65%,2.33,88.81,Yes / Yes,0.00,21.68%,0.00%,0.70,84.62,0.47%,8.10%,3.29%,May 21 AMC,2.53M,83.31,5.44%,10.18%,10.36%,"

","1,785,559",-1.55%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,108.42M,12.21%,3.62B,94.23,0.35,-28.67%,108.40M,14.39%,-252.07M,-,-0.38,50.50%,6.13%,6.66%,418.33M,8.66,46.85%,8.82%,5.11,10.15%,7.48,4.41,125.33%,-23.32%,6.65M,58.23%,7.80,4.23,-,-32.05%,16.01,39.77,25.96%,-,-,-3.18%,-30.63%,-17.05%,0.96,-,3.09,118.89%,63.45%,106.06%,1.74,-,3.26,28.63%,-64.09%,58.37,4.38%,4.17%,1869,0.24,43.72%,-60.26%,1.29,53.52,Yes / Yes,0.02,18.43%,-,0.68,30.93,-5.41%,91.64%,22.19%,May 08 BMO,1.30M,32.99,7.09%,1.47%,20.50%,"

","886,450",6.66%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-0.49%,7.25B,13.21,2.17,-,-,50.95%,-710.26M,-,-0.86,4.02%,-,13.24%,11.52B,0.63,61.69%,-26.49%,1.66,-1.68%,-12.89,-,249.48%,-11.48%,1.42M,7.14%,5.39,5.31,-,-,13.00,33.32,0.95%,-,-,-,-,-14.01%,0.87,-,0.45,146.49%,17.93%,120.38%,1.32,-,0.59,37.41%,-7.36%,68.79,3.99%,4.29%,17439,-,43.08%,-6.16%,1.00,41.83,Yes / Yes,-,66.34%,-,0.73,29.34,19.27%,-136.23%,47.60%,May 15 BMO,853.97K,28.65,17.46%,17.17%,22.24%,"

","625,614",-2.35%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.56,5.13,1.61%,147.57M,-0.77%,7.24B,8.88,5.53,-1.82%,145.20M,10.84%,756.00M,1.53,1.31,78.49%,3.39%,-13.56%,4.98B,1.45,5.07%,-1.01%,2.44,-18.49%,42.43,1.16,6.28%,0.91%,4.93M,8.82%,-,-,6.23%,13.06%,39.32,63.22,-9.53%,1.74 (3.54%),7.57,3.54%,10.04%,-22.37%,0.88,1.70 (3.46%),-,10.13%,-,24.82%,1.57,"May 15, 2025",0.15,28.90%,21.03%,59.99,1.56%,2.89%,9406,0.74,4.84%,15.17%,2.79,52.68,Yes / Yes,0.19,18.40%,33.52%,0.59,49.22,-0.18%,-4.71%,-0.83%,Apr 21 AMC,2.02M,49.08,5.38%,5.08%,-4.30%,"

","1,183,082",-0.28%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.09,17.83,1.07%,120.42M,19.13%,2.33B,-,-1.68,0.00%,119.17M,40.46%,2.15B,-,0.77,48.42%,20.18%,-2.42%,8.43B,0.28,-92.84%,6.02%,3.57,-19.48%,33.52,0.58,-231.83%,21.76%,24.05M,7.69%,17.56,1.10,-,66.17%,11.03,29.00,-9.78%,0.69 (3.58%),0.76,-,24.69%,-33.21%,1.77,7.10 (36.63%),1.17,42.24%,32.89%,75.53%,1.14,"Mar 24, 2025",1.25,179.57%,29.52%,70.49,5.83%,5.51%,6700,1.49,63.25%,25.48%,4.00,15.11,Yes / Yes,1.15,477.65%,22.25%,3.23,18.33,9.06%,30.79%,79.84%,May 19 BMO,6.74M,19.37,25.70%,24.40%,2.23%,"

","21,742,518",5.67%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.16,0.33,78.05%,252.58M,0.47%,3.50B,17.41,0.49,0.00%,55.45M,23.99%,83.40M,1.28,-,11.95%,4.39%,-4.35%,2.11B,1.66,22.00%,-22.60%,2.56,12.16%,3.76,2.28,20.29%,2.78%,2.43M,-31.47%,0.74,11.53,20.40%,8.89%,6.05,13.36,3.87%,0.14 (1.67%),18.04,-,4.94%,-35.78%,0.75,0.13 (1.51%),0.80,9.05%,55.89%,41.82%,0.30,"Jul 05, 2024",1.41,-37.52%,9.45%,65.38,2.71%,3.18%,7395,1.13,2.26%,3.96%,2.75,8.59,Yes / Yes,0.78,-54950.00%,-,0.68,8.65,-4.68%,-8.40%,-,Mar 27 BMO,949.30K,8.58,5.76%,14.24%,1.34%,"

","644,203",-0.81%,ZGN
