Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,-4.65%,1.07B,-,-1.11,342.96%,72.94M,12.22%,808.21M,-,-0.29,101.02%,9.33%,17.05%,-73.68M,8.72,38.90%,14.61%,14.72,10.90%,122.87M,3.19,-11.81%,-15.95%,6.81M,-3.42%,4.44,3.81,-2.56%,-19.89%,17.70 -20.11%,20.65%,3.72,-,26.71% 15.81%,-21.07%,9.03 56.59%,114.24%,-,-,41.95% 20.90%,89.52%,4.03%,4.78%,-54.78%,-,6.58,35.69%,-67.32%,0.62,-,-,7.69,95.94%,-59.96%,52.35,1.40,- -,7.69,106.06%,1.46%,1.49,22.06,-,0.06,153.21%,4.66%,1.55,14.01,286,0.05,Aug 07 AMC,7.24%,462.32K,14.14,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","715,177",0.93%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.14,1.01,11.57%,167.66M,-3.00%,7.48B,28.41,1.57,-1.61%,148.19M,1.57%,7.84B,4.38,0.40,91.78%,2.84%,22.59%,174.00M,4.64,11.72%,-0.51%,4.36,32.08%,1.61B,4.79,9.97%,6.40%,4.22M,19.76%,9.33,37.07,10.08%,10.81%,46.60 -4.14%,38.60%,1.20,26.59,32.18% -7.41%,8.26%,27.74 61.03%,55.16%,0.37 (0.82%),21.84,19.81% -5.41%,41.82%,1.76%,1.84%,193.06%,0.36 (0.81%),4.86,30.64%,16.77%,0.92,367.28%,"Aug 20, 2025",1.72,4.74%,10.78%,54.81,2.44,3.23% 0.62%,2.71,12.98%,-1.20%,1.12,45.57,35.98%,0.36,7.89%,8.57%,0.71,45.12,2500,0.35,Jul 29 AMC,19.70%,967.46K,44.67,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","684,068",-1.00%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.23,5.81,0.17%,443.95M,-1.52%,67.55B,22.07,6.91,-0.29%,442.41M,0.41%,72.91B,3.09,1.64,98.14%,1.49%,-10.49%,2.61B,7.20,7.24%,0.64%,2.13,-10.28%,9.38B,13.60,8.77%,18.24%,6.60M,-6.44%,11.21,47.08,8.49%,52.54%,200.33 -23.91%,-16.65%,3.24,30.44,8.55% 11.91%,25.07%,139.70 9.11%,-4.67%,1.99 (1.31%),18.20,5.98% 8.14%,70.03%,1.50%,2.15%,-4.59%,1.93 (1.27%),7.77,13.72%,37.51%,3.04,258.15%,"Jul 18, 2025",1.04,5.27%,27.83%,47.31,1.57,18.93% 21.14%,1.76,17.78%,-0.35%,0.92,195.36,32.86%,1.36,4.19%,-0.55%,0.54,152.88,13800,1.09,Aug 05 BMO,-5.91%,3.09M,152.43,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,664,615",-0.29%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.33,1.46,0.00%,593.65M,-6.00%,10.70B,10.73,1.68,-,593.65M,-12.01%,9.72B,1.62,0.34,14.64%,2.24%,5.38%,1.21B,1.67,-1.65%,-16.80%,6.70,-12.48%,6.42B,1.61,13.94%,9.38%,13.30M,-7.83%,11.20,2.89,7.61%,13.98%,27.50 -34.47%,-15.40%,6.24,-,18.24% 8.45%,13.37%,16.34 10.28%,-28.86%,0.62 (3.42%),5.28,9.28% 13.97%,27.49%,1.63%,1.97%,-43.33%,0.70 (3.88%),1.51,2.41%,21.97%,0.49,-,"Sep 30, 2025",1.19,14.40%,18.81%,35.46,1.39,- -,1.21,-25.19%,-7.23%,-0.18,23.68,45.76%,0.29,10.45%,-5.46%,0.47,17.87,24471,0.01,Aug 19 AMC,-5.24%,1.99M,18.02,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","927,132",0.84%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,155.70M,1.08%,42.13B,61.30,4.41,-0.86%,97.74M,-5.35%,40.35B,-,0.85,54.35%,6.10%,-8.29%,-41.48M,15.76,11.23%,-1.17%,3.09,39.60%,2.67B,23.34,20.99%,-0.75%,5.97M,49.98%,11.59,11.79,18.22%,-2.70%,318.46 -15.03%,37.18%,22.94,57.63,54.06% 21.31%,-1.17%,153.45 76.33%,67.86%,-,-,34.81% 44.03%,80.24%,3.99%,3.08%,93.27%,-,15.10,49.20%,-4.62%,8.46,-,-,1.18,23.31%,-1.55%,42.99,1.65,- -,1.94,-14.36%,-1.31%,1.06,325.60,-,1.00,21.31%,-5.92%,3.13,274.57,7348,0.97,Sep 02 AMC,15.56%,1.93M,270.58,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","6,030,143",-1.45%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.99,3.80,11.17%,267.28M,5.94%,24.99B,14.07,5.93,-1.07%,265.85M,15.86%,17.25B,5.42,1.44,63.78%,2.57%,3.10%,1.19B,5.26,5.55%,0.09%,2.11,11.42%,4.75B,2.80,1.44%,11.03%,6.82M,2.30%,29.82,3.21,4.06%,13.60%,92.80 -10.03%,19.37%,26.02,13.54,-10.66% 106.45%,13.23%,64.41 29.62%,2.55%,-,14.66,4.40% 49.60%,76.38%,2.22%,2.74%,-71.72%,-,3.63,36.57%,20.43%,2.14,-,-,4.36,3.63%,24.99%,68.25,2.29,- -,4.36,66.82%,10.15%,0.77,91.62,0.00%,0.01,4.71%,10.47%,0.99,81.93,7412,0.00,Aug 21 AMC,6.15%,3.23M,83.49,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","3,195,053",1.90%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-8.69%,3.48B,69.04,0.45,-22.78%,108.95M,-17.74%,2.84B,-,-0.25,37.56%,4.38%,0.55%,-212.37M,8.14,45.12%,-3.20%,6.14,-7.94%,427.80M,4.35,131.77%,-19.74%,4.78M,19.51%,7.20,4.18,-,-28.39%,44.34 -29.41%,60.10%,7.48,-,29.99% -3.19%,-26.45%,18.91 65.52%,-32.80%,-,-,40.38% 98.40%,62.39%,4.19%,3.25%,-62.46%,-,6.64,33.33%,-57.71%,1.52,-,-,2.93,32.56%,-49.64%,37.53,1.29,- -,3.12,54.50%,-8.95%,1.07,53.77,-,0.24,9.81%,-11.90%,1.40,33.34,1869,0.01,Aug 07 BMO,-1.86%,777.72K,31.30,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","1,091,680",-6.12%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-3.42%,7.30B,14.05,2.05,-,-,1.66%,10.79B,-,-0.23,4.41%,-,8.14%,-462.32M,0.58,56.17%,11.24%,1.17,11.05%,12.55B,-,222.51%,-7.04%,0.59M,1.62%,-13.26,5.12,-,-,33.32 -13.44%,78.02%,5.63,-,5.46% -,-,15.12 90.74%,-,-,-,118.43% 118.66%,18.90%,2.53%,2.63%,-,-,0.86,62.51%,-4.64%,0.81,-,-,0.49,39.14%,-3.68%,46.07,1.00,- -,0.59,82.59%,-2.70%,0.15,35.60,-,-,37.06%,1.03%,2.66,28.52,17439,-,Aug 14 BMO,9.33%,504.86K,28.84,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","1,340,590",1.12%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.47,5.48,1.62%,147.60M,1.06%,8.48B,9.80,5.86,-0.03%,145.24M,8.83%,-,1.37,1.46,79.15%,4.25%,19.01%,807.00M,1.71,15.11%,0.85%,4.39,12.52%,4.97B,1.30,2.84%,0.95%,6.17M,5.84%,44.24,-,7.63%,13.23%,63.22 -9.17%,16.64%,-,10.58,-9.99% 3.54%,10.37%,39.32 46.03%,1.74%,1.74 (3.03%),-,19.10% 8.98%,-,2.06%,2.13%,77.88%,1.74 (3.03%),-,32.07%,22.09%,1.24,116.52%,"Aug 14, 2025",-,2.64%,16.23%,64.49,2.84,4.85% 5.34%,0.13,27.04%,5.28%,0.93,61.70,33.52%,1.10,-1.04%,5.38%,0.56,57.30,9406,0.18,Jul 21 AMC,9.19%,1.41M,57.42,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","784,909",0.21%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,16.63,1.18%,120.46M,-6.63%,1.63B,-,-3.06,0.00%,119.04M,-14.28%,5.77B,-,1.05,52.68%,15.71%,-19.39%,2.00B,0.19,-83.79%,8.88%,3.27,-30.00%,8.58B,0.42,-205.79%,19.27%,18.70M,-37.07%,32.35,0.92,-,59.06%,29.00 -53.42%,-24.49%,14.72,0.50,-23.79% -,23.31%,11.03 22.43%,-65.78%,1.04 (7.73%),1.56,-7.73% 20.63%,32.33%,2.90%,4.13%,-,7.67 (56.81%),0.67,202.12%,28.74%,0.62,-,"Sep 02, 2025",1.11,43.57%,23.37%,31.53,4.29,16.67% -,1.20,-93.86%,-11.88%,1.66,13.54,22.25%,1.52,-15.36%,-13.92%,0.57,13.66,6700,1.21,Aug 20 BMO,-23.05%,5.71M,13.51,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,237,528",-1.10%,ZIM
