Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.30,0.77,16.20%,172.26M,7.70%,5.98B,26.55,1.32,-14.98%,143.23M,12.44%,135.60M,2.89,0.32,83.98%,2.89%,15.45%,1.54B,3.88,24.23%,6.04%,3.85,7.37%,9.32,3.75,9.34%,4.67%,4.13M,24.31%,0.95,36.75,15.65%,8.04%,25.09,34.94,18.94%,0.26 (0.75%),21.21,18.47%,6.37%,0.13%,1.15,0.32 (0.91%),1.75,0.20%,40.45%,39.42%,0.91,"Aug 20, 2024",2.83,183.51%,15.70%,69.53,2.11%,2.40%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,1.86,34.02,0.70%,5.16%,2.18%,Jul 30 AMC,1.07M,34.98,9.05%,11.41%,12.86%,"

","1,994,370",2.82%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,1.97%,1.33B,15.53,0.57,-8.45%,139.71M,0.23%,-47.27M,-,0.11,75.55%,3.94%,-4.86%,445.68M,2.99,70.20%,-0.36%,4.39,-4.24%,1.27,6.94,0.89%,-6.17%,5.50M,1.97%,3.59,2.45,15.00%,-31.02%,7.05,10.85,-6.38%,-,-,9.40%,-7.99%,-18.89%,1.72,-,2.71,12.97%,68.16%,24.82%,0.32,-,2.71,60.38%,-6.31%,51.42,3.37%,4.20%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.91,8.74,2.46%,98.33%,6.80%,Aug 21 AMC,1.25M,8.80,1.00%,-0.46%,-3.06%,"

","1,141,349",0.69%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.84,5.11,0.09%,458.37M,1.33%,87.55B,29.95,6.45,-0.23%,452.65M,5.25%,2.34B,3.96,1.46,95.69%,1.13%,14.90%,8.91B,9.82,9.66%,0.02%,2.53,13.01%,10.94,17.66,10.61%,16.79%,5.09M,6.19%,3.47,55.62,9.57%,48.88%,144.80,201.92,-2.09%,1.70 (0.88%),41.63,11.57%,20.02%,-4.30%,0.88,1.67 (0.86%),2.09,8.05%,68.32%,33.45%,3.98,"Jul 18, 2024",3.45,7.38%,36.05%,62.41,2.20%,1.84%,14100,1.36,8.43%,26.29%,1.53,222.33,Yes / Yes,1.36,-5.60%,30.71%,1.22,196.48,2.10%,5.04%,8.30%,Aug 06 BMO,2.01M,193.24,3.14%,5.08%,7.41%,"

","2,461,424",-1.65%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.03,1.42,0.86%,606.77M,3.23%,13.58B,11.29,2.01,0.00%,592.88M,14.65%,1.19B,1.18,0.40,34.67%,2.90%,5.83%,5.61B,2.42,13.02%,3.61%,7.30,0.40%,10.31,2.20,18.60%,9.95%,17.22M,-8.32%,4.71,4.82,13.57%,14.81%,15.90,25.12,6.67%,0.68 (3.01%),-,13.37%,12.68%,-9.63%,-0.10,0.97 (4.27%),1.22,15.78%,31.13%,42.81%,0.55,"Sep 10, 2024",1.26,-0.18%,24.65%,67.64,1.75%,2.34%,23554,0.30,3.60%,21.14%,1.30,29.00,Yes / Yes,0.12,-3.11%,40.76%,1.62,22.10,0.90%,2.93%,6.28%,Aug 21 BMO,2.36M,22.70,5.46%,11.41%,10.73%,"

","3,818,114",2.71%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.67%,152.49M,3.52%,26.32B,49.22,3.51,-0.16%,93.52M,-12.46%,-57.71M,-,0.63,46.95%,4.43%,-3.36%,2.17B,12.14,-10.26%,5.50%,2.10,-12.53%,8.36,20.66,22.48%,-1.39%,4.14M,11.31%,15.80,10.92,18.14%,-5.77%,146.59,259.61,-22.11%,-,44.99,-10.72%,-4.38%,-33.52%,0.84,-,1.04,48.57%,77.87%,17.73%,6.87,-,1.04,72.20%,-5.71%,47.16,2.72%,3.24%,7348,0.97,34.07%,-2.66%,1.71,214.44,Yes / Yes,0.04,53.13%,-,0.83,168.52,4.48%,24.95%,30.30%,Sep 03 AMC,1.97M,172.58,-3.52%,-5.32%,-12.47%,"

","1,629,784",2.41%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.75%,70.77M,38.41%,310.04M,-,-3.56,-0.13%,61.33M,38.85%,-194.65M,-,-0.89,100.03%,20.02%,-16.95%,40.56M,7.64,35.18%,-1.04%,6.24,-68.18%,5.38,0.81,-22.88%,-34.97%,12.28M,-80.33%,6.00,0.73,-,-42.98%,2.83,23.12,-71.22%,-,-,-50.05%,-45.92%,-81.14%,1.66,-,6.59,-20.00%,96.71%,54.06%,0.42,-,6.59,42.78%,-543.77%,67.83,17.71%,10.18%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,1.00,4.16,-,-47.48%,-,Aug 09 BMO,1.97M,4.36,31.84%,22.62%,-56.78%,"

","1,975,488",4.81%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,23.97,2.79,15.03%,307.79M,0.54%,20.59B,14.50,4.62,-0.64%,261.54M,13.16%,875.37M,15.98,1.31,59.34%,4.02%,14.75%,4.59B,4.49,-15.87%,-0.54%,3.02,0.07%,27.68,2.42,5.30%,9.01%,10.51M,-3.50%,24.46,2.74,1.50%,11.27%,55.06,74.77,-6.95%,-,11.97,-,10.22%,-10.51%,-0.05,-,4.45,95.81%,74.59%,21.52%,1.62,-,4.45,508.08%,17.80%,55.44,1.95%,2.76%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.55,66.04,1.20%,14.44%,2.09%,Aug 21 AMC,3.48M,66.91,-1.55%,7.82%,4.38%,"

","1,899,382",1.32%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,2.33%,2.09B,-,-1.80,-15.22%,98.53M,23.41%,-298.33M,-,-0.76,42.94%,5.01%,17.17%,322.71M,6.48,13.61%,-2.02%,8.51,22.55%,7.18,2.94,39.88%,-28.50%,4.93M,-16.74%,7.37,2.86,-,-36.46%,13.48,31.22,-22.83%,-,-,-16.93%,-42.02%,-32.45%,1.06,-,3.29,2095.12%,62.95%,56.45%,0.85,-,3.46,24.90%,-109.67%,64.50,2.82%,4.32%,2175,0.12,28.16%,-92.44%,1.13,47.69,Yes / Yes,0.01,34.35%,-,0.90,21.22,7.45%,-15.75%,45.95%,Aug 06 AMC,579.77K,21.09,7.08%,13.28%,5.97%,"

","522,646",-0.61%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,3.06%,387.51M,14.93,0.20,0.00%,116.59M,-16.99%,-57.85M,-,-0.00,17.20%,0.01%,-22.31%,1.22B,0.32,3.89%,-,0.07,-83.45%,2.73,1.11,336.89%,-4.29%,0.01M,-,2.20,1.38,-,-9.63%,2.62,21.91,-81.42%,-,-,-,-12.58%,-86.17%,-,-,1.61,26.18%,17.21%,15.65%,0.27,-,1.80,69.95%,-3.73%,45.75,6.91%,9.45%,3476,0.26,-1.34%,-4.74%,1.00,4.75,No / Yes,0.04,88.56%,-,0.34,2.99,-2.36%,-133.33%,5.18%,Aug 22 BMO,98.23K,3.03,-2.92%,-3.86%,-72.82%,"

","33,643",1.34%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,34.05,0.29,36.02%,76.17M,2.73%,970.55M,-,-0.19,-0.51%,63.56M,10.15%,30.22M,-,-0.10,51.86%,5.31%,13.21%,537.45M,1.81,-146.24%,-1.82%,6.22,-17.27%,0.25,39.66,11.02%,4.65%,3.38M,-34.91%,5.27,1.85,-,855.40%,7.21,15.35,-29.71%,-,11.17,-,5.26%,-36.35%,1.19,-,7.44,17.01%,89.51%,35.51%,0.46,-,7.44,-44.78%,11.55%,57.61,4.89%,4.31%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,1.22,10.19,5.30%,190.25%,-27.44%,Aug 07 AMC,542.52K,9.77,3.68%,10.03%,-12.37%,"

","664,473",-4.12%,ZIP
