Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-3.03%,1.71B,36.80,0.62,-6.25%,72.59M,-1.90%,1.48B,0.69,-0.47,100.70%,5.20%,38.09%,-63.43M,12.75,40.00%,-0.21%,3.34,82.72%,134.48M,5.38,163.55%,-14.34%,3.78M,-13.67%,4.23,6.80,53.59%,-18.46%,28.49 -20.22%,60.18%,3.34,-,26.71% 15.81%,-18.90%,9.03 151.72%,149.51%,-,-,41.95% 20.90%,90.49%,4.29%,4.09%,-44.53%,-,11.01,43.93%,-52.51%,1.00,-,-,6.94,116.21%,-47.16%,44.41,1.00,- -,6.94,34.02%,-1.84%,1.24,36.46,-,0.06,72.59%,-8.22%,0.43,22.51,286,0.05,Nov 06 AMC,30.11%,1.13M,22.73,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","490,068",0.98%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.58,1.16,11.52%,166.98M,9.92%,8.66B,28.41,1.82,-0.68%,148.06M,12.46%,8.91B,2.92,0.36,92.63%,2.91%,9.00%,198.00M,5.10,9.11%,1.83%,4.56,16.59%,1.70B,5.39,9.78%,7.22%,4.31M,11.27%,9.60,28.81,9.72%,12.06%,53.15 -2.67%,36.17%,1.80,27.34,46.13% -2.00%,9.25%,27.74 86.48%,122.49%,0.44 (0.85%),23.62,9.78% -2.36%,41.64%,4.51%,2.70%,149.86%,0.38 (0.73%),5.25,25.84%,17.01%,1.40,492.23%,"Feb 20, 2026",2.07,8.26%,11.68%,66.78,2.25,23.86% 3.50%,3.13,17.38%,7.63%,1.07,55.33,32.87%,0.35,9.85%,8.99%,1.54,52.53,2600,0.34,Feb 03 AMC,19.38%,945.66K,51.73,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","1,456,256",-1.52%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.59,5.93,0.18%,441.46M,4.67%,56.47B,18.77,6.83,0.00%,439.89M,0.75%,61.66B,2.40,1.40,98.07%,3.22%,6.56%,2.65B,6.01,7.10%,0.04%,2.76,-14.02%,9.40B,10.48,7.68%,17.96%,14.15M,1.84%,12.23,27.10,7.83%,49.87%,177.00 -27.61%,-25.47%,4.73,25.21,8.55% 11.91%,20.92%,115.25 11.18%,-19.07%,1.99 (1.56%),15.32,5.98% 8.14%,70.29%,2.09%,2.30%,-20.23%,2.03 (1.58%),6.56,11.51%,37.63%,2.92,225.78%,"Apr 20, 2026",2.28,2.68%,28.21%,58.84,1.78,18.93% 21.14%,3.64,8.17%,2.58%,0.96,155.27,32.86%,1.35,0.50%,3.23%,0.68,127.30,13800,1.35,Feb 12 BMO,-10.60%,5.13M,128.13,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,510,745",0.65%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.37,1.49,0.00%,591.63M,8.49%,14.23B,13.30,1.84,-,582.69M,12.53%,12.50B,1.41,0.45,11.49%,2.86%,29.62%,1.23B,2.16,5.93%,-1.40%,8.42,21.01%,6.59B,2.14,12.00%,9.42%,16.64M,16.90%,11.39,4.00,9.46%,13.83%,24.33 0.37%,24.21%,6.10,-,18.24% 8.45%,13.37%,16.34 49.45%,-9.94%,0.68 (2.79%),6.96,9.28% 13.97%,26.00%,2.15%,1.95%,-32.03%,0.65 (2.66%),1.90,3.12%,20.42%,0.50,-,"Sep 30, 2025",1.34,12.90%,18.61%,76.76,1.32,- -,1.38,7.47%,8.25%,-0.18,24.47,45.76%,0.19,11.30%,12.24%,1.27,24.13,24471,0.01,Nov 19 AMC,25.17%,1.98M,24.42,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,512,645",1.20%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-7.29%,27.80B,38.94,4.48,-0.14%,102.57M,-19.56%,26.31B,2.11,0.89,52.96%,7.49%,-45.52%,-41.04M,9.81,16.26%,0.73%,3.85,-35.71%,2.83B,14.02,17.41%,-0.73%,7.68M,-22.49%,12.43,8.37,18.48%,-2.41%,336.99 -48.27%,-17.97%,20.83,32.81,54.06% 21.31%,-1.10%,162.87 7.04%,30.23%,-,1603.59,34.81% 44.03%,76.55%,6.54%,4.30%,-21.85%,-,9.29,-8.83%,-4.25%,9.02,-,-,1.74,23.24%,-1.45%,27.04,1.42,- -,1.74,7.34%,-12.68%,1.03,317.67,-,0.93,25.50%,-20.56%,1.20,170.18,7923,0.89,Feb 26 AMC,-35.40%,1.99M,174.34,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,399,273",2.44%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,18.46,5.15,10.61%,266.35M,7.06%,28.13B,15.66,6.07,-2.51%,264.68M,11.52%,20.22B,3.45,1.49,69.06%,2.42%,16.28%,1.59B,5.85,7.74%,3.69%,1.96,36.15%,4.81B,3.04,1.64%,14.44%,6.40M,10.08%,31.27,3.54,4.54%,17.74%,97.58 -2.65%,9.06%,26.87,14.05,-10.66% 106.45%,17.11%,64.41 47.48%,28.00%,-,15.50,4.40% 49.60%,76.89%,4.72%,4.17%,-77.96%,-,4.21,72.42%,22.86%,3.64,-,-,4.36,3.85%,33.17%,60.71,2.12,- -,4.36,204.90%,6.96%,0.90,97.69,0.00%,0.01,4.44%,8.21%,1.12,95.39,7412,0.00,Feb 25 AMC,16.31%,3.26M,94.99,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,648,539",-0.42%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,18.99%,2.19B,-,-1.17,-9.10%,109.69M,5.39%,1.59B,-,-0.36,29.42%,3.27%,-10.73%,-206.78M,4.96,32.96%,-2.99%,4.26,-43.59%,441.94M,2.84,33.14%,-19.29%,3.59M,10.83%,6.87,2.68,64.46%,-28.97%,44.34 -55.91%,-28.73%,7.29,-,30.02% -3.16%,-26.83%,15.96 22.49%,-48.35%,-,-,40.31% 98.33%,61.32%,5.82%,4.06%,-89.13%,-,3.60,30.14%,-51.59%,0.86,-,-,2.68,23.78%,-46.79%,63.06,1.31,- -,2.87,23.67%,9.03%,0.88,38.35,-,0.29,12.75%,7.50%,1.06,18.44,1869,0.01,Nov 06 BMO,-31.39%,842.84K,19.55,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","893,934",6.02%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.67,6.01,1.74%,147.65M,2.76%,9.46B,9.74,6.58,-2.14%,145.08M,6.39%,-,2.34,1.41,80.58%,3.67%,22.66%,887.00M,1.91,3.70%,1.55%,3.22,23.75%,4.94B,1.33,5.58%,1.00%,5.33M,9.46%,48.18,-,4.17%,13.39%,66.18 -3.17%,14.37%,-,9.21,1.25% 14.72%,10.25%,39.32 62.97%,22.03%,1.82 (2.84%),-,14.19% 10.90%,-,2.79%,2.50%,29.25%,1.76 (2.75%),-,21.59%,23.77%,1.56,208.97%,"Feb 12, 2026",-,-1.00%,17.94%,64.95,2.72,3.66% 5.29%,0.15,30.96%,5.13%,0.81,66.81,29.28%,0.64,-0.08%,7.94%,1.02,65.16,9195,0.21,Jan 20 AMC,18.18%,1.65M,64.08,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,681,175",-1.66%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.49,8.32,1.17%,120.46M,-4.73%,2.50B,-,-2.57,0.00%,119.05M,-7.46%,6.21B,-,-0.32,44.57%,13.32%,40.73%,1.00B,0.33,-82.23%,-9.75%,3.47,16.40%,7.59B,0.62,-181.01%,9.16%,15.86M,-2.36%,33.34,1.28,-,25.25%,24.47 -15.27%,7.02%,16.19,1.03,-23.79% -,11.79%,11.03 87.86%,-4.05%,1.24 (6.00%),2.24,-7.73% 20.63%,23.74%,4.01%,4.95%,28.98%,4.28 (20.65%),0.82,-30.30%,19.63%,1.04,-,"Dec 01, 2025",1.22,1.63%,13.21%,44.54,3.83,16.67% -,1.30,-89.07%,-5.63%,1.55,16.68,22.25%,1.41,-35.73%,-2.05%,0.47,21.22,6700,1.12,Nov 20 BMO,22.46%,4.57M,20.73,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,148,717",-2.31%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.56,0.41,75.38%,254.09M,15.57%,4.40B,22.75,0.47,0.00%,62.55M,-0.74%,5.43B,1.12,-,24.48%,5.95%,9.68%,103.34M,2.12,24.39%,1.01%,5.88,39.56%,2.08B,2.63,6.59%,3.34%,3.72M,4.98%,4.09,16.34,20.33%,10.58%,11.07 -2.84%,22.55%,0.66,23.80,- -,5.45%,6.05 77.85%,-12.94%,0.15 (1.37%),12.17,11.29% -,55.55%,4.18%,4.17%,0.09%,0.14 (1.32%),2.61,-5.94%,8.97%,0.40,-,"Jul 07, 2025",0.79,-1.88%,4.97%,61.98,1.82,15.87% -,1.42,-54950.00%,9.58%,0.74,11.49,42.68%,1.17,-,5.11%,1.31,10.50,7395,0.82,Sep 05 BMO,15.54%,632.75K,10.76,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","827,115",2.48%,ZGN
