Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.11,0.79,16.06%,172.26M,3.02%,6.48B,27.67,1.34,-8.73%,142.45M,2.12%,137.70M,2.96,0.28,85.41%,5.58%,22.36%,1.55B,4.17,27.71%,7.37%,5.32,15.66%,9.34,3.98,8.38%,4.94%,7.95M,32.07%,1.08,34.47,15.89%,8.52%,27.55,38.11,26.32%,0.27 (0.72%),23.99,18.47%,6.47%,-2.52%,1.14,0.32 (0.86%),1.71,0.20%,41.40%,34.85%,0.81,"Nov 20, 2024",2.70,28.10%,16.27%,62.96,2.61%,2.05%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.56,37.08,0.95%,5.82%,2.91%,Oct 29 AMC,1.49M,37.15,1.71%,6.87%,15.54%,"

","840,266",0.19%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,153.54M,0.10%,1.52B,17.35,0.57,-6.66%,141.75M,14.87%,-47.27M,-,0.11,74.42%,4.12%,18.59%,445.68M,3.41,70.45%,4.44%,2.31,-4.81%,1.27,7.80,1.33%,-6.17%,5.84M,32.93%,3.54,2.79,15.00%,-31.02%,7.28,10.85,5.21%,-,-,9.40%,-7.99%,-8.85%,1.69,-,2.71,12.97%,68.16%,35.85%,0.15,-,2.71,60.38%,-6.31%,73.56,0.37%,1.50%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,1.09,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.52M,9.89,3.26%,9.51%,8.16%,"

","2,744,795",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.94,5.32,0.08%,458.37M,-4.15%,80.77B,27.09,6.47,0.00%,452.68M,-7.81%,2.43B,3.45,1.42,95.69%,0.97%,-5.46%,9.15B,8.83,9.72%,-0.85%,2.37,5.56%,10.94,16.01,10.78%,16.79%,4.38M,8.87%,3.41,51.32,9.55%,48.88%,144.80,201.92,-11.24%,1.71 (0.97%),38.41,11.57%,20.75%,-13.24%,0.91,1.73 (0.99%),2.09,8.05%,73.01%,20.98%,4.09,"Oct 31, 2024",3.45,7.38%,36.05%,33.09,2.22%,1.96%,14100,1.36,9.33%,26.55%,1.50,223.69,Yes / Yes,1.36,16.43%,30.71%,2.25,181.95,4.34%,8.49%,11.02%,Nov 04 BMO,1.85M,175.18,-6.17%,-7.21%,-2.31%,"

","4,163,830",-3.72%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.86,1.42,0.86%,606.77M,-8.33%,13.43B,11.24,2.00,0.00%,592.88M,-16.78%,1.19B,1.22,0.40,34.78%,3.09%,15.65%,5.61B,2.39,13.61%,-2.08%,6.82,4.95%,10.31,2.18,18.16%,9.95%,18.33M,-6.14%,4.71,4.77,13.00%,14.81%,15.90,27.50,5.55%,0.68 (3.02%),-,13.37%,12.68%,-18.33%,-0.08,0.97 (4.32%),1.22,15.78%,31.13%,41.30%,0.76,"Sep 10, 2024",1.26,-0.18%,24.65%,35.20,1.94%,2.34%,23554,0.30,3.60%,21.14%,1.31,29.47,Yes / Yes,0.12,-3.11%,40.76%,0.88,23.09,0.90%,2.93%,6.28%,Nov 19 AMC,2.69M,22.46,-9.00%,-4.71%,5.78%,"

","2,359,447",-2.73%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,-1.12%,28.48B,52.95,3.49,-0.14%,94.08M,6.31%,-57.71M,-,0.63,46.98%,5.14%,11.55%,2.17B,13.14,-10.59%,-0.84%,2.71,3.79%,8.36,22.13,22.45%,-1.39%,4.84M,16.15%,15.65,11.82,18.50%,-5.77%,153.45,259.61,-16.55%,-,48.68,-10.72%,-4.38%,-28.78%,0.80,-,1.04,48.57%,77.87%,20.50%,5.32,-,1.04,72.20%,-5.71%,51.57,3.04%,2.91%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.47,182.59,4.48%,24.95%,30.30%,Sep 03 AMC,1.79M,184.90,-1.51%,3.11%,-3.36%,"

","831,114",1.27%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,31.80%,322.56M,-,-3.57,-0.12%,61.39M,10.68%,-194.65M,-,-0.91,97.58%,12.48%,5.97%,40.56M,7.95,32.96%,-17.97%,4.02,-68.17%,5.38,0.69,-19.17%,-34.97%,7.66M,-77.53%,4.93,0.76,-,-42.98%,2.66,18.24,-75.38%,-,-,-50.05%,-45.92%,-79.55%,1.72,-,6.59,-20.00%,96.71%,40.23%,0.31,-,6.59,42.78%,-543.77%,63.32,14.89%,8.22%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,1.50,3.32,-,-47.48%,-,Aug 09 BMO,1.91M,3.73,22.86%,12.74%,-55.07%,"

","2,852,483",12.35%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,27.06,2.79,15.02%,307.79M,2.29%,23.52B,14.24,5.30,-0.92%,261.57M,10.02%,875.37M,4.51,1.31,58.65%,3.32%,35.30%,4.59B,5.13,2.35%,0.37%,2.69,22.19%,27.68,2.73,-0.54%,9.01%,8.68M,23.27%,24.19,3.12,6.00%,11.27%,55.06,76.03,5.05%,-,13.67,-,10.22%,-0.64%,-0.06,-,4.45,95.81%,74.59%,37.20%,1.47,-,4.45,508.08%,17.80%,70.98,1.94%,2.19%,7420,0.01,2.76%,19.08%,2.47,75.79,Yes / Yes,0.00,17.25%,0.00%,0.48,75.60,1.20%,14.44%,2.09%,Nov 25 AMC,3.23M,75.54,5.06%,8.29%,17.78%,"

","1,548,984",-0.08%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,-5.07%,3.06B,-,-1.82,-11.45%,98.53M,17.19%,-298.33M,-,-0.78,42.06%,4.82%,70.57%,322.71M,9.49,13.14%,7.84%,6.32,82.67%,7.18,4.30,39.32%,-28.50%,4.75M,21.23%,7.37,4.19,-,-36.46%,13.48,36.60,13.03%,-,-,-16.93%,-42.02%,-15.60%,1.02,-,3.29,2095.12%,62.95%,129.15%,1.50,-,3.46,24.90%,-109.67%,65.91,3.52%,4.76%,2175,0.12,28.16%,-92.44%,1.13,51.24,Yes / Yes,0.01,34.35%,-,1.35,30.46,7.45%,-15.75%,45.95%,Nov 12 BMO,751.90K,30.89,8.89%,27.44%,55.71%,"

","1,016,632",1.41%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,5.11%,500.05M,19.83,0.20,0.00%,116.59M,5.39%,-57.85M,-,-0.00,17.19%,0.03%,49.24%,1.22B,0.41,27.13%,99.53%,0.40,-69.29%,2.73,1.43,405.88%,-4.29%,0.03M,-,2.20,1.78,-,-9.63%,2.62,21.91,-76.03%,-,-,-,-12.58%,-82.16%,-,-,1.61,26.18%,17.21%,49.24%,0.25,-,1.80,69.95%,-3.73%,62.22,6.68%,6.84%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,1.25,3.84,-2.36%,-133.33%,5.18%,Aug 22 BMO,77.86K,3.91,5.24%,16.07%,-57.99%,"

","97,013",1.82%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,31.61,0.29,36.08%,76.17M,-1.20%,896.15M,-,-0.19,-0.48%,63.49M,-5.72%,30.22M,-,-0.10,51.88%,6.16%,17.79%,537.45M,1.67,-146.15%,2.46%,7.72,-14.03%,0.25,36.82,11.05%,4.65%,3.91M,-19.02%,5.30,1.71,-,855.40%,7.21,15.35,-34.75%,-,10.31,-,5.26%,-40.91%,1.20,-,7.44,17.01%,89.51%,25.80%,0.34,-,7.44,-44.78%,11.55%,40.63,3.48%,3.42%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.44,9.22,5.30%,189.99%,-27.44%,Nov 06 AMC,506.39K,9.07,-4.40%,-4.31%,-12.86%,"

","221,634",-1.63%,ZIP
