Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.55,0.92,16.26%,170.31M,-7.15%,6.03B,23.64,1.50,-2.06%,142.37M,-5.46%,160.20M,3.97,0.29,83.36%,4.26%,-9.81%,1.57B,3.85,4.92%,-3.26%,6.47,16.10%,9.32,3.81,11.71%,5.98%,6.06M,14.60%,1.16,30.46,9.71%,9.96%,28.25,41.15,-4.91%,0.37 (1.05%),22.20,-7.41%,7.54%,-13.80%,1.16,0.33 (0.93%),1.81,0.56%,41.36%,25.56%,0.87,"Feb 20, 2025",2.91,44.23%,16.48%,29.09,1.97%,2.08%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,1.34,35.97,1.11%,14.78%,3.90%,Feb 04 AMC,937.16K,35.47,-7.29%,-7.36%,2.64%,"

","1,253,493",-1.39%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,-,-,-0.50,12.30%,152.26M,0.20%,1.54B,17.19,0.58,-5.84%,126.31M,0.50%,-74.00M,-,0.14,68.00%,3.21%,1.21%,452.80M,3.40,67.70%,-0.72%,1.61,15.97%,1.20,8.35,3.55%,-9.20%,4.06M,14.38%,3.64,2.75,-,-47.80%,7.70,10.85,1.01%,-,21.60,9.40%,-10.70%,-7.65%,1.70,-,2.50,12.90%,69.50%,30.13%,0.03,-,2.60,14.25%,-7.30%,65.67,0.32%,0.26%,1618,2.21,6.78%,-16.30%,3.00,10.00,Yes / No,2.18,-443.60%,0.00%,0.00,10.02,0.77%,39.13%,6.50%,Dec 09 AMC,2.52M,10.02,0.30%,0.60%,5.25%,"

",0,0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.82,5.47,0.11%,448.47M,-8.11%,70.54B,22.92,6.87,-0.77%,447.28M,-5.77%,2.49B,3.20,1.40,94.98%,1.92%,-9.45%,9.26B,7.62,4.77%,-2.11%,3.17,-14.10%,10.64,14.81,10.80%,17.43%,8.58M,-14.15%,4.44,35.50,9.00%,50.91%,144.80,200.53,-3.32%,1.97 (1.25%),30.69,11.91%,24.46%,-21.45%,0.94,1.80 (1.14%),1.08,8.22%,69.10%,8.78%,5.04,"Apr 21, 2025",1.75,7.70%,36.65%,32.36,3.59%,2.53%,13800,1.42,8.33%,26.86%,1.55,214.47,Yes / Yes,1.13,12.87%,32.86%,2.82,164.93,0.86%,2.77%,4.70%,Feb 13 BMO,2.70M,157.52,-7.36%,-7.02%,-11.17%,"

","7,612,517",-4.49%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.06,1.43,0.86%,598.04M,4.47%,12.01B,11.19,1.80,0.00%,592.88M,9.48%,1.20B,1.26,0.45,25.16%,2.72%,-3.51%,5.83B,2.06,10.73%,-14.83%,5.48,3.18%,10.74,1.87,10.98%,9.47%,16.12M,15.46%,5.47,3.67,11.20%,14.45%,17.57,27.50,2.76%,0.66 (3.27%),-,13.37%,13.77%,-26.95%,-0.12,0.97 (4.83%),0.94,14.65%,31.29%,14.34%,0.54,"Sep 10, 2024",0.96,-2.64%,24.78%,60.10,2.35%,2.35%,23554,0.30,8.68%,20.51%,1.35,26.40,Yes / Yes,0.01,3.34%,40.76%,0.64,19.93,1.13%,0.45%,17.70%,Nov 19 AMC,2.94M,20.09,5.37%,5.18%,-5.31%,"

","1,893,411",0.80%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.08%,153.41M,3.49%,32.64B,60.21,3.53,-0.12%,95.00M,11.95%,-36.27M,-,0.69,50.06%,5.72%,1.75%,2.30B,14.20,-6.48%,4.13%,3.07,15.61%,9.31,22.84,18.42%,-0.87%,5.43M,-12.40%,17.65,12.05,10.31%,-3.24%,153.45,255.00,17.90%,-,50.05,-10.72%,-2.47%,-16.59%,0.87,-,1.09,48.57%,77.81%,38.61%,6.20,-,1.09,79.05%,-4.74%,64.41,2.73%,2.97%,7348,0.87,30.77%,-1.58%,1.82,227.84,Yes / Yes,0.03,65.17%,-,0.99,214.84,3.71%,22.75%,26.42%,Mar 05 AMC,1.77M,212.70,5.29%,8.31%,13.68%,"

","1,757,983",-1.00%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,25.66%,71.15M,26.56%,173.19M,-,-2.56,0.48%,52.97M,-14.74%,-179.28M,-,-0.71,86.84%,9.15%,-34.50%,40.56M,4.27,44.78%,-14.30%,2.59,-16.06%,4.98,0.49,-3.55%,-34.60%,4.85M,-77.56%,5.49,0.44,17.67%,-42.89%,1.61,18.07,-19.80%,-,-,-50.05%,-45.41%,-86.55%,1.81,-,7.29,0.00%,96.77%,50.93%,0.27,-,7.29,45.45%,-515.94%,53.28,10.79%,13.38%,168,0.12,-,-442.02%,2.09,6.27,Yes / Yes,0.11,28.19%,-,0.45,2.43,-,38.34%,-,Nov 06,1.87M,2.43,15.58%,-9.91%,-47.89%,"

","849,032",0.00%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.41,3.00,14.70%,306.50M,-1.18%,26.08B,15.88,5.36,-2.49%,261.44M,6.03%,941.21M,15.44,1.30,61.75%,3.41%,-1.41%,4.63B,5.64,4.34%,0.89%,2.93,49.30%,28.31,3.01,-1.44%,9.41%,8.92M,33.68%,25.16,3.38,1.84%,11.70%,55.06,92.80,4.28%,-,15.12,-,10.80%,-8.30%,0.23,-,4.50,97.66%,74.54%,54.56%,2.39,-,4.50,296.12%,17.93%,53.45,2.86%,2.86%,7420,0.01,2.87%,20.34%,2.32,93.25,Yes / Yes,0.00,44.84%,0.00%,0.46,85.16,1.23%,5.67%,3.59%,Feb 24 AMC,3.05M,85.10,1.10%,1.92%,20.78%,"

","1,412,461",-0.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.21%,108.94M,5.34%,3.16B,-,-1.64,-9.85%,108.70M,17.89%,-270.85M,-,-0.67,51.17%,7.10%,0.14%,355.75M,8.88,22.15%,-8.32%,9.75,78.46%,6.78,4.28,38.99%,-26.70%,7.71M,63.56%,6.57,4.41,-,-34.98%,13.48,36.60,10.73%,-,-,-16.93%,-40.20%,-20.77%,1.13,-,2.87,136.21%,63.17%,115.13%,1.30,-,3.01,10.91%,-95.07%,63.76,4.24%,4.68%,2175,0.19,35.01%,-76.13%,1.17,48.24,Yes / Yes,0.01,40.53%,-,0.70,28.82,0.02%,94.89%,47.72%,Feb 27 BMO,790.93K,29.00,6.80%,8.46%,26.99%,"

","549,817",0.62%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-3.32%,447.84M,35.28,0.10,0.00%,116.94M,-0.57%,-41.45M,-,-0.01,17.89%,0.01%,-10.51%,1.23B,0.37,-94.35%,6.94%,0.33,11.86%,2.72,1.28,158.61%,-3.21%,0.01M,-80.23%,2.29,1.52,-,-7.35%,2.62,21.91,-0.57%,-,-,-,-9.02%,-84.07%,-0.01,-,1.62,26.18%,17.54%,33.21%,0.20,-,1.81,72.88%,-3.55%,46.37,5.65%,5.44%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,2.60,3.41,-,50.00%,1.80%,Nov 22 BMO,40.90K,3.49,-2.12%,-1.50%,-24.98%,"

","106,395",2.35%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,247.57,0.03,28.92%,75.06M,-4.73%,747.41M,-,-0.18,-0.66%,69.45M,9.60%,3.57M,-,-0.11,53.64%,4.49%,-25.37%,498.90M,1.50,-129.49%,-4.41%,7.05,-5.90%,0.14,54.99,-34.86%,0.55%,3.12M,-45.51%,5.09,1.50,-,430.38%,6.51,14.79,5.66%,-,11.14,-,0.63%,-48.28%,1.19,-,7.35,17.01%,89.13%,17.51%,0.32,-,7.35,-94.10%,5.24%,53.82,3.45%,4.16%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.71,7.73,4.27%,71.12%,-24.77%,Feb 25 AMC,442.17K,7.65,3.47%,2.85%,-13.62%,"

","314,657",-1.03%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.25,4.95,1.57%,147.87M,-2.65%,8.23B,9.69,5.75,-1.30%,145.27M,-4.23%,732.00M,2.02,1.18,78.42%,2.82%,-6.62%,4.99B,1.65,6.57%,-3.41%,3.42,22.91%,40.97,1.36,9.01%,0.89%,4.09M,41.69%,-,-,5.57%,13.19%,38.01,63.22,2.75%,1.73 (3.10%),11.01,3.53%,10.35%,-11.83%,1.08,2.09 (3.75%),-,10.13%,-,46.65%,1.48,"Feb 13, 2025",0.17,14.10%,20.26%,44.91,2.37%,2.43%,9406,0.78,7.91%,14.66%,2.82,63.88,Yes / Yes,0.16,72.04%,33.54%,1.11,55.45,4.18%,6.00%,4.59%,Jan 21 AMC,1.20M,55.74,-2.81%,-1.51%,11.18%,"

","1,323,043",0.52%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.69,11.93,1.08%,120.39M,11.28%,2.42B,8.13,2.47,0.00%,119.05M,14.96%,1.44B,0.02,3.22,52.45%,14.01%,-13.41%,7.47B,0.32,168.18%,10.35%,2.53,9.80%,32.61,0.62,-83.81%,14.97%,16.67M,77.35%,19.24,1.05,86.64%,44.28%,8.73,29.00,-6.24%,5.83 (28.97%),1.14,-,17.37%,-30.59%,1.65,3.97 (19.72%),1.26,36.98%,27.42%,130.48%,1.08,"Dec 02, 2024",1.33,167.33%,23.81%,58.20,6.13%,5.16%,6460,1.49,21.47%,19.26%,4.00,18.34,Yes / Yes,1.11,149.38%,-,0.52,19.68,15.59%,34.46%,117.22%,Nov 20 BMO,6.59M,20.13,11.69%,4.71%,3.60%,"

","3,427,055",2.29%,ZIM
ZoomInfo Technologies Inc,Technology,Software - Application,USA,NASD,-,382.09,0.03,20.68%,342.91M,2.40%,3.52B,11.11,0.92,-0.02%,272.35M,3.33%,9.00M,-,0.23,85.13%,4.31%,-21.71%,1.22B,2.88,-7.85%,-15.67%,1.59,15.45%,4.87,2.10,-0.97%,0.13%,11.74M,-44.10%,0.43,23.81,-0.94%,0.46%,7.65,18.69,-2.57%,-,10.58,-,0.30%,-45.23%,1.02,-,0.63,44.78%,83.40%,33.86%,0.38,-,0.63,-92.06%,11.26%,49.53,3.49%,3.59%,3516,0.82,-0.26%,0.74%,3.00,11.20,Yes / Yes,0.81,-11.84%,0.00%,0.34,10.17,1.41%,26.87%,-3.25%,Feb 25 AMC,7.38M,10.24,0.32%,-1.56%,-7.27%,"

","2,508,692",0.69%,ZI
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,20.93,0.43,76.38%,252.42M,1.83%,2.25B,20.85,0.43,0.00%,59.63M,15.99%,108.84M,17.45,-,17.14%,2.68%,18.77%,2.12B,1.06,-26.51%,-1.65%,2.06,-12.12%,3.62,2.46,15.66%,3.69%,1.60M,-27.66%,1.35,6.59,1.20%,12.47%,7.13,15.26,7.99%,0.12 (1.36%),9.96,-,6.48%,-41.55%,0.67,0.13 (1.46%),0.79,11.31%,55.26%,25.11%,0.35,"Jul 05, 2024",1.41,20.85%,9.24%,52.98,3.89%,4.18%,7201,1.19,21.21%,5.13%,2.71,9.70,Yes / Yes,0.84,-54950.00%,24.23%,1.06,9.09,-5.04%,-45.65%,-,Sep 18 BMO,774.09K,8.92,-0.61%,4.33%,-9.12%,"

","822,787",-1.87%,ZGN
