Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,0.82%,1.77B,37.95,0.62,-6.25%,72.59M,-11.95%,1.53B,0.71,-0.47,100.62%,5.27%,22.82%,-63.43M,13.14,40.00%,-2.54%,3.30,86.03%,134.48M,5.54,163.55%,-14.34%,3.82M,-10.98%,4.23,7.02,53.59%,-18.46%,28.49 -17.73%,60.55%,3.34,-,26.71% 15.81%,-18.90%,9.03 159.58%,144.68%,-,-,41.95% 20.90%,90.49%,3.51%,4.78%,-46.80%,-,11.41,43.93%,-52.51%,1.01,-,-,6.94,116.21%,-47.16%,47.20,1.00,- -,6.94,34.02%,0.06%,1.24,35.62,-,0.06,72.59%,-6.35%,0.41,23.17,286,0.05,Nov 06 AMC,36.23%,1.16M,23.44,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","476,555",1.17%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.88,1.12,11.52%,167.47M,0.45%,7.88B,28.39,1.66,-0.48%,148.06M,0.45%,8.17B,2.32,0.34,93.46%,3.24%,-0.11%,192.30M,4.75,17.55%,1.73%,5.62,7.00%,1.66B,4.95,10.19%,6.93%,4.79M,1.23%,9.50,30.28,12.23%,11.76%,50.03 -5.94%,19.32%,1.55,27.29,32.18% -7.41%,9.03%,27.74 69.65%,118.99%,0.37 (0.79%),22.37,19.81% -5.41%,41.36%,2.45%,2.27%,146.14%,0.38 (0.81%),4.92,42.07%,16.69%,1.03,496.10%,"Feb 20, 2026",1.83,6.88%,11.59%,52.49,2.25,3.23% 0.62%,2.78,44.39%,1.00%,1.08,51.22,35.98%,0.35,11.07%,0.18%,1.46,46.93,2500,0.34,Feb 03 AMC,9.91%,851.82K,47.06,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","1,244,722",0.28%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.63,5.93,0.18%,441.46M,-2.04%,53.95B,17.93,6.83,0.00%,439.89M,-2.79%,59.13B,2.29,1.40,98.36%,3.54%,-15.05%,2.65B,5.74,7.10%,0.45%,2.88,-19.37%,9.40B,10.01,7.68%,17.96%,15.56M,-2.71%,12.23,25.89,7.83%,49.87%,177.40 -31.00%,-28.37%,4.73,24.08,8.55% 11.91%,20.92%,115.25 6.21%,-25.89%,1.99 (1.63%),14.69,5.98% 8.14%,70.29%,2.79%,2.47%,-20.07%,2.03 (1.66%),6.29,11.51%,37.63%,2.98,179.03%,"Jan 20, 2026",2.28,2.68%,28.21%,44.13,1.78,18.93% 21.14%,3.64,8.17%,-1.92%,0.96,155.27,32.86%,1.35,0.50%,-1.07%,0.71,124.94,13800,1.35,Feb 12 BMO,-14.93%,5.40M,122.41,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,815,881",-2.02%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.09,1.49,0.00%,591.63M,3.83%,13.12B,12.31,1.83,-,582.69M,4.89%,11.39B,1.30,0.45,11.54%,2.92%,21.09%,1.23B,1.99,5.98%,-2.12%,9.21,9.91%,6.59B,1.98,11.83%,9.42%,17.00M,7.75%,11.39,3.69,9.50%,13.83%,22.69 -0.82%,20.63%,6.10,-,18.24% 8.45%,13.37%,16.34 37.76%,-21.66%,0.68 (3.03%),6.34,9.28% 13.97%,26.00%,1.93%,1.90%,-33.66%,0.65 (2.89%),1.73,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.90%,18.61%,61.03,1.45,- -,1.38,7.47%,2.18%,-0.18,23.86,45.76%,0.19,11.30%,5.38%,0.95,22.13,24471,0.01,Nov 19 AMC,16.10%,1.85M,22.51,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,750,222",1.72%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-14.39%,29.99B,42.00,4.48,-0.14%,102.57M,-14.74%,28.50B,2.27,0.89,52.98%,6.76%,-43.21%,-41.04M,10.58,16.26%,-1.75%,3.77,-34.22%,2.83B,15.13,17.41%,-0.73%,6.93M,-16.39%,12.43,9.03,18.48%,-2.41%,336.99 -44.20%,-7.18%,20.83,35.39,54.06% 21.31%,-1.10%,164.78 14.12%,47.47%,-,1462.36,34.81% 44.03%,76.55%,4.72%,3.56%,-5.61%,-,10.06,-8.83%,-4.14%,8.24,-,-,1.74,23.24%,-1.45%,25.93,1.45,- -,1.74,7.34%,-11.15%,1.02,317.67,-,0.93,25.50%,-18.11%,1.72,200.61,7923,0.89,Nov 25 AMC,-30.49%,1.84M,188.05,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,157,620",-6.26%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.24,5.15,10.52%,266.35M,-6.05%,26.27B,14.63,6.07,-2.45%,264.96M,6.49%,18.37B,3.23,1.49,68.92%,2.07%,1.72%,1.59B,5.47,7.74%,3.48%,1.79,23.13%,4.81B,2.84,1.63%,14.44%,5.49M,2.83%,31.27,3.30,4.53%,17.74%,97.58 -9.07%,2.06%,26.87,13.12,-10.66% 106.45%,17.11%,64.41 37.76%,19.66%,-,14.08,4.40% 49.60%,76.89%,4.76%,3.73%,-76.07%,-,3.82,72.42%,22.86%,3.42,-,-,4.36,3.85%,33.17%,51.35,2.18,- -,4.36,204.90%,1.77%,0.90,97.00,0.00%,0.01,4.44%,2.38%,1.60,92.86,7412,0.00,Feb 25 AMC,9.32%,3.07M,88.73,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","4,897,119",-4.45%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-3.64%,1.83B,-,-1.09,-9.17%,108.86M,-5.19%,1.23B,-,-0.35,29.68%,3.56%,-37.12%,-206.78M,4.13,33.03%,-4.15%,4.43,-56.82%,441.94M,2.39,37.56%,-19.29%,3.87M,-6.86%,6.87,2.24,-,-28.97%,44.34 -62.95%,-39.57%,7.35,-,30.02% -3.16%,-26.83%,15.96 2.94%,-63.39%,-,-,40.31% 98.33%,61.32%,3.75%,3.50%,-89.53%,-,2.78,30.14%,-51.59%,0.74,-,-,2.68,23.78%,-46.79%,33.49,1.31,- -,2.87,23.67%,-9.06%,0.89,39.29,-,0.29,12.75%,-10.65%,0.94,16.30,1869,0.01,Nov 06 BMO,-43.02%,873.80K,16.43,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","823,188",0.80%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.38,6.01,1.46%,147.65M,5.46%,9.21B,9.49,6.57,-1.54%,145.49M,5.25%,-,2.27,1.41,81.14%,4.40%,19.67%,887.00M,1.86,3.55%,1.94%,4.07,18.20%,4.94B,1.29,5.64%,1.00%,6.40M,6.53%,48.18,-,4.17%,13.39%,62.26 0.16%,7.78%,-,8.96,1.25% 14.72%,10.25%,39.32 58.60%,16.84%,1.82 (2.92%),-,14.19% 10.90%,-,2.48%,2.43%,42.34%,1.76 (2.82%),-,21.59%,23.77%,1.42,193.46%,"Feb 12, 2026",-,-1.00%,17.94%,64.43,2.68,3.66% 5.29%,0.15,30.96%,4.10%,0.81,66.52,29.28%,0.64,-0.08%,7.27%,1.11,60.99,9195,0.21,Jan 20 AMC,16.10%,1.57M,62.36,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,741,385",2.25%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.62,8.32,1.17%,120.46M,-4.23%,2.62B,-,-2.57,0.00%,119.05M,-0.68%,6.34B,-,-0.32,42.93%,16.39%,41.48%,1.00B,0.35,-82.23%,-8.31%,4.20,38.07%,7.59B,0.65,-181.01%,9.16%,19.52M,2.50%,33.34,1.34,-,25.25%,24.47 -11.06%,22.25%,16.19,1.08,-23.79% -,11.79%,11.03 97.19%,21.56%,1.24 (5.72%),2.29,-7.73% 20.63%,23.74%,4.95%,5.12%,-,4.28 (19.67%),0.84,-30.30%,19.63%,1.07,-,"Dec 01, 2025",1.22,1.63%,13.21%,49.65,3.83,16.67% -,1.30,-89.07%,-2.78%,1.55,16.68,22.25%,1.41,-35.73%,4.24%,0.66,22.43,6700,1.12,Nov 20 BMO,29.96%,4.65M,21.76,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,080,225",-2.99%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,22.98,0.41,75.38%,254.09M,0.43%,3.81B,19.34,0.48,0.00%,62.55M,-10.74%,4.83B,0.94,-,24.22%,5.30%,-8.81%,103.34M,1.83,24.95%,0.97%,5.49,18.45%,2.08B,2.28,8.65%,3.34%,3.32M,-9.17%,4.09,14.14,20.67%,10.58%,11.07 -15.94%,2.53%,0.66,20.59,- -,5.45%,6.05 53.88%,-18.48%,0.15 (1.58%),10.84,11.29% -,55.55%,3.82%,4.06%,-9.61%,0.14 (1.53%),2.32,-5.94%,8.97%,0.39,-,"Jul 07, 2025",0.79,-1.88%,4.97%,42.03,2.00,15.87% -,1.42,-54950.00%,-6.18%,0.75,11.43,42.68%,1.17,-,-9.10%,2.23,9.00,7395,0.82,Sep 05 BMO,0.79%,604.47K,9.31,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","1,348,272",3.44%,ZGN
