Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.02,0.64,16.87%,172.26M,-0.78%,5.49B,24.94,1.28,-2.69%,143.14M,0.79%,112.70M,3.50,0.26,84.82%,3.79%,13.96%,1.53B,3.59,18.04%,5.96%,5.55,17.10%,9.30,3.43,11.75%,3.77%,5.43M,55.05%,0.79,40.15,14.28%,6.48%,20.06,34.58,8.50%,0.27 (0.86%),23.60,18.47%,5.28%,-7.72%,1.22,0.30 (0.94%),1.77,0.20%,38.51%,59.11%,0.84,"Feb 16, 2024",3.02,36.01%,14.25%,48.40,2.50%,2.45%,2400,0.34,19.40%,7.36%,2.25,35.29,Yes / Yes,0.33,38.11%,45.61%,0.83,32.20,1.78%,13.04%,4.85%,Apr 23 AMC,978.11K,31.91,-1.12%,0.15%,8.92%,"

","813,582",-0.90%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.34%,137.79M,2.02%,1.26B,16.54,0.52,-7.05%,135.32M,-5.29%,-68.19M,-,0.07,74.15%,4.16%,1.53%,431.66M,2.91,21.72%,-0.37%,4.26,8.45%,0.92,9.39,29.46%,-9.14%,5.63M,-4.44%,3.52,2.44,-,-59.08%,7.05,12.12,-8.51%,-,-,9.40%,-12.86%,-29.04%,1.89,-,2.37,12.97%,66.48%,21.99%,0.31,-,2.37,47.34%,-13.09%,47.79,3.16%,3.29%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.27,8.80,-0.10%,140.00%,7.40%,Feb 28 AMC,1.32M,8.60,-2.02%,-0.86%,-4.06%,"

","1,673,993",-2.27%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.58,5.07,0.09%,458.37M,-9.57%,68.67B,23.14,6.48,-8.57%,457.47M,-14.90%,2.34B,3.04,1.35,95.48%,0.80%,-23.76%,8.54B,8.04,8.77%,0.02%,1.27,-15.24%,10.90,13.76,12.02%,16.05%,3.65M,-12.52%,4.46,33.65,9.73%,49.86%,151.03,201.92,-24.01%,1.74 (1.16%),42.36,11.57%,19.95%,-25.72%,0.85,1.56 (1.04%),2.00,8.05%,68.28%,-0.70%,4.65,"Apr 18, 2024",3.36,12.77%,35.92%,21.19,2.30%,2.34%,14100,1.36,5.74%,27.43%,1.42,225.78,Yes / Yes,1.35,15.54%,30.71%,4.01,162.73,1.13%,-5.80%,8.48%,May 02 BMO,2.88M,149.98,-10.58%,-17.18%,-17.11%,"

","11,526,369",-7.84%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.95,1.49,0.60%,598.62M,-7.85%,11.53B,9.78,1.97,0.00%,595.01M,-11.12%,1.23B,0.73,0.34,42.78%,3.13%,1.53%,5.45B,2.12,15.41%,3.46%,4.24,-21.23%,9.82,1.96,16.50%,10.37%,18.62M,-31.77%,4.82,3.99,17.80%,15.22%,15.90,30.05,-9.49%,0.71 (3.69%),-,13.36%,13.00%,-35.91%,-0.04,0.62 (3.22%),1.13,15.63%,30.73%,21.17%,0.66,"Apr 09, 2024",1.34,23.33%,24.42%,35.85,2.38%,2.79%,-,0.26,3.58%,22.62%,1.19,28.87,Yes / Yes,0.13,2.31%,0.00%,0.76,20.17,-2.59%,-0.99%,5.91%,Mar 19 AMC,4.39M,19.26,-9.46%,-2.44%,-14.22%,"

","3,355,507",-4.51%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,-1.05%,27.19B,55.18,3.29,-0.42%,89.21M,-9.94%,-138.67M,-,0.66,45.38%,5.95%,-20.62%,1.90B,14.34,54.58%,5.60%,2.22,4.83%,6.40,28.33,18.82%,-3.98%,5.31M,71.35%,16.41,11.05,38.21%,-18.64%,84.93,259.61,-18.12%,-,54.30,-17.41%,-6.46%,-30.12%,0.82,-,1.90,53.60%,77.40%,113.60%,5.91,-,1.90,58.51%,-9.70%,32.02,1.85%,2.38%,5962,1.29,40.62%,-7.32%,1.54,261.57,Yes / Yes,1.24,51.94%,-,0.50,184.78,3.42%,30.99%,35.45%,Feb 29 AMC,2.40M,181.41,-5.11%,-15.59%,-1.98%,"

","1,196,549",-1.82%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,-11.07%,951.57M,-,-3.77,-0.10%,63.83M,-12.64%,-292.19M,-,-0.77,109.92%,24.33%,-3.39%,0.00M,-,18.03%,-0.98%,18.99,-30.08%,6.18,2.17,-2.93%,-52.39%,15.53M,-23.37%,6.81,1.97,-,-67.09%,9.56,31.46,-11.49%,-,-,-50.05%,-60.82%,-57.37%,1.75,-,7.16,-20.00%,-,40.27%,1.13,-,7.16,-0.81%,0.00%,43.54,7.52%,7.10%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.89,13.41,-,-5.87%,-,Feb 27 BMO,817.51K,13.41,-7.82%,-2.89%,-25.64%,"

","728,560",0.00%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.01,2.05,24.25%,260.90M,-2.08%,18.95B,12.25,5.03,-0.40%,232.98M,-9.95%,637.46M,20.00,1.19,58.93%,5.44%,-10.03%,4.53B,4.19,-5.54%,-0.54%,3.62,-4.92%,26.07,2.36,2.19%,7.06%,12.67M,-8.68%,22.66,2.72,1.50%,8.96%,58.87,75.90,-14.30%,-,12.88,-,7.90%,-18.81%,-0.07,-,4.38,95.81%,74.72%,4.69%,1.51,-,4.38,516.13%,11.60%,33.87,2.21%,2.07%,7420,0.01,3.06%,14.08%,2.69,78.27,Yes / Yes,0.01,368.46%,0.00%,0.77,62.52,1.54%,23.91%,2.56%,Feb 26 AMC,3.50M,61.63,-5.18%,-5.72%,-8.33%,"

","2,693,794",-1.42%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-7.80%,1.41B,-,-1.81,-11.99%,98.31M,-29.02%,-334.62M,-,-0.51,42.50%,3.93%,-43.24%,266.72M,5.30,9.15%,-1.98%,5.68,-42.71%,8.19,1.75,42.50%,-29.66%,3.87M,-60.03%,8.17,1.75,-,-36.34%,14.98,40.42,-47.64%,-,-,-16.93%,-41.61%,-64.60%,1.13,-,4.41,2095.12%,64.08%,-4.47%,0.85,-,4.63,25.17%,-141.19%,29.53,4.15%,4.49%,2175,0.02,24.03%,-125.46%,1.17,54.26,Yes / Yes,0.01,-52.98%,-,0.58,15.01,-8.76%,-90.47%,5.16%,Feb 27 AMC,681.09K,14.31,-13.53%,-23.68%,-41.28%,"

","395,605",-4.66%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-8.54%,1.88B,16.20,0.91,0.00%,116.14M,-18.75%,-136.80M,-,-0.06,0.63%,0.02%,-23.54%,1.23B,1.53,263.85%,-,0.36,-,2.82,5.24,539.46%,-4.29%,0.02M,-,2.35,6.29,-,-9.63%,15.00,21.91,-9.38%,-,-,-,-28.89%,-32.56%,-,-,1.56,26.18%,16.66%,-1.47%,1.61,-,1.73,26.52%,-4.62%,36.53,8.94%,9.37%,-,0.26,-0.20%,-11.13%,1.00,21.38,No / No,0.05,63.33%,-,1.39,15.95,-,-,6.47%,Mar 19 BMO,57.52K,14.78,-15.12%,-17.92%,-15.40%,"

","80,173",-7.34%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,23.99,0.47,30.30%,76.17M,0.45%,1.11B,81.60,0.14,-0.96%,69.06M,-6.91%,49.10M,2.33,-0.06,51.43%,5.13%,-22.45%,645.72M,1.72,-118.21%,-1.83%,6.16,-4.85%,0.08,132.18,263.75%,7.15%,3.55M,-32.67%,5.25,2.13,10.30%,265.50%,10.27,19.29,-19.50%,-,10.84,-,8.77%,-41.99%,1.23,-,6.57,17.01%,89.72%,8.96%,0.37,-,6.57,-9.45%,13.48%,38.72,2.68%,2.91%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.55,11.34,6.05%,-32.61%,-35.42%,Feb 22 AMC,575.36K,11.19,-2.70%,-11.49%,-19.94%,"

","317,341",-1.32%,ZIP
