Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.19,0.71,16.70%,172.26M,0.85%,5.51B,24.59,1.30,-9.54%,143.86M,-1.33%,124.20M,3.16,0.31,84.40%,3.55%,6.94%,1.53B,3.59,20.36%,5.96%,5.08,25.12%,9.34,3.41,11.03%,4.22%,5.11M,52.03%,0.91,35.05,14.28%,7.19%,20.06,34.58,8.40%,0.27 (0.85%),19.45,18.47%,5.80%,-7.81%,1.22,0.30 (0.94%),1.95,0.20%,39.86%,58.96%,0.89,"Feb 16, 2024",3.31,95.74%,15.14%,48.83,3.08%,2.84%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,1.66,32.12,1.18%,12.10%,0.46%,Apr 23 AMC,1.00M,31.88,-0.91%,-0.07%,7.91%,"

","1,665,508",-0.75%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.29%,137.79M,6.36%,1.44B,18.96,0.52,-9.19%,135.40M,13.20%,-68.19M,-,0.07,74.19%,4.26%,6.83%,431.66M,3.34,21.72%,-0.37%,3.48,27.72%,0.92,10.77,29.46%,-9.14%,5.77M,24.03%,3.52,2.80,-,-59.08%,7.05,12.12,4.89%,-,-,9.40%,-12.86%,-18.64%,1.84,-,2.37,12.97%,66.48%,39.86%,0.39,-,2.37,47.34%,-13.09%,64.54,3.06%,4.24%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.88,10.03,-0.10%,140.00%,7.40%,Feb 28 AMC,1.66M,9.86,10.89%,12.70%,10.80%,"

","1,453,643",-1.69%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.25,5.07,0.09%,458.37M,0.16%,70.14B,23.77,6.45,-8.58%,456.96M,-7.43%,2.34B,3.11,1.34,95.72%,0.70%,-18.13%,8.54B,8.21,8.80%,0.02%,0.94,-8.23%,10.90,14.07,11.47%,16.05%,3.18M,-11.36%,4.46,34.37,9.73%,49.86%,144.80,201.92,-22.30%,1.72 (1.12%),43.27,11.57%,19.95%,-24.05%,0.87,1.61 (1.05%),2.00,8.05%,68.28%,5.91%,4.59,"Apr 18, 2024",3.36,12.77%,35.92%,39.28,3.24%,2.52%,14100,1.36,5.74%,27.43%,1.42,220.42,Yes / Yes,1.35,15.54%,30.71%,1.35,150.88,1.13%,-5.80%,8.48%,May 02 BMO,3.39M,153.36,-3.34%,-11.51%,-14.82%,"

","4,566,708",1.64%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.30,1.48,0.60%,606.77M,6.05%,12.70B,10.82,1.96,0.00%,595.01M,0.86%,1.23B,0.80,0.34,42.43%,3.04%,23.03%,5.46B,2.32,15.06%,3.62%,3.91,-10.84%,13.90,1.53,16.51%,10.37%,18.09M,-22.76%,4.82,4.40,17.80%,15.22%,15.90,30.05,-0.33%,0.71 (3.33%),-,13.37%,13.00%,-29.42%,-0.05,0.62 (2.92%),1.30,15.78%,30.85%,33.44%,0.57,"Apr 09, 2024",1.34,23.33%,24.56%,59.25,1.96%,2.13%,23554,0.26,3.77%,22.58%,1.19,28.87,Yes / Yes,0.13,0.92%,0.00%,0.63,21.07,-2.59%,-0.99%,6.62%,Mar 19 AMC,4.63M,21.21,3.44%,4.67%,-4.52%,"

","2,916,679",0.66%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,1.06%,26.20B,53.17,3.29,-0.41%,89.21M,-10.64%,-138.67M,-,0.65,45.69%,6.18%,-26.64%,1.90B,13.82,54.58%,5.60%,2.34,6.08%,6.40,27.30,18.83%,-3.98%,5.51M,89.35%,16.41,10.65,38.21%,-18.64%,84.93,259.61,-21.10%,-,52.32,-17.41%,-6.46%,-32.66%,0.83,-,1.90,53.60%,77.40%,105.83%,5.74,-,1.90,58.51%,-9.70%,35.89,3.21%,2.58%,5962,1.29,40.62%,-7.32%,1.49,260.48,Yes / Yes,1.24,51.94%,-,0.45,177.46,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,174.81,-3.70%,-13.72%,-6.20%,"

","1,068,508",-1.49%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.10%,70.77M,-12.40%,779.50M,-,-3.77,-0.10%,63.80M,-22.04%,-292.19M,-,-0.77,110.06%,26.08%,-15.95%,0.00M,-,18.03%,-0.98%,20.17,-34.10%,6.18,1.78,-2.93%,-52.39%,16.64M,-49.59%,6.81,1.61,-,-67.09%,9.56,31.46,-27.49%,-,-,-50.05%,-60.82%,-65.08%,1.80,-,7.16,-20.00%,-,14.91%,0.98,-,7.16,-0.81%,0.00%,31.59,6.98%,7.22%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.31,11.77,-,-5.87%,-,Feb 27 BMO,824.90K,10.98,-21.85%,-21.72%,-36.66%,"

","1,077,726",-6.67%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,29.72,2.05,24.23%,260.90M,1.84%,18.77B,12.13,5.03,-0.40%,233.05M,-8.00%,637.46M,19.81,1.19,57.19%,5.48%,-9.46%,4.53B,4.15,-5.51%,-0.54%,3.62,-1.77%,26.07,2.34,2.23%,7.06%,12.78M,-3.19%,22.66,2.69,1.50%,8.96%,58.87,75.90,-15.12%,-,12.75,-,7.90%,-19.58%,-0.06,-,4.38,95.81%,74.72%,3.69%,1.45,-,4.38,516.13%,11.60%,41.86,2.17%,2.10%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.71,61.65,1.54%,23.91%,2.56%,Feb 26 AMC,3.53M,61.04,-1.86%,-5.57%,-8.78%,"

","2,510,104",-0.99%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,10.69%,1.55B,-,-1.39,-11.99%,98.31M,-1.32%,-334.62M,-,-0.51,41.97%,4.15%,-31.65%,266.72M,5.83,7.60%,-2.08%,6.32,-36.99%,8.19,1.92,56.67%,-29.66%,4.08M,-54.69%,8.17,1.93,-,-36.34%,13.48,39.50,-42.41%,-,-,-16.93%,-41.61%,-60.15%,1.11,-,4.41,2095.12%,64.08%,16.77%,0.80,-,4.63,25.17%,-141.19%,48.61,4.14%,4.34%,2175,0.02,24.03%,-125.46%,1.15,51.69,Yes / Yes,0.01,-52.98%,-,0.80,15.66,-8.76%,-90.47%,5.16%,May 08 AMC,644.75K,15.74,3.39%,-10.75%,-33.78%,"

","515,424",0.51%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-9.52%,1.50B,12.92,0.91,0.00%,116.14M,-35.33%,-136.80M,-,-0.06,0.63%,0.04%,-38.08%,1.23B,1.22,264.08%,-,0.75,-,2.82,4.18,539.46%,-4.29%,0.04M,-,2.35,5.02,-,-9.63%,11.25,21.91,-27.71%,-,-,-,-28.89%,-46.20%,-,-,1.56,26.18%,16.66%,4.80%,1.47,-,1.73,26.52%,-4.62%,28.95,11.35%,10.12%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / No,0.05,63.33%,-,0.34,12.46,-,-,6.47%,Mar 19 BMO,56.74K,11.79,-20.97%,-31.62%,-30.83%,"

","19,326",-5.38%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,22.49,0.47,30.23%,76.17M,0.48%,1.04B,76.20,0.14,-0.98%,69.28M,-7.00%,49.10M,2.18,-0.06,51.30%,4.77%,-29.12%,645.72M,1.61,-118.11%,-1.83%,6.05,-2.05%,0.08,123.91,265.27%,7.15%,3.31M,-37.71%,5.24,2.00,10.30%,265.50%,10.27,19.29,-24.53%,-,10.18,-,8.77%,-45.62%,1.24,-,6.57,17.01%,89.72%,2.14%,0.33,-,6.57,-9.45%,13.48%,36.07,2.36%,2.45%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.44,10.62,6.05%,-32.61%,-35.42%,May 09 AMC,547.04K,10.49,-4.21%,-12.44%,-23.18%,"

","241,402",-1.22%,ZIP
