Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,-5.96%,1.88B,65.92,0.38,0.00%,72.92M,26.73%,1.65B,1.18,-0.47,99.50%,7.69%,58.45%,-63.43M,13.98,39.77%,-1.66%,4.96,90.38%,134.48M,5.90,138.77%,-14.34%,5.61M,70.36%,4.23,7.46,55.77%,-18.46%,28.49 -12.46%,89.80%,3.34,-,26.71% 15.81%,-18.90%,9.03 176.19%,254.77%,-,-,41.95% 20.90%,90.49%,4.40%,5.80%,-54.65%,-,12.25,43.93%,-52.51%,1.34,-,-,6.94,116.21%,-47.16%,57.15,1.15,- -,6.94,34.02%,1.15%,1.30,34.50,-,0.06,72.59%,20.52%,0.57,25.87,286,0.05,Nov 06 AMC,66.60%,1.13M,24.94,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","640,595",-3.59%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.35,1.12,11.56%,167.47M,1.43%,7.96B,28.87,1.65,-1.75%,148.00M,-1.04%,8.26B,2.37,0.34,93.94%,3.68%,1.95%,192.30M,4.80,17.49%,1.51%,6.11,32.05%,1.66B,5.01,9.60%,6.93%,5.45M,27.59%,9.50,30.62,12.16%,11.76%,50.03 -4.88%,16.30%,1.55,27.60,32.18% -7.41%,9.03%,27.74 71.56%,96.41%,0.37 (0.78%),22.61,19.81% -5.41%,41.36%,2.02%,2.42%,143.37%,0.38 (0.80%),4.98,42.07%,16.69%,1.07,379.05%,"Nov 20, 2025",1.83,6.88%,11.59%,55.23,2.25,3.23% 0.62%,2.78,44.39%,1.84%,1.11,50.29,35.98%,0.35,11.07%,1.67%,0.69,46.86,2500,0.34,Oct 28 AMC,18.04%,891.34K,47.59,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","618,204",1.56%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,19.83,5.93,0.18%,441.46M,-2.28%,51.85B,17.30,6.80,0.00%,439.89M,-2.05%,57.04B,2.25,1.40,96.84%,2.09%,-20.61%,2.65B,5.52,7.08%,-1.66%,2.30,-30.30%,9.40B,9.62,7.29%,17.96%,9.18M,-27.78%,12.23,24.88,7.68%,49.87%,181.85 -35.30%,-33.95%,4.73,23.15,8.55% 11.91%,20.92%,115.25 2.09%,-23.12%,1.99 (1.70%),14.17,5.98% 8.14%,70.29%,2.38%,2.55%,-25.51%,2.00 (1.70%),6.07,11.51%,37.63%,3.27,160.31%,"Oct 31, 2025",2.28,2.68%,28.21%,35.68,1.61,18.93% 21.14%,3.64,8.17%,-2.90%,0.97,162.27,32.86%,1.35,0.50%,-10.78%,1.52,118.07,13800,1.35,Nov 04 BMO,-21.67%,3.99M,117.66,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","6,051,978",-0.35%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.10,1.49,0.00%,591.63M,0.10%,12.44B,11.76,1.79,-,591.63M,9.87%,10.72B,1.26,0.44,11.46%,3.10%,10.34%,1.23B,1.89,5.61%,-1.89%,11.73,18.28%,6.59B,1.85,11.72%,9.42%,18.34M,7.57%,11.39,3.50,9.30%,13.83%,22.01 -4.45%,8.46%,6.01,-,18.24% 8.45%,13.37%,16.34 28.70%,-16.88%,0.67 (3.18%),5.97,9.28% 13.97%,26.00%,1.57%,2.02%,-23.11%,0.65 (3.09%),1.63,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.89%,18.61%,63.72,1.48,- -,1.38,7.47%,4.33%,-0.20,23.48,45.76%,0.19,11.30%,8.15%,1.30,20.87,24471,0.01,Nov 19 AMC,10.63%,1.56M,21.03,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,028,219",0.77%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.78%,159.47M,0.10%,38.60B,54.20,4.47,-0.37%,102.41M,-26.93%,37.12B,2.94,0.89,52.48%,5.75%,-14.52%,-41.04M,13.63,16.13%,-1.39%,3.58,-19.69%,2.83B,19.47,17.25%,-0.73%,5.88M,34.18%,12.43,11.62,18.41%,-2.41%,336.99 -28.16%,17.44%,20.83,45.56,54.06% 21.31%,-1.10%,164.78 46.91%,108.74%,-,1904.44,34.81% 44.03%,76.55%,2.17%,3.47%,33.93%,-,13.10,-8.83%,-4.14%,9.24,-,-,1.74,23.24%,-1.45%,28.07,1.57,- -,1.74,7.34%,-8.69%,1.01,328.81,-,0.93,25.50%,-18.04%,0.78,243.29,7923,0.89,Nov 25 AMC,-9.34%,1.64M,242.08,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,281,436",-0.50%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.53,5.15,10.52%,266.35M,4.23%,26.72B,14.89,6.06,-1.99%,264.96M,6.68%,18.81B,3.44,1.49,68.73%,2.16%,7.45%,1.59B,5.56,7.73%,4.44%,1.98,16.57%,4.81B,2.89,1.52%,14.44%,5.71M,10.57%,31.27,3.36,4.33%,17.74%,91.04 -0.88%,5.45%,26.87,13.35,-10.66% 106.45%,17.11%,64.41 40.10%,26.26%,-,14.42,4.40% 49.60%,76.89%,2.57%,3.02%,-77.99%,-,3.91,72.42%,22.86%,2.51,-,-,4.36,3.85%,33.17%,65.95,2.27,- -,4.36,204.90%,6.93%,0.87,94.56,0.00%,0.01,4.44%,8.41%,1.02,88.05,7412,0.00,Nov 24 AMC,14.53%,2.89M,90.24,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,941,145",2.49%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-10.68%,1.98B,-,-1.38,-10.56%,108.86M,-19.00%,1.38B,-,-0.29,28.56%,4.63%,-45.67%,-206.71M,4.49,40.80%,-1.19%,6.25,-58.59%,441.78M,2.59,10.65%,-19.28%,5.04M,-31.96%,6.87,2.43,-,-28.96%,44.34 -59.81%,-38.36%,7.35,-,30.02% -3.16%,-26.82%,18.06 -1.33%,-47.59%,-,-,40.31% 98.33%,61.31%,3.19%,2.73%,-83.50%,-,3.13,30.16%,-51.59%,0.73,-,-,2.68,23.73%,-46.79%,18.71,1.55,- -,2.87,23.67%,-10.51%,0.83,43.56,-,0.29,12.75%,-27.80%,0.80,18.28,1869,0.01,Nov 06 BMO,-43.73%,805.84K,17.82,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","646,150",-2.52%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,0.04%,6.78B,15.97,1.68,-,-,-4.42%,9.90B,-,-,7.35%,-,-7.90%,-403.43M,0.47,24.01%,4.87%,1.26,1.90%,14.40B,-,157.09%,-6.36%,0.49M,-5.57%,-13.78,5.51,-,-,33.32 -19.56%,-9.06%,4.86,-,5.46% -,-,17.91 49.64%,-,-,-,118.43% 118.66%,19.49%,0.54%,0.72%,-,-,0.69,66.74%,-3.25%,0.28,-,-,0.45,49.32%,-2.80%,38.80,1.00,- -,0.57,36.90%,-0.37%,0.14,35.53,-,-,72.17%,-4.78%,0.25,26.74,17439,-,Nov 17 BMO,-1.79%,387.86K,26.80,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","95,409",0.22%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.63,5.59,1.51%,147.64M,6.60%,8.77B,9.77,6.08,-0.11%,145.41M,12.80%,-,1.10,1.56,80.73%,4.38%,1.69%,823.00M,1.77,17.59%,1.75%,3.36,21.94%,4.95B,1.29,4.42%,0.96%,6.37M,9.51%,46.05,-,8.92%,12.71%,59.89 -0.80%,2.31%,-,8.54,-9.99% 3.54%,9.59%,39.32 51.09%,26.03%,1.75 (2.95%),-,19.10% 8.98%,-,2.81%,2.67%,34.98%,1.76 (2.96%),-,27.30%,22.37%,1.48,101.59%,"Nov 13, 2025",-,0.12%,16.64%,76.22,2.62,4.85% 5.34%,0.16,7.93%,11.16%,0.84,62.05,33.52%,0.80,-2.03%,11.76%,0.86,58.84,9406,0.25,Oct 20 AMC,14.99%,1.90M,59.41,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,626,694",0.97%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.38,8.32,1.18%,120.46M,-2.79%,2.39B,-,-3.68,0.00%,119.04M,28.68%,6.10B,-,-0.57,40.89%,18.77%,45.49%,1.00B,0.31,-84.77%,-11.31%,4.55,19.67%,7.59B,0.59,-235.62%,9.16%,22.34M,-7.64%,33.34,1.22,-,25.25%,23.61 -16.01%,-3.74%,16.19,0.99,-23.79% -,11.79%,11.03 79.70%,7.37%,1.10 (5.56%),2.20,-7.73% 20.63%,23.74%,2.96%,4.60%,-,4.28 (21.58%),0.80,-30.30%,19.63%,0.83,-,"Dec 01, 2025",1.22,1.63%,13.21%,68.31,4.17,16.67% -,1.30,-89.07%,6.60%,1.63,14.00,22.25%,1.41,-35.73%,24.58%,0.51,19.84,6700,1.12,Nov 20 BMO,24.84%,4.91M,19.83,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,491,444",-0.05%,ZIM
