Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-2.39%,1.73B,37.09,0.62,-6.25%,72.59M,-14.48%,1.49B,0.69,-0.47,100.00%,4.96%,31.59%,-63.43M,12.85,40.00%,-2.51%,2.94,71.87%,134.48M,5.42,163.55%,-14.34%,3.60M,-12.99%,4.23,6.86,53.59%,-18.46%,28.49 -19.59%,54.59%,3.34,-,26.71% 15.81%,-18.90%,9.03 153.71%,136.67%,-,-,41.95% 20.90%,90.49%,3.77%,4.63%,-56.66%,-,11.11,43.93%,-52.51%,1.13,-,-,6.94,116.21%,-47.16%,39.50,1.00,- -,6.94,34.02%,-6.49%,1.25,35.62,-,0.06,72.59%,-7.64%,0.82,23.24,286,0.05,Nov 06 AMC,36.07%,1.23M,22.91,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,007,691",-1.42%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.89,1.12,11.52%,167.47M,-0.42%,7.88B,28.39,1.66,-1.75%,148.06M,-1.51%,8.17B,2.32,0.34,94.05%,3.21%,2.68%,192.30M,4.75,17.55%,1.87%,5.53,22.36%,1.66B,4.95,10.19%,6.93%,4.76M,1.25%,9.50,30.29,12.23%,11.76%,50.03 -5.92%,20.29%,1.55,27.29,32.18% -7.41%,9.03%,27.74 69.68%,130.28%,0.37 (0.79%),22.38,19.81% -5.41%,41.36%,2.24%,2.03%,121.14%,0.38 (0.81%),4.92,42.07%,16.69%,1.02,531.87%,"Nov 20, 2025",1.83,6.88%,11.59%,51.82,2.27,3.23% 0.62%,2.78,44.39%,0.66%,1.10,51.22,35.98%,0.35,11.07%,0.38%,0.78,46.80,2500,0.34,Feb 03 AMC,11.26%,860.35K,47.07,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","673,473",0.58%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.88,5.93,0.18%,441.46M,-0.59%,54.61B,18.22,6.80,0.00%,439.89M,0.31%,59.80B,2.36,1.40,99.23%,3.12%,-15.35%,2.65B,5.81,7.08%,-0.16%,2.64,-18.54%,9.40B,10.13,7.30%,17.96%,13.74M,-1.51%,12.23,26.20,7.71%,49.87%,177.40 -30.15%,-25.78%,4.73,24.38,8.55% 11.91%,20.92%,115.25 7.52%,-23.48%,1.99 (1.61%),14.86,5.98% 8.14%,70.29%,2.21%,2.12%,-23.77%,2.03 (1.64%),6.36,11.51%,37.63%,2.77,185.66%,"Jan 20, 2026",2.28,2.68%,28.21%,46.48,1.73,18.93% 21.14%,3.64,8.17%,-1.46%,0.96,155.60,32.86%,1.35,0.50%,0.54%,0.82,124.05,13800,1.35,Feb 12 BMO,-14.34%,5.20M,123.92,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,261,999",-0.10%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.48,1.49,0.00%,591.63M,-3.23%,12.59B,11.87,1.82,-,582.69M,0.70%,10.86B,1.26,0.45,11.58%,2.68%,12.79%,1.23B,1.91,5.76%,-2.15%,8.91,6.46%,6.59B,1.90,11.83%,9.42%,15.63M,3.40%,11.39,3.54,9.42%,13.83%,22.69 -4.82%,17.01%,6.10,-,18.24% 8.45%,13.37%,16.34 32.19%,-22.76%,0.68 (3.14%),6.05,9.28% 13.97%,26.00%,1.86%,1.64%,-26.05%,0.65 (3.01%),1.65,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.90%,18.61%,49.34,1.45,- -,1.38,7.47%,-0.85%,-0.18,23.84,45.76%,0.19,11.30%,2.90%,1.05,21.92,24471,0.01,Nov 19 AMC,12.05%,1.75M,21.60,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,845,236",-1.46%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,0.27%,34.21B,47.92,4.48,-0.14%,102.57M,-6.44%,32.73B,2.59,0.89,52.57%,6.85%,-32.69%,-41.04M,12.08,16.26%,-1.50%,4.00,-25.03%,2.83B,17.26,17.40%,-0.73%,7.03M,-4.61%,12.43,10.30,18.48%,-2.41%,336.99 -36.33%,11.34%,20.83,40.37,54.06% 21.31%,-1.10%,164.78 30.20%,94.39%,-,1679.18,34.81% 44.03%,76.55%,2.40%,2.72%,1.20%,-,11.55,-8.83%,-4.14%,6.72,-,-,1.74,23.24%,-1.45%,39.75,1.48,- -,1.74,7.34%,-1.68%,1.02,318.49,-,0.93,25.50%,-11.08%,0.81,209.62,7923,0.89,Nov 25 AMC,-20.67%,1.76M,214.55,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,419,089",2.35%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,18.55,5.15,10.52%,266.35M,17.91%,28.27B,15.74,6.07,-2.45%,264.96M,9.52%,20.36B,3.47,1.49,70.29%,2.53%,15.30%,1.59B,5.88,7.74%,3.32%,2.39,27.59%,4.81B,3.05,1.63%,14.44%,6.70M,10.63%,31.27,3.55,4.53%,17.74%,91.43 4.41%,19.31%,26.87,14.12,-10.66% 106.45%,17.11%,64.41 48.21%,42.83%,-,15.61,4.40% 49.60%,76.89%,4.26%,2.96%,-75.76%,-,4.24,72.42%,22.86%,2.84,-,-,4.36,3.85%,33.17%,70.50,2.15,- -,4.36,204.90%,12.07%,0.90,96.40,0.00%,0.01,4.44%,11.70%,3.65,85.78,7412,0.00,Nov 24 AMC,18.55%,2.81M,95.46,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","10,248,867",11.28%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-5.06%,1.96B,-,-1.57,-9.17%,108.86M,0.92%,1.36B,-,-0.35,28.51%,3.90%,-37.04%,-206.71M,4.44,37.03%,-4.15%,4.76,-52.54%,441.78M,2.57,4.30%,-19.28%,4.25M,0.00%,6.87,2.40,-,-28.96%,44.34 -60.22%,-31.20%,7.35,-,30.02% -3.16%,-26.82%,16.82 4.88%,-61.39%,-,-,40.31% 98.33%,61.31%,3.20%,3.17%,-90.45%,-,3.09,30.16%,-51.59%,0.74,-,-,2.68,23.73%,-46.79%,40.01,1.55,- -,2.87,23.67%,-3.96%,0.88,39.93,-,0.29,12.75%,-6.75%,0.87,18.33,1869,0.01,Nov 06 BMO,-39.57%,893.33K,17.64,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","778,276",-3.76%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.85,6.01,1.46%,147.65M,-0.74%,8.74B,9.03,6.55,-0.11%,145.49M,-0.13%,-,2.17,1.41,81.14%,4.43%,14.51%,887.00M,1.77,3.59%,1.91%,4.10,6.86%,4.94B,1.23,5.27%,1.00%,6.44M,1.09%,48.18,-,4.17%,13.39%,62.26 -4.95%,2.00%,-,8.51,1.25% 14.72%,10.25%,39.32 50.51%,19.51%,1.82 (3.07%),-,14.19% 10.90%,-,2.80%,2.18%,19.97%,1.76 (2.97%),-,21.59%,23.77%,1.41,164.91%,"Nov 13, 2025",-,-1.00%,17.94%,50.70,2.69,3.66% 5.29%,0.15,30.96%,-0.79%,0.84,66.18,29.28%,0.64,-0.08%,3.84%,1.24,59.08,9195,0.21,Jan 20 AMC,11.21%,1.57M,59.18,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,940,294",0.17%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.76,8.32,1.17%,120.46M,7.49%,2.77B,-,-2.57,0.00%,119.05M,9.18%,6.48B,-,-0.32,44.14%,15.54%,66.62%,1.00B,0.36,-82.23%,-8.19%,3.88,37.24%,7.59B,0.69,-181.01%,9.16%,18.50M,8.15%,33.34,1.42,-,25.25%,24.47 -6.15%,34.58%,16.19,1.14,-23.79% -,11.79%,11.03 108.07%,36.32%,1.24 (5.42%),2.34,-7.73% 20.63%,23.74%,4.09%,4.66%,-,4.28 (18.64%),0.85,-30.30%,19.63%,1.06,-,"Dec 01, 2025",1.22,1.63%,13.21%,60.20,3.83,16.67% -,1.30,-89.07%,4.38%,1.63,16.68,22.25%,1.41,-35.73%,14.02%,0.82,22.10,6700,1.12,Nov 20 BMO,39.37%,4.77M,22.96,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,933,342",3.89%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.67,0.41,75.38%,254.09M,0.31%,3.92B,19.90,0.48,0.00%,62.55M,-9.27%,4.95B,0.98,-,24.22%,5.38%,-8.05%,103.34M,1.89,22.20%,0.98%,5.69,4.69%,2.08B,2.34,10.67%,3.34%,3.36M,-6.44%,4.09,14.56,20.32%,10.58%,11.07 -13.41%,7.87%,0.66,21.21,- -,5.45%,6.05 58.51%,-15.58%,0.14 (1.49%),11.09,11.29% -,55.55%,4.22%,3.45%,-7.52%,0.14 (1.48%),2.38,-5.94%,8.97%,0.40,-,"Jul 07, 2025",0.79,-1.88%,4.97%,38.38,2.00,15.87% -,1.42,-54950.00%,-7.20%,0.75,11.51,42.68%,1.17,-,-7.32%,0.83,9.62,7395,0.82,Sep 05 BMO,4.56%,591.17K,9.59,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","492,770",-0.31%,ZGN
