Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.88,0.79,16.04%,172.26M,2.21%,6.67B,29.30,1.34,-10.03%,142.32M,6.64%,137.70M,3.14,0.28,85.96%,5.49%,28.74%,1.55B,4.30,27.71%,8.78%,5.11,20.79%,9.34,4.21,8.38%,4.94%,7.81M,36.56%,1.11,35.52,15.89%,8.52%,27.55,40.64,33.73%,0.27 (0.68%),24.72,18.47%,6.47%,-3.22%,1.15,0.32 (0.81%),1.71,0.20%,41.40%,42.76%,0.93,"Nov 20, 2024",2.70,28.10%,16.27%,67.05,2.17%,2.21%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.57,39.82,0.95%,5.82%,2.91%,Oct 29 AMC,1.53M,39.33,5.15%,10.35%,21.21%,"

","871,193",-1.23%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.68%,153.54M,-0.10%,1.52B,17.35,0.57,-6.76%,141.75M,10.26%,-47.27M,-,0.11,74.98%,2.69%,15.00%,445.68M,3.41,70.45%,5.73%,1.40,-3.70%,1.27,7.80,1.33%,-6.17%,3.81M,25.35%,3.54,2.79,15.00%,-31.02%,7.70,10.85,5.21%,-,-,9.40%,-7.99%,-8.85%,1.67,-,2.71,12.97%,68.16%,28.44%,0.11,-,2.71,60.38%,-6.31%,70.51,0.44%,0.81%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,2.18,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.71M,9.89,0.17%,7.93%,7.92%,"

","5,923,998",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.71,5.32,0.08%,458.37M,-0.75%,78.48B,27.26,6.38,0.00%,450.80M,-9.70%,2.43B,3.52,1.37,96.06%,0.96%,-5.14%,9.15B,8.58,10.61%,-1.51%,2.21,3.01%,11.59,15.01,8.46%,17.07%,4.32M,2.74%,3.80,45.79,9.29%,47.13%,144.80,201.92,-11.86%,1.70 (0.98%),34.01,11.57%,20.27%,-13.85%,0.89,1.73 (0.99%),2.27,8.05%,68.49%,20.14%,4.31,"Oct 31, 2024",3.69,8.09%,36.45%,37.40,2.89%,2.32%,14100,1.29,9.33%,26.55%,1.50,222.92,Yes / Yes,1.29,16.43%,30.71%,1.36,176.15,4.34%,8.49%,11.02%,Nov 04 BMO,1.96M,173.96,-4.36%,-7.37%,-2.74%,"

","2,662,317",-1.24%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.71,1.42,0.86%,606.77M,-9.36%,12.45B,10.42,2.00,0.00%,592.88M,-19.71%,1.19B,1.13,0.40,34.93%,3.48%,6.93%,5.61B,2.22,15.36%,-1.74%,7.86,-3.52%,10.31,2.02,18.16%,9.95%,20.63M,-13.68%,4.71,4.42,13.00%,14.81%,15.90,27.50,-2.16%,0.68 (3.27%),-,13.37%,12.68%,-24.29%,-0.10,0.97 (4.66%),1.22,15.78%,31.13%,30.98%,0.75,"Sep 10, 2024",1.26,-0.18%,24.65%,28.23,2.89%,2.31%,23554,0.30,3.60%,21.14%,1.31,29.25,Yes / Yes,0.12,-3.11%,40.76%,1.74,21.35,0.90%,2.93%,6.28%,Nov 19 AMC,2.62M,20.82,-11.82%,-12.08%,-2.63%,"

","4,552,769",-2.48%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,11.84%,31.88B,59.86,3.49,-0.15%,94.08M,6.25%,-57.71M,-,0.63,47.25%,4.59%,13.62%,2.17B,14.70,-10.59%,-0.95%,2.44,18.22%,8.36,25.02,22.45%,-1.39%,4.32M,19.42%,15.80,13.23,18.50%,-5.77%,153.45,259.61,-5.65%,-,54.49,-10.72%,-4.38%,-19.48%,0.80,-,1.04,48.57%,77.87%,36.23%,5.73,-,1.04,72.20%,-5.71%,71.89,3.06%,2.68%,7348,0.97,34.07%,-2.66%,1.73,214.11,Yes / Yes,0.04,53.13%,-,1.27,199.54,4.48%,24.95%,30.30%,Dec 02 AMC,1.77M,209.04,10.39%,16.55%,10.01%,"

","2,256,396",4.76%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-1.85%,263.82M,-,-3.57,-0.11%,61.39M,25.34%,-194.65M,-,-0.91,94.91%,11.49%,28.15%,40.56M,6.50,32.96%,-17.67%,3.55,-68.21%,5.38,0.69,-19.17%,-34.97%,7.05M,-62.30%,6.00,0.62,-,-42.98%,2.66,18.07,-75.51%,-,-,-50.05%,-45.92%,-79.47%,1.88,-,6.59,-20.00%,96.71%,39.47%,0.33,-,6.59,42.78%,-543.77%,57.63,10.24%,9.78%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.45,4.03,-,-47.48%,-,Aug 09 BMO,1.99M,3.71,12.48%,9.56%,-53.74%,"

","898,315",-7.94%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.92,2.79,15.02%,307.79M,11.02%,26.57B,16.27,5.31,-1.45%,261.60M,27.15%,875.37M,5.15,1.31,56.73%,3.48%,51.44%,4.59B,5.79,2.34%,-0.22%,2.78,35.87%,27.68,3.12,-0.49%,9.01%,9.09M,39.09%,24.46,3.53,6.00%,11.27%,55.06,86.23,20.04%,-,15.44,-,10.22%,0.10%,-0.03,-,4.45,95.81%,74.59%,56.77%,1.92,-,4.45,508.08%,17.80%,87.86,3.19%,2.27%,7420,0.01,2.76%,19.08%,2.47,75.79,Yes / Yes,0.00,17.25%,0.00%,1.20,85.58,1.20%,14.44%,2.09%,Nov 25 AMC,3.27M,86.32,14.11%,21.33%,33.77%,"

","3,920,397",0.86%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,-6.34%,2.87B,-,-1.75,-11.47%,98.53M,17.15%,-298.33M,-,-0.73,42.09%,4.73%,78.22%,322.71M,8.90,16.59%,6.96%,6.23,34.39%,7.18,4.04,39.52%,-28.50%,4.66M,2.80%,7.37,3.93,-,-36.46%,13.48,36.60,5.96%,-,-,-16.93%,-42.02%,-20.87%,1.01,-,3.29,2095.12%,62.95%,114.84%,1.55,-,3.46,24.90%,-109.67%,51.35,5.25%,4.75%,2175,0.12,28.16%,-92.44%,1.13,51.00,Yes / Yes,0.01,34.35%,-,1.45,31.09,0.02%,94.89%,45.95%,Nov 12 BMO,747.93K,28.96,-3.53%,13.24%,44.32%,"

","1,080,865",-6.85%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-1.39%,498.77M,19.78,0.20,0.00%,116.59M,3.17%,-57.85M,-,-0.00,17.16%,0.03%,25.00%,1.22B,0.41,26.00%,99.53%,0.49,-67.36%,2.73,1.43,405.88%,-4.29%,0.04M,-,2.20,1.78,-,-9.63%,2.62,21.91,-76.09%,-,-,-,-12.58%,-82.20%,-,-,1.61,26.18%,17.21%,48.85%,0.26,-,1.80,69.95%,-3.73%,57.49,6.78%,6.17%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.76,3.80,-2.36%,-133.33%,5.18%,Nov 22 BMO,80.21K,3.90,3.30%,12.55%,-56.16%,"

","60,702",2.63%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,331.72,0.03,36.08%,76.17M,9.63%,1.02B,-,-0.18,-0.50%,63.49M,7.56%,3.57M,-,-0.11,53.11%,6.07%,26.08%,498.90M,2.04,-130.37%,2.48%,8.01,3.12%,0.14,73.68,-28.82%,0.55%,3.86M,-12.91%,5.01,2.05,-,430.38%,7.21,15.35,-26.26%,-,15.17,-,0.63%,-33.22%,1.26,-,7.35,17.01%,89.13%,42.16%,0.50,-,7.35,-94.10%,5.24%,55.71,7.63%,4.52%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.39,11.02,4.27%,68.88%,-24.77%,Nov 06 AMC,481.36K,10.25,5.58%,6.88%,-0.20%,"

","671,196",-6.99%,ZIP
