Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.43,1.01,11.56%,167.66M,14.69%,7.22B,28.99,1.48,-57.96%,148.79M,17.42%,7.58B,5.45,0.37,92.67%,3.26%,25.67%,174.00M,4.48,5.76%,1.59%,6.32,9.10%,1.61B,4.60,9.42%,6.40%,4.85M,15.12%,9.33,35.78,7.78%,10.81%,41.15 4.35%,32.53%,1.20,25.67,32.18% -7.41%,8.26%,27.74 54.79%,38.03%,0.37 (0.86%),21.12,19.81% -5.41%,41.82%,3.10%,2.26%,180.31%,0.35 (0.82%),4.70,38.39%,16.77%,1.12,285.68%,"Aug 20, 2025",1.72,4.74%,10.78%,79.72,2.25,3.23% 0.62%,2.71,12.98%,13.66%,1.04,38.57,35.98%,0.36,7.89%,16.52%,5.34,38.27,2500,0.35,Jul 29 AMC,18.04%,767.22K,42.94,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","4,094,115",12.20%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.72,5.57,0.10%,446.04M,-3.02%,66.25B,21.69,6.86,-0.65%,444.75M,-4.58%,71.28B,3.18,1.62,95.86%,1.77%,-4.26%,2.52B,7.13,5.43%,0.16%,2.54,-12.68%,9.29B,14.26,9.90%,17.70%,7.85M,-8.67%,10.44,38.50,8.40%,51.85%,200.33 -25.72%,-17.25%,3.87,29.04,8.55% 11.91%,25.04%,139.70 6.52%,-15.05%,1.99 (1.34%),18.15,5.98% 8.14%,69.48%,1.64%,2.08%,3.29%,1.93 (1.30%),7.68,7.23%,37.01%,3.14,197.50%,"Jul 18, 2025",1.04,6.32%,27.12%,36.45,1.55,18.93% 21.14%,1.74,7.88%,-3.10%,0.88,196.21,32.86%,1.45,1.37%,-6.62%,0.98,151.01,13800,1.16,Aug 05 BMO,-10.23%,3.09M,148.81,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","3,028,836",-1.46%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.73,1.57,0.86%,593.65M,2.62%,11.86B,11.39,1.75,0.00%,588.53M,12.56%,11.13B,1.38,0.40,20.73%,2.23%,6.45%,1.30B,1.89,5.33%,-9.45%,5.48,5.10%,6.26B,1.86,11.94%,10.29%,13.13M,2.20%,10.73,3.73,9.21%,15.68%,27.50 -27.35%,4.23%,5.35,-,18.24% 8.45%,15.06%,16.34 22.28%,-22.60%,0.67 (3.38%),5.76,9.28% 13.97%,29.66%,1.85%,1.99%,-40.98%,0.70 (3.50%),1.78,10.00%,24.06%,0.51,-,"Apr 10, 2025",1.02,13.41%,20.76%,64.35,1.45,- -,1.05,38.73%,5.74%,-0.17,22.45,45.76%,0.27,8.02%,10.77%,0.92,19.70,24471,0.01,May 20 AMC,2.21%,2.39M,19.98,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","2,205,830",1.42%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.68%,155.70M,1.54%,44.80B,78.70,3.66,-0.85%,97.04M,-8.35%,43.02B,-,0.80,55.18%,6.36%,28.54%,-38.78M,17.59,0.04%,9.64%,2.54,40.58%,2.55B,24.82,14.57%,-0.81%,6.18M,59.49%,11.59,14.91,11.75%,-2.68%,318.46 -9.65%,58.65%,19.30,64.82,41.55% -10.72%,-2.11%,153.45 87.51%,84.34%,-,-,47.68% 48.24%,77.33%,2.07%,2.62%,133.06%,-,16.89,49.20%,-4.59%,7.18,-,-,1.18,25.46%,-1.52%,44.86,1.67,- -,1.18,-121.43%,-2.33%,1.06,317.24,-,0.68,22.57%,-1.34%,0.43,290.07,7348,0.02,May 29 AMC,28.49%,2.43M,287.73,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,050,399",-0.81%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.29,3.33,14.19%,261.11M,-2.38%,22.46B,13.08,5.68,-1.20%,259.62M,-4.80%,14.71B,8.57,1.38,62.89%,2.75%,-4.27%,1.05B,4.78,1.22%,0.20%,2.51,-16.25%,4.70B,2.53,1.24%,9.87%,7.14M,-9.03%,29.34,2.88,2.60%,12.19%,92.80 -20.00%,23.55%,25.82,13.19,-10.66% 106.45%,11.73%,55.06 34.83%,-30.03%,-,13.96,4.40% 49.60%,75.85%,1.67%,1.88%,-70.48%,-,3.13,24.11%,18.13%,1.39,-,-,4.48,2.98%,22.31%,40.00,2.34,- -,4.48,18.68%,-1.69%,0.68,90.58,0.00%,0.01,2.93%,-4.55%,0.80,74.51,7412,0.00,May 21 AMC,-5.52%,2.84M,74.24,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,259,489",-0.36%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,3.21%,4.27B,59.70,0.65,-24.47%,109.14M,10.29%,3.60B,-,-0.42,47.58%,3.65%,21.14%,-251.78M,10.21,47.84%,-2.03%,4.33,44.57%,417.94M,5.16,147.64%,-23.29%,3.98M,47.27%,7.48,4.98,-,-32.01%,44.34 -13.01%,104.51%,7.75,-,29.99% -3.19%,-30.59%,16.01 140.91%,-11.05%,-,-,40.38% 98.40%,63.45%,3.03%,3.15%,-50.85%,-,8.61,28.72%,-64.10%,1.85,-,-,3.09,43.59%,-60.24%,57.02,1.31,- -,3.26,18.43%,6.98%,1.04,54.76,-,0.24,22.19%,8.15%,0.59,40.51,1869,0.02,Aug 07 BMO,23.63%,919.18K,38.57,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","542,417",-4.79%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-2.63%,7.23B,14.49,1.97,-,-,11.96%,10.75B,-,-0.78,3.82%,-,31.20%,-710.26M,0.63,35.21%,-3.10%,1.25,14.15%,11.52B,-,180.11%,-11.48%,0.78M,0.60%,-12.89,5.29,-,-,33.32 -14.31%,65.51%,5.39,-,5.46% -,-,13.00 119.62%,-,-,-,118.43% 118.66%,17.93%,1.90%,2.41%,-,-,0.93,37.41%,-7.36%,0.70,-,-,0.45,43.08%,-6.16%,54.19,1.00,- -,0.59,66.34%,1.07%,0.14,35.46,-,-,47.60%,4.35%,0.31,29.29,17439,-,Aug 14 BMO,10.60%,623.28K,28.55,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","192,602",-2.53%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.89,5.48,1.65%,147.60M,-4.12%,8.00B,9.31,5.82,-1.35%,145.13M,4.37%,-,1.32,1.45,79.22%,4.04%,19.77%,810.00M,1.61,14.16%,1.20%,4.13,-6.16%,4.97B,1.23,3.00%,0.95%,5.86M,-0.07%,44.24,-,7.50%,13.28%,63.22 -14.25%,3.67%,-,8.19,-9.99% 3.54%,10.71%,39.32 37.87%,0.22%,1.74 (3.21%),-,19.10% 8.98%,-,2.27%,2.53%,59.35%,1.70 (3.14%),-,32.56%,22.09%,1.31,69.78%,"May 15, 2025",-,2.64%,16.29%,50.15,2.84,4.85% 5.34%,0.12,26.88%,-2.66%,0.91,61.37,33.52%,1.07,-1.04%,5.24%,0.90,54.77,9406,0.15,Jul 21 AMC,3.40%,1.42M,54.21,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,275,952",-1.02%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,19.53,1.18%,120.46M,-3.74%,1.92B,-,-1.83,0.00%,119.03M,-0.93%,5.49B,-,1.34,48.71%,20.75%,8.29%,2.35B,0.22,-79.98%,-9.19%,4.03,-5.62%,8.87B,0.49,-151.35%,23.04%,24.70M,-25.76%,32.86,0.83,-,72.40%,29.00 -45.04%,-2.69%,19.19,0.54,-23.79% -,27.51%,11.03 44.45%,-64.34%,1.28 (8.04%),1.38,-7.73% 20.63%,34.71%,2.17%,2.97%,-,7.62 (47.77%),0.62,192.29%,31.33%,0.56,-,"Jun 02, 2025",1.10,65.83%,26.52%,47.06,4.00,16.67% -,1.18,226.86%,-0.28%,1.68,15.44,22.25%,1.49,28.46%,-4.37%,0.61,16.38,6700,1.16,May 19 BMO,-13.11%,6.14M,15.94,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,762,178",-2.69%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,25.64,0.33,78.19%,252.58M,-11.47%,3.43B,17.00,0.49,0.00%,55.08M,-1.64%,4.27B,1.28,-,11.93%,6.93%,5.92%,83.40M,1.63,19.79%,-5.31%,3.08,-9.18%,2.11B,2.24,20.49%,2.78%,3.82M,1.82%,3.76,11.31,20.10%,8.89%,11.52 -27.00%,-24.37%,0.74,17.69,- -,4.94%,6.05 39.01%,-23.41%,0.15 (1.76%),9.65,11.29% -,55.89%,3.67%,2.97%,-,0.14 (1.69%),2.03,-37.52%,9.45%,0.29,-,"Jul 07, 2025",0.80,2.26%,3.96%,39.14,2.33,15.87% -,1.41,-54950.00%,-6.33%,0.73,8.78,42.68%,1.13,-,-4.23%,0.92,8.74,7395,0.78,Jul 30 BMO,2.34%,1.24M,8.41,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,143,142",-3.78%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.35,79.35%,51.87M,-1.46%,18.96B,34.04,2.24,-0.17%,49.87M,11.52%,18.04B,-,0.42,18.60%,2.75%,15.46%,-81.00M,8.22,19.37%,9.64%,2.68,-5.99%,2.31B,3.88,36.20%,-1.29%,1.37M,7.81%,19.70,11.80,32.06%,-1.72%,86.58 -11.78%,58.86%,6.47,60.76,39.04% 20.21%,-1.68%,40.30 89.53%,113.41%,-,154.18,1.60% -4.00%,76.44%,2.16%,2.75%,16.91%,-,7.83,49.24%,-6.94%,1.92,198.84%,-,2.46,14.96%,-3.51%,60.05,2.20,- -,2.46,131.84%,2.20%,2.08,80.72,-,0.14,13.04%,8.38%,0.75,77.09,6856,0.02,Aug 06 AMC,8.40%,511.86K,76.38,"Jul 20, 2011",Yes / Yes,11.72% 1.51%,"

","386,340",-0.92%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.29,20.91%,211.97M,-6.04%,3.67B,18.27,0.85,0.00%,186.29M,0.45%,3.51B,-,0.12,65.13%,15.51%,15.69%,-51.80M,3.41,6.31%,4.50%,3.92,-13.84%,1.08B,5.43,36.75%,-6.33%,28.89M,-13.51%,2.87,10.06,20.44%,-11.93%,38.20 -59.27%,-27.26%,1.55,30.20,33.87% -5.22%,-5.88%,10.69 45.56%,193.03%,-,150.78,29.95% 26.86%,54.78%,4.34%,5.00%,-,-,3.26,73.68%,-3.42%,0.82,-,-,3.33,40.36%,-4.82%,53.82,1.44,- -,3.33,56.04%,1.66%,1.28,25.31,-,0.31,35.64%,8.25%,0.64,15.48,2191,0.30,Aug 05 AMC,-13.98%,7.37M,15.56,"Jun 10, 2021",Yes / Yes,-13.02% 4.02%,"

","4,730,178",0.52%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,19.43,1.60,2.31%,42.23M,-5.50%,1.31B,4.35,7.14,0.73%,41.12M,2.71%,1.74B,4.38,1.19,106.74%,9.88%,1.11%,76.66M,0.92,2.78%,-3.81%,7.30,-43.48%,1.42B,0.72,4.96%,2.12%,4.06M,-42.79%,43.13,3.04,4.44%,4.12%,60.62 -48.71%,-36.46%,10.24,5.66,-48.50% -20.26%,2.85%,29.15 6.67%,-61.49%,-,3.97,-0.35% 0.43%,71.81%,3.18%,4.26%,-35.85%,-,1.23,36.80%,15.50%,1.29,-48.82%,"May 17, 2019",1.52,3.24%,5.41%,44.73,2.00,- -,1.52,143.08%,-3.03%,1.64,42.57,0.00%,0.47,4.50%,-2.83%,0.98,31.60,3800,0.47,Aug 06 AMC,-27.58%,555.93K,31.09,"Jul 23, 1999",Yes / Yes,-8.51% 1.84%,"

","543,891",-1.61%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,31.42,10.58,0.80%,51.14M,-1.30%,16.90B,19.86,16.73,0.80%,50.45M,7.79%,18.39B,2.84,3.34,90.99%,1.94%,29.81%,549.00M,3.32,8.35%,1.87%,2.04,-18.05%,5.09B,4.69,14.23%,7.24%,0.98M,-13.94%,70.91,19.23,11.06%,16.16%,427.76 -22.29%,1.97%,17.28,16.89,-13.14% 0.42%,9.33%,205.73 61.57%,2.16%,-,19.48,-4.07% 2.27%,46.59%,1.73%,2.37%,20.56%,-,3.61,109.89%,15.19%,7.32,192.31%,-,1.02,16.72%,10.78%,61.69,1.90,- -,1.45,18.23%,1.52%,1.75,350.00,0.00%,0.65,10.65%,7.90%,0.76,331.60,9900,0.62,Aug 05 BMO,0.08%,481.82K,332.39,"Aug 15, 1991",Yes / Yes,11.14% 1.39%,"

","367,963",0.24%,ZBRA
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,20.68,4.51,0.14%,197.90M,-4.12%,18.46B,11.24,8.30,-1.16%,197.57M,2.31%,24.26B,4.90,1.98,94.16%,3.71%,-9.21%,913.30M,2.40,-0.34%,3.79%,3.30,-16.57%,7.70B,1.49,4.09%,4.19%,7.34M,-11.65%,62.63,13.34,4.22%,7.31%,116.71 -20.04%,-16.15%,7.00,14.85,32.42% -4.13%,4.81%,89.22 4.60%,-13.51%,0.89 (0.96%),9.89,3.99% -0.77%,62.31%,1.58%,2.22%,-27.55%,0.96 (1.03%),3.15,-2.39%,18.72%,2.02,-11.37%,"Jun 26, 2025",1.46,3.30%,11.86%,45.83,2.42,0.00% 0.00%,2.44,9.01%,-1.39%,0.69,107.58,21.66%,0.58,1.05%,-0.03%,0.79,94.95,17000,0.53,Aug 07 BMO,-9.12%,2.22M,93.32,"Jul 25, 2001",Yes / Yes,2.22% 0.73%,"

","1,754,571",-1.72%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.35,32.34%,183.23M,-1.90%,18.94B,35.18,2.25,-0.44%,163.37M,12.82%,18.02B,-,0.42,68.96%,9.07%,17.60%,-81.00M,8.22,20.12%,10.04%,6.76,-6.10%,2.31B,4.01,35.50%,-1.29%,14.82M,6.73%,19.70,11.79,32.47%,-1.72%,89.39 -11.59%,60.34%,6.71,60.71,39.04% 20.21%,-1.68%,41.67 89.66%,121.31%,-,154.02,1.60% -4.00%,76.44%,2.13%,2.80%,20.66%,-,7.82,49.24%,-6.94%,2.00,-,"Jan 12, 2011",2.46,14.96%,-3.51%,60.16,2.24,- -,2.46,131.84%,2.03%,2.10,80.62,-,0.14,13.04%,9.35%,0.58,79.84,6856,0.02,Aug 06 AMC,8.85%,2.19M,79.03,"Aug 03, 2015",Yes / Yes,10.87% 1.50%,"

","1,276,539",-1.01%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,19.55,2.39,3.56%,375.00M,-4.93%,17.42B,16.12,2.89,-0.34%,360.04M,4.36%,18.46B,1.70,0.57,84.92%,1.93%,-0.04%,916.00M,1.54,8.67%,-9.35%,3.20,2.19%,11.33B,3.03,13.83%,8.22%,6.93M,-3.13%,15.42,8.74,11.48%,15.73%,53.99 -13.58%,55.48%,5.34,22.43,-0.14% 4.31%,12.04%,28.50 63.72%,3.69%,0.87 (1.86%),10.13,4.68% 5.19%,16.94%,1.88%,1.95%,-11.14%,0.80 (1.71%),1.63,19.36%,11.95%,0.98,-,"May 28, 2025",1.11,2.79%,8.09%,49.65,1.29,10.06% 5.92%,1.26,8.47%,-1.49%,0.26,57.44,27.40%,0.41,0.78%,3.12%,0.41,46.49,350000,0.32,Aug 05 BMO,-0.05%,2.17M,46.66,"Oct 17, 2016",Yes / Yes,-2.10% -3.58%,"

","881,494",0.37%,YUMC
