Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,48.26,0.79,16.26%,169.85M,2.07%,6.46B,28.35,1.34,-4.29%,142.12M,-5.47%,137.70M,3.04,0.28,92.47%,5.21%,8.44%,1.55B,4.16,27.64%,9.97%,7.10,30.49%,9.34,4.07,8.39%,4.94%,7.41M,26.16%,1.11,34.37,15.89%,8.52%,27.55,41.15,29.38%,0.33 (0.87%),23.92,18.47%,6.47%,-7.53%,1.16,0.33 (0.87%),1.71,0.20%,41.40%,38.11%,0.76,"Nov 20, 2024",2.70,28.10%,16.27%,42.67,1.88%,1.86%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.52,37.82,0.95%,5.82%,2.91%,Oct 29 AMC,1.04M,38.05,-3.29%,-1.35%,13.19%,"

","541,754",0.61%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,0.10%,1.53B,17.12,0.58,-8.51%,142.06M,0.30%,-73.97M,-,0.14,72.36%,2.51%,14.27%,452.76M,3.37,71.21%,-3.50%,1.11,3.22%,1.20,8.29,2.65%,-9.16%,3.57M,5.08%,3.63,2.73,15.00%,-47.76%,7.70,10.85,5.64%,-,21.41,9.40%,-12.64%,-8.48%,1.68,-,2.56,12.97%,67.98%,28.96%,0.04,-,2.56,14.25%,-4.07%,56.79,0.29%,0.38%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.19,9.92,0.77%,39.13%,6.45%,Dec 09 AMC,3.22M,9.93,-0.09%,0.23%,6.08%,"

","625,690",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,31.12,5.32,0.08%,451.55M,-0.89%,74.68B,25.96,6.38,-0.95%,450.80M,-7.38%,2.43B,3.35,1.38,94.81%,1.39%,-15.06%,9.15B,8.16,10.58%,-1.56%,2.68,-6.20%,11.59,14.28,8.40%,17.07%,6.26M,-15.34%,3.80,43.57,9.29%,47.13%,144.80,200.53,-16.14%,1.73 (1.05%),32.36,11.57%,20.27%,-17.46%,0.88,1.73 (1.04%),2.27,8.05%,68.49%,14.31%,3.68,"Jan 21, 2025",3.69,8.09%,36.45%,33.62,1.85%,2.13%,14100,1.29,9.33%,26.55%,1.50,220.60,Yes / Yes,1.29,16.43%,30.71%,0.93,164.70,4.34%,8.49%,11.02%,Nov 04 BMO,2.34M,165.52,-4.26%,-6.57%,-6.16%,"

","2,166,661",0.50%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.94,1.43,0.86%,598.04M,1.17%,11.91B,11.12,1.79,0.00%,592.88M,4.84%,1.20B,1.19,0.45,28.46%,3.06%,-16.83%,5.83B,2.04,10.58%,-10.88%,5.66,-4.60%,10.74,1.85,11.52%,9.47%,18.14M,-1.29%,5.47,3.64,11.68%,14.45%,15.90,27.50,-6.44%,0.66 (3.31%),-,13.37%,13.77%,-27.60%,-0.14,0.97 (4.87%),0.94,15.78%,31.29%,25.26%,0.52,"Sep 10, 2024",0.96,-2.64%,24.78%,49.95,2.08%,2.14%,23554,0.30,8.68%,20.51%,1.25,26.43,Yes / Yes,0.01,3.34%,40.76%,0.46,19.76,1.13%,0.45%,17.70%,Nov 19 AMC,3.20M,19.91,3.35%,-6.00%,-7.54%,"

","1,469,996",0.76%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,1.04%,28.79B,53.01,3.54,-0.12%,95.02M,-10.83%,-36.27M,-,0.69,48.88%,5.06%,9.77%,2.30B,12.52,-6.50%,4.54%,2.65,-0.83%,9.31,20.15,18.68%,-0.87%,4.81M,-16.46%,17.65,10.63,16.32%,-3.24%,153.45,259.61,-15.31%,-,44.15,-10.72%,-2.47%,-27.73%,0.84,-,1.09,48.57%,77.81%,22.27%,7.14,-,1.09,79.05%,-4.74%,41.61,2.97%,3.68%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.44,187.26,3.71%,22.75%,26.42%,Dec 02 AMC,1.81M,187.63,-5.83%,-4.65%,1.17%,"

","806,091",0.20%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,9.43%,233.12M,-,-2.93,-0.01%,57.60M,-8.86%,-179.28M,-,-0.79,83.16%,9.55%,-13.55%,40.56M,5.75,45.10%,-14.52%,4.37,-24.05%,4.98,0.64,-19.28%,-34.60%,5.50M,-79.18%,5.35,0.60,-,-42.89%,2.66,18.07,-78.94%,-,-,-50.05%,-45.41%,-82.35%,1.84,-,7.29,-20.00%,96.77%,19.92%,0.27,-,7.29,45.45%,-515.94%,47.33,6.62%,7.61%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.54,3.22,-,38.39%,-,Nov 06,1.26M,3.19,-3.88%,-4.06%,-51.23%,"

","684,280",-0.93%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.52,3.00,14.68%,306.50M,4.13%,26.19B,15.96,5.35,-1.81%,261.49M,-4.03%,941.21M,4.16,1.30,57.74%,3.27%,24.01%,4.63B,5.66,4.32%,-1.36%,2.64,46.13%,28.31,3.02,-1.51%,9.41%,8.55M,15.13%,25.16,3.40,6.85%,11.70%,55.06,92.80,18.82%,-,15.18,-,10.80%,-7.93%,-0.03,-,4.50,95.81%,74.54%,55.18%,2.47,-,4.50,296.12%,17.93%,55.51,2.08%,2.81%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,0.61,85.67,1.23%,5.67%,3.59%,Nov 25 AMC,3.24M,85.44,1.09%,6.08%,27.02%,"

","1,975,072",-0.27%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,4.09%,2.97B,-,-1.78,-22.30%,108.70M,-3.10%,-270.85M,-,-0.70,42.17%,5.38%,20.44%,355.75M,8.34,21.50%,-8.02%,5.92,55.37%,6.78,4.01,34.63%,-26.70%,5.85M,5.42%,6.57,4.14,-,-34.98%,13.48,36.60,-0.40%,-,-,-16.93%,-40.20%,-25.63%,0.99,-,2.87,2095.12%,63.17%,101.93%,1.25,-,3.01,10.91%,-95.07%,49.41,3.56%,3.98%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.26,26.89,0.02%,94.89%,47.72%,Nov 12 BMO,987.07K,27.22,-1.08%,-4.14%,28.88%,"

","254,534",1.23%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-6.52%,423.46M,33.26,0.10,0.00%,116.94M,-8.33%,-41.45M,-,-0.01,17.12%,0.01%,6.45%,1.23B,0.35,-96.08%,-0.26%,0.20,-16.67%,2.72,1.21,158.61%,-3.21%,0.01M,-79.31%,2.29,1.44,-,-7.35%,2.62,21.91,-79.77%,-,-,-,-9.02%,-84.94%,0.44,-,1.62,26.18%,17.54%,25.95%,0.26,-,1.81,72.88%,-3.55%,39.97,9.40%,7.82%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.37,3.34,-,50.00%,1.80%,Nov 22 BMO,72.86K,3.30,-5.86%,-9.94%,-50.56%,"

","27,033",-1.20%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,230.42,0.03,28.98%,75.06M,-4.43%,695.64M,-,-0.18,-0.59%,69.39M,-23.44%,3.57M,-,-0.11,53.63%,4.08%,-23.44%,498.90M,1.39,-129.44%,1.70%,6.43,-20.27%,0.14,51.18,-35.01%,0.55%,2.83M,-50.69%,5.09,1.40,-,430.38%,6.89,15.35,-48.78%,-,10.37,-,0.63%,-53.62%,1.17,-,7.35,17.01%,89.13%,3.34%,0.37,-,7.35,-94.10%,5.24%,27.39,3.80%,4.53%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.59,7.10,4.27%,70.54%,-24.77%,Nov 06 AMC,439.87K,7.12,-11.03%,-20.13%,-25.08%,"

","260,375",0.28%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,12.60,4.39,1.59%,147.70M,4.20%,8.18B,11.20,4.94,-5.92%,145.36M,-10.34%,647.00M,2.47,1.26,76.40%,3.76%,19.49%,4.95B,1.65,12.26%,-2.61%,4.08,31.60%,40.25,1.38,1.22%,0.79%,5.47M,23.33%,-,-,5.10%,11.76%,37.76,63.22,26.17%,1.64 (2.97%),10.93,1.26%,9.09%,-12.45%,1.09,1.66 (3.00%),-,9.97%,-,46.60%,1.64,"Nov 14, 2024",0.14,-18.96%,18.19%,44.51,2.95%,2.65%,9679,0.57,11.85%,13.08%,2.96,60.42,Yes / Yes,0.12,21.38%,37.74%,0.86,54.97,1.76%,16.48%,8.11%,Oct 21 AMC,1.34M,55.35,-3.46%,-1.72%,16.23%,"

","1,158,189",0.69%,ZION
