Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.45%,75.14M,3.35%,1.40B,-,-0.66,2.18%,72.81M,-0.64%,1.16B,-,-0.54,98.95%,10.34%,28.83%,-63.43M,10.37,37.60%,-0.08%,10.41,60.45%,134.48M,4.38,35.02%,-14.34%,7.53M,26.37%,4.23,5.54,18.85%,-18.46%,20.17 -8.28%,6.75%,3.34,-,26.71% 15.81%,-18.90%,9.03 104.87%,142.46%,-,-,41.95% 20.90%,90.49%,6.93%,4.73%,-55.48%,-,8.64,43.93%,-52.51%,0.94,-,-,6.94,116.21%,-47.16%,52.95,1.18,- -,6.94,34.02%,0.57%,1.30,26.10,-,0.06,72.59%,6.77%,1.32,19.37,286,0.05,Nov 06 AMC,32.50%,723.33K,18.50,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","952,782",-4.49%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.29,1.12,11.53%,167.47M,-2.60%,7.76B,28.15,1.65,-1.82%,148.06M,-0.60%,8.06B,3.40,0.34,90.09%,3.86%,3.80%,192.30M,4.68,17.49%,-0.79%,6.19,25.38%,1.66B,4.88,9.60%,6.93%,5.71M,24.37%,9.50,29.85,12.16%,11.76%,50.03 -7.28%,16.50%,1.55,26.90,32.18% -7.41%,9.03%,27.74 67.23%,105.27%,0.37 (0.80%),22.06,19.81% -5.41%,41.36%,2.35%,2.49%,162.06%,0.36 (0.78%),4.86,42.07%,16.69%,1.19,344.77%,"Nov 20, 2025",1.83,6.88%,11.59%,46.19,2.25,3.23% 0.62%,2.78,44.39%,-1.23%,1.11,50.29,35.98%,0.35,11.07%,-0.91%,0.77,47.51,2500,0.34,Oct 28 AMC,17.79%,922.58K,46.39,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","714,823",-2.36%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.41,5.93,0.20%,441.46M,1.34%,53.39B,17.76,6.82,-0.07%,439.82M,-14.75%,58.58B,2.56,1.41,97.91%,2.52%,-21.38%,2.65B,5.68,7.12%,0.76%,3.43,-24.44%,9.40B,9.91,7.59%,17.96%,11.07M,-25.64%,12.23,25.62,7.98%,49.87%,181.85 -33.37%,-31.22%,4.73,23.84,8.55% 11.91%,20.92%,117.26 3.33%,-11.05%,1.99 (1.65%),14.55,5.98% 8.14%,70.29%,2.12%,2.09%,-28.41%,2.00 (1.65%),6.23,11.51%,37.63%,3.51,166.52%,"Oct 31, 2025",2.28,2.68%,28.21%,21.75,1.57,18.93% 21.14%,3.64,8.17%,-10.62%,0.97,172.64,32.86%,1.35,0.50%,-14.41%,1.19,121.25,13800,1.35,Nov 04 BMO,-21.63%,3.22M,121.16,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,826,192",-0.07%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.00,1.46,0.00%,593.65M,0.58%,11.29B,11.24,1.69,-,593.65M,0.11%,10.31B,1.66,0.35,14.66%,3.13%,-4.57%,1.21B,1.76,-0.96%,-7.76%,10.91,4.68%,6.42B,1.70,13.47%,9.38%,18.55M,-2.76%,11.20,3.05,7.81%,13.98%,22.01 -13.63%,-10.96%,6.24,-,18.24% 8.45%,13.37%,16.34 16.34%,-1.19%,0.62 (3.28%),5.60,9.28% 13.97%,27.49%,1.86%,1.79%,-37.43%,0.65 (3.42%),1.61,2.41%,21.97%,0.40,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.47,1.48,- -,1.21,-25.19%,0.05%,-0.19,23.10,45.76%,0.29,10.45%,0.06%,0.42,19.36,24471,0.01,Nov 19 AMC,0.36%,1.70M,19.01,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","720,808",-1.81%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,-2.93%,48.85B,70.22,4.39,-0.57%,99.38M,2.07%,47.08B,-,0.86,54.31%,5.97%,12.23%,-41.48M,18.28,11.41%,-1.91%,4.09,25.49%,2.67B,27.15,20.27%,-0.75%,5.93M,71.05%,11.37,13.67,18.03%,-2.70%,336.99 -8.42%,54.66%,22.57,67.22,54.06% 21.31%,-1.17%,164.78 87.28%,157.32%,-,30768.50,34.81% 44.03%,76.82%,3.19%,2.82%,105.65%,-,17.61,31.04%,-4.48%,10.00,-,-,1.94,23.31%,-1.55%,45.13,1.63,- -,1.94,-14.36%,-3.68%,1.05,329.61,-,1.00,21.31%,1.24%,0.81,317.08,7923,0.97,Nov 25 AMC,17.97%,1.45M,308.60,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,167,509",-2.67%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.14,3.80,11.18%,267.28M,2.21%,25.15B,14.16,5.94,-1.42%,265.83M,5.70%,17.42B,5.31,1.44,65.16%,2.54%,14.90%,1.19B,5.29,5.58%,0.99%,2.15,0.23%,4.75B,2.82,1.48%,11.03%,6.75M,2.98%,29.82,3.23,4.17%,13.60%,92.80 -9.44%,-1.80%,26.02,13.63,-10.66% 106.45%,13.23%,64.41 30.48%,7.32%,-,14.80,4.40% 49.60%,76.38%,1.90%,2.37%,-83.20%,-,3.66,36.57%,20.43%,2.13,-,-,4.36,3.63%,24.99%,52.87,2.29,- -,4.36,66.82%,0.43%,0.81,93.00,0.00%,0.01,4.71%,1.08%,0.61,84.70,7412,0.00,Nov 24 AMC,6.72%,3.14M,84.04,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","1,916,380",-0.78%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.04%,110.59M,-6.13%,2.41B,-,-0.15,-17.91%,108.75M,-26.06%,1.81B,-,-0.23,36.72%,4.62%,-39.18%,-206.71M,5.46,43.96%,-2.78%,6.57,-24.42%,441.78M,3.16,89.89%,-19.28%,5.02M,-17.03%,6.87,2.95,-,-28.96%,44.34 -50.99%,-30.11%,7.36,-,30.02% -3.16%,-26.82%,21.25 2.26%,-27.15%,-,-,40.31% 98.33%,61.31%,3.12%,3.98%,-75.32%,-,4.11,30.16%,-51.59%,1.18,-,-,2.68,23.73%,-46.79%,23.25,1.27,- -,2.87,23.67%,-14.50%,0.86,48.92,-,0.29,12.75%,-26.07%,0.60,21.88,1869,0.01,Nov 06 BMO,-33.32%,764.58K,21.73,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","462,051",-0.69%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-1.29%,7.05B,13.29,2.07,-,-,-5.62%,10.54B,-,-0.23,5.03%,-,-6.04%,-462.32M,0.56,56.00%,0.02%,0.78,-4.77%,12.55B,-,222.69%,-7.04%,0.43M,-2.96%,-13.26,4.95,-,-,33.32 -17.34%,-2.89%,5.56,-,5.46% -,-,17.91 53.77%,-,-,-,118.43% 118.66%,18.90%,1.23%,1.77%,-,-,0.84,62.51%,-4.64%,0.64,-,-,0.49,39.14%,-3.68%,39.73,1.00,- -,0.59,82.59%,-3.73%,0.10,35.52,-,-,37.06%,-5.49%,0.27,27.74,17439,-,Nov 17 BMO,1.50%,549.59K,27.54,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","146,337",-0.72%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.11,5.59,1.56%,147.64M,-0.66%,7.52B,8.39,6.07,-0.12%,145.34M,-5.77%,-,1.02,1.56,78.69%,3.75%,-3.34%,823.00M,1.52,17.62%,-0.09%,2.96,3.77%,4.95B,1.11,4.25%,0.96%,5.45M,-6.16%,46.05,-,8.89%,12.71%,63.22 -19.47%,-15.23%,-,7.32,-9.99% 3.54%,9.59%,39.32 29.48%,0.39%,1.75 (3.44%),-,19.10% 8.98%,-,2.64%,3.36%,59.34%,1.76 (3.46%),-,27.30%,22.37%,1.60,71.36%,"Nov 13, 2025",-,0.12%,16.64%,41.34,2.70,4.85% 5.34%,0.16,7.93%,-1.98%,0.87,61.55,33.52%,0.80,-2.03%,-6.76%,0.82,52.45,9406,0.25,Oct 20 AMC,-1.89%,1.84M,50.91,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,513,543",-2.94%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.96,16.63,1.18%,120.46M,9.21%,1.93B,-,-3.41,0.00%,119.04M,17.89%,6.08B,-,0.84,54.19%,19.86%,-1.84%,2.00B,0.22,-83.48%,3.76%,5.11,-11.20%,8.58B,0.49,-215.75%,19.27%,23.65M,-25.43%,32.35,1.09,-,59.06%,29.00 -44.79%,-30.10%,14.72,0.59,-23.79% -,23.31%,11.03 45.08%,-32.31%,1.04 (6.53%),1.64,-7.73% 20.63%,32.33%,3.77%,3.83%,-,6.78 (42.35%),0.71,202.12%,28.74%,0.64,-,"Sep 02, 2025",1.11,43.57%,23.37%,64.91,3.78,16.67% -,1.20,-93.86%,9.32%,1.66,13.38,22.25%,1.52,-15.36%,13.33%,1.71,15.70,6700,1.21,Nov 20 BMO,0.27%,4.63M,16.01,"Jan 28, 2021",Yes / No,-76.51% -5.63%,"

","7,926,573",1.97%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,24.39,0.41,75.88%,254.09M,1.33%,4.04B,20.64,0.48,0.00%,61.28M,1.86%,5.07B,1.23,-,21.81%,5.35%,22.58%,103.34M,1.94,22.75%,-3.11%,4.34,13.30%,2.08B,2.42,12.14%,3.34%,3.28M,19.61%,4.09,15.00,19.84%,10.58%,10.70 -7.66%,35.53%,0.66,21.85,- -,5.45%,6.05 63.31%,-10.10%,0.14 (1.43%),11.36,11.29% -,55.55%,3.42%,3.26%,-,0.14 (1.44%),2.43,-5.94%,8.97%,0.35,-,"Jul 07, 2025",0.79,-1.88%,4.97%,48.22,1.80,15.87% -,1.42,-54950.00%,-3.16%,0.75,10.93,42.68%,1.17,-,1.35%,1.18,10.40,7395,0.82,Sep 05 BMO,14.72%,756.34K,9.88,"Dec 20, 2021",Yes / Yes,73.56% 1.47%,"

","889,556",-5.00%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.14,80.29%,49.63M,-1.51%,17.01B,31.27,2.20,-0.55%,47.72M,-1.83%,15.98B,-,0.40,17.20%,2.88%,-15.59%,-32.00M,6.85,19.77%,-0.71%,2.15,2.17%,2.48B,3.33,32.88%,-0.54%,1.37M,-3.06%,20.63,12.20,28.61%,-0.66%,90.22 -23.87%,-6.17%,5.63,60.97,39.04% 20.21%,-0.63%,56.63 21.28%,109.58%,-,79.92,1.60% -4.00%,74.87%,3.15%,3.20%,-42.57%,-,6.44,75.90%,-3.62%,2.39,143.03%,-,3.63,15.17%,-1.29%,40.26,2.12,- -,3.63,145.35%,-3.76%,2.07,87.96,-,0.07,16.35%,-8.12%,1.34,69.98,6856,0.02,Oct 30 AMC,-5.44%,639.16K,68.68,"Jul 20, 2011",Yes / Yes,2.90% 0.76%,"

","853,416",-1.86%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.12,18.15%,214.16M,-5.46%,4.45B,19.41,0.95,0.00%,196.92M,-0.32%,4.26B,-,0.25,65.21%,11.59%,-3.24%,-22.81M,3.64,15.57%,2.82%,2.90,32.78%,1.22B,6.39,40.91%,-2.26%,22.83M,2.89%,2.90,11.56,25.58%,-3.92%,28.51 -35.08%,-49.62%,1.60,27.90,33.87% -5.22%,-2.57%,10.69 73.15%,123.55%,-,55.52,29.95% 26.86%,55.19%,7.33%,5.81%,-,-,3.48,85.20%,0.63%,1.27,-,-,3.01,35.87%,-1.86%,47.36,1.46,- -,3.01,82.38%,-0.89%,1.27,29.36,-,0.29,25.67%,-4.73%,1.13,20.47,2191,0.29,Nov 04 AMC,11.49%,7.87M,18.51,"Jun 10, 2021",Yes / Yes,9.80% 2.77%,"

","8,924,291",-9.57%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,12.53,2.47,2.97%,39.99M,-5.21%,1.22B,4.19,7.39,0.12%,38.33M,-16.19%,1.59B,2.46,2.70,111.91%,12.33%,-14.97%,111.07M,0.84,3.56%,-4.47%,8.59,-6.04%,1.46B,0.69,7.79%,3.22%,4.73M,-43.04%,44.98,2.43,5.10%,6.26%,60.62 -48.94%,-47.54%,12.74,4.68,-48.50% -20.26%,4.17%,28.55 8.41%,-58.09%,-,3.72,-0.35% 0.43%,70.30%,5.46%,4.19%,-54.69%,-,1.09,97.88%,13.43%,1.52,-53.67%,"May 17, 2019",1.61,5.70%,7.62%,29.54,2.14,- -,1.61,91.98%,-10.09%,1.47,43.43,0.00%,0.48,2.87%,-14.94%,1.08,32.03,3800,0.48,Nov 06 AMC,-15.03%,550.32K,30.95,"Jul 23, 1999",Yes / Yes,-1.43% -0.74%,"

","591,806",-3.37%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,24.36,9.92,0.82%,50.74M,-6.46%,12.24B,13.62,17.74,-0.27%,50.24M,-17.65%,13.54B,1.76,4.33,95.87%,2.16%,-24.01%,512.00M,2.32,17.04%,3.80%,1.82,-19.03%,5.27B,3.27,12.11%,6.50%,1.08M,-37.45%,73.85,11.62,13.80%,14.29%,427.76 -43.53%,-40.08%,20.79,15.45,-13.14% 0.42%,8.53%,205.73 17.42%,2.95%,-,13.67,-4.07% 2.27%,46.70%,3.54%,3.70%,-30.27%,-,2.57,34.73%,15.61%,10.82,203.52%,-,1.19,13.35%,9.71%,29.68,1.85,- -,1.61,-25.20%,-12.80%,1.67,360.50,0.00%,0.63,6.60%,-17.71%,1.63,255.69,9900,0.60,Oct 28 BMO,-18.99%,594.66K,241.57,"Aug 15, 1991",Yes / Yes,3.59% 0.44%,"

","970,998",-5.52%,ZBRA
Zenas Biopharma Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.53,76.56%,42.21M,9.86%,1.50B,-,-4.19,3.14%,9.87M,32.12%,1.21B,-,-0.60,37.83%,48.30%,112.01%,-189.90M,100.11,65.48%,4.71%,12.34,266.12%,15.00M,7.66,-2.01%,-52.35%,4.77M,335.41%,4.65,5.16,33.61%,-68.33%,36.63 -2.65%,67.65%,6.91,-,-9.85% -,-96.59%,5.83 511.66%,-,-,-,- -,99.47%,8.62%,10.67%,-,-,80.77,-,-1304.64%,2.72,-,-,5.66,-,-1265.99%,67.50,1.00,- -,5.66,-32.20%,19.36%,-1.49,43.57,-,0.00,-,42.47%,1.14,35.80,130,0.00,Nov 12 BMO,149.73%,386.31K,35.66,"Sep 13, 2024",Yes / Yes,-17.57% -100.00%,"

","440,897",-0.39%,ZBIO
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,22.41,4.04,0.14%,198.20M,2.33%,17.95B,10.64,8.51,-2.12%,197.91M,-8.86%,24.78B,5.01,2.40,98.29%,3.68%,-11.85%,805.10M,2.24,2.17%,5.13%,4.59,-6.37%,8.01B,1.41,4.15%,3.56%,7.27M,-14.26%,64.36,13.89,4.47%,6.41%,114.72 -21.05%,-17.26%,6.52,14.87,32.42% -4.13%,3.97%,85.33 6.14%,-14.74%,0.91 (1.00%),9.73,3.99% -0.77%,62.61%,2.51%,2.73%,-32.60%,0.96 (1.06%),3.09,-23.03%,18.39%,3.07,-13.44%,"Sep 30, 2025",1.39,5.47%,10.05%,37.00,2.57,0.00% 0.00%,2.43,-5.35%,-6.97%,0.63,101.88,21.66%,0.64,9.71%,-8.41%,1.17,90.03,17000,0.59,Nov 05 BMO,-9.19%,1.58M,90.57,"Jul 25, 2001",Yes / Yes,1.82% -0.52%,"

","1,858,913",0.60%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.14,31.17%,186.18M,-2.67%,16.93B,32.26,2.18,-1.45%,166.60M,-3.87%,15.91B,-,0.40,68.94%,8.41%,-17.32%,-32.00M,6.82,19.73%,-0.73%,4.80,3.08%,2.48B,3.41,32.02%,-0.54%,14.02M,-4.97%,20.63,12.15,28.32%,-0.66%,93.88 -25.04%,-7.15%,5.79,60.69,39.04% 20.21%,-0.63%,57.51 22.36%,112.60%,-,79.53,1.60% -4.00%,74.87%,3.18%,3.27%,-40.58%,-,6.41,75.90%,-3.62%,2.54,172.86%,-,3.63,15.17%,-1.29%,38.13,2.15,- -,3.63,145.35%,-5.15%,2.10,87.50,-,0.07,16.35%,-9.35%,1.94,72.03,6856,0.02,Oct 30 AMC,-6.01%,2.92M,70.37,"Aug 03, 2015",Yes / Yes,2.78% 0.77%,"

","5,654,544",-2.30%,Z
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,19.22,2.41,3.56%,364.00M,7.64%,16.76B,16.25,2.85,0.00%,348.18M,5.29%,17.58B,1.81,0.28,80.85%,1.53%,3.62%,904.00M,1.45,6.81%,-6.67%,3.22,4.09%,11.57B,2.97,14.17%,7.92%,5.31M,-3.74%,15.64,7.82,10.60%,15.44%,53.99 -14.11%,-5.81%,5.93,17.68,-0.14% 4.31%,12.05%,41.00 13.10%,-7.81%,0.90 (1.94%),9.39,4.68% 5.19%,17.17%,1.18%,2.00%,-18.93%,0.88 (1.90%),1.52,6.72%,12.26%,1.05,-,"Dec 02, 2025",1.15,3.29%,7.81%,63.24,1.31,10.06% 5.92%,1.32,-0.93%,4.13%,0.13,57.18,27.40%,0.40,4.40%,5.66%,0.70,46.26,350000,0.32,Nov 04 BMO,1.20%,1.65M,46.37,"Oct 17, 2016",Yes / Yes,2.32% 0.55%,"

","1,158,965",0.24%,YUMC
