Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.50%,75.14M,-0.93%,1.86B,39.86,0.62,-6.65%,72.77M,-3.38%,1.62B,0.74,-0.47,98.62%,4.95%,35.05%,-63.43M,13.80,40.00%,-1.77%,2.98,82.10%,134.48M,5.82,163.55%,-14.34%,3.60M,-6.49%,4.23,7.37,53.59%,-18.46%,28.49 -13.58%,76.36%,3.34,-,26.71% 15.81%,-18.90%,9.03 172.65%,226.53%,-,-,41.95% 20.90%,90.49%,5.78%,4.73%,-54.02%,-,12.07,43.93%,-52.51%,1.27,-,-,6.94,116.21%,-47.16%,48.53,1.00,- -,6.94,34.02%,-3.81%,1.24,35.62,-,0.06,72.59%,2.32%,0.81,23.92,286,0.05,Nov 06 AMC,50.05%,1.21M,24.62,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","977,903",2.93%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.43,1.12,11.52%,167.47M,0.80%,7.79B,28.09,1.66,-1.75%,148.07M,-1.25%,8.08B,2.30,0.34,93.93%,3.21%,0.39%,192.30M,4.69,17.55%,1.29%,5.68,27.39%,1.66B,4.90,10.12%,6.93%,4.76M,0.13%,9.50,29.95,12.23%,11.76%,50.03 -6.96%,26.84%,1.55,26.99,32.18% -7.41%,9.03%,27.74 67.81%,109.97%,0.37 (0.80%),22.14,19.81% -5.41%,41.36%,2.13%,1.90%,108.86%,0.38 (0.82%),4.87,42.07%,16.69%,0.96,441.08%,"Nov 20, 2025",1.83,6.88%,11.59%,47.36,2.27,3.23% 0.62%,2.78,44.39%,-0.83%,1.10,51.22,35.98%,0.35,11.07%,-0.89%,1.59,46.16,2500,0.34,Oct 28 AMC,11.49%,837.83K,46.55,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,332,176",0.84%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.20,5.93,0.18%,441.46M,0.14%,55.46B,18.51,6.80,0.00%,439.90M,6.05%,60.65B,2.40,1.40,99.50%,3.12%,-12.28%,2.65B,5.90,7.07%,-1.59%,2.78,-16.96%,9.40B,10.29,7.25%,17.96%,13.74M,0.02%,12.23,26.61,7.71%,49.87%,177.40 -29.06%,-24.34%,4.73,24.76,8.55% 11.91%,20.92%,115.25 9.19%,-14.43%,1.99 (1.58%),15.07,5.98% 8.14%,70.29%,2.20%,2.19%,-24.65%,2.00 (1.59%),6.45,11.51%,37.63%,2.84,162.06%,"Jan 20, 2026",2.28,2.68%,28.21%,51.60,1.67,18.93% 21.14%,3.64,8.17%,0.36%,0.96,159.27,32.86%,1.35,0.50%,2.12%,0.67,124.62,13800,1.35,Nov 04 BMO,-13.68%,4.94M,125.84,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,324,513",0.98%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.08,1.49,0.00%,591.63M,5.49%,13.11B,12.37,1.82,-,582.69M,4.94%,11.38B,1.30,0.45,11.63%,2.68%,20.84%,1.23B,1.99,6.01%,-1.39%,9.41,23.83%,6.59B,1.97,11.83%,9.42%,15.63M,7.71%,11.39,3.69,9.51%,13.83%,22.26 1.08%,24.31%,6.10,-,18.24% 8.45%,13.37%,16.34 37.70%,-18.65%,0.68 (3.01%),6.34,9.28% 13.97%,26.00%,2.07%,1.58%,-17.67%,0.65 (2.89%),1.73,3.12%,20.42%,0.43,-,"Sep 30, 2025",1.34,12.89%,18.61%,69.61,1.45,- -,1.38,7.47%,4.82%,-0.17,23.79,45.76%,0.19,11.30%,9.59%,1.73,21.88,24471,0.01,Nov 19 AMC,17.47%,1.66M,22.50,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,866,552",2.83%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-7.31%,34.17B,47.86,4.48,-0.14%,102.58M,-9.32%,32.68B,2.59,0.89,52.48%,6.85%,-29.00%,-41.04M,12.06,16.26%,-1.64%,4.18,-25.54%,2.83B,17.24,17.41%,-0.73%,7.03M,-4.74%,12.43,10.29,18.49%,-2.41%,336.99 -36.42%,14.90%,20.83,40.32,54.06% 21.31%,-1.10%,164.78 30.03%,104.55%,-,1676.89,34.81% 44.03%,76.55%,3.79%,2.66%,10.99%,-,11.54,-8.83%,-4.14%,7.12,-,-,1.74,23.24%,-1.45%,29.68,1.48,- -,1.74,7.34%,-4.90%,1.02,320.88,-,0.93,25.50%,-16.81%,1.30,216.85,7923,0.89,Nov 25 AMC,-20.56%,1.68M,214.27,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,181,450",-1.19%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.08,5.15,10.52%,266.35M,-4.47%,24.51B,13.64,6.07,-2.45%,264.96M,-7.55%,16.60B,3.01,1.49,69.65%,2.53%,4.34%,1.59B,5.10,7.74%,4.10%,2.43,11.18%,4.81B,2.65,1.63%,14.44%,6.70M,-4.09%,31.27,3.08,4.53%,17.74%,91.43 -9.48%,5.00%,26.87,12.24,-10.66% 106.45%,17.11%,64.41 28.49%,18.09%,-,12.73,4.40% 49.60%,76.89%,3.05%,2.51%,-75.84%,-,3.45,72.42%,22.86%,2.39,-,-,4.36,3.85%,33.17%,40.80,2.18,- -,4.36,204.90%,-4.52%,0.90,96.40,0.00%,0.01,4.44%,-3.04%,0.80,83.19,7412,0.00,Nov 24 AMC,3.37%,2.75M,82.76,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,211,258",-0.52%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,3.05%,2.18B,-,-1.50,-9.17%,108.86M,10.35%,1.58B,-,-0.34,28.53%,3.90%,-33.30%,-206.71M,4.94,40.92%,0.21%,4.74,-44.71%,441.78M,2.85,2.43%,-19.28%,4.25M,11.17%,6.87,2.67,-,-28.96%,44.34 -55.77%,-22.21%,7.35,-,30.02% -3.16%,-26.82%,16.82 16.59%,-53.48%,-,-,40.31% 98.33%,61.31%,2.81%,3.24%,-85.97%,-,3.58,30.16%,-51.59%,0.78,-,-,2.68,23.73%,-46.79%,57.58,1.55,- -,2.87,23.67%,8.63%,0.88,39.93,-,0.29,12.75%,-0.22%,1.15,18.72,1869,0.01,Nov 06 BMO,-34.00%,897.32K,19.61,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,035,246",4.75%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.52,5.59,1.45%,147.64M,-2.26%,8.68B,9.62,6.11,-0.11%,145.50M,-0.34%,-,1.04,1.57,80.94%,4.43%,6.37%,823.00M,1.76,18.22%,1.81%,3.47,6.70%,4.95B,1.28,4.49%,0.96%,6.44M,0.43%,46.05,-,9.27%,12.71%,61.57 -4.52%,8.17%,-,8.45,-9.99% 3.54%,9.59%,39.32 49.52%,15.23%,1.75 (2.98%),-,19.10% 8.98%,-,2.23%,1.96%,17.60%,1.76 (2.99%),-,27.30%,22.37%,1.27,129.20%,"Nov 13, 2025",-,0.12%,16.64%,51.95,2.69,4.85% 5.34%,0.16,7.93%,-1.29%,0.84,65.32,33.52%,0.80,-2.03%,5.19%,0.96,58.52,9406,0.25,Jan 20 AMC,11.52%,1.86M,58.79,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,776,893",0.46%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.73,8.32,1.18%,120.46M,1.70%,2.74B,-,-2.71,0.00%,119.04M,21.16%,6.45B,-,-0.68,45.96%,15.54%,69.25%,1.00B,0.36,-83.22%,-9.09%,3.87,45.80%,7.59B,0.68,-190.53%,9.16%,18.50M,7.07%,33.34,1.40,-,25.25%,24.47 -7.09%,24.21%,16.19,1.13,-23.79% -,11.79%,11.03 105.98%,38.51%,1.24 (5.47%),2.33,-7.73% 20.63%,23.74%,5.76%,4.92%,-,4.28 (18.83%),0.85,-30.30%,19.63%,1.09,-,"Dec 01, 2025",1.22,1.63%,13.21%,61.67,3.83,16.67% -,1.30,-89.07%,7.02%,1.62,16.68,22.25%,1.41,-35.73%,18.81%,0.81,21.57,6700,1.12,Nov 20 BMO,40.47%,4.78M,22.73,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,884,626",5.38%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.78,0.41,75.38%,254.09M,3.73%,4.44B,22.31,0.49,0.00%,62.55M,3.73%,5.46B,1.07,-,23.98%,5.38%,13.61%,103.34M,2.13,24.10%,0.97%,5.55,22.18%,2.08B,2.65,12.19%,3.34%,3.36M,5.85%,4.09,16.48,20.93%,10.58%,11.00 -1.36%,42.20%,0.66,24.00,- -,5.45%,6.05 79.34%,-0.18%,0.14 (1.31%),12.25,11.29% -,55.55%,3.34%,2.57%,-,0.14 (1.31%),2.62,-5.94%,8.97%,0.29,-,"Jul 07, 2025",0.79,-1.88%,4.97%,58.86,1.82,15.87% -,1.42,-54950.00%,3.06%,0.76,11.38,42.68%,1.17,-,4.79%,0.57,10.80,7395,0.82,Sep 05 BMO,19.70%,605.81K,10.85,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","344,070",0.46%,ZGN
