Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-0.53%,1.70B,36.59,0.62,-6.25%,72.59M,-8.20%,1.47B,0.68,-0.47,100.30%,5.20%,16.68%,-63.43M,12.67,40.00%,3.88%,3.49,58.04%,134.48M,5.35,163.55%,-14.34%,3.78M,-14.17%,4.23,6.76,53.59%,-18.46%,28.49 -20.67%,54.58%,3.34,-,26.71% 15.81%,-18.90%,9.03 150.28%,153.36%,-,-,41.95% 20.90%,90.49%,3.59%,3.95%,-44.88%,-,10.94,43.93%,-52.51%,0.99,-,-,6.94,116.21%,-47.16%,43.94,1.00,- -,6.94,34.02%,-1.65%,1.22,36.46,-,0.06,72.59%,-8.06%,0.56,23.17,286,0.05,Mar 02 BMO,28.25%,1.08M,22.60,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","608,657",-2.46%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.21,1.16,11.52%,166.98M,-2.80%,8.56B,28.18,1.82,-3.69%,147.33M,10.20%,8.81B,2.90,0.36,93.39%,2.93%,7.98%,198.00M,5.05,9.09%,3.69%,4.46,13.00%,1.70B,5.34,9.78%,7.22%,4.31M,10.35%,9.60,28.48,9.72%,12.06%,53.17 -3.52%,42.62%,1.80,27.03,46.13% -2.00%,9.25%,27.74 84.93%,118.30%,0.44 (0.86%),23.36,9.78% -2.36%,41.64%,2.76%,2.84%,144.15%,0.38 (0.74%),5.19,25.84%,17.01%,1.41,483.25%,"Feb 20, 2026",2.07,8.26%,11.68%,63.85,2.25,23.86% 3.50%,3.13,17.38%,5.18%,1.05,55.33,32.87%,0.35,9.85%,7.59%,0.79,51.38,2600,0.34,Feb 03 AMC,17.68%,967.65K,51.30,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","768,630",-0.16%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.03,6.02,0.19%,424.93M,-0.60%,55.81B,16.91,7.49,0.00%,421.33M,0.64%,62.80B,2.04,1.60,95.85%,3.36%,4.45%,2.67B,5.90,7.85%,-1.48%,2.70,-17.25%,9.47B,16.16,8.35%,18.00%,14.15M,0.66%,7.84,24.14,8.27%,65.99%,177.00 -28.45%,-23.21%,5.25,24.45,10.25% 11.96%,21.26%,115.25 9.89%,-22.37%,2.19 (1.73%),15.38,5.42% 7.24%,70.49%,4.11%,2.84%,-24.03%,2.03 (1.60%),6.63,10.11%,38.00%,3.77,213.26%,"Apr 20, 2026",1.94,2.28%,28.23%,53.06,1.86,18.93% 21.14%,3.03,6.74%,1.18%,0.95,152.29,33.71%,2.79,3.02%,2.02%,0.86,125.64,14500,2.78,Feb 12 BMO,-11.38%,5.23M,126.65,"Feb 01, 2013",Yes / Yes,5.59% 1.14%,"

","4,497,225",0.80%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.53,1.49,0.00%,591.63M,2.37%,14.37B,13.36,1.85,-,582.69M,9.60%,12.64B,1.39,0.45,11.20%,2.86%,27.38%,1.23B,2.18,6.38%,-1.20%,8.12,24.36%,6.59B,2.16,12.00%,9.42%,16.64M,18.05%,11.39,4.04,9.62%,13.83%,25.02 -1.46%,23.73%,6.10,-,18.24% 8.45%,13.37%,16.34 50.92%,-8.76%,0.68 (2.77%),7.04,9.28% 13.97%,26.00%,2.20%,2.05%,-33.87%,0.65 (2.64%),1.92,3.12%,20.42%,0.54,-,"Sep 30, 2025",1.34,12.90%,18.61%,72.80,1.32,- -,1.38,7.47%,7.62%,-0.20,24.55,45.76%,0.19,11.30%,12.11%,1.16,24.46,24471,0.01,Nov 19 AMC,25.85%,2.05M,24.66,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,378,342",0.82%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,6.21%,28.34B,39.79,4.47,-0.14%,102.57M,-17.06%,26.85B,2.17,0.89,54.49%,7.49%,-43.95%,-41.04M,10.00,16.10%,2.94%,3.73,-34.42%,2.83B,14.30,17.30%,-0.73%,7.68M,-20.99%,12.43,8.53,18.33%,-2.41%,336.99 -47.26%,-17.28%,20.83,33.44,54.06% 21.31%,-1.10%,162.87 9.12%,32.76%,-,1636.43,34.81% 44.03%,76.55%,5.41%,4.61%,-21.53%,-,9.48,-8.83%,-4.25%,9.24,-,-,1.74,23.24%,-1.45%,33.64,1.40,- -,1.74,7.34%,-8.18%,1.05,313.93,-,0.93,25.50%,-17.38%,1.18,170.90,7923,0.89,Feb 26 AMC,-33.98%,2.06M,177.72,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,430,640",3.99%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.99,5.15,10.52%,266.35M,0.43%,27.42B,15.26,6.07,-2.53%,264.95M,11.89%,19.51B,3.36,1.49,68.81%,2.42%,9.33%,1.59B,5.71,7.74%,2.73%,1.92,28.86%,4.81B,2.96,1.64%,14.44%,6.40M,7.31%,31.27,3.45,4.54%,17.74%,97.58 -5.10%,8.74%,26.87,13.70,-10.66% 106.45%,17.11%,64.41 43.77%,21.08%,-,14.96,4.40% 49.60%,76.89%,4.70%,4.42%,-78.62%,-,4.06,72.42%,22.86%,3.83,-,-,4.36,3.85%,33.17%,55.46,2.12,- -,4.36,204.90%,2.56%,0.89,97.69,0.00%,0.01,4.44%,4.95%,0.91,92.24,7412,0.00,Feb 25 AMC,13.05%,3.34M,92.60,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,053,831",0.39%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,11.28%,2.24B,-,-1.17,-1.43%,109.69M,2.14%,1.65B,-,-0.36,23.66%,3.27%,-8.46%,-206.78M,5.08,32.96%,-10.41%,4.32,-42.66%,441.94M,2.91,33.14%,-19.29%,3.59M,13.55%,6.87,2.75,64.46%,-28.97%,44.34 -54.83%,-30.50%,7.29,-,30.02% -3.16%,-26.83%,15.96 25.50%,-50.41%,-,-,40.31% 98.33%,61.32%,4.64%,4.12%,-89.03%,-,3.73,30.14%,-51.59%,0.90,-,-,2.68,23.78%,-46.79%,63.49,1.31,- -,2.87,23.67%,11.49%,0.85,38.35,-,0.29,12.75%,10.38%,0.88,18.77,1869,0.01,Feb 26 BMO,-29.22%,830.50K,20.03,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","728,268",6.71%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.20,6.01,1.45%,147.65M,-6.17%,9.04B,9.31,6.58,-2.54%,145.50M,4.20%,-,2.23,1.41,82.19%,3.66%,16.80%,887.00M,1.83,3.70%,4.08%,3.17,13.93%,4.94B,1.27,5.58%,1.00%,5.33M,4.65%,48.18,-,4.17%,13.39%,66.18 -7.43%,10.48%,-,8.81,1.25% 14.72%,10.25%,39.32 55.80%,15.80%,1.82 (2.97%),-,14.19% 10.90%,-,4.09%,2.93%,23.56%,1.78 (2.91%),-,21.59%,23.77%,1.85,191.85%,"Feb 12, 2026",-,-1.00%,17.94%,50.65,2.72,3.66% 5.29%,0.15,30.96%,-0.11%,0.81,66.81,29.28%,0.64,-0.08%,2.40%,1.39,60.19,9195,0.21,Jan 20 AMC,12.47%,1.68M,61.26,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,343,284",1.78%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.67,8.32,1.22%,120.46M,7.35%,2.67B,-,-2.59,0.00%,118.99M,-2.33%,6.39B,-,-0.52,52.31%,13.33%,41.40%,1.00B,0.35,-82.87%,8.21%,3.60,30.90%,7.59B,0.67,-184.92%,9.16%,15.86M,4.57%,33.34,1.37,-,25.25%,24.47 -9.26%,12.80%,16.19,1.10,-23.79% -,11.79%,11.03 101.18%,10.06%,1.28 (5.75%),2.31,-7.73% 20.63%,23.74%,5.00%,4.57%,19.66%,4.28 (19.28%),0.84,-30.30%,19.63%,1.06,-,"Dec 01, 2025",1.22,1.63%,13.21%,54.71,4.00,16.67% -,1.30,-89.07%,1.64%,1.55,15.60,22.25%,1.41,-35.73%,4.38%,0.46,21.18,6700,1.12,Nov 20 BMO,30.34%,4.41M,22.20,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,044,689",4.82%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.25,0.41,75.38%,254.09M,6.26%,2.81B,23.32,0.47,0.00%,62.55M,1.75%,3.83B,1.15,-,25.05%,5.95%,6.15%,103.34M,1.35,25.83%,1.87%,5.78,35.96%,2.08B,2.70,5.80%,3.34%,3.72M,7.71%,4.09,10.41,20.31%,10.58%,11.07 -0.32%,21.45%,1.06,15.17,- -,5.45%,6.05 82.48%,-6.84%,0.15 (1.34%),8.59,11.29% -,55.55%,3.06%,4.19%,4.25%,0.14 (1.29%),1.84,-5.94%,8.97%,0.38,-,"Jul 07, 2025",0.79,-1.89%,4.97%,65.17,1.92,15.87% -,1.42,-54950.00%,12.34%,0.68,11.50,42.68%,1.17,-,7.64%,0.65,10.98,7395,0.82,Sep 05 BMO,17.98%,643.94K,11.04,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","416,652",0.55%,ZGN
