Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.32,0.71,16.39%,172.26M,-0.37%,5.52B,24.62,1.30,-9.54%,144.40M,-4.48%,124.20M,3.17,0.31,84.37%,3.54%,5.10%,1.53B,3.60,20.75%,5.96%,5.04,22.82%,9.34,3.42,10.89%,4.22%,5.11M,54.44%,0.91,35.14,14.28%,7.19%,20.06,34.58,8.70%,0.27 (0.84%),19.51,18.47%,5.80%,-7.55%,1.22,0.30 (0.94%),1.95,0.20%,39.86%,59.41%,0.85,"Feb 16, 2024",3.31,95.74%,15.14%,49.96,3.07%,2.88%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.79,31.70,1.18%,12.10%,0.46%,Apr 23 AMC,1.01M,31.97,-0.22%,0.16%,8.05%,"

","802,973",0.85%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.29%,137.79M,4.05%,1.46B,19.27,0.52,-9.19%,135.40M,9.87%,-68.19M,-,0.07,74.15%,4.26%,5.58%,431.66M,3.39,21.72%,-0.37%,3.44,34.68%,0.92,10.95,29.46%,-9.14%,5.77M,26.84%,3.52,2.85,-,-59.08%,7.05,12.12,6.60%,-,-,9.40%,-12.86%,-17.32%,1.85,-,2.37,12.97%,66.48%,42.13%,0.37,-,2.37,47.34%,-13.09%,66.54,2.83%,4.13%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.79,9.95,-0.10%,140.00%,7.40%,Feb 28 AMC,1.68M,10.02,11.54%,13.73%,12.73%,"

","1,324,329",0.70%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,31.50,5.07,0.09%,458.37M,9.73%,73.04B,24.78,6.45,-8.58%,456.96M,-5.62%,2.34B,3.24,1.34,95.81%,0.70%,-17.15%,8.54B,8.55,8.73%,0.02%,0.92,1.03%,10.90,14.65,11.43%,16.05%,3.18M,-8.19%,4.46,35.79,9.73%,49.86%,144.80,201.92,-19.09%,1.72 (1.08%),45.06,11.57%,19.95%,-20.91%,0.86,1.61 (1.01%),2.00,8.05%,68.28%,10.29%,4.83,"Apr 18, 2024",3.36,12.77%,35.92%,49.18,3.16%,2.74%,14100,1.36,5.74%,27.43%,1.42,220.42,Yes / Yes,1.35,15.54%,30.71%,1.40,158.42,1.13%,-5.80%,8.48%,May 02 BMO,3.47M,159.70,1.49%,-7.26%,-11.22%,"

","4,849,479",0.81%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.39,1.48,0.60%,606.77M,6.17%,12.77B,10.88,1.96,0.00%,595.01M,1.91%,1.23B,0.98,0.34,42.44%,3.04%,26.65%,5.46B,2.34,15.00%,3.56%,3.90,-9.27%,13.90,1.54,16.51%,10.37%,18.09M,-22.09%,4.82,4.42,14.70%,15.22%,15.90,30.05,0.28%,0.71 (3.31%),-,13.37%,13.00%,-28.99%,-0.06,0.62 (2.91%),1.30,15.78%,30.85%,34.26%,0.57,"Apr 09, 2024",1.34,23.33%,24.56%,59.07,1.99%,2.02%,23554,0.26,3.77%,22.58%,1.19,28.70,Yes / Yes,0.13,0.92%,0.00%,0.79,21.61,-2.59%,-0.99%,6.62%,Mar 19 AMC,4.63M,21.34,3.92%,4.54%,-3.72%,"

","3,673,164",-1.25%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,4.72%,26.83B,54.45,3.29,-0.40%,89.21M,-7.05%,-138.67M,-,0.65,45.71%,6.18%,-26.94%,1.90B,14.15,54.58%,5.60%,2.34,15.80%,6.40,27.96,18.83%,-3.98%,5.51M,91.65%,16.41,10.91,38.21%,-18.64%,84.93,259.61,-19.19%,-,53.59,-17.41%,-6.46%,-31.04%,0.83,-,1.90,53.60%,77.40%,110.81%,5.50,-,1.90,58.51%,-9.70%,42.82,2.84%,2.57%,5962,1.29,40.62%,-7.32%,1.49,260.48,Yes / Yes,1.24,51.94%,-,0.55,177.05,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,179.04,-0.43%,-10.35%,-4.10%,"

","1,295,797",1.12%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.10%,70.77M,-12.15%,810.36M,-,-3.77,-0.10%,63.80M,-27.54%,-292.19M,-,-0.77,110.03%,26.08%,-13.22%,0.00M,-,18.03%,-0.98%,20.06,-28.76%,6.18,1.85,-2.93%,-52.39%,16.64M,-47.59%,6.81,1.68,-,-67.09%,9.56,31.46,-24.62%,-,-,-50.05%,-60.82%,-63.70%,1.81,-,7.16,-20.00%,-,19.46%,0.91,-,7.16,-0.81%,0.00%,35.99,6.62%,6.98%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.62,11.06,-,-5.81%,-,Feb 27 BMO,829.53K,11.42,-16.10%,-18.54%,-33.53%,"

","514,305",3.25%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.83,2.05,24.23%,260.90M,6.35%,19.47B,12.58,5.03,-0.40%,233.05M,-3.14%,637.46M,20.55,1.19,57.05%,5.48%,-8.14%,4.53B,4.30,-5.51%,-0.54%,3.61,6.42%,26.07,2.43,2.23%,7.06%,12.78M,3.31%,22.66,2.79,1.50%,8.96%,58.87,75.90,-11.95%,-,13.23,-,7.90%,-16.58%,-0.06,-,4.38,95.81%,74.72%,7.56%,1.45,-,4.38,516.13%,11.60%,53.52,2.07%,2.07%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.86,62.00,1.54%,23.91%,2.56%,Feb 26 AMC,3.54M,63.32,2.54%,-1.89%,-5.25%,"

","3,034,420",2.13%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.54%,98.72M,7.54%,1.59B,-,-1.39,-9.38%,98.19M,0.62%,-334.62M,-,-0.51,42.00%,4.15%,-29.05%,266.72M,5.97,7.60%,-2.01%,6.37,-29.82%,8.19,1.97,56.67%,-29.66%,4.08M,-54.22%,8.17,1.97,-,-36.34%,13.48,39.50,-41.02%,-,-,-16.93%,-41.61%,-59.19%,1.11,-,4.41,2095.12%,64.08%,19.58%,0.77,-,4.63,25.17%,-141.19%,51.98,4.12%,4.27%,2175,0.02,24.03%,-125.46%,1.15,51.69,Yes / Yes,0.01,-52.98%,-,0.66,15.91,-8.76%,-90.47%,5.16%,May 08 AMC,639.99K,16.12,6.08%,-8.02%,-31.83%,"

","421,922",1.32%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-5.33%,1.52B,13.04,0.91,0.00%,116.14M,-25.81%,-136.80M,-,-0.06,0.63%,0.04%,-32.96%,1.23B,1.23,264.00%,-,0.76,-,2.82,4.22,539.46%,-4.29%,0.04M,-,2.35,5.06,-,-9.63%,11.25,21.91,-27.04%,-,-,-,-28.89%,-45.70%,-,-,1.56,26.18%,16.66%,5.78%,1.43,-,1.73,26.52%,-4.62%,32.22,9.45%,10.05%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / No,0.05,63.33%,-,0.50,12.43,-,-,6.47%,Mar 19 BMO,55.97K,11.90,-17.88%,-30.05%,-29.74%,"

","27,868",-4.26%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,22.38,0.47,30.23%,76.17M,0.77%,1.04B,75.83,0.14,-0.98%,69.28M,-9.14%,49.10M,2.17,-0.06,49.70%,4.77%,-31.72%,645.72M,1.61,-118.11%,-1.83%,6.09,-0.10%,0.08,123.32,265.27%,7.15%,3.31M,-38.77%,5.24,1.99,10.30%,265.50%,10.27,19.29,-24.89%,-,10.14,-,8.77%,-45.88%,1.25,-,6.57,17.01%,89.72%,1.66%,0.33,-,6.57,-9.45%,13.48%,36.40,2.51%,2.59%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.93,10.36,6.05%,-32.61%,-35.42%,May 09 AMC,543.04K,10.44,-3.79%,-11.73%,-23.09%,"

","504,851",0.77%,ZIP
