Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,37.31,0.98,11.57%,168.52M,1.64%,6.14B,24.82,1.47,-57.94%,148.79M,6.79%,169.50M,4.80,0.36,91.81%,3.48%,4.11%,1.58B,3.88,4.79%,0.90%,5.00,-8.62%,9.19,3.97,9.60%,6.29%,5.18M,14.21%,0.86,42.43,7.78%,10.49%,27.74,41.15,-2.17%,0.37 (1.01%),23.60,-7.41%,8.11%,-11.32%,1.03,0.35 (0.96%),1.72,0.51%,41.66%,31.54%,0.89,"May 20, 2025",2.87,38.39%,16.67%,58.09,2.43%,2.01%,2500,0.36,3.22%,10.72%,2.25,37.00,Yes / Yes,0.35,29.71%,35.98%,0.35,36.25,1.36%,6.90%,4.01%,Apr 22 AMC,1.04M,36.49,1.30%,8.66%,2.57%,"

","364,448",0.66%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.01,5.57,0.10%,446.04M,3.53%,74.41B,24.37,6.86,-0.50%,444.77M,7.53%,2.52B,3.52,1.62,95.93%,2.30%,1.31%,9.29B,8.01,5.15%,-1.04%,3.54,-5.55%,10.44,16.02,10.18%,17.70%,10.21M,-1.72%,3.87,43.24,8.53%,51.85%,139.70,200.33,2.58%,1.99 (1.19%),32.62,11.91%,25.04%,-16.57%,0.94,1.86 (1.12%),1.04,8.22%,69.48%,19.64%,3.99,"Jul 18, 2025",1.74,7.23%,37.01%,61.26,1.16%,2.27%,13800,1.45,6.32%,27.12%,1.48,200.29,Yes / Yes,1.16,7.88%,32.86%,0.85,165.40,1.37%,5.00%,1.37%,May 06 BMO,2.88M,167.14,4.10%,6.11%,-2.87%,"

","2,450,430",1.05%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.38,1.57,0.86%,593.65M,4.87%,10.60B,9.77,1.83,0.00%,588.53M,-4.85%,1.30B,1.00,0.43,22.17%,2.28%,-9.20%,6.26B,1.69,9.12%,-8.70%,4.30,-7.37%,10.73,1.66,12.81%,10.29%,13.39M,-25.83%,5.35,3.34,11.42%,15.68%,16.34,27.50,-8.64%,0.69 (3.85%),-,8.45%,15.06%,-35.05%,-0.17,0.70 (3.92%),1.02,14.25%,29.66%,9.30%,0.61,"Apr 10, 2025",1.05,10.00%,24.06%,46.61,2.42%,2.82%,24471,0.27,13.41%,20.76%,1.38,23.51,Yes / Yes,0.01,38.73%,45.76%,0.98,17.53,-9.78%,-15.96%,8.02%,May 20 AMC,3.11M,17.86,-2.06%,-4.76%,-12.56%,"

","3,063,967",1.88%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.90%,154.72M,0.96%,38.85B,70.26,3.57,-0.47%,96.08M,12.18%,-15.53M,-,0.77,55.20%,9.09%,30.77%,2.42B,16.04,-3.36%,8.51%,3.45,19.03%,10.39,24.17,15.93%,-0.35%,8.73M,46.30%,18.62,13.49,10.38%,-1.21%,153.45,259.40,39.19%,-,55.92,-10.72%,-0.94%,-3.20%,1.06,-,1.15,48.57%,77.68%,63.64%,6.69,-,1.15,89.39%,-4.09%,66.44,1.26%,1.21%,7348,0.77,27.77%,-0.64%,1.66,247.97,Yes / Yes,0.03,73.68%,-,1.64,253.65,1.74%,11.17%,23.41%,May 29 AMC,2.53M,251.11,3.04%,14.55%,26.48%,"

","4,142,202",-1.00%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,24.00,3.33,14.64%,261.11M,-2.83%,24.19B,14.10,5.67,-1.99%,258.26M,3.08%,1.05B,9.09,1.38,62.59%,2.72%,9.69%,4.70B,5.15,1.00%,-0.49%,2.90,-6.92%,29.34,2.72,1.33%,9.87%,7.02M,26.87%,25.82,3.10,2.64%,12.19%,55.06,92.80,-2.05%,-,14.21,106.45%,11.73%,-13.86%,0.71,-,4.48,78.74%,75.85%,45.19%,1.95,-,4.48,24.11%,18.13%,52.00,1.96%,1.24%,7412,0.01,2.98%,22.31%,2.31,91.04,Yes / Yes,0.00,18.68%,0.00%,0.79,79.67,0.72%,9.22%,2.93%,May 21 AMC,2.42M,79.94,-1.19%,4.41%,4.73%,"

","1,906,398",0.34%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,108.42M,-3.93%,3.44B,88.79,0.35,-22.38%,108.40M,-1.66%,-252.07M,-,-0.42,50.48%,4.59%,-8.93%,418.33M,8.22,44.55%,4.80%,4.17,18.46%,7.48,4.19,124.46%,-23.32%,4.98M,74.72%,7.80,4.01,-,-32.05%,16.01,39.77,19.55%,-,-,-3.18%,-30.63%,-21.27%,0.96,-,3.09,118.89%,63.45%,95.57%,1.48,-,3.26,28.63%,-64.09%,51.14,3.06%,3.19%,1869,0.24,43.72%,-60.26%,1.29,54.07,Yes / Yes,0.02,18.43%,-,0.54,30.28,-5.41%,92.78%,22.19%,May 08 BMO,1.19M,31.31,2.68%,-1.61%,12.33%,"

","646,153",3.40%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-10.20%,6.73B,12.26,2.17,-,-,22.20%,-710.26M,-,-0.86,4.02%,-,1.30%,11.52B,0.58,61.72%,-2.46%,1.07,18.71%,-12.89,-,249.48%,-11.48%,0.92M,13.73%,5.39,4.93,-,-,13.00,33.32,-6.31%,-,-,-,-,-20.19%,0.10,-,0.45,146.49%,17.93%,104.54%,1.25,-,0.59,37.41%,-7.36%,51.81,3.29%,3.89%,17439,-,43.08%,-6.16%,1.00,41.83,Yes / Yes,-,66.34%,-,0.77,26.30,19.27%,-136.23%,47.60%,May 15 BMO,854.35K,26.59,-1.17%,10.02%,11.27%,"

","658,042",1.10%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.30,5.13,1.68%,147.57M,2.34%,7.04B,8.64,5.52,-1.75%,145.09M,5.46%,756.00M,1.53,1.30,78.51%,3.95%,-11.02%,4.98B,1.41,4.92%,-2.27%,2.87,-21.21%,42.43,1.12,6.36%,0.91%,5.73M,10.77%,-,-,6.07%,13.06%,39.32,63.22,-12.02%,1.74 (3.64%),7.21,3.54%,10.04%,-24.50%,0.86,1.70 (3.56%),-,10.13%,-,21.39%,1.41,"May 15, 2025",0.15,28.90%,21.03%,52.64,1.94%,2.21%,9406,0.74,4.84%,15.17%,2.88,52.05,Yes / Yes,0.19,18.40%,33.52%,0.71,46.93,-0.18%,-4.71%,-0.83%,Apr 21 AMC,1.99M,47.73,0.49%,2.37%,-6.99%,"

","1,421,538",1.70%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.88,19.53,1.07%,120.46M,-4.81%,2.08B,-,-1.91,0.00%,119.17M,17.05%,2.35B,-,1.22,48.41%,18.38%,-15.37%,8.87B,0.23,-86.23%,-9.27%,3.04,-24.67%,32.86,0.52,-177.87%,23.04%,21.90M,-14.86%,19.19,0.90,-,72.40%,11.03,29.00,-19.75%,0.93 (5.40%),0.59,-,27.51%,-40.59%,1.74,7.10 (41.18%),1.10,42.24%,34.71%,56.14%,0.97,"Jun 02, 2025",1.18,192.29%,31.33%,54.21,1.80%,4.99%,6700,1.49,65.83%,26.52%,4.12,15.12,Yes / Yes,1.16,226.86%,22.25%,0.68,17.06,9.06%,30.79%,28.46%,May 19 BMO,7.22M,17.23,3.32%,11.89%,-9.04%,"

","4,874,234",1.00%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.37,0.33,78.05%,252.58M,1.76%,3.53B,17.56,0.49,0.00%,55.45M,8.94%,83.40M,1.33,-,11.96%,7.50%,0.58%,2.11B,1.67,20.05%,-7.58%,4.23,12.34%,3.76,2.30,20.31%,2.78%,4.16M,-31.46%,0.74,11.63,19.76%,8.89%,6.05,12.77,4.72%,0.14 (1.66%),18.19,-,4.94%,-32.26%,0.73,0.13 (1.50%),0.80,9.05%,55.89%,42.98%,0.28,"Jul 07, 2025",1.41,-37.52%,9.45%,64.18,1.46%,1.63%,7395,1.13,2.26%,3.96%,2.75,8.67,Yes / Yes,0.78,-54950.00%,40.91%,0.86,8.46,-4.68%,-8.40%,-,Mar 27 BMO,983.03K,8.65,3.09%,12.74%,3.08%,"

","849,191",2.25%,ZGN
