Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.25,0.77,16.20%,172.26M,2.06%,5.84B,25.94,1.32,-15.03%,143.23M,8.48%,135.60M,2.83,0.32,83.98%,2.89%,13.52%,1.54B,3.79,24.23%,6.04%,2.80,4.91%,9.32,3.67,9.34%,4.67%,4.13M,24.34%,0.95,35.90,15.65%,8.04%,25.09,35.18,16.18%,0.26 (0.77%),20.72,18.47%,6.37%,-2.87%,1.15,0.32 (0.94%),1.75,0.20%,40.45%,36.19%,0.93,"Aug 20, 2024",2.83,183.51%,15.70%,62.02,2.63%,2.53%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,1.02,34.84,0.70%,5.16%,2.18%,Jul 30 AMC,1.48M,34.17,5.41%,8.10%,10.07%,"

","1,511,432",-1.92%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,-1.82%,1.31B,15.25,0.57,-8.45%,139.71M,1.77%,-47.27M,-,0.11,75.55%,3.94%,-6.59%,445.68M,2.94,70.20%,-0.36%,4.28,-1.82%,1.27,6.81,0.89%,-6.17%,5.50M,4.22%,3.59,2.41,15.00%,-31.02%,7.05,10.85,-8.09%,-,-,9.40%,-7.99%,-20.37%,1.72,-,2.71,12.97%,68.16%,22.55%,0.30,-,2.71,60.38%,-6.31%,46.83,2.84%,3.29%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.83,8.68,2.46%,98.33%,6.80%,Aug 21 AMC,1.29M,8.64,-1.11%,-2.21%,-4.79%,"

","1,062,803",-0.46%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.91,5.11,0.09%,458.37M,-0.34%,87.71B,30.00,6.45,-0.23%,452.65M,6.27%,2.34B,3.96,1.46,95.70%,1.13%,12.66%,8.91B,9.84,9.66%,0.02%,2.51,14.62%,10.94,17.69,10.61%,16.79%,5.09M,9.60%,3.47,55.72,9.57%,48.88%,144.80,201.92,-1.92%,1.70 (0.88%),41.71,11.57%,20.02%,-4.13%,0.88,1.67 (0.86%),2.09,8.05%,68.32%,33.69%,3.85,"Jul 18, 2024",3.45,7.38%,36.05%,62.46,2.23%,1.84%,14100,1.36,8.43%,26.29%,1.53,222.33,Yes / Yes,1.36,-5.60%,30.71%,0.65,192.64,2.10%,5.04%,8.30%,Aug 06 BMO,2.03M,193.59,2.76%,4.87%,7.53%,"

","1,315,687",0.49%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.29,1.42,0.86%,606.77M,-2.12%,12.95B,10.77,2.01,0.00%,592.88M,3.19%,1.19B,1.13,0.40,34.65%,2.90%,-1.68%,5.61B,2.31,12.77%,3.55%,7.22,3.00%,10.31,2.10,18.60%,9.95%,17.22M,-10.61%,4.71,4.60,13.57%,14.81%,15.90,25.12,1.74%,0.68 (3.16%),-,13.37%,12.68%,-13.81%,-0.10,0.97 (4.48%),1.22,15.78%,31.13%,36.21%,0.57,"Sep 10, 2024",1.26,-0.18%,24.65%,52.55,2.45%,2.21%,23554,0.30,3.60%,21.14%,1.30,29.00,Yes / Yes,0.12,-3.11%,40.76%,1.75,21.85,0.90%,2.93%,6.28%,Aug 21 BMO,2.39M,21.65,-0.01%,5.81%,5.60%,"

","4,166,800",-0.92%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.65%,152.49M,1.75%,26.65B,49.85,3.51,-0.12%,93.55M,-11.62%,-57.71M,-,0.63,46.96%,4.43%,-3.46%,2.17B,12.30,-10.26%,5.50%,2.11,-10.34%,8.36,20.92,22.48%,-1.39%,4.14M,17.47%,15.80,11.06,18.14%,-5.77%,146.59,259.61,-21.11%,-,45.57,-10.72%,-4.38%,-32.67%,0.83,-,1.04,48.57%,77.87%,19.24%,6.42,-,1.04,72.20%,-5.71%,49.30,2.55%,3.20%,7348,0.97,34.07%,-2.66%,1.71,214.44,Yes / Yes,0.04,53.13%,-,0.78,172.71,4.48%,24.95%,30.30%,Sep 03 AMC,1.97M,174.79,-0.81%,-3.60%,-11.24%,"

","1,534,702",1.20%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.75%,70.77M,10.33%,288.71M,-,-3.56,-0.13%,61.33M,31.82%,-194.65M,-,-0.89,100.04%,20.02%,-11.74%,40.56M,7.12,35.18%,-1.04%,6.40,-70.26%,5.38,0.75,-22.88%,-34.97%,12.28M,-81.66%,6.00,0.68,-,-42.98%,2.83,22.70,-73.20%,-,-,-50.05%,-45.92%,-82.11%,1.69,-,6.59,-20.00%,96.71%,43.46%,0.40,-,6.59,42.78%,-543.77%,59.62,8.94%,9.93%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.72,4.22,-,-47.48%,-,Aug 09 BMO,1.92M,4.06,18.82%,13.76%,-59.47%,"

","1,389,283",-3.79%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.64,2.79,15.03%,307.79M,1.73%,21.17B,12.98,5.30,-0.65%,261.54M,1.10%,875.37M,16.43,1.31,59.36%,4.02%,18.99%,4.59B,4.62,2.33%,-0.54%,3.04,4.29%,27.68,2.49,-0.61%,9.01%,10.51M,0.70%,24.46,2.81,1.50%,11.27%,55.06,74.77,-4.34%,-,12.31,-,10.22%,-8.00%,-0.05,-,4.45,95.81%,74.59%,24.94%,1.55,-,4.45,508.08%,17.80%,61.84,1.81%,2.26%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.73,67.53,1.20%,14.44%,2.09%,Aug 21 AMC,3.46M,68.79,0.76%,10.08%,7.35%,"

","2,523,470",1.87%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,0.19%,2.05B,-,-1.80,-13.65%,98.53M,18.06%,-298.33M,-,-0.76,42.94%,5.01%,10.51%,322.71M,6.36,13.61%,-2.09%,8.60,28.06%,7.18,2.89,39.88%,-28.50%,4.93M,-13.59%,7.37,2.81,-,-36.46%,13.48,31.22,-24.19%,-,-,-16.93%,-42.02%,-33.63%,1.06,-,3.29,2095.12%,62.95%,53.71%,0.90,-,3.46,24.90%,-109.67%,57.19,3.95%,4.46%,2175,0.12,28.16%,-92.44%,1.13,47.69,Yes / Yes,0.01,34.35%,-,0.76,21.85,7.45%,-15.75%,45.95%,Aug 06 AMC,573.80K,20.72,3.14%,10.34%,4.41%,"

","434,695",-5.17%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-1.67%,376.00M,14.49,0.20,0.00%,116.59M,-22.63%,-57.85M,-,-0.00,17.20%,0.01%,-24.42%,1.22B,0.31,4.10%,-,0.08,-84.74%,2.73,1.08,336.89%,-4.29%,0.01M,-,2.20,1.34,-,-9.63%,2.62,21.91,-81.97%,-,-,-,-12.58%,-86.58%,-,-,1.61,26.18%,17.21%,12.21%,0.25,-,1.80,69.95%,-3.73%,42.30,5.26%,8.41%,3476,0.26,-1.34%,-4.74%,1.00,4.75,No / Yes,0.04,88.56%,-,0.27,2.99,-2.36%,-133.33%,5.18%,Aug 22 BMO,92.22K,2.94,-3.35%,-5.82%,-73.43%,"

","24,969",-1.67%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.87,0.29,36.11%,76.17M,-5.23%,936.78M,-,-0.19,-0.48%,63.46M,4.66%,30.22M,-,-0.10,51.86%,5.32%,7.16%,537.45M,1.74,-146.24%,-1.82%,6.21,-20.29%,0.25,38.28,11.02%,4.65%,3.38M,-26.10%,5.27,1.79,-,855.40%,7.21,15.35,-32.16%,-,10.78,-,5.26%,-38.57%,1.20,-,7.44,17.01%,89.51%,30.79%,0.47,-,7.44,-44.78%,11.55%,51.41,5.62%,4.47%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,1.16,9.61,5.30%,190.25%,-27.44%,Aug 07 AMC,543.56K,9.43,-0.66%,5.63%,-15.13%,"

","632,544",-1.87%,ZIP
