Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.29,0.77,16.05%,172.26M,0.38%,6.24B,27.75,1.32,-14.88%,143.50M,12.44%,135.60M,3.09,0.32,84.01%,6.47%,18.88%,1.54B,4.05,24.61%,6.81%,6.42,14.45%,9.32,3.92,8.89%,4.67%,9.29M,34.02%,0.95,38.37,15.32%,8.04%,25.09,36.86,24.18%,0.26 (0.72%),22.14,18.47%,6.37%,-0.92%,1.16,0.32 (0.88%),1.75,0.20%,40.45%,45.56%,0.79,"Aug 20, 2024",2.83,183.51%,15.70%,65.95,2.04%,1.99%,2400,0.34,0.50%,8.80%,2.25,36.71,Yes / Yes,0.33,34.01%,45.61%,0.54,35.95,0.70%,5.16%,2.18%,Jul 30 AMC,1.45M,36.52,3.25%,11.03%,15.91%,"

","786,085",1.59%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.86%,151.47M,3.95%,1.36B,15.43,0.58,-8.43%,139.57M,3.71%,-47.27M,-,0.11,75.84%,4.15%,-1.21%,445.68M,3.04,70.30%,5.25%,4.67,4.07%,1.27,7.06,3.20%,-6.17%,5.80M,12.86%,3.59,2.49,15.00%,-31.02%,7.05,10.85,-4.79%,-,-,9.40%,-7.99%,-17.51%,1.72,-,2.71,12.97%,68.16%,26.95%,0.25,-,2.71,60.38%,-6.31%,59.82,2.50%,2.70%,1618,2.12,7.33%,-10.61%,2.00,11.83,Yes / Yes,2.08,70.33%,-,0.69,8.95,2.46%,98.33%,6.80%,Aug 21 AMC,1.24M,8.95,3.21%,3.37%,-1.18%,"

","860,954",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.22,5.11,0.09%,458.37M,0.03%,86.12B,29.44,6.46,-0.23%,452.65M,-0.33%,2.34B,3.90,1.46,95.73%,1.13%,6.80%,8.91B,9.66,9.49%,-0.02%,2.77,26.74%,10.94,17.37,10.83%,16.79%,5.10M,7.42%,3.47,54.71,9.55%,48.88%,144.80,201.92,-3.69%,1.70 (0.89%),40.95,11.57%,20.02%,-5.86%,0.89,1.67 (0.88%),2.09,8.05%,68.32%,31.27%,3.37,"Jul 18, 2024",3.45,7.38%,36.05%,49.41,1.54%,1.78%,14100,1.36,8.43%,26.29%,1.53,223.58,Yes / Yes,1.36,-5.60%,30.71%,0.99,190.28,2.10%,5.04%,8.30%,Nov 04 BMO,1.84M,190.08,-1.24%,1.10%,5.58%,"

","1,819,921",-0.11%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,18.36,1.42,0.86%,606.77M,-3.71%,15.54B,12.86,2.02,0.00%,592.88M,18.19%,1.19B,1.41,0.40,34.55%,2.94%,29.63%,5.61B,2.77,13.42%,-2.76%,6.17,34.94%,10.31,2.52,18.82%,9.95%,17.42M,6.30%,4.71,5.52,13.00%,14.81%,15.90,27.50,22.13%,0.69 (2.67%),-,13.37%,12.68%,-5.49%,-0.10,0.97 (3.73%),1.22,15.78%,31.13%,63.51%,0.92,"Sep 10, 2024",1.26,-0.18%,24.65%,64.26,3.16%,2.76%,23554,0.30,3.60%,21.14%,1.31,29.56,Yes / Yes,0.12,-3.11%,40.76%,0.46,25.69,0.90%,2.93%,6.28%,Aug 21 BMO,2.83M,25.99,6.78%,17.52%,24.71%,"

","1,286,326",1.17%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,13.99%,30.23B,56.77,3.49,-0.15%,94.08M,18.93%,-57.71M,-,0.63,47.06%,5.16%,-3.04%,2.17B,13.95,-10.59%,-0.84%,2.60,9.29%,8.36,23.73,22.45%,-1.39%,4.85M,14.57%,15.80,12.55,18.50%,-5.77%,152.60,259.61,-10.52%,-,51.68,-10.72%,-4.38%,-23.63%,0.81,-,1.04,48.57%,77.87%,29.92%,6.17,-,1.04,72.20%,-5.71%,71.05,4.04%,2.84%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,1.52,195.50,4.48%,24.95%,30.30%,Sep 03 AMC,1.86M,198.26,13.32%,11.51%,2.12%,"

","2,825,843",1.41%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-11.28%,212.62M,-,-3.57,-0.15%,61.39M,-5.08%,-194.65M,-,-0.91,100.06%,14.07%,-24.87%,40.56M,5.24,32.96%,-16.47%,4.89,-77.70%,5.38,0.56,-19.17%,-34.97%,8.64M,-84.41%,6.00,0.50,-,-42.98%,2.83,21.34,-80.26%,-,-,-50.05%,-45.92%,-85.99%,1.72,-,6.59,-20.00%,96.71%,5.65%,0.28,-,6.59,42.78%,-543.77%,37.71,5.05%,9.04%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.63,2.94,-,-47.48%,-,Aug 09 BMO,1.77M,2.99,-17.01%,-11.11%,-67.67%,"

","1,121,676",1.70%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.32,2.79,15.03%,307.79M,2.94%,21.75B,13.35,5.30,-0.77%,261.54M,6.21%,875.37M,4.22,1.31,59.39%,3.02%,21.18%,4.59B,4.74,2.35%,0.42%,2.44,14.68%,27.68,2.55,-0.69%,9.01%,7.91M,9.04%,24.46,2.89,6.00%,11.27%,55.06,74.77,-1.71%,-,12.64,-,10.22%,-5.47%,-0.05,-,4.45,95.81%,74.59%,28.37%,1.48,-,4.45,508.08%,17.80%,62.44,2.43%,1.95%,7420,0.01,2.76%,19.08%,2.54,75.39,Yes / Yes,0.00,17.25%,0.00%,0.91,70.85,1.20%,14.44%,2.09%,Aug 21 AMC,3.25M,70.68,3.13%,8.06%,10.65%,"

","2,965,149",-0.24%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,-3.91%,2.51B,-,-1.80,-11.45%,98.53M,22.90%,-298.33M,-,-0.76,42.60%,4.93%,40.72%,322.71M,7.78,13.61%,7.69%,7.41,77.01%,7.18,3.53,39.88%,-28.50%,4.86M,1.40%,7.37,3.44,-,-36.46%,13.48,31.22,-7.32%,-,-,-16.93%,-42.02%,-18.87%,1.07,-,3.29,2095.12%,62.95%,87.91%,1.29,-,3.46,24.90%,-109.67%,63.36,5.44%,5.09%,2175,0.12,28.16%,-92.44%,1.13,47.54,Yes / Yes,0.01,34.35%,-,0.65,25.33,7.45%,-15.75%,45.95%,Aug 06 AMC,655.81K,25.33,8.58%,24.35%,29.54%,"

","428,764",0.00%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,1.08%,479.59M,19.02,0.20,0.00%,116.59M,27.55%,-57.85M,-,-0.00,17.19%,0.02%,2.46%,1.22B,0.39,27.71%,99.33%,0.27,-74.63%,2.73,1.38,405.88%,-4.29%,0.02M,-,2.20,1.71,-,-9.63%,2.62,21.91,-77.01%,-,-,-,-12.58%,-82.89%,-,-,1.61,26.18%,17.21%,43.13%,0.29,-,1.80,69.95%,-3.73%,62.26,9.54%,8.50%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.56,3.64,-2.36%,-133.33%,5.18%,Aug 22 BMO,74.83K,3.75,12.83%,18.13%,-63.70%,"

","41,641",3.02%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,34.12,0.29,36.09%,76.17M,1.77%,972.54M,-,-0.19,-0.48%,63.49M,2.94%,30.22M,-,-0.10,51.92%,6.19%,14.77%,537.45M,1.81,-146.15%,2.78%,7.65,-12.51%,0.25,39.74,11.05%,4.65%,3.93M,-16.75%,5.27,1.86,-,855.40%,7.21,15.35,-29.57%,-,11.19,-,5.26%,-36.22%,1.20,-,7.44,17.01%,89.51%,35.78%,0.37,-,7.44,-44.78%,11.55%,58.76,2.84%,3.91%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.79,9.48,5.30%,189.99%,-27.44%,Aug 07 AMC,513.93K,9.79,2.14%,7.35%,-9.19%,"

","406,402",3.27%,ZIP
