Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.02,1.01,11.56%,167.66M,16.41%,7.46B,28.33,1.57,-58.29%,148.18M,20.31%,7.82B,4.37,0.40,93.10%,3.27%,28.16%,174.00M,4.62,11.72%,1.77%,5.40,13.82%,1.61B,4.77,9.97%,6.40%,4.85M,19.44%,9.33,36.97,10.08%,10.81%,45.00 -1.00%,42.24%,1.20,26.52,32.18% -7.41%,8.26%,27.74 60.60%,53.89%,0.37 (0.82%),21.79,19.81% -5.41%,41.82%,4.05%,2.45%,191.30%,0.35 (0.79%),4.84,30.64%,16.77%,1.21,314.66%,"Aug 20, 2025",1.72,4.74%,10.78%,76.97,2.25,3.23% 0.62%,2.71,12.98%,13.67%,1.09,45.57,35.98%,0.36,7.89%,18.84%,1.34,43.98,2500,0.35,Jul 29 AMC,21.93%,898.02K,44.55,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","1,201,976",1.30%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.14,5.81,0.10%,445.21M,-3.24%,65.05B,21.28,6.87,-0.65%,444.77M,-6.96%,70.08B,2.99,1.65,96.09%,1.77%,-7.55%,2.61B,6.93,5.81%,-0.33%,2.46,-15.02%,9.38B,14.00,9.64%,17.70%,7.85M,-10.32%,10.44,37.80,8.40%,51.85%,200.33 -27.06%,-19.90%,3.87,28.52,8.55% 11.91%,25.98%,139.70 4.60%,-19.96%,1.99 (1.36%),17.85,5.98% 8.14%,74.25%,4.01%,2.44%,-1.00%,1.93 (1.32%),7.47,13.72%,37.51%,4.15,199.12%,"Jul 18, 2025",1.04,5.27%,27.83%,38.23,1.55,18.93% 21.14%,1.74,17.78%,-3.53%,0.88,195.86,32.86%,1.45,4.19%,-7.62%,2.29,151.81,13800,1.16,Aug 05 BMO,-11.38%,3.20M,146.12,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","7,334,390",-3.75%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.56,1.57,0.86%,593.65M,0.10%,11.71B,11.31,1.74,0.00%,588.53M,10.04%,10.97B,1.39,0.40,20.77%,2.23%,4.34%,1.30B,1.87,4.42%,-8.62%,5.34,7.00%,6.26B,1.84,12.06%,10.29%,13.13M,0.87%,10.73,3.68,9.03%,15.68%,27.50 -28.29%,6.59%,5.35,-,18.24% 8.45%,15.06%,16.34 20.69%,-21.93%,0.67 (3.38%),5.68,9.28% 13.97%,29.66%,2.43%,2.16%,-44.05%,0.70 (3.55%),1.75,10.00%,24.06%,0.58,-,"Apr 10, 2025",1.02,13.41%,20.76%,56.30,1.48,- -,1.05,38.73%,2.14%,-0.14,22.68,45.76%,0.27,8.02%,8.17%,1.12,20.48,24471,0.01,Aug 19 AMC,1.46%,2.46M,19.72,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","2,744,614",-3.71%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-2.80%,43.90B,77.12,3.66,-0.86%,97.74M,-10.62%,42.12B,-,0.80,55.17%,6.32%,21.02%,-38.78M,17.24,0.04%,9.80%,2.56,40.98%,2.55B,24.32,14.57%,-0.81%,6.18M,56.29%,11.59,14.61,11.75%,-2.68%,318.46 -11.46%,61.64%,19.30,63.52,41.55% -10.72%,-2.11%,153.45 83.75%,81.84%,-,-,47.68% 48.24%,77.33%,2.87%,2.61%,122.07%,-,16.54,49.20%,-4.59%,7.52,-,-,1.18,25.46%,-1.52%,41.11,1.67,- -,1.18,-121.43%,-2.33%,1.05,317.24,-,0.68,22.57%,-4.16%,0.41,285.86,7348,0.02,May 29 AMC,24.95%,2.41M,281.96,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","999,374",-1.36%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.53,3.33,14.19%,261.11M,-3.77%,21.69B,12.63,5.68,-1.20%,259.62M,-7.09%,13.94B,8.12,1.38,62.89%,2.75%,-8.35%,1.05B,4.62,1.20%,-0.57%,2.48,-16.74%,4.70B,2.44,1.25%,9.87%,7.14M,-12.14%,29.34,2.78,2.65%,12.19%,92.80 -22.74%,21.59%,25.82,12.74,-10.66% 106.45%,11.73%,55.06 30.22%,-30.96%,-,13.23,4.40% 49.60%,75.85%,2.03%,1.89%,-71.59%,-,2.97,24.11%,18.13%,1.46,-,-,4.48,2.98%,22.31%,33.98,2.32,- -,4.48,18.68%,-3.65%,0.56,90.68,0.00%,0.01,2.93%,-6.81%,0.65,72.06,7412,0.00,Aug 21 AMC,-8.82%,2.87M,71.70,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","1,880,817",-0.50%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,-2.47%,4.37B,61.15,0.65,-24.47%,109.14M,11.36%,3.70B,-,-0.42,47.53%,3.65%,27.66%,-251.78M,10.45,47.84%,-2.87%,4.39,44.30%,417.94M,5.28,147.64%,-23.29%,3.98M,50.86%,7.48,5.10,-,-32.01%,44.34 -10.89%,114.26%,7.75,-,29.99% -3.19%,-30.59%,16.01 146.78%,-2.52%,-,-,40.38% 98.40%,63.45%,3.27%,3.20%,-47.24%,-,8.86,28.72%,-64.10%,1.81,-,-,3.09,43.59%,-60.24%,58.76,1.31,- -,3.26,18.43%,8.11%,1.04,54.76,-,0.24,22.19%,9.47%,0.70,38.05,1869,0.02,Aug 07 BMO,25.60%,907.57K,39.51,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","632,848",3.84%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-3.24%,7.17B,14.39,1.97,-,-,9.13%,10.70B,-,-0.78,3.83%,-,28.41%,-710.26M,0.62,35.30%,-3.45%,1.29,13.22%,11.52B,-,180.11%,-11.48%,0.78M,-0.14%,-12.89,5.26,-,-,33.32 -14.94%,84.27%,5.39,-,5.46% -,-,13.00 118.00%,-,-,-,118.43% 118.66%,17.93%,2.82%,2.51%,-,-,0.93,37.41%,-7.36%,0.72,-,-,0.45,43.08%,-6.16%,51.98,1.00,- -,0.59,66.34%,-1.27%,0.09,35.40,-,-,47.60%,3.83%,0.25,28.37,17439,-,Aug 14 BMO,9.37%,601.57K,28.34,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","153,387",-0.11%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.58,5.48,1.62%,147.60M,-4.20%,7.74B,8.95,5.86,-1.37%,145.17M,-4.88%,-,1.25,1.46,79.15%,4.04%,12.84%,810.00M,1.56,15.11%,2.21%,4.17,-6.72%,4.97B,1.19,2.84%,0.95%,5.86M,-3.28%,44.24,-,7.63%,13.28%,63.22 -17.00%,7.92%,-,7.93,-9.99% 3.54%,10.71%,39.32 33.44%,-3.81%,1.74 (3.32%),-,19.10% 8.98%,-,2.64%,2.41%,57.24%,1.70 (3.24%),-,32.56%,22.09%,1.38,68.90%,"Aug 14, 2025",-,2.64%,16.29%,42.08,2.84,4.85% 5.34%,0.12,26.88%,-4.92%,0.95,61.20,33.52%,1.07,-1.04%,1.09%,1.01,52.76,9406,0.15,Jul 21 AMC,-0.03%,1.41M,52.47,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,416,472",-0.55%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,19.53,1.18%,120.46M,-2.87%,1.92B,-,-1.83,0.00%,119.04M,0.19%,5.49B,-,1.34,48.91%,20.75%,5.93%,2.35B,0.22,-79.98%,-9.80%,4.08,-7.39%,8.87B,0.48,-151.35%,23.04%,24.70M,-25.90%,32.86,0.83,-,72.40%,29.00 -45.14%,-14.39%,19.19,0.54,-23.79% -,27.51%,11.03 44.18%,-66.80%,1.28 (8.05%),1.38,-7.73% 20.63%,34.71%,2.80%,2.80%,-,7.62 (47.86%),0.62,192.29%,31.33%,0.53,-,"Jun 02, 2025",1.10,65.83%,26.52%,48.00,4.00,16.67% -,1.18,226.86%,-0.05%,1.68,15.44,22.25%,1.49,28.46%,-3.19%,0.49,15.76,6700,1.16,Aug 20 BMO,-12.93%,6.05M,15.91,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","2,951,537",0.95%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.63,0.33,78.19%,252.58M,-11.33%,3.16B,15.92,0.49,0.00%,55.08M,-13.79%,4.00B,1.14,-,22.55%,6.93%,-4.44%,83.40M,1.50,13.32%,-5.33%,3.01,-12.33%,2.11B,2.06,23.69%,2.78%,3.82M,-6.17%,3.76,10.42,20.80%,8.89%,10.99 -29.48%,-29.22%,0.74,16.30,- -,4.94%,6.05 28.10%,-29.55%,0.14 (1.81%),9.04,11.29% -,55.89%,4.31%,3.14%,-,0.14 (1.83%),1.90,-37.52%,9.45%,0.31,-,"Jul 07, 2025",0.80,2.26%,3.96%,31.38,2.14,15.87% -,1.41,-54950.00%,-11.31%,0.72,9.18,42.68%,1.13,-,-11.19%,1.27,7.86,7395,0.78,Jul 30 BMO,-5.53%,1.27M,7.75,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,615,483",-1.40%,ZGN
