Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,9.68%,1.47B,-,-0.87,2.17%,73.13M,13.47%,1.21B,-,-0.29,102.22%,9.64%,54.30%,-73.68M,11.95,47.33%,0.20%,11.37,48.96%,122.87M,4.37,-2.26%,-15.95%,7.05M,32.38%,4.44,5.22,5.70%,-19.89%,19.50 -0.62%,49.88%,3.72,-,26.71% 15.81%,-21.07%,9.03 114.62%,223.00%,-,-,41.95% 20.90%,89.52%,4.42%,4.08%,-51.67%,-,9.81,35.69%,-67.32%,0.73,-,-,7.69,95.94%,-59.96%,72.00,1.18,- -,7.69,106.06%,8.63%,1.49,25.70,-,0.06,153.21%,17.72%,2.57,19.30,286,0.05,Nov 06 AMC,41.11%,620.08K,19.38,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","1,592,952",0.41%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.70,1.12,11.53%,167.47M,3.27%,8.04B,30.16,1.59,-1.72%,148.24M,2.02%,8.33B,4.24,0.31,91.51%,3.81%,8.43%,192.30M,4.84,12.56%,-0.90%,5.35,41.28%,1.66B,5.05,10.42%,6.93%,5.65M,28.63%,9.50,30.91,10.08%,11.76%,48.42 -0.91%,33.39%,1.55,27.86,32.18% -7.41%,9.03%,27.74 72.96%,97.37%,0.37 (0.76%),22.82,19.81% -5.41%,41.36%,2.84%,2.21%,192.89%,0.36 (0.75%),5.02,42.07%,16.69%,1.19,446.45%,"Aug 20, 2025",1.83,6.88%,11.59%,60.05,2.44,3.23% 0.62%,2.78,44.39%,3.01%,1.14,47.43,35.98%,0.35,11.07%,3.34%,2.12,46.03,2500,0.34,Oct 28 AMC,23.35%,1.06M,47.98,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","2,236,309",4.24%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.77,5.81,0.17%,443.95M,-2.15%,63.79B,20.85,6.90,-0.09%,442.41M,-1.63%,69.15B,2.91,1.62,97.42%,1.97%,-1.27%,2.61B,6.80,7.24%,0.54%,2.95,-7.97%,9.38B,12.84,8.75%,18.24%,8.73M,-11.66%,11.21,44.45,8.51%,52.54%,184.40 -21.94%,-20.04%,3.24,28.75,8.55% 11.91%,25.07%,139.34 3.30%,-3.64%,1.99 (1.39%),17.26,5.98% 8.14%,70.03%,1.51%,1.74%,-11.36%,1.93 (1.34%),7.37,13.72%,37.51%,2.57,245.51%,"Oct 31, 2025",1.04,5.27%,27.83%,45.10,1.57,18.93% 21.14%,1.76,17.78%,-0.44%,0.90,192.93,32.86%,1.36,4.19%,-2.51%,1.06,145.41,13800,1.09,Nov 04 BMO,-8.23%,2.96M,143.94,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,129,279",-1.01%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.04,1.46,0.00%,593.65M,0.47%,11.32B,11.22,1.70,-,593.65M,-0.68%,10.34B,1.66,0.35,14.67%,3.02%,-3.15%,1.21B,1.76,-0.87%,-8.59%,9.92,3.08%,6.42B,1.70,13.47%,9.38%,17.93M,-2.46%,11.20,3.06,7.84%,13.98%,24.14 -21.00%,-21.30%,6.24,-,18.24% 8.45%,13.37%,16.34 16.71%,14.99%,0.62 (3.27%),5.61,9.28% 13.97%,27.49%,1.41%,1.92%,-36.46%,0.65 (3.41%),1.61,2.41%,21.97%,0.40,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.48,1.44,- -,1.21,-25.19%,0.31%,-0.19,23.36,45.76%,0.29,10.45%,0.65%,0.35,19.22,24471,0.01,Nov 19 AMC,0.71%,1.81M,19.07,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","627,678",-0.78%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,4.23%,50.81B,73.09,4.39,-0.57%,99.38M,7.11%,49.03B,-,0.86,53.40%,5.40%,12.40%,-41.48M,19.01,11.37%,-1.63%,3.48,41.91%,2.67B,28.24,20.21%,-0.75%,5.37M,77.91%,11.37,14.22,18.02%,-2.70%,329.30 -2.53%,73.53%,22.57,69.92,54.06% 21.31%,-1.17%,164.78 94.78%,115.89%,-,32047.32,34.81% 44.03%,76.82%,2.20%,2.89%,118.97%,-,18.34,31.04%,-4.48%,9.13,-,-,1.94,23.31%,-1.55%,60.75,1.65,- -,1.94,-14.36%,3.39%,1.06,326.07,-,1.00,21.31%,9.37%,0.78,328.98,7923,0.97,Sep 02 AMC,26.19%,1.54M,320.96,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,209,500",-2.44%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.95,3.80,11.19%,267.28M,1.60%,24.94B,14.06,5.93,-0.99%,265.81M,0.99%,17.20B,5.26,1.44,64.70%,2.05%,12.52%,1.19B,5.25,5.55%,0.40%,1.74,7.45%,4.75B,2.79,1.35%,11.03%,5.44M,2.10%,29.82,3.20,4.17%,13.60%,92.80 -10.22%,14.72%,26.02,13.51,-10.66% 106.45%,13.23%,64.41 29.36%,3.36%,-,14.62,4.40% 49.60%,76.38%,2.03%,2.41%,-83.99%,-,3.62,36.57%,20.43%,2.01,-,-,4.36,3.63%,24.99%,53.99,2.26,- -,4.36,66.82%,2.08%,0.79,92.80,0.00%,0.01,4.71%,1.34%,0.64,84.89,7412,0.00,Aug 21 AMC,6.03%,3.12M,83.32,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","1,999,580",-1.85%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-12.96%,2.82B,88.52,0.29,-17.87%,109.00M,-25.29%,2.18B,-,-0.29,37.43%,4.41%,-33.02%,-212.37M,6.59,46.01%,-3.74%,6.80,-20.10%,427.80M,3.51,120.38%,-19.74%,4.81M,-3.32%,7.20,3.39,-,-28.39%,44.34 -42.90%,-21.78%,7.48,-,30.02% -3.16%,-26.45%,23.82 6.30%,9.80%,-,-,40.31% 98.33%,62.39%,4.16%,3.77%,-70.79%,-,5.09,33.47%,-57.71%,1.25,-,-,2.93,32.38%,-49.64%,27.13,1.27,- -,3.12,54.50%,-15.03%,1.05,52.90,-,0.24,9.81%,-19.43%,1.40,25.41,1869,0.01,Nov 06 BMO,-22.59%,707.36K,25.32,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","992,819",-0.35%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-2.91%,7.44B,14.03,2.07,-,-,-4.76%,10.93B,-,-0.23,4.30%,-,2.80%,-462.32M,0.59,56.27%,0.03%,0.92,35.02%,12.55B,-,222.69%,-7.04%,0.52M,2.29%,-13.26,5.22,-,-,33.32 -12.87%,0.62%,5.56,-,5.46% -,-,17.91 62.09%,-,-,-,118.43% 118.66%,18.90%,2.90%,2.28%,-,-,0.87,62.51%,-4.64%,0.83,-,-,0.49,39.14%,-3.68%,46.75,1.00,- -,0.59,82.59%,-1.58%,0.03,35.47,-,-,37.06%,-1.61%,0.35,29.00,17439,-,Nov 17 BMO,7.46%,559.06K,29.03,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","195,937",0.10%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.22,5.59,1.55%,147.64M,-0.35%,7.60B,8.55,6.02,-0.12%,145.36M,-8.96%,-,1.05,1.56,79.33%,4.79%,-3.94%,826.00M,1.54,16.70%,0.30%,3.76,14.54%,4.95B,1.12,4.26%,0.96%,6.96M,-5.05%,46.05,-,8.79%,12.75%,63.22 -18.52%,0.33%,-,9.49,-9.99% 3.54%,9.91%,39.32 31.00%,3.48%,1.76 (3.41%),-,19.10% 8.98%,-,2.45%,3.51%,59.72%,1.74 (3.38%),-,27.77%,22.37%,1.87,87.17%,"Aug 14, 2025",-,0.12%,16.70%,42.59,2.70,4.85% 5.34%,0.14,7.81%,-3.60%,0.94,61.95,33.52%,0.76,-2.03%,-7.40%,0.92,52.24,9406,0.21,Oct 20 AMC,-1.36%,1.85M,51.51,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,700,100",-1.40%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.91,16.63,1.18%,120.46M,8.46%,1.82B,-,-3.41,0.00%,119.04M,11.59%,5.97B,-,0.84,53.57%,19.85%,-4.61%,2.00B,0.21,-83.48%,3.13%,4.85,-1.50%,8.58B,0.47,-215.75%,19.27%,23.62M,-29.58%,32.35,1.03,-,59.06%,29.00 -47.86%,-31.06%,14.72,0.56,-23.79% -,23.31%,11.03 37.02%,-34.75%,1.04 (6.91%),1.61,-7.73% 20.63%,32.33%,3.34%,3.64%,-,6.78 (44.84%),0.70,202.12%,28.74%,0.55,-,"Sep 02, 2025",1.11,43.57%,23.37%,65.72,3.78,16.67% -,1.20,-93.86%,10.69%,1.65,13.38,22.25%,1.52,-15.36%,8.80%,0.99,14.83,6700,1.21,Aug 20 BMO,-5.94%,4.87M,15.12,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","4,826,470",1.96%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,25.55,0.41,75.88%,254.09M,1.97%,4.23B,21.48,0.48,0.00%,61.28M,9.52%,5.26B,1.27,-,21.96%,5.86%,28.73%,103.34M,2.03,23.45%,-2.91%,4.26,30.19%,2.08B,2.53,12.10%,3.34%,3.59M,25.30%,4.09,15.72,20.11%,10.58%,10.70 -3.27%,28.89%,0.66,22.89,- -,5.45%,6.05 71.07%,-4.78%,0.14 (1.37%),11.79,11.29% -,55.55%,2.92%,3.89%,-,0.14 (1.37%),2.53,-5.94%,8.97%,0.35,-,"Jul 07, 2025",0.79,-1.88%,4.97%,58.69,1.80,15.87% -,1.42,-54950.00%,2.85%,0.76,11.01,42.68%,1.17,-,10.52%,0.75,10.39,7395,0.82,Sep 05 BMO,21.26%,842.77K,10.35,"Dec 20, 2021",Yes / Yes,73.56% 1.47%,"

","630,567",-0.38%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.27,80.12%,50.09M,-6.92%,17.21B,31.00,2.22,-0.57%,48.16M,-7.48%,16.38B,-,0.43,17.46%,2.63%,-10.27%,-62.00M,7.21,17.73%,0.52%,2.05,4.38%,2.39B,3.50,36.72%,-1.03%,1.27M,-2.79%,19.68,14.80,30.95%,-1.34%,90.22 -23.66%,19.59%,4.65,50.03,39.04% 20.21%,-1.28%,55.08 25.04%,135.94%,-,107.73,1.60% -4.00%,75.75%,2.90%,3.11%,-29.12%,-,6.86,56.19%,-5.57%,2.49,110.10%,-,3.34,15.31%,-2.60%,37.88,2.12,- -,3.34,110.99%,-3.22%,2.09,89.52,-,0.07,14.51%,-10.71%,0.92,72.83,6856,0.02,Oct 30 AMC,-5.57%,618.39K,68.87,"Jul 20, 2011",Yes / Yes,-4.97% 1.09%,"

","569,943",-5.44%,ZG
