Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.42,0.92,16.26%,170.31M,-2.23%,6.46B,25.35,1.50,-2.07%,142.12M,2.78%,160.20M,4.37,0.30,89.45%,4.83%,2.72%,1.57B,4.13,4.98%,9.31%,7.59,28.25%,9.32,4.09,11.81%,5.98%,6.86M,23.43%,1.17,32.65,9.49%,9.96%,28.25,41.15,2.12%,0.37 (0.98%),23.79,-7.36%,7.54%,-7.44%,1.16,0.33 (0.87%),1.81,0.20%,41.36%,34.83%,0.92,"Feb 20, 2025",2.91,28.10%,16.48%,46.12,3.01%,2.25%,2400,0.34,2.35%,10.23%,2.25,40.14,Yes / Yes,0.34,165.82%,35.87%,1.63,39.41,1.11%,14.78%,3.90%,Feb 04 AMC,903.58K,38.09,-0.45%,-1.56%,10.78%,"

","1,475,007",-3.35%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.57%,145.08M,-0.20%,1.54B,-,-,-5.76%,142.79M,0.60%,-73.97M,-,-,71.49%,2.61%,1.01%,452.76M,3.41,-,6.59%,1.62,19.33%,1.20,8.35,-,-9.16%,3.73M,13.90%,3.62,2.77,-,-47.76%,7.70,10.85,0.81%,-,21.67,9.40%,-12.64%,-7.83%,1.70,-,2.56,11.84%,67.98%,29.87%,0.03,-,2.56,14.25%,-4.07%,62.08,0.24%,0.24%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.26,10.00,0.77%,39.13%,6.45%,Dec 09 AMC,2.31M,10.00,0.21%,0.48%,5.12%,"

","610,756",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.03,5.32,0.09%,451.55M,3.20%,79.26B,27.72,6.34,-0.85%,450.75M,7.57%,2.43B,3.38,1.37,94.81%,1.58%,-3.45%,9.15B,8.66,10.81%,-1.60%,2.69,0.49%,11.59,15.16,7.51%,17.07%,7.12M,-7.07%,3.80,46.24,9.77%,47.13%,144.80,200.53,7.82%,1.73 (0.99%),34.34,11.57%,20.27%,-12.40%,0.94,1.80 (1.02%),2.27,8.19%,68.49%,21.32%,3.75,"Jan 21, 2025",3.69,8.09%,36.45%,62.26,2.06%,2.27%,14100,1.29,9.33%,26.55%,1.50,216.47,Yes / Yes,1.29,16.43%,30.71%,0.78,172.24,4.34%,8.49%,11.02%,Feb 13 BMO,2.64M,175.67,4.20%,3.10%,-0.59%,"

","2,073,734",1.99%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.27,1.43,0.86%,598.04M,2.16%,11.34B,10.42,1.82,0.00%,592.88M,-1.66%,1.20B,1.13,0.46,28.15%,3.09%,-17.89%,5.83B,1.94,12.42%,-8.93%,6.11,-1.10%,10.74,1.77,11.02%,9.47%,18.34M,17.91%,5.47,3.47,11.78%,14.45%,15.90,27.50,-3.02%,0.67 (3.51%),-,13.37%,13.77%,-31.05%,-0.12,0.97 (5.12%),0.94,14.65%,31.29%,19.28%,0.52,"Sep 10, 2024",0.96,-2.64%,24.78%,49.94,2.66%,2.33%,23554,0.30,8.68%,20.51%,1.35,26.73,Yes / Yes,0.01,3.34%,40.76%,1.08,18.80,1.13%,0.45%,17.70%,Nov 19 AMC,3.00M,18.96,1.26%,-0.47%,-10.83%,"

","3,234,883",0.85%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.08%,153.41M,1.67%,31.45B,58.02,3.53,-0.12%,95.02M,10.30%,-36.27M,-,0.69,48.90%,4.81%,12.27%,2.30B,13.68,-6.48%,4.05%,2.54,24.06%,9.31,22.01,18.42%,-0.87%,4.57M,-15.99%,17.65,11.62,10.31%,-3.24%,153.45,259.61,13.62%,-,48.23,-10.72%,-2.47%,-21.04%,0.87,-,1.09,48.57%,77.81%,33.59%,6.37,-,1.09,79.05%,-4.74%,62.03,2.81%,3.28%,7348,0.87,30.77%,-1.58%,1.82,227.45,Yes / Yes,0.03,65.17%,-,0.69,203.73,3.71%,22.75%,26.42%,Dec 02 AMC,1.80M,204.99,5.66%,4.50%,10.28%,"

","1,243,989",0.62%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,23.44%,71.15M,13.23%,152.50M,-,-2.56,0.40%,54.56M,-33.95%,-179.28M,-,-0.71,81.34%,9.31%,-35.54%,40.56M,3.76,44.78%,-14.80%,2.85,-37.61%,4.98,0.43,-3.59%,-34.60%,5.08M,-81.54%,5.49,0.39,17.66%,-42.89%,1.61,18.07,-29.37%,-,-,-50.05%,-45.41%,-88.16%,1.81,-,7.29,0.00%,96.77%,32.92%,0.28,-,7.29,45.45%,-515.94%,44.16,13.26%,12.54%,168,0.12,-,-442.02%,2.09,6.27,Yes / Yes,0.11,28.19%,-,2.72,1.63,-,38.34%,-,Nov 06,1.78M,2.14,-6.50%,-25.65%,-57.25%,"

","4,841,574",31.29%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.70,3.00,14.69%,306.50M,-1.39%,26.36B,16.05,5.36,-2.16%,261.48M,3.98%,941.21M,15.77,1.30,57.97%,3.21%,13.74%,4.63B,5.70,4.34%,-0.17%,2.62,54.57%,28.31,3.04,-1.44%,9.41%,8.40M,33.79%,25.16,3.42,1.82%,11.70%,55.06,92.80,5.37%,-,15.28,-,10.80%,-7.34%,0.23,-,4.50,97.66%,74.54%,56.18%,2.39,-,4.50,296.12%,17.93%,59.60,2.25%,2.83%,7420,0.01,2.87%,20.34%,2.36,92.85,Yes / Yes,0.00,44.84%,0.00%,0.43,86.18,1.23%,5.67%,3.59%,Feb 24 AMC,3.21M,85.99,4.61%,3.14%,23.52%,"

","1,377,205",-0.22%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.21%,108.94M,-1.14%,2.93B,-,-1.70,-10.94%,108.70M,6.44%,-270.85M,-,-0.36,44.79%,5.57%,-11.59%,355.75M,8.25,21.20%,-11.62%,7.30,52.66%,6.78,3.97,37.48%,-26.70%,6.05M,19.69%,6.57,4.10,-,-34.98%,13.48,36.60,2.83%,-,-,-16.93%,-40.20%,-26.42%,1.13,-,2.87,136.21%,63.17%,99.78%,1.32,-,3.01,10.91%,-95.07%,52.92,5.23%,5.16%,2175,0.19,35.01%,-76.13%,1.31,48.54,Yes / Yes,0.01,40.53%,-,0.64,26.77,0.02%,94.89%,47.72%,Feb 27 BMO,829.38K,26.93,3.11%,0.84%,20.24%,"

","528,182",0.60%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,0.57%,455.54M,35.78,0.10,0.00%,116.94M,-2.47%,-41.45M,-,-0.01,17.12%,0.02%,-7.55%,1.23B,0.37,-95.37%,7.00%,0.45,34.98%,2.72,1.31,158.61%,-3.21%,0.02M,-80.12%,2.29,1.55,-,-7.35%,2.62,21.91,1.14%,-,-,-,-9.02%,-83.80%,-0.12,-,1.62,26.18%,17.54%,35.50%,0.21,-,1.81,72.88%,-3.55%,49.46,5.14%,5.75%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.72,3.58,-,50.00%,1.80%,Nov 22 BMO,41.15K,3.55,-0.34%,0.24%,-28.36%,"

","29,533",-0.84%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,258.25,0.03,28.94%,75.06M,13.03%,779.66M,-,-0.18,-0.64%,69.43M,14.82%,3.57M,-,-0.11,53.56%,4.46%,-13.45%,498.90M,1.56,-129.49%,1.75%,6.89,-0.37%,0.14,57.36,-34.86%,0.55%,3.10M,-43.60%,5.09,1.57,-,430.38%,6.51,14.94,10.22%,-,11.62,-,0.63%,-46.59%,1.17,-,7.35,17.01%,89.13%,22.58%,0.35,-,7.35,-94.10%,5.24%,66.00,5.82%,4.63%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.83,7.62,4.27%,71.12%,-24.77%,Nov 06 AMC,449.98K,7.98,13.55%,5.06%,-10.80%,"

","824,223",4.72%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.59,4.95,1.53%,147.87M,-0.36%,8.48B,10.08,5.70,-0.90%,145.44M,4.63%,732.00M,2.08,1.17,76.09%,2.69%,11.64%,4.99B,1.70,5.69%,-3.94%,3.06,24.79%,40.97,1.40,8.87%,0.89%,3.92M,44.84%,-,-,5.57%,13.19%,38.01,63.22,5.86%,1.73 (3.01%),11.34,3.53%,10.35%,-9.16%,1.08,1.66 (2.89%),-,10.13%,-,51.09%,1.55,"Feb 13, 2025",0.17,14.10%,20.26%,52.30,2.34%,2.56%,9406,0.78,7.91%,14.66%,2.83,63.39,Yes / Yes,0.16,72.04%,33.54%,0.78,57.07,4.18%,6.00%,4.59%,Jan 21 AMC,1.28M,57.43,0.59%,0.46%,15.77%,"

","1,000,669",0.63%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.51,11.93,1.07%,120.39M,0.89%,2.17B,7.30,2.47,0.00%,119.07M,-19.70%,1.44B,-,3.22,47.42%,12.71%,-22.73%,7.47B,0.29,168.18%,14.70%,2.34,0.89%,32.61,0.55,-83.81%,14.97%,15.13M,42.35%,19.24,0.94,-,44.28%,8.73,29.00,-15.88%,5.83 (32.29%),1.02,-,17.37%,-37.73%,1.66,3.97 (21.98%),1.26,36.98%,27.42%,106.78%,1.02,"Dec 02, 2024",1.33,167.33%,23.81%,47.55,4.63%,5.12%,6460,1.49,21.47%,19.26%,4.00,18.34,Yes / Yes,1.11,149.38%,-,0.58,17.57,15.59%,34.46%,117.22%,Nov 20 BMO,6.47M,18.06,1.37%,-7.42%,-5.66%,"

","3,761,416",2.79%,ZIM
ZoomInfo Technologies Inc,Technology,Software - Application,USA,NASD,-,390.30,0.03,20.69%,342.91M,1.45%,3.59B,11.29,0.93,2.13%,272.33M,-1.65%,9.00M,-,0.23,77.48%,5.11%,-7.68%,1.22B,2.94,-7.83%,-15.80%,1.59,6.73%,4.87,2.15,-0.50%,0.13%,13.93M,-31.68%,0.43,24.32,-0.89%,0.46%,7.65,18.69,-0.48%,-,10.81,-,0.30%,-44.05%,1.01,-,0.63,44.78%,83.40%,36.73%,0.40,-,0.63,-92.06%,11.26%,53.57,3.29%,3.86%,3516,0.82,-0.26%,0.74%,3.00,11.18,Yes / Yes,0.81,-11.84%,0.00%,0.33,10.44,1.41%,26.87%,-3.25%,Feb 25 AMC,8.74M,10.46,3.83%,-0.32%,-6.96%,"

","2,868,661",0.24%,ZI
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,21.00,0.43,76.02%,252.42M,-2.72%,3.65B,20.76,0.43,0.00%,60.54M,12.44%,108.84M,11.54,-,21.34%,2.39%,17.76%,2.12B,1.72,-25.92%,-2.11%,1.48,-16.28%,3.62,2.47,16.50%,3.69%,1.45M,-31.78%,0.84,10.67,1.82%,12.47%,7.13,15.26,8.35%,0.12 (1.36%),16.13,-,6.48%,-41.35%,0.67,0.13 (1.45%),0.79,11.31%,55.26%,25.53%,0.38,"Jul 05, 2024",1.41,20.85%,9.24%,54.58,3.63%,4.05%,7201,1.19,21.21%,5.13%,2.71,9.78,Yes / Yes,0.84,-54950.00%,24.23%,0.64,9.17,-5.04%,-45.65%,-,Sep 18 BMO,977.18K,8.95,4.20%,6.43%,-9.77%,"

","626,891",-2.40%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.57,77.72%,54.32M,4.19%,19.92B,44.31,1.88,-0.31%,52.03M,16.39%,-133.00M,-,0.19,19.46%,1.35%,44.10%,2.16B,9.24,9.94%,-1.72%,1.47,99.71%,19.94,4.17,34.33%,-2.08%,0.70M,48.63%,9.08,9.15,23.36%,-2.90%,38.06,83.67,17.29%,-,79.99,-2.24%,-2.54%,-0.68%,2.33,-,3.13,-5.81%,76.44%,118.34%,2.28,-,3.13,14.69%,-9.93%,69.70,2.44%,2.83%,6263,0.25,13.12%,-6.17%,2.00,84.12,Yes / Yes,0.13,28.33%,-,0.68,81.67,4.60%,38.66%,17.14%,Feb 11 AMC,478.23K,83.10,9.89%,9.00%,43.75%,"

","327,533",1.76%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.70,20.78%,205.64M,4.28%,4.46B,24.34,0.77,0.34%,188.11M,0.91%,-120.29M,-,0.22,64.84%,10.30%,-32.66%,901.40M,4.95,148.89%,10.12%,2.22,-14.44%,2.06,9.12,31.52%,-17.43%,19.37M,90.47%,1.76,10.65,-,-38.51%,9.35,38.20,4.39%,-,47.40,-42.41%,-17.93%,-50.84%,1.17,-,3.32,24.26%,54.40%,100.86%,1.00,-,3.32,48.22%,-11.33%,49.22,4.06%,4.67%,1783,0.41,29.97%,-13.34%,1.62,36.92,Yes / Yes,0.41,66.07%,-,0.31,18.42,6.18%,393.67%,41.97%,Feb 26 AMC,8.73M,18.78,2.77%,-5.61%,-12.77%,"

","2,666,626",1.95%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,46.78,1.14,1.54%,42.74M,-1.13%,2.28B,7.22,7.39,0.15%,42.08M,-3.57%,62.38M,5.41,2.63,111.88%,5.81%,15.03%,1.38B,1.65,8.56%,3.51%,5.70,32.79%,41.00,1.30,9.92%,1.83%,2.44M,-21.63%,9.03,5.90,8.65%,3.51%,37.76,70.02,-1.84%,-,10.44,-19.19%,2.38%,-23.82%,1.39,-,1.42,0.74%,73.19%,41.26%,1.71,"May 17, 2019",1.42,37.87%,15.30%,46.14,2.46%,2.91%,4200,0.49,0.58%,4.52%,1.75,73.43,Yes / Yes,0.49,-64.47%,0.00%,0.80,52.72,2.28%,8.79%,3.69%,Nov 07 AMC,428.81K,53.34,-0.30%,-4.30%,3.33%,"

","342,160",1.18%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,52.66,7.37,0.72%,51.54M,-2.89%,20.02B,24.12,16.09,-2.14%,51.21M,-0.97%,382.00M,2.34,3.94,90.98%,1.32%,0.88%,4.65B,4.30,37.02%,-1.85%,1.92,22.08%,66.37,5.85,19.58%,5.09%,0.68M,57.43%,13.11,29.61,22.47%,11.87%,239.04,427.76,0.47%,-,26.06,-5.89%,6.75%,-9.28%,1.65,-,0.96,2.14%,45.19%,62.34%,9.68,-,1.37,-17.82%,13.42%,43.40,2.36%,2.24%,9750,0.69,-8.43%,8.21%,2.19,427.73,Yes / Yes,0.66,1003.08%,0.00%,1.15,383.46,3.12%,8.02%,30.67%,Feb 13 BMO,353.10K,388.04,-2.83%,-2.70%,10.04%,"

","405,284",1.19%,ZBRA
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,20.62,5.25,0.14%,199.60M,-2.52%,21.55B,12.64,8.56,0.00%,198.79M,3.62%,1.08B,2.96,2.30,92.72%,3.84%,0.91%,7.60B,2.84,5.74%,-2.24%,4.79,1.13%,62.00,1.75,7.24%,5.05%,7.63M,-14.30%,2.86,37.87,6.96%,8.71%,100.67,133.90,2.48%,0.87 (0.80%),19.61,-,6.33%,-19.16%,1.04,0.96 (0.89%),0.70,-1.65%,62.71%,7.53%,2.13,"Dec 30, 2024",1.36,131.89%,18.93%,49.01,1.66%,2.10%,18000,0.52,4.34%,14.27%,2.52,123.48,Yes / Yes,0.38,58.38%,19.66%,0.94,107.80,1.44%,-0.22%,4.03%,Feb 06 BMO,1.59M,108.25,-0.06%,0.17%,-1.55%,"

","1,501,996",0.42%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.57,34.61%,172.99M,3.87%,19.91B,45.29,1.90,-0.72%,152.72M,15.09%,-133.00M,-,0.19,68.41%,7.04%,43.65%,2.16B,9.23,10.27%,-1.78%,3.84,100.56%,19.94,4.31,34.89%,-2.08%,10.75M,49.00%,9.39,9.15,23.62%,-2.90%,38.45,86.88,16.00%,-,79.96,-2.24%,-2.54%,-1.13%,2.26,-,3.13,-5.81%,76.44%,123.41%,2.38,"Jan 12, 2011",3.13,14.69%,-9.93%,68.95,2.50%,2.81%,6263,0.25,13.12%,-6.17%,2.03,83.67,Yes / Yes,0.13,28.33%,-,0.68,84.45,4.61%,36.09%,17.14%,Feb 11 AMC,2.80M,85.90,9.33%,8.32%,43.87%,"

","1,917,352",1.72%,Z
