Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,10.39%,767.41M,-,-0.93,102.20%,67.30M,-13.04%,-122.70M,-,-0.68,98.07%,8.03%,-19.68%,76.30M,10.06,-3.28%,2.66%,8.75,-17.12%,4.87,2.25,44.43%,-23.51%,5.41M,18.27%,3.22,3.40,-1.14%,-30.54%,7.97,17.70,-25.27%,-,-,15.81%,-34.61%,-38.19%,1.26,-,3.40,273.04%,85.33%,37.26%,0.80,-,3.40,6.94%,-157.03%,43.43,8.59%,6.56%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,0.92,11.00,-31.34%,-211.87%,83.33%,Mar 05 AMC,617.76K,10.94,-5.70%,-13.91%,-13.76%,"

","568,741",-0.55%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,32.01,0.92,11.47%,170.31M,3.33%,4.97B,19.97,1.48,-58.47%,149.44M,-12.04%,160.20M,4.27,0.29,90.71%,3.25%,-21.07%,1.57B,3.17,3.81%,-2.17%,4.47,-19.36%,9.32,3.16,11.01%,5.98%,4.86M,-7.71%,1.17,25.11,7.50%,9.96%,27.74,41.15,-21.05%,0.37 (1.26%),18.30,-7.41%,7.54%,-28.43%,1.07,0.34 (1.15%),1.81,0.51%,41.36%,6.16%,1.23,"Feb 20, 2025",2.91,44.23%,16.48%,33.88,4.56%,3.56%,2500,0.35,2.35%,10.23%,2.50,37.43,Yes / Yes,0.34,166.58%,35.98%,0.78,29.47,1.11%,14.78%,3.90%,Apr 22 AMC,1.09M,29.45,-7.41%,-13.16%,-15.72%,"

","852,761",-0.07%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,27.30,5.47,0.10%,448.47M,3.33%,66.56B,22.03,6.77,-1.27%,445.61M,-9.66%,2.49B,3.37,1.42,96.17%,1.55%,-9.24%,9.26B,7.19,2.87%,-0.27%,2.21,-21.50%,10.64,14.03,11.23%,17.43%,6.90M,-0.51%,4.45,33.50,8.11%,50.91%,139.70,200.33,-8.41%,1.96 (1.31%),28.96,11.91%,24.46%,-25.51%,0.95,1.80 (1.20%),1.08,8.22%,69.10%,6.81%,5.76,"Apr 21, 2025",1.75,7.70%,36.65%,39.48,5.29%,3.41%,13800,1.42,8.33%,26.86%,1.50,205.00,Yes / Yes,1.13,12.87%,32.86%,0.89,150.83,0.86%,2.77%,4.70%,May 06 BMO,3.12M,149.22,-5.27%,-8.37%,-14.90%,"

","2,785,077",-1.07%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.66,1.48,0.86%,592.17M,13.57%,11.10B,9.77,1.92,0.00%,587.06M,-9.55%,1.22B,0.90,0.42,25.39%,2.59%,1.08%,6.15B,1.80,16.22%,-5.25%,5.24,-27.86%,10.74,1.75,13.46%,9.74%,15.23M,-2.65%,5.17,3.63,14.14%,14.45%,16.34,27.50,-4.09%,0.73 (3.88%),-,8.46%,14.32%,-31.82%,-0.12,0.70 (3.73%),1.04,14.25%,30.97%,14.75%,0.78,"Apr 10, 2025",1.07,-0.16%,24.90%,47.31,4.22%,3.51%,-,0.28,12.67%,19.90%,1.31,26.02,Yes / Yes,0.01,14.33%,45.74%,0.45,18.90,10.92%,-11.92%,21.51%,Mar 18 AMC,2.91M,18.75,-2.35%,-4.30%,-9.07%,"

","1,306,603",-0.79%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,15.59%,31.66B,57.36,3.57,-0.41%,96.06M,0.98%,-15.53M,-,0.76,49.66%,7.26%,10.80%,2.42B,13.07,-3.38%,3.06%,3.22,3.22%,10.39,19.70,15.75%,-0.35%,6.98M,12.81%,18.62,10.99,10.32%,-1.21%,153.45,217.84,13.43%,-,45.57,-10.72%,-0.94%,-6.06%,1.15,-,1.15,48.57%,77.68%,33.36%,10.96,-,1.15,89.39%,-4.09%,53.90,6.01%,5.15%,7348,0.77,27.77%,-0.64%,1.67,238.23,Yes / Yes,0.03,73.68%,-,0.81,199.44,2.13%,13.49%,23.41%,Mar 05 AMC,2.16M,204.64,2.41%,1.71%,6.71%,"

","1,761,615",2.61%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.61,3.20,14.61%,263.11M,8.55%,22.10B,13.09,5.53,-2.56%,260.62M,-3.67%,1.01B,18.38,1.31,62.21%,2.41%,-8.59%,4.67B,4.74,-2.47%,6.96%,2.32,2.43%,29.22,2.48,2.39%,9.66%,6.29M,17.48%,25.57,2.83,1.23%,11.92%,55.06,92.80,-11.29%,-,12.22,106.45%,11.26%,-21.98%,0.79,-,4.46,78.74%,75.94%,31.49%,3.04,-,4.46,55.96%,19.00%,46.93,4.62%,3.56%,7412,0.01,3.05%,21.65%,2.32,90.43,Yes / Yes,0.00,21.68%,0.00%,0.71,71.98,0.80%,8.10%,3.29%,Feb 24 AMC,2.70M,72.40,-1.48%,-5.86%,-1.19%,"

","1,916,780",0.58%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.64M,12.23%,3.33B,130.75,0.23,-15.90%,108.60M,-20.78%,-257.10M,-,-0.46,50.89%,6.74%,25.07%,398.99M,8.35,43.43%,12.12%,6.42,19.94%,7.80,3.89,115.80%,-23.14%,7.32M,112.30%,8.02,3.79,-,-31.41%,13.48,39.77,16.00%,-,-,-3.18%,-30.08%,-23.61%,1.05,-,3.38,118.89%,62.94%,125.37%,2.91,-,3.51,24.92%,-70.71%,45.34,10.68%,7.20%,1869,0.18,49.59%,-64.44%,1.29,53.75,Yes / Yes,0.02,18.42%,-,1.34,31.52,-0.24%,-22.87%,65.68%,Feb 27 BMO,1.14M,30.38,-8.75%,-7.51%,17.07%,"

","1,533,463",-3.62%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,0.67%,4.93B,14.92,1.31,-,-,-35.21%,-891.82M,-,1.08,4.19%,-,-25.47%,10.55B,0.47,75.00%,72.42%,1.79,-18.28%,-6.35,-,240.69%,-21.49%,1.23M,-,4.85,4.02,-,-,13.00,33.32,-31.32%,-,-,-,-,-41.50%,-,-,0.48,146.49%,16.40%,49.92%,1.88,-,0.62,25.35%,-9.12%,33.58,8.64%,7.33%,17439,-,45.22%,-8.46%,1.00,39.29,Yes / Yes,-,67.77%,-,1.13,21.38,-0.44%,-71.34%,40.01%,Mar 20 BMO,688.63K,19.49,-16.55%,-23.54%,-14.57%,"

","780,027",-8.84%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,8.83,4.96,1.60%,147.87M,3.84%,6.46B,7.67,5.71,-2.22%,145.20M,-10.41%,730.00M,1.23,1.19,78.52%,3.30%,-22.47%,4.99B,1.29,6.87%,2.86%,2.58,-12.37%,40.97,1.07,7.95%,0.88%,4.80M,7.67%,-,-,7.17%,13.15%,39.05,63.22,-19.28%,1.73 (3.95%),6.65,3.54%,9.98%,-30.73%,0.89,1.68 (3.84%),-,10.13%,-,12.14%,2.65,"Feb 13, 2025",0.35,13.79%,20.26%,40.73,7.24%,5.27%,9406,0.82,7.91%,14.62%,2.87,58.89,Yes / Yes,0.19,72.54%,33.52%,0.74,42.90,4.18%,6.00%,4.59%,Apr 21 AMC,1.86M,43.79,-6.57%,-13.34%,-14.95%,"

","1,380,159",2.07%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.78,17.83,1.07%,120.42M,18.19%,1.67B,-,-1.35,0.00%,119.17M,-24.91%,2.15B,-,1.88,52.80%,14.59%,-23.41%,8.43B,0.20,-91.35%,13.63%,2.57,-27.33%,33.52,0.41,-187.75%,21.76%,17.39M,42.46%,17.56,0.79,-,66.17%,9.38,29.00,-35.54%,0.69 (5.00%),0.54,-,24.69%,-52.28%,1.74,7.14 (51.59%),1.17,42.24%,32.89%,47.57%,1.32,"Mar 24, 2025",1.25,179.57%,29.52%,42.11,10.13%,7.53%,6700,1.49,63.25%,25.48%,4.00,15.61,Yes / Yes,1.15,477.65%,22.25%,0.89,14.22,6.89%,33.49%,79.84%,Mar 12 BMO,6.75M,13.84,-6.63%,-22.14%,-28.37%,"

","5,981,457",-2.67%,ZIM
