Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.31%,75.14M,4.56%,1.88B,84.07,0.30,0.00%,72.92M,40.87%,1.65B,-,-0.50,99.42%,10.33%,68.51%,-63.43M,14.01,38.44%,-1.79%,7.43,122.73%,134.48M,5.91,129.81%,-14.34%,7.53M,70.70%,4.23,7.48,59.59%,-18.46%,26.19 -4.58%,71.75%,3.34,-,26.71% 15.81%,-18.90%,9.03 176.74%,211.99%,-,-,41.95% 20.90%,90.49%,6.08%,5.86%,-42.34%,-,12.28,43.93%,-52.51%,1.41,-,-,6.94,116.21%,-47.16%,72.64,1.17,- -,6.94,34.02%,24.09%,1.18,34.73,-,0.06,72.59%,36.03%,2.60,24.02,286,0.05,Nov 06 AMC,75.31%,1.01M,24.99,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","2,634,969",4.04%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.09,1.12,11.74%,167.47M,5.44%,7.91B,28.69,1.65,-1.72%,147.71M,2.01%,8.21B,3.46,0.34,93.92%,3.87%,2.69%,192.30M,4.77,17.49%,1.52%,6.32,28.09%,1.66B,4.98,9.60%,6.93%,5.71M,26.78%,9.50,30.43,12.16%,11.76%,50.03 -5.48%,21.85%,1.55,27.42,32.18% -7.41%,9.03%,27.74 70.48%,100.47%,0.37 (0.79%),22.48,19.81% -5.41%,41.36%,2.89%,2.77%,141.77%,0.38 (0.80%),4.95,42.07%,16.69%,1.23,373.38%,"Nov 20, 2025",1.83,6.88%,11.59%,55.03,2.25,3.23% 0.62%,2.78,44.39%,1.11%,1.10,50.29,35.98%,0.35,11.07%,1.23%,1.15,46.62,2500,0.34,Oct 28 AMC,19.34%,903.80K,47.29,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,037,251",1.44%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.70,5.93,0.20%,441.46M,3.43%,54.15B,18.01,6.82,-0.07%,439.80M,-15.81%,59.34B,2.62,1.41,96.74%,2.52%,-20.62%,2.65B,5.76,7.09%,-1.50%,3.22,-26.10%,9.40B,10.05,7.61%,17.96%,11.07M,-24.59%,12.23,25.98,7.91%,49.87%,181.85 -32.43%,-30.06%,4.73,24.17,8.55% 11.91%,20.92%,115.25 6.61%,-14.44%,1.99 (1.62%),14.74,5.98% 8.14%,70.29%,3.00%,2.43%,-25.73%,2.00 (1.63%),6.31,11.51%,37.63%,3.40,171.24%,"Oct 31, 2025",2.28,2.68%,28.21%,38.47,1.70,18.93% 21.14%,3.64,8.17%,-2.66%,1.01,171.31,32.86%,1.35,0.50%,-10.50%,2.23,122.06,13800,1.35,Nov 04 BMO,-19.55%,3.44M,122.87,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","7,688,098",0.66%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.19,1.49,0.00%,591.63M,4.29%,11.64B,11.26,1.75,-,591.63M,2.39%,9.91B,1.53,0.41,11.46%,3.14%,2.61%,1.23B,1.77,3.81%,-5.79%,11.95,17.36%,6.59B,1.73,11.73%,9.42%,18.55M,0.61%,11.39,3.27,8.63%,13.83%,22.01 -10.63%,-1.65%,6.01,-,18.24% 8.45%,13.37%,16.34 20.38%,-10.20%,0.66 (3.35%),5.52,9.28% 13.97%,26.00%,2.56%,2.05%,-38.64%,0.65 (3.30%),1.50,3.12%,20.42%,0.42,-,"Sep 30, 2025",1.34,12.89%,18.61%,64.66,1.50,- -,1.38,7.47%,3.59%,-0.19,23.14,45.76%,0.19,11.30%,3.50%,1.56,19.22,24471,0.01,Nov 19 AMC,3.81%,1.55M,19.67,"Oct 27, 2016",Yes / Yes,23.59% 0.48%,"

","2,418,568",2.34%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,36.06%,158.30M,-4.94%,44.38B,63.76,4.40,-0.53%,101.21M,-13.20%,42.60B,-,0.86,52.89%,5.86%,4.73%,-41.48M,16.60,11.39%,-1.34%,3.97,8.96%,2.67B,24.67,20.34%,-0.75%,5.93M,55.40%,11.37,12.42,18.08%,-2.70%,336.99 -16.81%,39.52%,22.57,61.07,54.06% 21.31%,-1.17%,164.78 70.14%,105.01%,-,27845.62,34.81% 44.03%,76.82%,3.91%,3.27%,105.17%,-,15.94,31.04%,-4.48%,10.91,-,-,1.94,23.31%,-1.55%,34.13,1.60,- -,1.94,-14.36%,-10.00%,1.10,333.19,-,1.00,21.31%,-8.28%,1.44,275.01,7923,0.97,Nov 25 AMC,5.98%,1.49M,280.35,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","2,152,169",1.94%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,20.70,3.80,11.26%,267.28M,-3.98%,23.52B,13.25,5.93,-1.83%,265.83M,-6.74%,15.79B,4.96,1.44,67.94%,2.54%,-0.27%,1.19B,4.95,5.43%,4.34%,2.24,-0.38%,4.75B,2.64,1.60%,11.03%,6.75M,-3.69%,29.82,3.02,4.17%,13.60%,92.80 -15.30%,-0.33%,26.02,12.75,-10.66% 106.45%,13.23%,64.41 22.03%,-4.83%,-,13.42,4.40% 49.60%,76.38%,2.56%,2.58%,-80.43%,-,3.32,36.57%,20.43%,2.17,-,-,4.36,3.63%,24.99%,36.75,2.26,- -,4.36,66.82%,-5.16%,0.82,93.36,0.00%,0.01,4.71%,-4.83%,3.25,78.63,7412,0.00,Nov 24 AMC,0.08%,3.01M,78.60,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","9,797,992",-0.04%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-4.73%,2.21B,-,-1.35,-10.42%,108.86M,-24.28%,1.61B,-,-0.29,30.69%,4.61%,-41.86%,-206.71M,5.01,42.51%,0.06%,6.44,-35.75%,441.78M,2.90,9.82%,-19.28%,5.02M,-23.90%,6.87,2.71,-,-28.96%,44.34 -55.05%,-24.02%,7.36,-,30.02% -3.16%,-26.82%,19.51 2.15%,-43.91%,-,-,40.31% 98.33%,61.31%,2.98%,3.59%,-80.84%,-,3.66,30.16%,-51.59%,0.99,-,-,2.68,23.73%,-46.79%,18.70,1.55,- -,2.87,23.67%,-12.62%,0.93,44.73,-,0.29,12.75%,-28.52%,2.60,20.02,1869,0.01,Nov 06 BMO,-38.39%,780.30K,19.93,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","2,030,012",-0.45%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-1.18%,6.79B,15.99,1.68,-,-,-11.04%,9.91B,-,-,7.35%,-,-10.11%,-403.43M,0.47,23.50%,4.87%,0.88,-2.04%,14.40B,-,157.09%,-6.36%,0.43M,-5.43%,-13.78,5.52,-,-,33.32 -19.44%,18.13%,4.86,-,5.46% -,-,17.91 49.86%,-,-,-,118.43% 118.66%,19.49%,0.87%,1.54%,-,-,0.69,66.74%,-3.25%,0.50,-,-,0.45,49.32%,-2.80%,35.32,1.00,- -,0.57,36.90%,-3.17%,0.26,35.59,-,-,72.17%,-6.91%,1.02,26.85,17439,-,Nov 17 BMO,-1.23%,484.89K,26.84,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","493,277",-0.04%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.28,5.59,1.56%,147.64M,6.07%,7.66B,8.55,6.07,-0.12%,145.36M,-2.31%,-,1.04,1.56,80.73%,3.75%,-8.68%,823.00M,1.55,17.53%,1.70%,2.89,8.76%,4.95B,1.13,4.33%,0.96%,5.45M,-4.35%,46.05,-,8.89%,12.71%,63.22 -17.92%,-11.54%,-,7.46,-9.99% 3.54%,9.59%,39.32 31.97%,2.23%,1.75 (3.38%),-,19.10% 8.98%,-,2.85%,2.75%,31.04%,1.76 (3.39%),-,27.30%,22.37%,1.58,75.07%,"Nov 13, 2025",-,0.12%,16.64%,49.92,2.67,4.85% 5.34%,0.16,7.93%,0.84%,0.86,61.77,33.52%,0.80,-2.03%,-3.27%,0.73,52.12,9406,0.25,Oct 20 AMC,0.47%,1.89M,51.89,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,378,020",-0.44%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.06,8.32,1.18%,120.46M,0.94%,2.07B,-,-3.28,0.00%,119.04M,25.15%,5.78B,-,-0.55,40.81%,19.86%,18.66%,1.00B,0.27,-85.34%,-11.30%,5.18,-2.05%,7.59B,0.52,-225.63%,9.16%,23.65M,-20.03%,33.34,1.06,-,25.25%,24.05 -28.60%,-33.91%,16.19,0.85,-23.79% -,11.79%,11.03 55.60%,-30.19%,1.00 (5.82%),2.09,-7.73% 20.63%,23.74%,5.18%,4.52%,-,6.78 (39.49%),0.76,-30.30%,19.63%,0.76,-,"Dec 01, 2025",1.22,1.63%,13.21%,70.85,3.62,16.67% -,1.30,-89.07%,9.30%,1.60,13.57,22.25%,1.41,-35.73%,17.80%,1.07,16.90,6700,1.12,Nov 20 BMO,7.78%,4.56M,17.17,"Jan 28, 2021",Yes / No,33.09% 2.34%,"

","4,897,242",1.60%,ZIM
