Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,37.33,0.98,11.57%,168.52M,3.22%,6.14B,24.84,1.47,-57.94%,148.79M,0.72%,6.56B,4.80,0.36,91.77%,3.06%,8.15%,169.50M,3.88,4.79%,1.14%,4.93,-2.59%,1.58B,3.97,9.60%,6.29%,4.55M,-2.12%,9.19,42.45,7.78%,10.49%,41.15 -11.28%,22.85%,0.86,23.62,32.18% -7.41%,8.11%,27.74 31.61%,35.22%,0.37 (1.01%),18.64,19.81% -5.41%,41.66%,1.76%,1.70%,145.22%,0.35 (0.96%),4.14,38.39%,16.67%,0.70,177.58%,"May 20, 2025",1.72,3.22%,10.72%,56.17,2.25,3.23% 0.62%,2.87,29.71%,1.17%,1.02,37.29,35.98%,0.36,4.01%,3.44%,1.86,36.63,2500,0.35,Apr 22 AMC,1.26%,923.65K,36.51,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","1,719,438",-0.33%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.04,5.57,0.10%,446.04M,-0.64%,69.53B,22.89,6.82,-0.65%,444.75M,-5.58%,74.56B,3.45,1.62,96.02%,1.95%,-5.36%,2.52B,7.49,5.38%,0.41%,2.88,-4.94%,9.29B,14.96,9.35%,17.70%,8.69M,-4.15%,10.44,40.40,8.13%,51.85%,200.33 -22.04%,-7.03%,3.87,30.48,8.55% 11.91%,25.04%,139.70 11.79%,-4.90%,1.99 (1.28%),18.99,5.98% 8.14%,69.48%,1.90%,2.05%,14.04%,1.86 (1.19%),8.03,7.23%,37.01%,3.66,210.85%,"Jul 18, 2025",1.04,6.32%,27.12%,39.86,1.58,18.93% 21.14%,1.74,7.88%,-4.47%,0.92,199.92,32.86%,1.45,1.37%,-2.33%,0.99,155.79,13800,1.16,May 06 BMO,-8.13%,3.02M,156.17,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","2,985,947",0.24%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.32,1.57,0.86%,593.65M,3.31%,10.56B,9.93,1.79,0.00%,588.53M,1.43%,9.82B,1.11,0.40,22.11%,2.16%,-12.02%,1.30B,1.68,6.62%,-8.83%,4.65,-10.20%,6.26B,1.66,12.61%,10.29%,12.74M,-9.05%,10.73,3.32,10.22%,15.68%,27.50 -35.35%,-17.49%,5.35,-,18.24% 8.45%,15.06%,16.34 8.81%,-26.51%,0.68 (3.80%),5.08,9.28% 13.97%,29.66%,1.40%,1.48%,-50.79%,0.70 (3.94%),1.57,10.00%,24.06%,0.40,-,"Apr 10, 2025",1.02,13.41%,20.76%,52.00,1.41,- -,1.05,38.73%,1.97%,-0.18,23.18,45.76%,0.27,8.02%,-1.48%,0.30,17.65,24471,0.01,May 20 AMC,-11.51%,2.74M,17.78,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","832,154",0.74%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,4.09%,49.09B,86.29,3.65,-0.85%,96.78M,24.31%,47.32B,-,0.80,54.87%,9.28%,50.55%,-38.78M,19.28,0.04%,9.94%,3.27,69.58%,2.55B,27.20,14.50%,-0.81%,8.98M,74.78%,11.59,16.33,11.75%,-2.68%,317.18 -0.59%,72.76%,19.30,71.04,41.55% -10.72%,-2.11%,153.45 105.49%,111.47%,-,-,47.68% 48.24%,77.33%,2.44%,2.65%,187.52%,-,18.58,49.20%,-4.59%,7.69,-,-,1.18,25.46%,-1.52%,79.01,1.67,- -,1.18,-121.43%,4.30%,1.11,315.27,-,0.68,22.57%,21.18%,0.91,313.85,7348,0.02,May 29 AMC,50.04%,2.74M,315.32,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","2,501,592",0.47%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.53,3.33,14.19%,261.11M,0.50%,23.71B,13.82,5.67,-1.69%,259.62M,-1.62%,15.96B,9.38,1.38,62.59%,3.15%,2.08%,1.05B,5.05,1.20%,-0.42%,3.45,-8.08%,4.70B,2.67,1.17%,9.87%,8.19M,-3.96%,29.34,3.04,2.51%,12.19%,92.80 -15.54%,35.63%,25.82,13.93,-10.66% 106.45%,11.73%,55.06 42.35%,-31.94%,-,15.14,4.40% 49.60%,75.85%,1.93%,1.75%,-68.81%,-,3.40,24.11%,18.13%,1.52,-,-,4.48,2.98%,22.31%,49.54,2.36,- -,4.48,18.68%,-0.45%,0.68,90.37,0.00%,0.01,2.93%,-0.36%,1.42,76.96,7412,0.00,May 21 AMC,0.83%,2.37M,78.38,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","3,379,012",1.85%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,0.55%,3.84B,81.40,0.43,-24.52%,109.14M,14.73%,3.18B,-,-0.40,50.52%,4.02%,-3.98%,-252.07M,9.18,48.41%,-4.97%,3.60,30.90%,418.33M,4.65,131.82%,-23.32%,4.39M,32.65%,7.48,4.48,-,-32.05%,44.34 -21.65%,87.58%,7.75,-,30.00% -3.18%,-30.63%,16.01 116.99%,6.76%,-,-,40.35% 98.38%,63.45%,2.94%,3.72%,-55.85%,-,7.59,28.63%,-64.09%,1.85,-,-,3.09,43.72%,-60.26%,47.15,1.38,- -,3.26,18.43%,-5.76%,0.99,52.18,-,0.24,22.19%,4.48%,0.62,36.19,1869,0.02,May 08 BMO,16.83%,1.22M,34.74,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","755,943",-4.01%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,0.89%,6.62B,12.05,2.17,-,-,-0.49%,10.15B,-,-0.86,4.01%,-,5.52%,-710.26M,0.57,61.85%,-2.36%,1.41,-14.06%,11.52B,-,249.48%,-11.48%,1.03M,-7.79%,-12.89,4.85,-,-,33.32 -21.46%,22.98%,5.39,-,5.46% -,-,13.00 101.31%,-,-,-,118.43% 118.66%,17.93%,2.00%,1.93%,-,-,0.88,37.41%,-7.36%,0.68,-,-,0.45,43.08%,-6.16%,48.90,1.00,- -,0.59,66.34%,-0.54%,0.13,39.64,-,-,47.60%,3.23%,1.23,26.41,17439,-,May 15 BMO,4.97%,731.49K,26.17,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","896,709",-0.91%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.02,5.13,1.68%,147.57M,5.95%,7.60B,9.30,5.54,-1.33%,145.09M,9.67%,-,1.65,1.31,78.50%,3.77%,2.41%,756.00M,1.52,5.33%,-2.11%,3.38,-5.35%,4.98B,1.21,6.20%,0.91%,5.47M,-5.12%,42.43,-,6.07%,13.06%,63.22 -18.59%,22.58%,-,7.77,-9.99% 3.54%,10.04%,39.32 30.90%,-2.07%,1.74 (3.38%),-,19.10% 8.98%,-,2.09%,2.04%,44.01%,1.70 (3.30%),-,28.90%,21.03%,1.16,63.24%,"May 15, 2025",-,4.84%,15.17%,66.19,2.88,4.85% 5.34%,0.15,18.40%,5.49%,0.87,53.02,33.52%,0.74,-0.83%,8.59%,0.96,51.40,9406,0.19,Jul 21 AMC,0.01%,1.62M,51.47,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,556,715",0.14%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.85,19.53,1.18%,120.46M,0.00%,1.99B,-,-1.78,0.00%,119.04M,-3.11%,5.56B,-,1.22,48.42%,18.96%,7.41%,2.35B,0.22,-81.42%,-8.43%,3.32,-19.25%,8.87B,0.50,-153.87%,23.04%,22.57M,-23.01%,32.86,0.86,-,72.40%,29.00 -43.00%,-17.02%,19.19,0.56,-23.79% -,27.51%,11.03 49.80%,-64.29%,1.09 (6.57%),1.40,-7.73% 20.63%,34.71%,4.10%,4.37%,-,7.61 (46.07%),0.63,192.29%,31.33%,0.86,-,"Jun 02, 2025",1.10,65.83%,26.52%,48.97,4.00,16.67% -,1.18,226.86%,-1.88%,1.70,15.44,22.25%,1.49,28.46%,1.98%,1.12,15.67,6700,1.16,May 19 BMO,-12.01%,6.81M,16.53,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","7,635,563",5.49%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.07,0.33,78.19%,252.58M,-3.28%,3.48B,17.12,0.50,0.00%,55.08M,1.06%,4.32B,1.38,-,11.93%,7.28%,10.18%,83.40M,1.65,19.45%,-5.02%,3.64,0.47%,2.11B,2.28,18.84%,2.78%,4.01M,3.51%,3.76,11.49,18.87%,8.89%,11.96 -28.51%,-27.48%,0.74,17.98,- -,4.94%,6.05 41.32%,-14.93%,0.15 (1.74%),9.78,11.29% -,55.89%,3.54%,2.85%,-,0.13 (1.51%),2.05,-37.52%,9.45%,0.28,-,"Jul 07, 2025",0.80,2.26%,3.96%,47.55,2.75,15.87% -,1.41,-54950.00%,-1.74%,0.74,8.79,42.42%,1.13,-,2.60%,12.35,8.60,7395,0.78,Mar 27 BMO,3.78%,1.10M,8.55,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","13,621,115",-0.58%,ZGN
