Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.97,0.64,16.87%,172.26M,0.99%,5.59B,25.47,1.28,-2.69%,142.99M,1.72%,112.70M,3.57,0.26,84.79%,4.07%,15.94%,1.53B,3.65,17.91%,5.96%,5.95,22.90%,9.30,3.50,11.65%,3.77%,5.82M,61.87%,0.79,40.92,14.28%,6.48%,20.03,34.58,10.57%,0.27 (0.84%),24.05,18.47%,5.28%,-5.96%,1.22,0.30 (0.92%),1.77,0.20%,38.51%,62.36%,0.80,"Feb 16, 2024",3.02,36.01%,14.25%,54.32,2.33%,2.27%,2400,0.34,19.40%,7.36%,2.25,35.00,Yes / Yes,0.33,38.11%,45.61%,0.81,31.99,1.78%,13.04%,4.85%,Feb 06 AMC,978.10K,32.52,1.00%,2.45%,11.38%,"

","789,490",1.66%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.33%,137.79M,-0.58%,1.24B,16.35,0.52,-7.67%,135.33M,-7.51%,-68.19M,-,0.07,74.15%,3.65%,0.00%,431.66M,2.88,21.72%,-0.37%,3.86,6.78%,0.92,9.28,29.46%,-9.14%,4.94M,-6.90%,3.52,2.41,-,-59.08%,7.05,12.12,-9.57%,-,-,9.40%,-12.86%,-29.87%,1.90,-,2.37,12.97%,66.48%,20.57%,0.29,-,2.37,47.34%,-13.09%,44.12,2.42%,3.20%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.76,8.45,-0.10%,140.00%,7.40%,Feb 28 AMC,1.28M,8.50,-4.31%,-2.55%,-5.56%,"

","969,892",0.59%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.96,5.07,0.09%,458.37M,1.29%,76.53B,25.79,6.48,-8.57%,457.47M,-8.25%,2.34B,3.39,1.35,95.54%,0.78%,-14.79%,8.54B,8.96,8.78%,0.02%,1.25,-4.81%,10.90,15.33,12.01%,16.05%,3.57M,-1.07%,4.46,37.50,9.73%,49.86%,151.03,201.92,-15.32%,1.74 (1.04%),47.21,11.57%,19.95%,-17.22%,0.85,1.56 (0.93%),2.00,8.05%,68.28%,10.67%,3.94,"Apr 18, 2024",3.36,12.77%,35.92%,38.09,2.11%,2.30%,14100,1.36,5.74%,27.43%,1.44,225.78,Yes / Yes,1.35,15.54%,30.71%,0.64,165.69,1.13%,-5.80%,8.48%,May 02 BMO,2.85M,167.14,-1.76%,-8.54%,-7.65%,"

","1,829,031",0.88%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.77,1.49,0.56%,598.62M,-7.08%,12.26B,10.40,1.97,0.00%,595.25M,1.69%,1.23B,0.77,0.34,42.78%,2.81%,4.22%,5.45B,2.25,15.36%,3.56%,3.84,-16.78%,9.82,2.08,16.50%,10.37%,16.75M,-28.57%,4.82,4.25,17.80%,15.22%,15.90,30.05,-3.76%,0.71 (3.47%),-,13.36%,13.00%,-31.85%,-0.05,0.62 (3.03%),1.13,15.63%,30.73%,28.85%,0.68,"Apr 09, 2024",1.34,23.33%,24.42%,46.62,2.29%,2.85%,-,0.26,3.58%,22.62%,1.08,28.89,Yes / Yes,0.13,2.31%,0.00%,1.29,20.74,-2.59%,-0.99%,5.91%,Mar 19 AMC,4.36M,20.48,-4.09%,4.88%,-9.10%,"

","5,639,018",-1.25%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.89%,147.17M,-0.13%,28.25B,57.33,3.29,-0.43%,88.58M,-5.13%,-138.67M,-,0.66,45.53%,5.15%,-13.57%,1.90B,14.90,54.58%,5.60%,1.89,15.23%,6.40,29.44,18.82%,-3.98%,4.56M,81.70%,16.41,11.48,38.21%,-18.64%,84.93,259.61,-14.92%,-,56.42,-17.41%,-6.46%,-27.39%,0.82,-,1.90,53.60%,77.40%,121.95%,6.24,-,1.90,58.51%,-9.70%,37.34,2.37%,2.55%,5962,1.29,40.62%,-7.32%,1.54,261.57,Yes / Yes,1.24,51.94%,-,0.74,183.71,3.42%,30.99%,35.45%,Feb 29 AMC,2.42M,188.50,-2.58%,-13.63%,2.21%,"

","1,780,214",2.61%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,9.08%,1.12B,-,-3.77,-0.10%,63.83M,2.27%,-292.19M,-,-0.77,109.93%,26.22%,-4.55%,0.00M,-,18.03%,-0.98%,20.53,-21.54%,6.18,2.55,-2.93%,-52.39%,16.74M,-12.41%,6.81,2.31,-,-67.09%,9.56,31.46,3.89%,-,-,-50.05%,-60.82%,-49.97%,1.73,-,7.16,-20.00%,-,64.64%,1.07,-,7.16,-0.81%,0.00%,57.35,7.50%,7.63%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.11,14.62,-,-5.87%,-,Feb 27 BMO,815.14K,15.74,8.12%,14.97%,-13.72%,"

","903,081",7.66%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,31.09,2.05,24.32%,260.90M,0.11%,19.64B,13.83,4.62,-0.41%,232.75M,-4.93%,637.46M,20.72,1.19,58.91%,5.23%,-6.64%,4.53B,4.34,-15.87%,-0.54%,3.49,-2.49%,26.07,2.45,5.30%,7.06%,12.17M,-11.13%,22.66,2.82,1.50%,8.96%,58.87,75.90,-11.21%,-,13.34,-,7.90%,-15.88%,-0.07,-,4.38,95.81%,74.72%,8.46%,1.55,-,4.38,516.13%,11.60%,41.52,2.15%,2.26%,7420,0.01,3.06%,14.08%,2.69,78.27,Yes / Yes,0.01,368.46%,0.00%,0.94,63.01,1.54%,23.91%,2.56%,Feb 26 AMC,3.48M,63.85,-3.21%,-2.78%,-5.12%,"

","3,280,818",1.33%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-0.12%,1.58B,-,-1.81,-11.99%,98.31M,-15.28%,-334.62M,-,-0.51,42.50%,3.73%,-40.22%,266.72M,5.93,9.15%,-2.04%,5.44,-32.83%,8.19,1.96,42.50%,-29.66%,3.66M,-51.94%,8.17,1.96,-,-36.34%,15.24,40.42,-41.38%,-,-,-16.93%,-41.61%,-60.37%,1.12,-,4.41,2095.12%,64.08%,5.12%,0.88,-,4.63,25.17%,-141.19%,38.38,3.63%,4.77%,2175,0.02,24.03%,-125.46%,1.17,54.26,Yes / Yes,0.01,-52.98%,-,1.34,15.49,-8.76%,-90.47%,5.16%,Feb 27 AMC,674.09K,16.02,-6.93%,-16.46%,-34.68%,"

","905,443",3.42%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,9.46%,127.44M,6.77%,2.19B,18.84,0.91,0.00%,115.39M,-2.39%,-136.80M,-,-0.06,0.63%,0.02%,9.56%,1.23B,1.78,263.78%,-,0.38,-,2.82,6.10,539.46%,-4.29%,0.02M,-,2.35,7.31,-,-9.63%,15.00,21.91,5.40%,-,-,-,-28.89%,-21.56%,-,-,1.56,26.18%,16.66%,14.60%,1.65,-,1.73,26.52%,-4.62%,48.23,9.74%,9.95%,-,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,1.10,16.39,-,-,6.47%,Mar 19 BMO,57.65K,17.19,-2.70%,-4.88%,-1.81%,"

","63,234",4.88%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.84,0.47,30.60%,76.17M,4.32%,1.15B,84.51,0.14,-0.95%,68.76M,-6.98%,49.10M,2.41,-0.06,51.43%,5.15%,-18.44%,645.72M,1.78,-118.21%,-1.83%,6.08,-2.85%,0.08,136.90,263.75%,7.15%,3.54M,-28.01%,5.25,2.21,10.30%,265.50%,10.27,19.29,-16.62%,-,11.23,-,8.77%,-39.92%,1.23,-,6.57,17.01%,89.72%,12.85%,0.38,-,6.57,-9.45%,13.48%,44.86,2.48%,2.90%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.73,11.41,6.05%,-32.61%,-35.42%,Feb 22 AMC,581.59K,11.59,-0.22%,-9.87%,-17.53%,"

","423,420",1.58%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.98,4.36,1.65%,148.15M,2.57%,6.45B,9.40,4.63,-0.50%,145.72M,3.01%,644.00M,2.07,0.94,79.52%,8.04%,-2.31%,4.63B,1.39,-3.39%,2.23%,3.61,29.15%,34.46,1.26,10.19%,0.76%,11.72M,48.04%,-,-,4.83%,12.95%,18.26,46.15,-0.82%,1.66 (3.82%),8.16,1.26%,10.25%,-5.72%,1.12,1.64 (3.77%),-,9.97%,-,138.28%,1.29,"Feb 14, 2024",0.26,-24.81%,17.59%,61.62,3.13%,2.94%,9679,0.86,39.40%,13.92%,3.00,45.33,Yes / Yes,0.13,-57.69%,37.74%,0.57,42.99,-3.06%,-11.39%,20.67%,Apr 22 BMO,3.25M,43.51,4.88%,6.59%,17.09%,"

","1,838,158",1.21%,ZION
