Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,-1.65%,1.36B,-,-1.00,2.17%,73.13M,8.47%,1.10B,-,-0.29,102.22%,9.46%,25.47%,-73.68M,11.05,45.92%,0.64%,12.89,47.45%,122.87M,4.04,-14.62%,-15.95%,6.92M,22.47%,4.44,4.83,4.46%,-19.89%,19.50 -8.05%,33.11%,3.72,-,26.71% 15.81%,-21.07%,9.03 98.56%,224.82%,-,-,41.95% 20.90%,89.52%,3.75%,3.79%,-59.58%,-,8.91,35.69%,-67.32%,0.71,-,-,7.69,95.94%,-59.96%,62.53,1.18,- -,7.69,106.06%,3.30%,1.47,24.85,-,0.06,153.21%,12.49%,1.14,18.32,286,0.05,Nov 06 AMC,31.75%,536.73K,17.93,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","613,011",-2.13%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.51,1.01,11.53%,167.66M,1.51%,7.89B,29.77,1.58,-1.72%,148.24M,0.26%,8.24B,4.61,0.40,91.51%,3.96%,25.72%,174.00M,4.89,11.82%,-0.90%,5.45,51.20%,1.61B,5.04,10.48%,6.40%,5.86M,26.19%,9.33,39.06,10.08%,10.81%,48.42 -2.79%,26.26%,1.20,28.02,32.18% -7.41%,8.26%,27.74 69.68%,97.03%,0.37 (0.78%),22.96,19.81% -5.41%,41.82%,2.09%,1.95%,191.75%,0.36 (0.76%),5.11,30.64%,16.77%,0.97,411.05%,"Aug 20, 2025",1.72,4.74%,10.78%,55.73,2.44,3.23% 0.62%,2.71,12.98%,1.02%,1.15,47.43,35.98%,0.36,7.89%,1.72%,0.41,46.65,2500,0.35,Oct 28 AMC,21.94%,1.08M,47.07,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","440,927",0.90%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.14,5.81,0.17%,443.95M,1.83%,64.74B,21.15,6.91,-0.08%,442.43M,1.00%,70.10B,2.95,1.62,97.76%,1.80%,-4.80%,2.61B,6.90,7.28%,0.78%,2.61,-2.60%,9.38B,13.03,8.75%,18.24%,7.99M,-10.34%,11.21,45.12,8.53%,52.54%,193.00 -24.31%,-23.51%,3.24,29.18,8.55% 11.91%,25.07%,139.34 4.84%,0.47%,1.99 (1.37%),17.50,5.98% 8.14%,70.03%,1.77%,1.95%,-10.74%,1.93 (1.32%),7.47,13.72%,37.51%,2.75,245.20%,"Oct 31, 2025",1.04,5.27%,27.83%,52.79,1.57,18.93% 21.14%,1.76,17.78%,1.52%,0.90,194.14,32.86%,1.36,4.19%,-1.60%,0.65,145.06,13800,1.09,Nov 04 BMO,-7.19%,3.06M,146.09,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,997,439",0.71%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.00,1.46,0.00%,593.65M,2.09%,11.29B,11.24,1.69,-,593.65M,1.28%,10.31B,1.65,0.35,14.66%,3.06%,-2.36%,1.21B,1.76,-0.77%,-9.14%,9.37,-0.37%,6.42B,1.70,13.47%,9.38%,18.17M,-2.76%,11.20,3.05,7.88%,13.98%,25.35 -25.02%,-23.25%,6.24,-,18.24% 8.45%,13.37%,16.34 16.34%,-13.06%,0.62 (3.28%),5.60,9.28% 13.97%,27.49%,1.93%,2.29%,-32.38%,0.65 (3.42%),1.61,2.41%,21.97%,0.45,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.56,1.44,- -,1.21,-25.19%,-0.11%,-0.19,23.21,45.76%,0.29,10.45%,-0.18%,0.66,19.10,24471,0.01,Aug 19 AMC,0.47%,1.94M,19.01,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,288,000",-0.47%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,2.84%,49.13B,70.64,4.39,-0.56%,99.39M,6.45%,47.36B,-,0.86,53.34%,5.71%,9.53%,-41.48M,18.38,11.37%,-1.00%,3.67,57.93%,2.67B,27.31,20.27%,-0.75%,5.67M,72.04%,11.37,13.75,18.14%,-2.70%,319.89 -2.98%,64.43%,22.57,67.61,54.06% 21.31%,-1.17%,164.78 88.35%,129.38%,-,30951.63,34.81% 44.03%,76.82%,2.70%,3.06%,100.12%,-,17.72,31.04%,-4.48%,9.40,-,-,1.94,23.31%,-1.55%,59.13,1.60,- -,1.94,-14.36%,2.61%,1.06,327.51,-,1.00,21.31%,7.78%,0.48,305.90,7923,0.97,Sep 02 AMC,23.99%,1.54M,310.37,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","748,393",1.46%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.02,3.80,11.19%,267.28M,5.41%,25.02B,14.11,5.93,-0.60%,265.81M,0.10%,17.29B,5.28,1.44,64.57%,1.84%,9.94%,1.19B,5.26,5.55%,0.31%,1.54,16.55%,4.75B,2.80,1.35%,11.03%,4.90M,2.45%,29.82,3.21,4.17%,13.60%,92.80 -9.90%,19.10%,26.02,13.56,-10.66% 106.45%,13.23%,64.41 29.81%,15.66%,-,14.69,4.40% 49.60%,76.38%,2.23%,2.42%,-83.58%,-,3.64,36.57%,20.43%,2.00,-,-,4.36,3.63%,24.99%,58.33,2.26,- -,4.36,66.82%,2.66%,0.79,92.80,0.00%,0.01,4.71%,3.44%,0.59,81.91,7412,0.00,Aug 21 AMC,6.53%,3.19M,83.61,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","1,879,651",2.08%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-0.85%,3.24B,92.50,0.32,-17.87%,109.00M,-12.07%,2.60B,-,-0.24,37.42%,4.49%,-22.00%,-212.37M,7.58,44.89%,-3.56%,6.78,-10.39%,427.80M,4.05,121.99%,-19.74%,4.90M,11.30%,7.20,3.90,-,-28.39%,44.34 -34.26%,10.58%,7.48,-,30.02% -3.16%,-26.45%,23.82 22.38%,1.46%,-,-,40.31% 98.33%,62.39%,3.89%,3.50%,-67.97%,-,6.08,33.47%,-57.71%,1.34,-,-,2.93,32.38%,-49.64%,39.06,1.29,- -,3.12,54.50%,-7.82%,1.09,53.97,-,0.24,9.81%,-10.17%,0.61,28.74,1869,0.01,Nov 06 BMO,-10.75%,722.74K,29.15,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","442,328",1.43%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,5.41%,7.69B,14.53,2.07,-,-,1.52%,11.18B,-,-0.23,4.30%,-,2.39%,-462.32M,0.61,56.04%,0.91%,1.18,53.48%,12.55B,-,222.69%,-7.04%,0.64M,5.78%,-13.26,5.40,-,-,33.32 -9.90%,41.80%,5.56,-,5.46% -,-,17.91 67.62%,-,-,-,118.43% 118.66%,18.90%,1.81%,2.03%,-,-,0.89,62.51%,-4.64%,0.86,-,-,0.49,39.14%,-3.68%,53.78,1.00,- -,0.59,82.59%,1.81%,0.12,35.47,-,-,37.06%,1.53%,1.22,29.84,17439,-,Aug 14 BMO,11.31%,545.28K,30.02,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","665,589",0.60%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.61,5.48,1.54%,147.60M,-4.65%,7.78B,8.78,6.00,-0.01%,145.34M,-7.69%,-,1.09,1.54,79.02%,4.08%,-6.79%,807.00M,1.57,16.41%,0.10%,3.24,22.19%,4.97B,1.19,4.15%,0.95%,5.92M,-2.86%,44.24,-,8.80%,13.23%,63.22 -16.64%,3.27%,-,9.71,-9.99% 3.54%,10.37%,39.32 34.03%,5.11%,1.76 (3.33%),-,19.10% 8.98%,-,6.14%,3.51%,74.33%,1.74 (3.30%),-,32.07%,22.09%,2.15,84.98%,"Aug 14, 2025",-,2.64%,16.23%,44.89,2.74,4.85% 5.34%,0.13,27.04%,-3.96%,0.96,62.05,33.52%,1.10,-1.04%,-5.49%,2.10,51.98,9406,0.18,Oct 20 AMC,0.78%,1.83M,52.70,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","3,846,990",1.39%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,16.63,1.18%,120.46M,1.56%,1.64B,-,-3.38,0.00%,119.04M,-6.89%,5.79B,-,0.83,52.74%,18.09%,-17.63%,2.00B,0.19,-83.52%,1.39%,4.42,4.76%,8.58B,0.42,-215.13%,19.27%,21.53M,-36.47%,32.35,0.93,-,59.06%,29.00 -52.97%,-32.41%,14.72,0.51,-23.79% -,23.31%,11.03 23.61%,-44.78%,1.04 (7.66%),1.56,-7.73% 20.63%,32.33%,3.38%,3.39%,-,6.78 (49.71%),0.68,202.12%,28.74%,0.52,-,"Sep 02, 2025",1.11,43.57%,23.37%,49.17,3.78,16.67% -,1.20,-93.86%,0.71%,1.65,13.38,22.25%,1.52,-15.36%,-3.79%,0.54,13.43,6700,1.21,Aug 20 BMO,-16.13%,4.87M,13.64,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","2,625,296",1.56%,ZIM
