Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,0.79%,1.73B,37.09,0.62,-6.25%,70.91M,-2.39%,1.49B,0.69,-0.47,100.99%,5.33%,23.70%,-63.43M,12.85,40.00%,3.88%,4.17,63.06%,134.48M,5.42,163.55%,-14.34%,3.78M,-12.99%,4.23,6.86,53.59%,-18.46%,28.49 -19.59%,56.17%,3.34,-,26.71% 15.81%,-18.90%,9.03 153.71%,165.78%,-,-,41.95% 20.90%,90.49%,3.85%,3.77%,-44.15%,-,11.11,43.93%,-52.51%,0.96,-,-,6.94,116.21%,-47.16%,46.84,1.00,- -,6.94,34.02%,-0.04%,1.23,36.46,-,0.06,72.59%,-6.28%,0.65,23.07,286,0.05,Mar 02 BMO,29.27%,905.48K,22.91,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","586,089",-0.69%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.14,1.16,11.67%,166.98M,-1.01%,8.54B,28.11,1.82,-3.64%,147.33M,8.34%,8.79B,2.89,0.36,93.39%,2.93%,11.13%,198.00M,5.04,9.14%,3.69%,4.43,13.67%,1.70B,5.33,9.83%,7.22%,4.31M,10.15%,9.60,28.43,9.72%,12.06%,53.17 -3.69%,43.08%,1.80,26.98,46.13% -2.00%,9.25%,27.74 84.61%,119.22%,0.44 (0.86%),23.32,9.78% -2.36%,41.64%,2.50%,2.85%,121.52%,0.38 (0.74%),5.19,25.84%,17.01%,1.35,468.17%,"Feb 20, 2026",2.07,8.26%,11.68%,62.92,2.25,23.86% 3.50%,3.13,17.38%,4.05%,1.05,55.33,32.87%,0.35,9.85%,7.04%,0.69,51.12,2600,0.34,Feb 03 AMC,17.01%,973.65K,51.21,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","667,193",0.18%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.44,6.02,0.19%,424.93M,0.78%,54.51B,17.10,7.55,-2.43%,421.35M,3.59%,61.49B,1.99,1.60,100.04%,3.36%,6.88%,2.67B,5.76,8.53%,-1.48%,2.69,-15.22%,9.47B,16.47,8.52%,18.00%,14.15M,2.63%,7.84,23.58,8.59%,65.99%,177.00 -27.05%,-17.48%,5.48,23.88,10.25% 11.96%,21.26%,115.25 12.04%,-24.94%,2.18 (1.69%),15.06,5.42% 7.24%,70.49%,4.68%,2.92%,-23.11%,2.03 (1.57%),6.50,10.11%,38.00%,3.75,207.31%,"Apr 20, 2026",1.94,2.28%,28.23%,58.69,1.86,14.57% 19.02%,3.03,6.74%,2.89%,0.95,151.07,33.71%,2.79,3.02%,3.82%,0.85,125.56,14500,2.78,Feb 12 BMO,-9.46%,5.27M,129.13,"Feb 01, 2013",Yes / Yes,5.59% 1.14%,"

","4,494,849",2.84%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.97,1.49,0.00%,591.63M,3.69%,14.75B,13.74,1.84,-,582.69M,13.44%,13.03B,1.44,0.45,11.20%,2.86%,33.69%,1.23B,2.24,6.24%,-1.20%,7.95,25.28%,6.59B,2.22,12.00%,9.42%,16.64M,21.21%,11.39,4.15,9.57%,13.83%,25.24 0.32%,28.01%,6.10,-,18.24% 8.45%,13.37%,16.34 54.96%,2.56%,0.68 (2.70%),7.25,9.28% 13.97%,26.00%,2.22%,2.02%,-29.27%,0.65 (2.57%),1.98,3.12%,20.42%,0.52,-,"Sep 30, 2025",1.34,12.90%,18.61%,76.80,1.32,- -,1.38,7.47%,9.07%,-0.21,24.55,45.76%,0.19,11.30%,14.19%,0.94,25.17,24471,0.01,Nov 19 AMC,28.77%,2.09M,25.32,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,962,037",0.60%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-1.27%,27.45B,38.54,4.47,-0.14%,102.57M,-19.56%,25.96B,2.10,0.89,54.50%,7.49%,-42.52%,-41.04M,9.69,16.12%,2.94%,3.67,-37.87%,2.83B,13.85,17.26%,-0.73%,7.68M,-23.47%,12.43,8.26,18.34%,-2.41%,336.99 -48.92%,-20.63%,20.83,32.39,54.06% 21.31%,-1.10%,162.87 5.68%,30.06%,-,1582.12,34.81% 44.03%,76.55%,5.34%,4.74%,-22.94%,-,9.16,-8.83%,-4.25%,9.10,-,-,1.74,23.24%,-1.45%,30.70,1.40,- -,1.74,7.34%,-9.30%,1.05,309.40,-,0.93,25.50%,-18.92%,1.21,172.59,7923,0.89,Feb 26 AMC,-35.92%,2.09M,172.13,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,541,009",-0.27%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.70,5.15,10.52%,266.35M,-4.07%,26.98B,15.02,6.07,-2.53%,264.95M,12.55%,19.07B,3.31,1.49,68.81%,2.42%,8.19%,1.59B,5.61,7.73%,2.73%,1.89,23.74%,4.81B,2.91,1.64%,14.44%,6.40M,5.60%,31.27,3.39,4.54%,17.74%,97.58 -6.62%,6.95%,26.87,13.48,-10.66% 106.45%,17.11%,64.41 41.47%,19.72%,-,14.62,4.40% 49.60%,76.89%,5.09%,4.69%,-78.20%,-,3.97,72.42%,22.86%,3.89,-,-,4.36,3.85%,33.17%,52.09,2.12,- -,4.36,204.90%,-0.05%,0.90,97.69,0.00%,0.01,4.44%,3.09%,0.90,88.65,7412,0.00,Feb 25 AMC,11.08%,3.39M,91.12,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,060,735",2.79%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,3.22%,2.26B,-,-1.17,-1.43%,109.42M,8.61%,1.66B,-,-0.36,23.70%,3.28%,-7.22%,-206.78M,5.12,32.96%,-10.41%,4.29,-43.46%,441.94M,2.94,33.14%,-19.29%,3.59M,14.40%,6.87,2.77,64.46%,-28.97%,44.34 -54.49%,-34.76%,7.29,-,30.02% -3.16%,-26.83%,15.96 26.44%,-46.01%,-,-,40.31% 98.33%,61.32%,2.98%,3.99%,-88.23%,-,3.76,30.14%,-51.59%,0.85,-,-,2.68,23.78%,-46.79%,64.37,1.31,- -,2.87,23.67%,11.48%,0.83,38.35,-,0.29,12.75%,11.14%,0.29,20.04,1869,0.01,Feb 26 BMO,-28.41%,836.86K,20.18,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","244,585",0.70%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.33,6.01,1.44%,147.65M,-3.18%,9.16B,9.43,6.58,-2.56%,145.51M,4.06%,-,2.26,1.41,82.18%,3.66%,21.60%,887.00M,1.85,3.70%,4.08%,3.11,16.46%,4.94B,1.29,5.58%,1.00%,5.33M,5.98%,48.18,-,4.17%,13.39%,66.18 -6.25%,9.26%,-,8.92,1.25% 14.72%,10.25%,39.32 57.78%,20.63%,1.82 (2.93%),-,14.19% 10.90%,-,4.06%,2.98%,24.01%,1.78 (2.87%),-,21.59%,23.77%,1.81,193.06%,"Feb 12, 2026",-,-1.00%,17.94%,53.69,2.72,3.66% 5.29%,0.15,30.96%,0.76%,0.81,66.81,29.28%,0.64,-0.08%,3.25%,1.20,61.53,9195,0.21,Jan 20 AMC,13.55%,1.71M,62.04,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,047,325",0.83%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,3.49,8.32,1.22%,120.46M,40.04%,3.50B,-,-2.59,0.00%,118.99M,35.91%,7.21B,-,-0.52,52.31%,13.33%,81.21%,1.00B,0.46,-82.83%,8.21%,3.32,79.53%,7.59B,0.87,-184.63%,9.16%,15.86M,36.74%,33.34,1.79,-,25.25%,29.97 -3.14%,46.25%,16.19,1.44,-23.79% -,11.79%,11.03 163.07%,36.19%,1.27 (4.39%),2.60,-7.73% 20.63%,23.74%,5.85%,4.67%,56.94%,4.28 (14.74%),0.95,-30.30%,19.63%,1.52,-,"Dec 01, 2025",1.22,1.63%,13.21%,77.01,3.60,16.67% -,1.30,-89.07%,28.78%,1.48,19.35,22.25%,1.41,-35.73%,34.39%,3.77,27.85,6700,1.12,Nov 20 BMO,69.12%,4.78M,29.03,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","18,029,751",4.24%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.80,0.41,75.38%,254.09M,4.65%,4.61B,23.79,0.47,0.00%,62.55M,17.78%,5.63B,1.16,-,25.05%,5.95%,15.02%,103.34M,2.21,26.54%,1.87%,5.62,40.75%,2.08B,2.75,5.80%,3.34%,3.72M,9.85%,4.09,17.10,20.54%,10.58%,11.93 -5.58%,25.53%,0.66,24.91,- -,5.45%,6.05 86.12%,-15.59%,0.15 (1.31%),12.62,11.29% -,55.55%,4.30%,4.11%,5.53%,0.14 (1.26%),2.71,-5.94%,8.97%,0.44,-,"Jul 07, 2025",0.79,-1.89%,4.97%,62.19,1.92,15.87% -,1.42,-54950.00%,12.31%,0.67,11.49,42.68%,1.17,-,9.44%,1.25,11.84,7395,0.82,Sep 05 BMO,19.86%,661.36K,11.26,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","824,974",-4.90%,ZGN
